"","ColonyID","Run.x","Interval","Temperature","N_points","O2_start","O2_end","DeltaT_min","DeltaT_max","O2_min","O2_max","Slope","Avg_Blank_Slope","Blank_Corrected_Slope","X","weight1.g","weight2.g","delta.mass.g","surface.area.cm2","Date","Project","Run.y","Chamber","Measured_Temperature","Chamber_Volume_mL","Surface_Area_cm2","Notes","Species","Phenotype","Chamber_Volume_L","Slope_norm"
"90","221",2,6,34,111,172.286,177.853,Inf,-Inf,171.443,177.853,0.160933668339241,-0.136575681995632,0.297509350334874,19,4.0376,4.5926,0.555,19.222886769128,2023-09-23,"CAREER",13,5,35.5,380.1109924,26.07098054,NA,"Montipora capitata","Susceptible",0.3801109924,0.352974792274235
"91","221",2,7,38,108,156.513,132.349,Inf,-Inf,132.349,156.513,-0.420447017597521,-0.134444378129151,-0.28600263946837,19,4.0376,4.5926,0.555,19.222886769128,2023-09-23,"CAREER",14,5,39.4,374.9739924,26.07098054,NA,"Montipora capitata","Susceptible",0.3749739924,-0.334737085578507
"92","225",2,1,18,103,221.307,256.834,Inf,-Inf,221.307,256.834,0.73450644900336,-0.052976276224463,0.787482725227823,28,2.8119,3.2129,0.401,13.8889686385952,2023-09-23,"CAREER",8,4,19.5,375.4293697,26.5114179,NA,"Porites compressa","Susceptible",0.3754293697,1.27717536503195
"93","225",2,2,22,106,218.501,268.29,Inf,-Inf,218.501,268.29,0.970714170879874,-0.0749550795075065,1.04566925038738,28,2.8119,3.2129,0.401,13.8889686385952,2023-09-23,"CAREER",9,4,23.2,377.1923697,26.5114179,NA,"Porites compressa","Susceptible",0.3771923697,1.70387797426519
"94","225",2,3,25,110,203.486,264.131,Inf,-Inf,203.486,264.131,1.14715598229787,-0.0802697818267523,1.22742576412463,28,2.8119,3.2129,0.401,13.8889686385952,2023-09-23,"CAREER",10,4,26.4,368.5383697,26.5114179,NA,"Porites compressa","Susceptible",0.3685383697,1.95415585624371
"95","225",2,4,28,112,195.761,261.761,Inf,-Inf,195.761,261.761,1.17401747985204,-0.0890318152316722,1.26304929508372,28,2.8119,3.2129,0.401,13.8889686385952,2023-09-23,"CAREER",11,4,29.4,376.4563697,26.5114179,NA,"Porites compressa","Susceptible",0.3764563697,2.05407455982615
"96","225",2,5,31,114,186.858,249.54,Inf,-Inf,186.858,249.54,1.31147359256761,-0.132287764443046,1.44376135701066,28,2.8119,3.2129,0.401,13.8889686385952,2023-09-23,"CAREER",12,4,32.5,355.0193697,26.5114179,NA,"Porites compressa","Susceptible",0.3550193697,2.21426051264372
"97","225",2,6,34,111,172.108,212.87,Inf,-Inf,172.108,212.87,0.783367221575072,-0.136575681995632,0.919942903570705,28,2.8119,3.2129,0.401,13.8889686385952,2023-09-23,"CAREER",13,4,35.5,391.4743697,26.5114179,NA,"Porites compressa","Susceptible",0.3914743697,1.55577024200879
"98","225",2,7,38,108,153.549,136.523,Inf,-Inf,136.523,153.549,-0.419938479956721,-0.134444378129151,-0.28549410182757,28,2.8119,3.2129,0.401,13.8889686385952,2023-09-23,"CAREER",14,4,39.4,383.6943697,26.5114179,NA,"Porites compressa","Susceptible",0.3836943697,-0.473220794016611
"99","226",2,1,18,103,216.784,252.759,Inf,-Inf,216.784,252.759,0.772549643377501,-0.052976276224463,0.825525919601964,29,2.0865,2.4038,0.3173,10.9899494988186,2023-09-23,"CAREER",8,2,19.5,370.7894319,22.05380642,NA,"Porites compressa","Resistant",0.3707894319,1.67114300269082
"100","226",2,2,22,106,215.762,277.529,Inf,-Inf,215.762,277.529,1.28362376393734,-0.0749550795075065,1.35857884344485,29,2.0865,2.4038,0.3173,10.9899494988186,2023-09-23,"CAREER",9,2,23.2,387.8794319,22.05380642,NA,"Porites compressa","Resistant",0.3878794319,2.87698204642375
"101","226",2,3,25,110,202.124,274.932,Inf,-Inf,202.124,274.932,1.41817099176784,-0.0802697818267523,1.49844077359459,29,2.0865,2.4038,0.3173,10.9899494988186,2023-09-23,"CAREER",10,2,26.4,373.8014319,22.05380642,NA,"Porites compressa","Resistant",0.3738014319,3.05799024925754
"102","226",2,4,28,112,195.965,271.111,Inf,-Inf,195.872,271.111,1.47268181368706,-0.0890318152316722,1.56171362891873,29,2.0865,2.4038,0.3173,10.9899494988186,2023-09-23,"CAREER",11,2,29.4,371.0084319,22.05380642,NA,"Porites compressa","Resistant",0.3710084319,3.16330256806521
"103","226",2,5,31,114,185.707,250.639,Inf,-Inf,185.58,250.639,1.276023718036,-0.132287764443046,1.40831148247905,29,2.0865,2.4038,0.3173,10.9899494988186,2023-09-23,"CAREER",12,2,32.5,366.9324319,22.05380642,NA,"Porites compressa","Resistant",0.3669324319,2.82124221150032
"104","226",2,6,34,111,170.921,208.297,Inf,-Inf,170.921,208.297,0.7343800794429,-0.136575681995632,0.870955761438532,29,2.0865,2.4038,0.3173,10.9899494988186,2023-09-23,"CAREER",13,2,35.5,381.2434319,22.05380642,NA,"Porites compressa","Resistant",0.3812434319,1.81281723028626
"105","226",2,7,38,108,153.37,138.499,Inf,-Inf,138.499,153.581,-0.318719716090524,-0.134444378129151,-0.184275337961373,29,2.0865,2.4038,0.3173,10.9899494988186,2023-09-23,"CAREER",14,2,39.4,380.5534319,22.05380642,NA,"Porites compressa","Resistant",0.3805534319,-0.382858605218912
"106","237",2,1,18,103,213.04,239.116,Inf,-Inf,213.04,239.174,0.521312941998963,-0.052976276224463,0.574289218223426,34,1.4809,1.7255,0.2446,8.47192451122288,2023-09-23,"CAREER",8,9,19.5,382.8379185,17.89549204,NA,"Porites compressa","Susceptible",0.3828379185,1.55709382417464
"107","237",2,2,22,106,210.911,254.036,Inf,-Inf,210.882,254.036,0.824947784605282,-0.0749550795075065,0.899902864112789,34,1.4809,1.7255,0.2446,8.47192451122288,2023-09-23,"CAREER",9,9,23.2,372.0189185,17.89549204,NA,"Porites compressa","Susceptible",0.3720189185,2.3709906042161
"108","237",2,3,25,110,196.459,247.775,Inf,-Inf,196.459,247.775,0.95085687603059,-0.0802697818267523,1.03112665785734,34,1.4809,1.7255,0.2446,8.47192451122288,2023-09-23,"CAREER",10,9,26.4,359.4129185,17.89549204,NA,"Porites compressa","Susceptible",0.3594129185,2.62467098911978
"109","237",2,4,28,112,188.63,239.904,Inf,-Inf,188.63,239.904,0.928355596557925,-0.0890318152316722,1.0173874117896,34,1.4809,1.7255,0.2446,8.47192451122288,2023-09-23,"CAREER",11,9,29.4,355.8129185,17.89549204,NA,"Porites compressa","Susceptible",0.3558129185,2.56375927633306
"110","237",2,5,31,114,179.032,229.785,Inf,-Inf,178.888,229.785,0.962722647437288,-0.132287764443046,1.09501041188033,34,1.4809,1.7255,0.2446,8.47192451122288,2023-09-23,"CAREER",12,9,32.5,371.7809185,17.89549204,NA,"Porites compressa","Susceptible",0.3717809185,2.8831983298952
"111","237",2,6,34,111,166.137,197.394,Inf,-Inf,166.137,197.394,0.555087968490758,-0.136575681995632,0.691663650486391,34,1.4809,1.7255,0.2446,8.47192451122288,2023-09-23,"CAREER",13,9,35.5,388.2999185,17.89549204,NA,"Porites compressa","Susceptible",0.3882999185,1.90209158797977
"112","237",2,7,38,108,147.546,134.376,Inf,-Inf,134.376,147.546,-0.272382783736124,-0.134444378129151,-0.137938405606972,34,1.4809,1.7255,0.2446,8.47192451122288,2023-09-23,"CAREER",14,9,39.4,377.7789185,17.89549204,NA,"Porites compressa","Susceptible",0.3777789185,-0.369055849972118
"113","26",2,1,18,103,208.994,246.913,Inf,-Inf,208.994,247.007,0.824804321897874,-0.052976276224463,0.877780598122337,20,2.1564,2.4602,0.3038,10.5223657665965,2023-09-23,"CAREER",8,8,19.5,366.7300895,24.88167307,NA,"Porites compressa","Resistant",0.3667300895,1.83556757739409
"114","26",2,2,22,106,207.713,265.865,Inf,-Inf,207.713,265.865,1.1541575889188,-0.0749550795075065,1.22911266842631,20,2.1564,2.4602,0.3038,10.5223657665965,2023-09-23,"CAREER",9,8,23.2,360.4110895,24.88167307,NA,"Porites compressa","Resistant",0.3604110895,2.52596713954982
"115","26",2,3,25,110,195.399,259.118,Inf,-Inf,195.399,259.118,1.19966479607023,-0.0802697818267523,1.27993457789698,20,2.1564,2.4602,0.3038,10.5223657665965,2023-09-23,"CAREER",10,8,26.4,379.1910895,24.88167307,NA,"Porites compressa","Resistant",0.3791910895,2.7674752874807
"116","26",2,4,28,112,187.084,261.862,Inf,-Inf,187.084,261.862,1.37909358999168,-0.0890318152316722,1.46812540522335,20,2.1564,2.4602,0.3038,10.5223657665965,2023-09-23,"CAREER",11,8,29.4,365.5940895,24.88167307,NA,"Porites compressa","Resistant",0.3655940895,3.06055491341122
"117","26",2,5,31,114,180.078,243.168,Inf,-Inf,180.078,243.168,1.32826758178479,-0.132287764443046,1.46055534622784,20,2.1564,2.4602,0.3038,10.5223657665965,2023-09-23,"CAREER",12,8,32.5,365.5570895,24.88167307,NA,"Porites compressa","Resistant",0.3655570895,3.04446570246955
"118","26",2,6,34,111,165.569,212.617,Inf,-Inf,165.569,212.617,0.86290095880486,-0.136575681995632,0.999476640800492,20,2.1564,2.4602,0.3038,10.5223657665965,2023-09-23,"CAREER",13,8,35.5,372.9900895,24.88167307,NA,"Porites compressa","Resistant",0.3729900895,2.12572850996369
"119","26",2,7,38,108,147.626,132.415,Inf,-Inf,132.415,147.626,-0.393513717904367,-0.134444378129151,-0.259069339775216,20,2.1564,2.4602,0.3038,10.5223657665965,2023-09-23,"CAREER",14,8,39.4,368.2830895,24.88167307,NA,"Porites compressa","Resistant",0.3682830895,-0.544046038487044
"120","42",2,1,18,103,218.089,252.011,Inf,-Inf,218.019,252.011,0.709981794660409,-0.052976276224463,0.762958070884872,25,5.8857,6.5585,0.672800000000001,23.3029877806654,2023-09-23,"CAREER",8,6,19.5,375.1386527,22.70840934,NA,"Porites compressa","Resistant",0.3751386527,0.736939997923741
"121","42",2,2,22,106,215.366,258.714,Inf,-Inf,215.366,258.714,0.887460236225415,-0.0749550795075065,0.962415315732922,25,5.8857,6.5585,0.672800000000001,23.3029877806654,2023-09-23,"CAREER",9,6,23.2,374.4376527,22.70840934,NA,"Porites compressa","Resistant",0.3744376527,0.927858354827515
"122","42",2,3,25,110,200.713,254.036,Inf,-Inf,200.327,254.036,1.07629969923245,-0.0802697818267523,1.15656948105921,25,5.8857,6.5585,0.672800000000001,23.3029877806654,2023-09-23,"CAREER",10,6,26.4,378.5486527,22.70840934,NA,"Porites compressa","Resistant",0.3785486527,1.12728330700708
"123","42",2,4,28,112,193.924,236.762,Inf,-Inf,192.172,236.762,0.95887666782084,-0.0890318152316722,1.04790848305251,25,5.8857,6.5585,0.672800000000001,23.3029877806654,2023-09-23,"CAREER",11,6,29.4,374.3906527,22.70840934,NA,"Porites compressa","Resistant",0.3743906527,1.0101549499985
"124","42",2,5,31,114,183.325,234.743,Inf,-Inf,182.404,234.743,1.08373275722591,-0.132287764443046,1.21602052166896,25,5.8857,6.5585,0.672800000000001,23.3029877806654,2023-09-23,"CAREER",12,6,32.5,381.6456527,22.70840934,NA,"Porites compressa","Resistant",0.3816456527,1.19492560367903
"125","42",2,6,34,111,167.159,195.28,Inf,-Inf,167.051,195.28,0.556677574035974,-0.136575681995632,0.693253256031607,25,5.8857,6.5585,0.672800000000001,23.3029877806654,2023-09-23,"CAREER",13,6,35.5,381.1886527,22.70840934,NA,"Porites compressa","Resistant",0.3811886527,0.680411311546499
"126","42",2,7,38,108,150.574,130.016,Inf,-Inf,130.016,150.574,-0.41829572752077,-0.134444378129151,-0.283851349391619,25,5.8857,6.5585,0.672800000000001,23.3029877806654,2023-09-23,"CAREER",14,6,39.4,378.5186527,22.70840934,NA,"Porites compressa","Resistant",0.3785186527,-0.276641857301935
"127","45",2,1,18,103,165.301,190.805,Inf,-Inf,165.301,190.805,0.532433247983233,-0.052976276224463,0.585409524207696,NA,NA,NA,NA,NA,2023-09-23,"CAREER",8,3,19.5,367.58703,20.88991377,NA,"Porites compressa","Susceptible",0.36758703,NA
"128","45",2,2,22,106,166.55,204.37,Inf,-Inf,166.434,204.37,0.746039490303329,-0.0749550795075065,0.820994569810835,NA,NA,NA,NA,NA,2023-09-23,"CAREER",9,3,23.2,356.75603,20.88991377,NA,"Porites compressa","Susceptible",0.35675603,NA
"129","45",2,3,25,110,155.105,201.72,Inf,-Inf,155.105,201.72,0.866033024031834,-0.0802697818267523,0.946302805858586,NA,NA,NA,NA,NA,2023-09-23,"CAREER",10,3,26.4,366.14703,20.88991377,NA,"Porites compressa","Susceptible",0.36614703,NA
"130","45",2,4,28,112,149.273,203.068,Inf,-Inf,149.246,203.068,0.931347303007039,-0.0890318152316722,1.02037911823871,NA,NA,NA,NA,NA,2023-09-23,"CAREER",11,3,29.4,358.47903,20.88991377,NA,"Porites compressa","Susceptible",0.35847903,NA
"131","45",2,5,31,114,139.593,184.893,Inf,-Inf,139.593,184.893,0.844982491850632,-0.132287764443046,0.977270256293678,NA,NA,NA,NA,NA,2023-09-23,"CAREER",12,3,32.5,354.96103,20.88991377,NA,"Porites compressa","Susceptible",0.35496103,NA
"132","45",2,6,34,111,124.732,145.916,Inf,-Inf,124.732,145.916,0.400384671730873,-0.136575681995632,0.536960353726506,NA,NA,NA,NA,NA,2023-09-23,"CAREER",13,3,35.5,378.36803,20.88991377,NA,"Porites compressa","Susceptible",0.37836803,NA
"133","45",2,7,38,108,102.644,88.449,Inf,-Inf,88.449,102.644,-0.289514571746383,-0.134444378129151,-0.155070193617232,NA,NA,NA,NA,NA,2023-09-23,"CAREER",14,3,39.4,381.26603,20.88991377,NA,"Porites compressa","Susceptible",0.38126603,NA
"134","2",3,1,18,105,224.791,256.412,Inf,-Inf,224.688,256.412,0.667074612743594,-0.052976276224463,0.720050888968057,2,1.5416,1.9,0.3584,12.4134821946945,2023-09-24,"CAREER",15,5,19.5,377.6529591,36.60758992,NA,"Montipora capitata","Resistant",0.3776529591,1.31435810511378
"135","2",3,2,22,114,218.649,255.974,Inf,-Inf,217.56,255.974,0.727968567946638,-0.0749550795075065,0.802923647454145,2,1.5416,1.9,0.3584,12.4134821946945,2023-09-24,"CAREER",16,5,23.2,367.9259591,36.60758992,NA,"Montipora capitata","Resistant",0.3679259591,1.42788195176965
"136","2",3,3,25,111,205.574,266.828,Inf,-Inf,205.03,266.828,1.27839199589667,-0.0802697818267523,1.35866177772342,2,1.5416,1.9,0.3584,12.4134821946945,2023-09-24,"CAREER",17,5,26.4,373.5929591,36.60758992,NA,"Montipora capitata","Resistant",0.3735929591,2.45339607047263
"137","2",3,4,28,106,200.643,271.026,Inf,-Inf,200.643,271.026,1.38910732347211,-0.0890318152316722,1.47813913870378,2,1.5416,1.9,0.3584,12.4134821946945,2023-09-24,"CAREER",18,5,29.4,376.2089591,36.60758992,NA,"Montipora capitata","Resistant",0.3762089591,2.68783172064834
"138","2",3,5,31,106,187.585,223.772,Inf,-Inf,187.333,223.772,0.772291786665281,-0.132287764443046,0.904579551108327,2,1.5416,1.9,0.3584,12.4134821946945,2023-09-24,"CAREER",19,5,32.5,383.1809591,36.60758992,NA,"Montipora capitata","Resistant",0.3831809591,1.6753606500072
"139","2",3,6,34,116,166.868,178.841,Inf,-Inf,165.49,178.841,0.258102706997195,-0.136575681995632,0.394678388992828,2,1.5416,1.9,0.3584,12.4134821946945,2023-09-24,"CAREER",20,5,35.5,372.4689591,36.60758992,NA,"Montipora capitata","Resistant",0.3724689591,0.710544131397328
"140","2",3,7,38,109,156.799,120.941,Inf,-Inf,120.941,156.799,-0.624501713454003,-0.134444378129151,-0.490057335324852,2,1.5416,1.9,0.3584,12.4134821946945,2023-09-24,"CAREER",21,5,39.4,376.0979591,36.60758992,NA,"Montipora capitata","Resistant",0.3760979591,-0.890851869444504
"141","204",3,1,18,105,216.331,234.123,Inf,-Inf,216.331,234.123,0.378347134124653,-0.052976276224463,0.431323410349116,11,3.2807,3.7081,0.4274,14.8033546038294,2023-09-24,"CAREER",15,8,19.5,383.5710585,23.89127348,NA,"Montipora capitata","Resistant",0.3835710585,0.670563591122688
"142","204",3,2,22,114,213.121,229.866,Inf,-Inf,211.939,229.866,0.389660903709001,-0.0749550795075065,0.464615983216508,11,3.2807,3.7081,0.4274,14.8033546038294,2023-09-24,"CAREER",16,8,23.2,384.4210585,23.89127348,NA,"Montipora capitata","Resistant",0.3844210585,0.723923081669225
"143","204",3,3,25,111,201.798,231.777,Inf,-Inf,200.04,231.777,0.760594868362591,-0.0802697818267523,0.840864650189343,11,3.2807,3.7081,0.4274,14.8033546038294,2023-09-24,"CAREER",17,8,26.4,377.9600585,23.89127348,NA,"Montipora capitata","Resistant",0.3779600585,1.288140131267
"144","204",3,4,28,106,193.875,231.036,Inf,-Inf,193.705,231.036,0.803352718922867,-0.0890318152316722,0.892384534154539,11,3.2807,3.7081,0.4274,14.8033546038294,2023-09-24,"CAREER",18,8,29.4,372.0820585,23.89127348,NA,"Montipora capitata","Resistant",0.3720820585,1.34580417747701
"145","204",3,5,31,106,176.862,213.617,Inf,-Inf,176.848,213.617,0.784117489808699,-0.132287764443046,0.916405254251745,11,3.2807,3.7081,0.4274,14.8033546038294,2023-09-24,"CAREER",19,8,32.5,371.9610585,23.89127348,NA,"Montipora capitata","Resistant",0.3719610585,1.38158036813465
"146","204",3,6,34,116,162.051,177.803,Inf,-Inf,160.765,177.803,0.399968644517635,-0.136575681995632,0.536544326513268,11,3.2807,3.7081,0.4274,14.8033546038294,2023-09-24,"CAREER",20,8,35.5,376.3790585,23.89127348,NA,"Montipora capitata","Resistant",0.3763790585,0.818506563658242
"147","204",3,7,38,109,152.197,128.283,Inf,-Inf,128.283,152.197,-0.434627883064092,-0.134444378129151,-0.300183504934941,11,3.2807,3.7081,0.4274,14.8033546038294,2023-09-24,"CAREER",21,8,39.4,378.1150585,23.89127348,NA,"Montipora capitata","Resistant",0.3781150585,-0.460046684958213
"148","205",3,1,18,105,261.486,303.422,Inf,-Inf,261.486,303.422,0.905761940946589,-0.052976276224463,0.958738217171052,12,5.0684,5.8128,0.744400000000001,25.782913353043,2023-09-24,"CAREER",15,1,19.5,348.6353566,27.39337475,NA,"Montipora capitata","Susceptible",0.3486353566,0.777840818031594
"149","205",3,2,22,114,254.581,304.706,Inf,-Inf,253.148,304.706,1.12427840499978,-0.0749550795075065,1.19923348450729,12,5.0684,5.8128,0.744400000000001,25.782913353043,2023-09-24,"CAREER",16,1,23.2,359.9383566,27.39337475,NA,"Montipora capitata","Susceptible",0.3599383566,1.00450276588072
"150","205",3,3,25,111,238.323,309.019,Inf,-Inf,237.474,309.019,1.49435289203415,-0.0802697818267523,1.5746226738609,12,5.0684,5.8128,0.744400000000001,25.782913353043,2023-09-24,"CAREER",17,1,26.4,368.3563566,27.39337475,NA,"Montipora capitata","Susceptible",0.3683563566,1.34978292767996
"151","205",3,4,28,106,229.871,305.515,Inf,-Inf,229.681,305.515,1.53748848934328,-0.0890318152316722,1.62652030457495,12,5.0684,5.8128,0.744400000000001,25.782913353043,2023-09-24,"CAREER",18,1,29.4,363.6823566,27.39337475,NA,"Montipora capitata","Susceptible",0.3636823566,1.37657850218641
"152","205",3,5,31,106,209.802,284.11,Inf,-Inf,207.388,284.11,1.47844015752884,-0.132287764443046,1.61072792197188,12,5.0684,5.8128,0.744400000000001,25.782913353043,2023-09-24,"CAREER",19,1,32.5,375.0603566,27.39337475,NA,"Montipora capitata","Susceptible",0.3750603566,1.40586173609209
"153","205",3,6,34,116,189.128,233.887,Inf,-Inf,186.149,233.887,1.01607403045583,-0.136575681995632,1.15264971245147,12,5.0684,5.8128,0.744400000000001,25.782913353043,2023-09-24,"CAREER",20,1,35.5,374.2083566,27.39337475,NA,"Montipora capitata","Susceptible",0.3742083566,1.00376047204383
"154","205",3,7,38,109,178.749,140.584,Inf,-Inf,140.584,178.749,-0.808224964647394,-0.134444378129151,-0.673780586518242,12,5.0684,5.8128,0.744400000000001,25.782913353043,2023-09-24,"CAREER",21,1,39.4,373.1893566,27.39337475,NA,"Montipora capitata","Susceptible",0.3731893566,-0.585149723297589
"155","211",3,1,18,105,222.905,262.496,Inf,-Inf,222.905,262.496,0.814122388984968,-0.052976276224463,0.867098665209431,16,1.2066,1.4296,0.223,7.72379053966764,2023-09-24,"CAREER",15,10,19.5,371.8611905,37.65275189,NA,"Montipora capitata","Susceptible",0.3718611905,2.50478316523287
"156","211",3,2,22,114,217.813,265.025,Inf,-Inf,217.596,265.025,0.923542305125555,-0.0749550795075065,0.998497384633061,16,1.2066,1.4296,0.223,7.72379053966764,2023-09-24,"CAREER",16,10,23.2,368.8141905,37.65275189,NA,"Montipora capitata","Susceptible",0.3688141905,2.86071976762065
"157","211",3,3,25,111,205.526,260.778,Inf,-Inf,204.874,260.778,1.25303428978989,-0.0802697818267523,1.33330407161664,16,1.2066,1.4296,0.223,7.72379053966764,2023-09-24,"CAREER",17,10,26.4,368.6041905,37.65275189,NA,"Montipora capitata","Susceptible",0.3686041905,3.81777417824503
"158","211",3,4,28,106,197.475,265.669,Inf,-Inf,197.475,265.669,1.38667788787436,-0.0890318152316722,1.47570970310603,16,1.2066,1.4296,0.223,7.72379053966764,2023-09-24,"CAREER",18,10,29.4,373.7081905,37.65275189,NA,"Montipora capitata","Susceptible",0.3737081905,4.28404783909207
"159","211",3,5,31,106,182.032,245.024,Inf,-Inf,182.032,245.024,1.28073731702649,-0.132287764443046,1.41302508146953,16,1.2066,1.4296,0.223,7.72379053966764,2023-09-24,"CAREER",19,10,32.5,366.4731905,37.65275189,NA,"Montipora capitata","Susceptible",0.3664731905,4.02265551249616
"160","211",3,6,34,116,163.136,189.085,Inf,-Inf,162.603,189.085,0.512628474641006,-0.136575681995632,0.649204156636638,16,1.2066,1.4296,0.223,7.72379053966764,2023-09-24,"CAREER",20,10,35.5,370.0851905,37.65275189,NA,"Montipora capitata","Susceptible",0.3700851905,1.86639585381041
"161","211",3,7,38,109,151.53,117.281,Inf,-Inf,117.281,151.53,-0.641454770539366,-0.134444378129151,-0.507010392410215,16,1.2066,1.4296,0.223,7.72379053966764,2023-09-24,"CAREER",21,10,39.4,366.2191905,37.65275189,NA,"Montipora capitata","Susceptible",0.3662191905,-1.44237678013117
"162","235",3,1,18,105,224.243,295.533,Inf,-Inf,224.243,295.533,1.52647592800572,-0.052976276224463,1.57945220423019,32,3.4514,3.8548,0.4034,13.9720946354346,2023-09-24,"CAREER",15,2,19.5,369.0812349,30.69456464,NA,"Porites compressa","Susceptible",0.3690812349,2.50333046782147
"163","235",3,2,22,114,221.296,327.361,Inf,-Inf,220.561,327.361,2.07966083979034,-0.0749550795075065,2.15461591929785,32,3.4514,3.8548,0.4034,13.9720946354346,2023-09-24,"CAREER",16,2,23.2,370.4792349,30.69456464,NA,"Porites compressa","Susceptible",0.3704792349,3.42786308615637
"164","235",3,3,25,111,209.145,347.877,Inf,-Inf,208.446,347.877,2.83294017094017,-0.0802697818267523,2.91320995276693,32,3.4514,3.8548,0.4034,13.9720946354346,2023-09-24,"CAREER",17,2,26.4,378.9282349,30.69456464,NA,"Porites compressa","Susceptible",0.3789282349,4.74043814087327
"165","235",3,4,28,106,203.394,354.708,Inf,-Inf,203.394,354.708,3.00167091403073,-0.0890318152316722,3.0907027292624,32,3.4514,3.8548,0.4034,13.9720946354346,2023-09-24,"CAREER",18,2,29.4,361.4212349,30.69456464,NA,"Porites compressa","Susceptible",0.3614212349,4.79689964718338
"166","235",3,5,31,106,186.458,340.152,Inf,-Inf,186.458,340.152,3.15751373465809,-0.132287764443046,3.28980149910113,32,3.4514,3.8548,0.4034,13.9720946354346,2023-09-24,"CAREER",19,2,32.5,364.6422349,30.69456464,NA,"Porites compressa","Susceptible",0.3646422349,5.15141330907093
"167","235",3,6,34,116,165.928,267.819,Inf,-Inf,165.928,267.819,1.83580871742496,-0.136575681995632,1.97238439942059,32,3.4514,3.8548,0.4034,13.9720946354346,2023-09-24,"CAREER",20,2,35.5,365.3412349,30.69456464,NA,"Porites compressa","Susceptible",0.3653412349,3.09442515664467
"168","235",3,7,38,109,158.158,141.266,Inf,-Inf,141.266,158.569,-0.53530562851782,-0.134444378129151,-0.400861250388669,32,3.4514,3.8548,0.4034,13.9720946354346,2023-09-24,"CAREER",21,2,39.4,375.7222349,30.69456464,NA,"Porites compressa","Susceptible",0.3757222349,-0.646771248595202
"169","238",3,1,18,105,220.355,258.676,Inf,-Inf,220.355,258.676,0.785684254501958,-0.052976276224463,0.838660530726421,35,2.1891,2.544,0.3549,12.292256782637,2023-09-24,"CAREER",15,9,19.5,382.9825172,28.28639174,NA,"Porites compressa","Resistant",0.3829825172,1.56777877397216
"170","238",3,2,22,114,215.524,271.297,Inf,-Inf,215.321,271.297,1.05665247985875,-0.0749550795075065,1.13160755936626,35,2.1891,2.544,0.3549,12.292256782637,2023-09-24,"CAREER",16,9,23.2,359.0825172,28.28639174,NA,"Porites compressa","Resistant",0.3590825172,1.98339734396248
"171","238",3,3,25,111,202.688,275.552,Inf,-Inf,202.431,275.552,1.45298452172383,-0.0802697818267523,1.53325430355059,35,2.1891,2.544,0.3549,12.292256782637,2023-09-24,"CAREER",17,9,26.4,366.1735172,28.28639174,NA,"Porites compressa","Resistant",0.3661735172,2.74044285449451
"172","238",3,4,28,106,196.286,276.76,Inf,-Inf,196.286,276.76,1.4953066553277,-0.0890318152316722,1.58433847055937,35,2.1891,2.544,0.3549,12.292256782637,2023-09-24,"CAREER",18,9,29.4,375.9565172,28.28639174,NA,"Porites compressa","Resistant",0.3759565172,2.90740285038055
"173","238",3,5,31,106,180.441,253.109,Inf,-Inf,180.441,253.109,1.42404443351859,-0.132287764443046,1.55633219796163,35,2.1891,2.544,0.3549,12.292256782637,2023-09-24,"CAREER",19,9,32.5,375.0475172,28.28639174,NA,"Porites compressa","Resistant",0.3750475172,2.84910348248702
"174","238",3,6,34,116,161.486,214.786,Inf,-Inf,161.486,214.786,0.933747518799225,-0.136575681995632,1.07032320079486,35,2.1891,2.544,0.3549,12.292256782637,2023-09-24,"CAREER",20,9,35.5,377.7825172,28.28639174,NA,"Porites compressa","Resistant",0.3777825172,1.973678553079
"175","238",3,7,38,109,151.839,132.14,Inf,-Inf,132.14,151.839,-0.487779081050524,-0.134444378129151,-0.353334702921373,35,2.1891,2.544,0.3549,12.292256782637,2023-09-24,"CAREER",21,9,39.4,372.6045172,28.28639174,NA,"Porites compressa","Resistant",0.3726045172,-0.642619701426935
"176","247",3,1,18,105,171.146,198.088,Inf,-Inf,171.146,198.088,0.560133405651702,-0.052976276224463,0.613109681876165,42,3.5516,4.0232,0.4716,16.3342583789563,2023-09-24,"CAREER",15,3,19.5,373.2794945,26.40064766,NA,"Porites compressa","Susceptible",0.3732794945,0.840667265623653
"177","247",3,2,22,114,169.49,209.852,Inf,-Inf,169.017,209.852,0.761938517721923,-0.0749550795075065,0.83689359722943,42,3.5516,4.0232,0.4716,16.3342583789563,2023-09-24,"CAREER",16,3,23.2,374.5694945,26.40064766,NA,"Porites compressa","Susceptible",0.3745694945,1.15147491018644
"178","247",3,3,25,111,160.331,210.545,Inf,-Inf,159.825,210.545,0.969861932229017,-0.0802697818267523,1.05013171405577,42,3.5516,4.0232,0.4716,16.3342583789563,2023-09-24,"CAREER",17,3,26.4,372.8254945,26.40064766,NA,"Porites compressa","Susceptible",0.3728254945,1.43814013406585
"179","247",3,4,28,106,154.954,207.133,Inf,-Inf,154.954,207.133,1.02827223665852,-0.0890318152316722,1.11730405189019,42,3.5516,4.0232,0.4716,16.3342583789563,2023-09-24,"CAREER",18,3,29.4,373.8814945,26.40064766,NA,"Porites compressa","Susceptible",0.3738814945,1.53446565754019
