"","Colony_ID","Pmax","alpha","Rd","Ik","Pgross","Date","Project","Species","Phenotype","Run","Chamber","Chamber_Volume_mL","Surface_Area_cm2","Notes"
"15","201",1.37731339231391,0.00560054552487736,-0.491275609245242,245.924863246973,0.886037783068669,2024-01-20,"CAREER - Phys","Montipora capitata","Susceptible",3,5,233.199,25.88782546,NA
"16","225",2.03410699639014,0.00781949034182373,-0.772839383371734,260.132938013928,1.26126761301841,2024-01-20,"CAREER - Phys","Porites compressa","Susceptible",1,6,234.065,34.29266037,NA
"17","206",1.48899776671896,0.00642701223787883,-0.554893361329602,231.678066200538,0.934104405389359,2024-01-20,"CAREER - Phys","Montipora capitata","Resistant",2,6,241.875,15.4556613,NA
"18","233",2.06141581367487,0.00466563223994612,-0.711227648358587,441.829897355707,1.35018816531629,2024-01-20,"CAREER - Phys","Porites compressa","Susceptible",3,6,235.929,22.96669098,NA
"19","212",1.43864582132792,0.00755347924950736,-0.616387880229518,190.461345534477,0.822257941098407,2024-01-20,"CAREER - Phys","Montipora capitata","Resistant",1,7,244.786,12.95589027,NA
"20","42",1.7868447804771,0.00499752444018448,-0.60275388144641,357.545981388165,1.18409089903069,2024-01-20,"CAREER - Phys","Porites compressa","Resistant",2,7,234.9,20.86350227,NA
"21","209",1.35210141686707,0.00438067549533432,-0.558522722659313,308.651352584125,0.793578694207757,2024-01-20,"CAREER - Phys","Montipora capitata","Susceptible",3,7,234.796,25.30017054,NA
"22","41",2.58141173114981,0.0104531116979939,-1.1134186317159,246.951511256232,1.46799309943391,2024-01-20,"CAREER - Phys","Porites compressa","Susceptible",1,8,240.692,18.58050535,NA
"23","214",NA,NA,NA,NA,NA,2024-01-20,"CAREER - Phys","Montipora capitata","Resistant",2,8,239.946,10.36015277,"Lid came off during run (at 60% light level); Channel 8 (colony #214) lid got loose during 60% light level, and the data is probably unusable from 60% onwards. While we were getting the bubble off, the stir bars kind of stopped only for a few measurements."
"24","239",2.47648742907709,0.00581848826057691,-0.98988890943434,425.623859354757,1.48659851964275,2024-01-20,"CAREER - Phys","Porites compressa","Susceptible",3,8,235.016,19.02971119,NA
"25","19",1.11641883449577,0.00812179360094861,-0.494100707602409,137.459641225723,0.622318126893358,2024-01-20,"CAREER - Phys","Montipora capitata","Susceptible",1,9,233.329,19.39694291,NA
"26","27",3.44328354351912,0.0108142356636437,-1.46454427307329,318.402858104439,1.97873927044583,2024-01-20,"CAREER - Phys","Porites compressa","Resistant",2,9,236.389,23.38202144,"Channel 9 looked funny during 0% light level"
"27","219",1.20997924723422,0.00488995273121756,-0.508133315537177,247.441910738664,0.701845931697046,2024-01-20,"CAREER - Phys","Montipora capitata","Susceptible",3,9,239.274,24.17025675,NA
"28","243",1.94996114307206,0.00554892958781415,-0.701958845381183,351.41212592683,1.24800229769088,2024-01-20,"CAREER - Phys","Porites compressa","Susceptible",1,10,234.392,22.46313393,NA
"29","247",2.54767606174737,0.00448143812060144,-0.737281580951826,568.495200242875,1.81039448079554,2024-01-20,"CAREER - Phys","Porites compressa","Susceptible",3,10,240.459,24.34787308,NA
"30","29",1.9357200357766,0.0035590465463926,-0.652195726047672,543.887249167511,1.28352430972893,2024-01-21,"CAREER - Phys","Porites compressa","Resistant",4,1,234.508,25.67355999,NA
"31","12",1.52469832609348,0.006819610166898,-0.558594334079574,223.575584055271,0.966103992013909,2024-01-21,"CAREER - Phys","Montipora capitata","Resistant",5,1,237.739,22.73053391,NA
"32","210",1.48308177291378,0.00505048210375905,-0.55753031591503,293.651525229627,0.925551456998748,2024-01-21,"CAREER - Phys","Montipora capitata","Resistant",4,2,239.093,21.25520366,NA
"33","236",2.04297050604383,0.00421814669250964,-0.657054258533807,484.328937557251,1.38591624751002,2024-01-21,"CAREER - Phys","Porites compressa","Resistant",5,2,236.466,22.4353766,NA
"34","45",1.56661789756238,0.00356282684250554,-0.522154892710437,439.712050799713,1.04446300485194,2024-01-21,"CAREER - Phys","Porites compressa","Susceptible",4,3,241.279,16.81304653,NA
"35","202",1.3699644155974,0.00803324481676924,-0.625288952971215,170.536868581128,0.744675462626187,2024-01-21,"CAREER - Phys","Montipora capitata","Resistant",4,4,233.09,38.02202589,NA
"36","213",1.56905753770756,0.00884584819193993,-0.641778257977454,177.377850451609,0.927279279730106,2024-01-21,"CAREER - Phys","Montipora capitata","Susceptible",5,4,240.148,19.12683178,NA
"37","235",2.70036467316806,0.00849304123365313,-0.951649996582404,317.950260557789,1.74871467658565,2024-01-21,"CAREER - Phys","Porites compressa","Susceptible",4,5,234.41,28.93156248,NA
"38","248",2.51967853962787,0.0103991799344517,-0.871893317791824,242.295888282533,1.64778522183604,2024-01-21,"CAREER - Phys","Porites compressa","Resistant",5,5,240.155,19.57250727,NA
"39","211",1.34170151185657,0.00523704135255302,-0.507053586210453,256.194561305593,0.834647925646114,2024-01-21,"CAREER - Phys","Montipora capitata","Susceptible",4,6,236.22,25.49841239,NA
"40","203",1.51936946163218,0.00700769315050852,-0.577013950749749,216.814496439805,0.942355510882429,2024-01-21,"CAREER - Phys","Montipora capitata","Susceptible",5,6,241.863,17.06858134,NA
"41","240",1.67659647598771,0.00465035938636629,-0.597564174469801,360.530517469914,1.07903230151791,2024-01-21,"CAREER - Phys","Porites compressa","Resistant",4,7,241.033,13.99913436,NA
"42","242",2.43267211033542,0.00523825238880766,-0.663258892279808,464.405288208946,1.76941321805561,2024-01-21,"CAREER - Phys","Porites compressa","Resistant",5,7,240.191,21.465022,NA
"43","221",1.9153601577222,0.00686555212465904,-0.838569753085294,278.981227284372,1.07679040463691,2024-01-21,"CAREER - Phys","Montipora capitata","Susceptible",4,8,240.722,21.29399255,NA
"44","220",1.70967433644024,0.0114947078462374,-0.741114023512939,148.73577991805,0.968560312927302,2024-01-21,"CAREER - Phys","Montipora capitata","Resistant",5,8,240.741,19.41339906,NA
"45","241",2.03573025302262,0.00905197838112151,-0.782767970339233,224.893406425745,1.25296228268338,2024-01-21,"CAREER - Phys","Porites compressa","Susceptible",4,9,233.136,28.11625177,NA
"46","234",2.05059270916271,0.00702218291471938,-0.746417675803689,292.016419120102,1.30417503335902,2024-01-21,"CAREER - Phys","Porites compressa","Resistant",5,9,235.833,21.38402958,NA
"47","4",1.35452912495163,0.00728556211069661,-0.541796974332701,185.919645508604,0.812732150618932,2024-01-21,"CAREER - Phys","Montipora capitata","Resistant",4,10,240.471,19.50035567,NA
"48","46",2.20539891306302,0.00560453312703119,-0.750132203623562,393.502699167959,1.45526670943945,2024-01-21,"CAREER - Phys","Porites compressa","Resistant",5,10,230.706,28.47249303,NA
