sample_uid	1585934	1586098	1587534	1586603	1585960	1585391	1586361	1587514	1586753	1588633	1588394	1585393	1585933	1587213	1586587	1589029	1586365	1587322	1591001	1590984
256528	82910.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256512	90531.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256457	107091.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256504	72288.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256464	128418.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256456	106682.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256505	107818.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256502	82415.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256519	154469.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256595	78011.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256454	105553.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256496	90636.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256592	75486.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256506	132668.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256524	65162.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256503	81311.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256548	104712.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256472	80778.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256446	49628.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256461	77194.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256460	60118.0	0	2101.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256513	116668.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256511	121433.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256521	144569.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256526	73158.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256509	79771.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256577	108850.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256510	97325.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256570	119699.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256584	110896.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
