sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,PC121,PC122,PC123,PC124,PC125,PC126,PC127,PC128,PC129,PC130,PC131,PC132,PC133,PC134,PC135,PC136,PC137,PC138,PC139,PC140,PC141,PC142,PC143,PC144,PC145,PC146,PC147,PC148,PC149,PC150,PC151,PC152,PC153,PC154,PC155,PC156,PC157,PC158,PC159,PC160,PC161,PC162,PC163,PC164,PC165,PC166,PC167,PC168,PC169,PC170,PC171,PC172,PC173,PC174,PC175,PC176,PC177,PC178,PC179,PC180,PC181,PC182,PC183,PC184,PC185,PC186,PC187,PC188,PC189,PC190,PC191,PC192,PC193
DL02,256441,-0.014845552318528918,0.019284602086042383,0.002967920718013162,-0.008381557364713499,6.855359663671961e-05,-0.007667416419035173,-0.017920207684743932,-0.009085922489898316,-0.0106245765634068,0.009594258006989742,-0.003701792962402789,-0.00497163773715598,-0.0011095049410652488,-0.0020248076257916776,-0.00847052157059282,0.00582569653238921,-0.00780369875550435,0.001066233118531601,0.002714167158382967,0.004638501430641057,-0.0029177101288684363,0.002025245724014762,0.0012314161636397733,-0.0014519064166858323,0.001023278667996217,-0.002471149049505679,-0.0035550494201064342,0.0017585393833391898,-0.000577192800944949,0.002601199998139223,0.00012425789407619168,0.000834750657982585,-0.001157168455046737,-0.0008803065035697839,-0.0021275103653677816,-0.0005059180669921571,-0.0004864334803884303,0.0006651337219020742,0.0009294956434072217,-0.001836609993466317,0.0007819878485716698,-0.00015239162493610288,-0.0006297253688301004,0.0010998865191789884,0.000803038965439053,0.00019593213605759199,-0.00014327786357280545,-0.0009968188806276648,0.00043191822898204025,0.000605320683261577,-0.0002438564993599451,-1.655532603629175e-05,-0.00030955291307053996,-8.382729103952162e-05,0.00037293727898182137,-8.143243343059892e-05,0.000730509671752882,0.00020451213416632782,-0.00020958976741119483,0.00028447516427040166,-0.00021245535275442207,0.00031055259800614674,-0.00012830541962601693,0.00019128616668482627,-9.615915158902134e-05,6.432953940655774e-05,9.440071607562485e-05,7.24316067764845e-05,-3.90123596993622e-05,-0.00013526359634571567,-9.477239782459471e-05,-8.134906441344186e-05,6.83624820617784e-05,-1.4134071713943605e-05,5.341363941278049e-06,-3.503105251202497e-05,2.8008006283953545e-05,-2.087966110664509e-07,-4.459919829065301e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DL04,256443,-0.021325314213237793,-0.0009312852826946751,0.0050528945459963675,-0.014179338318552942,-0.003094191261206762,0.003665970028803306,0.0012008439898957847,0.0013423090601890285,-0.007766310257141549,-0.005721165605503714,-0.003316773493902003,0.001915197556181611,0.0013535718492848838,0.008552579466650131,-0.004359849591975205,0.004529962309177069,0.004099948793374987,-7.313158905579435e-05,0.00627072545586723,-0.0035395069889097106,0.0004911899519931534,-0.005196853118731901,-0.0036523303342313506,0.0040733207203690145,-0.0026839424032624763,-0.003380443311687278,-0.0007970867955496582,0.0010633922521885745,0.0013250318415249439,0.0004426608426967576,-0.00038112395352615347,-0.0010139663560498572,-0.0005426400475684756,-0.0010156744586089146,0.0025734931049671696,-6.236055639504789e-05,-0.00012131802457334596,0.002317692235193206,0.0004843164589243181,-0.0008585793969098117,0.0006879171663734171,0.0009171630555782478,-0.00025972696285688255,-0.0010472535142569592,-9.474563627064964e-05,-0.001754907750116882,-0.00021035792865635902,-0.000468748574377644,0.0005349910107768532,0.00023029528108777213,0.0007186788585915946,0.0009456061261829978,-0.0010924575526707477,-2.9678446464861368e-05,2.5758670267360026e-05,-0.0003178455135048251,-0.00029736724659454696,-0.0005863357687108741,-0.00041859308950429887,0.00011416341223261986,0.000102751126684708,-0.00019338943587292817,-0.00023738402853210077,0.00017515023616910877,-6.575554920238319e-06,-0.00026455070210740895,0.00014806138813369581,0.00022186423913902876,-6.858314710787073e-05,-4.192290908822848e-05,-0.00014314661726294115,-0.00013098355971611638,9.366291830867452e-05,7.090349237311684e-05,5.161067911193473e-05,-1.3082689772230569e-07,-1.2938285105926354e-05,5.344555166837199e-05,1.7303122638417198e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DL05,256444,-0.03295044851691391,-0.007836872888480296,0.00015850789439410644,0.002548683668625513,0.007075723498827235,-0.0008486644322661319,-0.0012755996003319977,0.005915409359201564,0.004192989805591584,0.0055305834826596244,1.0040683433429074e-05,-0.0010078252217965878,-0.004209722278510206,0.0017223298020752529,9.011668723052695e-06,0.005072865271660308,-0.0009171361130819055,0.0026986126660431676,0.002676405616719924,-0.0009440523005344986,-0.0005579687848624679,0.0012735177329499237,-0.00011900291140976021,0.0010145168709207618,0.0012279611206373554,-0.0007391057754823682,0.0015147433800731486,0.002521146579853657,-6.183816227378724e-05,-0.00014168632394966947,0.0022150888120456547,-0.0011886402059363191,-5.2720085796051046e-05,0.0003314958581433193,0.0011988828946120356,0.0013869693199088625,0.0018116547286524793,-0.00019725165118740634,0.0019763931683067838,-0.00015149346738842285,0.002011312015667496,-0.00010034886491408987,0.0007570051025682264,-0.00036891493809222,-0.0018861659353203036,-0.0004019000008704953,0.0005200782993351518,0.0009469193211921705,0.00024403734439821145,0.00012249523611027348,0.00015306743199362436,-0.00036654819907366376,-0.000307134006881663,-0.00038452154528003426,-0.0006345534431425828,0.00024215694037107915,-0.00058771702129586,-0.0001798733698912014,0.00035607286209780956,0.00031468098908424004,4.1293117152321765e-05,0.00028650043777113805,-0.0007572143235427455,0.0002084983807372429,4.473405324567603e-06,8.609450463905413e-06,0.0001482586020640456,0.00041294065565970246,-0.0005446837564711735,8.521132775623789e-05,-0.00046333854584395206,-0.0003713946587020608,-8.641261976183059e-05,7.786496948805064e-05,0.000132752910147198,-0.00011287879386357083,9.335887435944953e-05,4.819436701883658e-05,1.9372210120071695e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DL07,256446,-0.014695872592308132,-0.0013427040196468888,0.007230520405214604,-0.010237669462920802,-0.002294864096856961,-0.005906726399710832,-0.003016699048546028,-0.00394629436220861,-0.0058858348960783265,-0.004358848067368439,-0.00574985120423331,0.0056929530819415574,-0.007586448789440914,0.0015576533888282248,-0.0007457737654632832,-0.00044819127544099913,0.010886775271337941,0.0011524328458229522,-0.00024503904090506277,-0.0017937557827199903,-0.0022459835664313294,0.0013068496906233284,0.0054526732788699695,-0.0018127773305157337,8.841932986302011e-05,-0.003185766288529947,0.0025674218502481972,0.0021279664193682712,-0.0027671448372470157,0.00018412799167758797,-0.0012525187003839908,0.0014355083475494652,-0.0004625892016680449,0.00048560244116499626,-4.758903372235462e-05,-0.0012920236459008348,0.00264748905768401,0.00017712061423688955,-0.0017836432298555596,0.00040122765845527017,0.0003697375903909194,-0.00035518417008203654,-0.0005569350286240944,0.0018740394418009178,0.00011062689752256527,0.0015284242232480598,-0.0007334131379345869,-0.0008652325236361029,-0.00015594597043130934,-0.00034711875358563914,-0.0007671371547750118,-7.575643313396169e-05,0.00045801060313389077,3.9666932745569236e-07,-0.0007963249605577263,0.00015898976948397478,0.0005015747697667139,-0.0002785905214255534,0.0003492466848304387,-0.00033026835939202394,-6.574246191066003e-05,0.00036237018720667273,-3.217505553622498e-05,-0.0004924119563506223,-1.2284686893619035e-05,-6.975646454151752e-05,-4.762121383082432e-05,0.0002538828915676013,-1.4452343519462672e-06,3.961209629830189e-05,-5.9175294898561715e-05,-4.195300326722315e-05,-9.187759739911137e-05,7.662520634412654e-05,5.5896431509369064e-05,2.2283476408721446e-05,4.755393258365354e-05,-2.185999346730534e-05,-4.783844431636239e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DL09,256448,-0.025226668846701376,0.010001664459235062,0.00182332019548768,-0.003908672087216777,-0.0016790673100546822,-0.0031043458099316444,0.00255087169933176,0.0017160709540022649,-0.0005528972135526978,0.00025661727786298945,-0.00544330690264471,-0.0048323098499008935,1.2922464931520959e-05,-0.0013895690957960256,0.0023571059172919945,-0.002966753992216965,-0.00352625260649208,0.0013867702917137877,0.0019917786535374117,-0.002887584132639355,-0.0005589447092353263,0.0004004649783251919,-0.0030509520145564294,0.0014167921011186294,0.0004474226393352288,-0.0013093592757209363,0.0024127630127442064,-7.209829956162121e-05,-5.144406704474735e-05,0.0015837937554548924,0.0004475771334328401,0.0019223179437273799,-0.0020583622307642846,-0.0006423128353513578,0.0004902012318625123,0.0011281528729653757,0.0014555780622048774,-0.0006390633869232579,-0.0013106446697021296,5.8178699734494994e-05,-0.0007552022127265789,0.0009029315345775445,-0.002876886263304771,0.0018728835887485422,-0.0006806371941715905,0.00037120642519010964,0.0006569398960237783,0.0006039988811313341,0.0005902244295363715,-0.0009481878783182371,-0.0016582509744099009,1.0915065234710059e-05,0.0003889673802385765,0.0003829040123880098,0.0002907592046362616,0.00026647278588997155,0.0010798678197427613,-0.0013891908531432277,-0.0014321531314443118,0.0007031030114310997,-0.0002119018356182293,-0.00026631600160820874,0.0001877702582995446,-0.00022982757191968267,9.640311015074031e-05,-1.4607277783228219e-05,4.0278765272819204e-05,-0.00027621842570556645,-0.0002549406655470898,0.00023017776293957393,5.542143812217544e-06,-4.04178358531411e-05,2.0308963958370248e-05,-0.00018914638578142393,-8.450556360431554e-05,2.3400017253880463e-05,-4.772283535667727e-06,2.047968597344527e-05,-5.7172863233760705e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DL103,256453,-0.03199669812806345,-0.006245464124590885,0.00028606159669382613,-0.00024581757266069724,-0.0019107879586736246,-0.00345474713368129,0.002246334218908964,0.005982631152923821,-0.0011993159643353896,-0.0014519563403389876,0.005427555371778731,-0.0008068185438638612,0.0004757408550168904,-0.00020476821929732645,-0.0020700347661279967,9.722237899551524e-05,-0.0009223781605169002,0.001954049733232682,0.0005659961396491359,0.001871765525363573,0.0009061851410035065,0.0023107996704569565,0.0006840566324290446,-0.0024361640758773376,-0.0009678826771239879,0.00037121236787468546,0.0006275385088882386,-0.0001652758089583146,-0.0005356080710236801,0.0012158890351098095,0.0005799901262220874,0.0004577551865641528,-0.0025743355961182187,-0.00032000647258349606,0.0008775304549859137,-0.0007566385994172988,-0.0008151080967227048,-0.0005207661564216399,0.0007381987636707854,0.0017119361183729844,-0.0001262150777004698,0.0005891231077320851,0.0004091128120817728,0.0012606606626552647,-9.005349288310866e-05,0.00044303738954218363,-0.0006109274391229247,0.001055316871239498,0.0005297677134652588,-0.0003296086513244631,0.0004602499622250362,-0.0009349184256875295,0.0012224474900913887,0.0009209801445523279,-0.0006016496420730573,0.00015994582067845598,0.0003628784694566781,-0.0004883641392598444,0.00039693251877719727,-0.0004502163157067559,0.00038060164631070195,-3.56070773521665e-05,0.00025981393414660226,5.441854689890003e-05,0.00021731151843609956,0.0003057471714849765,-0.00012286463968607135,-7.256234296676857e-05,0.0007315242449143045,-0.0004108728301975072,0.0007458730059236125,-0.0001453409996749361,6.726545099829756e-05,0.00010233432110777829,0.00010773870517189599,-9.037448311277182e-05,0.0002513604911841239,-0.0002782845408423658,1.5580742301042787e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DL104,256454,-0.024060154703553695,0.013733783772904495,-0.0006296372677757111,-0.0012412535481308984,0.0029629455657643952,0.0012468126919280395,-0.0010132572133597917,-0.0014461765513181382,0.0006844409041222944,-0.0028793321622035003,-0.002624117145856392,0.00014835183425229698,0.00019050535725240842,0.002759499059325789,-0.0031198916280512105,-0.0016269793524350382,-0.000720220576986986,-0.0021470098172024356,-0.00038506654254654755,0.00017391875058717237,0.0008361823179454358,0.0007436350278206496,-0.0009023655894760747,-0.0007896168388040835,0.0003023136070046698,0.00048637407084171273,0.0008188590710506864,-0.00021301270797728313,0.001009769268130792,0.0005300117378098535,0.0004785652599512259,0.0008634990421650681,0.0005483388537424513,-0.00022600288958928494,0.0007089031165691599,0.001255993655755328,0.0009751685935772016,0.0011943056515349077,-0.001197567344245515,-0.0005307981818399719,-0.00011321039975902587,-0.00045407828146716854,-0.0011532473810480356,-0.0005981030969211001,0.0008563138621627094,0.0005796383729855603,0.0006513652032746324,-0.000191557933936518,-0.0009311336603104319,-0.0011789178585189,-0.0012678525361029674,0.000736993415935337,0.00012365571406491732,-0.0009041020703030992,0.00033933197633608566,0.00013346166776820106,-0.0012490924399534509,0.000509236102606504,-0.00020479738299686363,4.022582117756378e-05,0.001199556391399149,0.00020929738001215968,-0.0005727112520819607,-0.0001721895802506253,-0.0003959745340218795,0.0003758007272098224,0.0003034196637670675,-0.0003474285588950313,0.00030760188809973835,0.00023920398544799928,-0.00012943738937525653,0.00022004732416351012,0.0004330932097890103,5.910893911713848e-05,0.00010742788319686159,8.298618573949006e-06,0.00010755142804197864,5.5147649018155685e-05,-8.325003741458681e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DL106,256456,-0.025973775625777077,0.010218992500998787,0.0014448839049459076,-0.003623398666747009,0.0002801753543359826,-0.003494838568548989,0.0035237176584309794,0.0008755947042861853,-0.0017796095279895212,0.0021709516205078603,-0.007556301962038111,-0.00032113510866846253,-0.0006885942338229203,0.002640344536316063,0.0008150825247681024,-0.0023829449644595796,0.000993573047984466,0.001163587916617931,0.0013038946869627906,0.000554347828307744,-0.0035620508081337272,0.003147656030205796,-4.563384431654926e-05,-0.0006361744127090463,-0.0018762841467445568,0.0014982762065497994,0.00017302373233962122,-0.0011629266304729843,-0.0011320826633027636,-0.0022918343723423796,3.479713290176392e-05,-0.0012134406184918791,-0.002717791129331814,0.0006193010380544936,-0.0003493818244416018,-0.0007392609662797489,-8.209338913670296e-05,-0.00018320881884543682,0.0006555002677994504,-0.003081235608218908,-0.0010817731203181932,0.0002834320154790214,0.0023730215679594853,-0.0013217489951414074,-5.6977281836876835e-05,0.0012868119119429497,-0.0008621008933409167,0.0008893024887724075,-0.0009569600087184037,0.0003720372471360481,0.0004484270155528231,-0.00022257210169028449,-4.561295199173047e-05,-0.0003456978493361581,0.0001415635680274969,0.0003924887924719132,0.00036779554587671186,-0.00033820215932081903,0.0003326989619954074,0.00025337953946702197,0.0006650398334605268,-0.000786580030875186,0.00043935242604014165,-0.0006828688367917536,-0.00018493882429156732,-0.00043698799158013946,4.201077334986857e-06,7.359634519809993e-05,0.00023216936318190385,-2.172917411737309e-05,0.00020115472541132456,-2.1739242487986006e-05,9.40136265171048e-06,-0.0004057400217687993,4.180948012157935e-05,5.630589477399913e-05,1.9339401671893645e-05,1.8594385971362742e-05,2.873417675707493e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DL107,256457,-0.02631095087389764,0.010443275955083625,0.002025868435444126,-0.0049111651700498304,-0.0006401740117099644,-0.003648064517479233,0.004475826599785456,0.0012680119574865996,-0.002282502622679755,0.0010943313292962836,-0.0062468358184869215,-0.0011735529841234377,-0.00024800004944517133,0.0022805133288131742,0.00021197116342344525,-0.0027972590807236563,0.0014499213925376266,0.0012874954970461272,0.0005765935817098365,0.0006025480331207992,-0.0028566801059356764,0.003085516781962476,0.0005660423055078335,-0.0011780682561581175,-0.002886176608984256,0.002599522780928882,-0.00016367972169988322,-0.0019064888597278389,-0.0013010114034103404,-0.002775275721981389,0.0012263028382085903,-0.0007227587431454333,-0.002088580830664546,7.567694555031678e-05,0.0017530855281082966,-0.0005392166230707473,0.001101486592136926,-0.000479063130950738,0.0010162082880273945,-0.0005664834490543511,-0.0003085889635260055,6.147987671311325e-05,0.0003125335438463102,-0.00039791745238831406,0.0004903310066280324,-0.0008996707285840529,0.0009274670093124651,-0.002415222106219624,-4.189001949394953e-05,0.0002715705616912379,0.0007750433727578374,0.0001395130967113395,0.0012210874845301509,0.0002839091646565596,-0.0001295470044088879,0.0007472448135774053,8.946918020295462e-05,0.0003835036867785661,0.0005605530962849976,-0.0006115441202357497,-0.00011682943658473236,0.0007132875639212252,-0.0004297498679804213,0.0005367498962905879,-9.063215057827165e-05,0.00028658326062860624,-0.00026739174352456463,-6.680316986923088e-05,0.00031484861770848165,0.00014680686316251846,-0.00011419625717043584,-4.2370815850919845e-05,-1.3117755894484836e-05,0.0004930950769263848,3.240298287331576e-05,-8.384093224299413e-05,-0.0001014379753695085,-7.460830434683976e-06,3.0210341748239385e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DL51,256460,-0.01366105856992873,0.0028852931879709406,0.009916503658934322,-0.020586818023713545,-0.00349694609181974,-0.008858745688249,0.004527354070600748,-0.0060992155810285975,-0.0034657933891596546,-0.0005697798492762481,-0.008077680128554279,-0.002441436137421061,0.002013934944150668,-0.0001988060840265617,-0.0034452495792365273,4.2707839742400246e-05,0.00034043205866294825,0.0006941489954931452,-0.0030237187198980477,0.0009137364305367504,-0.0014282334651253281,-0.002656664643143795,-0.005269808729769356,0.00039491035009025924,0.003174177432968279,0.001731216024439161,0.005028728921300333,-0.002543013632776651,-0.0005523196459365298,-0.0039311454466378765,0.0011432682889175915,-3.988025563793264e-05,-0.0007873809291481716,-0.00042932590790618213,-0.00036871684470807746,-0.0017958359393828818,-0.0016089860421025267,0.000105658249901948,0.00031295823771708105,0.0034332333567215394,8.556392572192645e-05,-0.0009029909816576161,0.0004548219898061208,-0.00010279024693533585,0.0012155734685457813,0.0004929943033936617,0.00011305655015849893,2.7117282244018333e-05,2.3745113585483342e-05,-0.0012493655898546047,0.0010324512491463173,0.001007539561011282,-0.0003125905656732752,-0.0004997726200418556,0.00017832051504555445,-0.00029557325423616536,-0.00042334496142108367,0.00013835402507759973,-3.0378165191887292e-05,-0.00047638076490080967,-1.8923066039186514e-05,0.00034982226892263965,-0.00015217341301071772,0.0004021260749489308,0.00013101349692506,0.00027329837084037734,3.2225140440333344e-05,0.00014160158832505457,6.259066599116385e-05,4.451988923009609e-05,-0.00010892873636738593,6.782725335082978e-05,-2.4508829030574973e-05,-4.72612618872631e-05,-6.017989854471185e-05,-5.759997008684319e-06,-1.7409923028636212e-05,2.709351068617396e-05,1.3426079804462717e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
