Date,Treatment,Light,Species,Phenotype,Colony ID,Sample,Total duration (hours),Alkalinity,Change in Alkalinity,Change in alkalinity_mean divided by 2,Plug (average of cca and new plug),Change in alkalinity- plug blank,Total volume via displacement (mL),umol CaCO3h-1,Frag volume (cm3),Total volume via displacement (cm3),mol CaCO3h-1,Surface area coral (cm2),Surface area plug (cm2),Actual surface area (cm2),mol CaCO3h-1 cm-2,umol CaCO3h-1 cm-2
45184,Field,Dark,Porites compressa,Resistant,234,41,0.6,2164.2,9.45,4.725,,4.725,246,1991.493,4.50659749,242.4934025,1963.10534,17.66764385,,,111.1130243,0.111113024
45183,Field,Light,Porites compressa,Susceptible ,235,7,1.233,2123,55.8,27.9,,27.9,246,5722.283212,3.071072138,243.9289279,5674.107353,13.25828415,,,427.9669441,0.427966944
45183,Field,Dark,Porites compressa,Susceptible ,235,18,0.53,2187.05,4.8,2.4,,2.4,246,1145.153208,3.071072138,243.9289279,1135.512171,13.25828415,,,85.64548462,0.085645485
45183,Field,Light,Porites compressa,Resistant,236,9,1.233,2171.95,6.85,3.425,,3.425,245,699.6111111,3.583190479,243.4168095,695.0902227,16.30973371,,,42.6181221,0.042618122
45183,Field,Dark,Porites compressa,Resistant,236,19,0.53,2186.5,5.35,2.675,,2.675,245,1271.180189,3.583190479,243.4168095,1262.96582,16.30973371,,,77.43632373,0.077436324
45183,Field,Light,Porites compressa,Susceptible ,237,27,1.2833,2150.4,36.35,18.175,,18.175,244,3552.459752,,247,3596.137536,18.20289831,,,197.5585137,0.197558514
45183,Field,Dark,Porites compressa,Susceptible ,237,38,0.53,2188.15,-1.4,-0.7,,-0.7,244,-331.2875472,,247,-335.3607547,18.20289831,,,-18.42348119,-0.018423481
45183,Field,Light,Porites compressa,Resistant,238,25,1.2667,2164.65,22.1,11.05,,11.05,245,2197.089287,3.749457378,243.2505426,2181.400658,17.00661431,,,128.2677798,0.12826778
45183,Field,Dark,Porites compressa,Resistant,238,36,0.53,2189.15,-2.4,-1.2,,-1.2,245,-570.2490566,3.749457378,243.2505426,-566.177112,17.00661431,,,-33.29158302,-0.033291583
45184,Field,Light,Porites compressa,Susceptible ,239,33,1.316666667,2160.45,24.8,12.4,,12.4,243,2352.584506,3.908471564,243.0915284,2353.470631,16.25144609,,,144.8160747,0.144816075
45184,Field,Dark,Porites compressa,Susceptible ,239,44,0.6,2171.65,2,1,,1,243,416.34,3.908471564,243.0915284,416.4968187,16.25144609,,,25.62829279,0.025628293
45184,Field,Light,Porites compressa,Resistant,240,27,1.283333333,2117.6,67.65,33.825,,33.825,246,6665.405143,4.42242861,242.5775714,6572.673951,18.72882124,,,350.9390082,0.350939008
45184,Field,Dark,Porites compressa,Resistant,240,38,0.6,2168.4,5.25,2.625,,2.625,246,1106.385,4.42242861,242.5775714,1090.992627,18.72882124,,,58.25207115,0.058252071
45184,Field,Light,Porites compressa,Susceptible ,241,24,1.283333333,2133.55,51.7,25.85,,25.85,245,5073.18,3.983268418,243.0167316,5032.112744,16.51704508,,,304.6618036,0.304661804
45184,Field,Dark,Porites compressa,Susceptible ,241,35,0.6,2169.95,3.7,1.85,,1.85,245,776.5683333,3.983268418,243.0167316,770.2820335,16.51704508,,,46.63558342,0.046635583
45184,Field,Light,Porites compressa,Resistant,242,29,1.3,2124.1,61.15,30.575,,30.575,244,5899.375692,3.893230531,243.1067695,5877.779371,15.24890162,,,385.4559179,0.385455918
45184,Field,Dark,Porites compressa,Resistant,242,40,0.6,2165.95,7.7,3.85,,3.85,244,1609.505333,3.893230531,243.1067695,1603.613287,15.24890162,,,105.162544,0.105162544
45183,Field,Light,Porites compressa,Susceptible ,243,30,1.3,2165.8,20.95,10.475,,10.475,245,2029.410385,3.677909982,243.32209,2015.51174,15.69865511,,,128.3875418,0.128387542
45183,Field,Dark,Porites compressa,Susceptible ,243,41,0.53,2189.5,-2.75,-1.375,,-1.375,245,-653.4103774,3.677909982,243.32209,-648.9354231,15.69865511,,,-41.33700744,-0.041337007
45183,Field,Light,Porites compressa,Resistant,244,23,1.233,2126.7,60.05,30.025,,30.025,245,6133.087186,3.974388339,243.0256117,6083.662305,16.63741579,,,365.6614934,0.365661493
45183,Field,Dark,Porites compressa,Resistant,244,34,0.53,2180.9,5.85,2.925,,2.925,245,1389.982075,3.974388339,243.0256117,1378.780588,16.63741579,,,82.87228049,0.08287228
45183,Field,Light,Porites compressa,Susceptible ,247,5,1.2,2146.35,32.45,16.225,,16.225,245,3405.357083,3.471595853,243.5284041,3384.902759,16.78110869,,,201.7091255,0.201709125
45183,Field,Dark,Porites compressa,Susceptible ,247,16,0.53,2191.15,0.7,0.35,,0.35,245,166.3226415,3.471595853,243.5284041,165.3236223,16.78110869,,,9.851769946,0.00985177
45183,Field,Light,Porites compressa,Susceptible ,248,3,1.2,2144.95,33.85,16.925,,16.925,245,3552.275417,3.667806678,243.3321933,3528.093749,16.07244613,,,219.5119349,0.219511935
45183,Field,Dark,Porites compressa,Susceptible ,248,13,0.53,2170.45,21.4,10.7,,10.7,245,5084.720755,3.667806678,243.3321933,5050.107158,16.07244613,,,314.2089958,0.314208996
45184,TCB,Light,Montipora capitata,Susceptible ,1,33,1.216666667,2012.65,59.05,29.525,-6.95,36.475,240,5987.184658,9.164131079,237.8358689,7329.834322,36.34458077,3.117221628,33.22735914,220.5963553,0.220596355
45184,TCB,Dark,Montipora capitata,Susceptible ,1,21,0.583333333,2175.2,5.15,2.575,-11.8875,14.4625,240,1089.092571,9.164131079,237.8358689,6061.736382,36.34458077,3.117221628,33.22735914,182.4320842,0.182432084
45184,TCB,Light,Montipora capitata,Resistant,2,37,1.2,1967.4,104.3,52.15,-6.95,59.1,239,10677.36483,13.43034993,233.5696501,11825.39781,46.87715904,3.117221628,43.75993742,270.2334261,0.270233426
45184,TCB,Dark,Montipora capitata,Resistant,2,25,0.583333333,2146.25,34.1,17.05,-11.8875,28.9375,239,7181.226171,13.43034993,233.5696501,11911.15124,46.87715904,3.117221628,43.75993742,272.1930593,0.272193059
45185,TCB,Light,Montipora capitata,Susceptible ,3,8,1.183333333,2121.1,62.8,31.4,-6.95,38.35,240,6546.767324,3.576506732,243.4234933,8109.869674,18.10783262,3.117221628,14.99061099,540.9966065,0.540996607
45185,TCB,Dark,Montipora capitata,Susceptible ,3,20,0.516666667,2185.35,-19,-9.5,-11.8875,2.3875,240,-4536.464516,3.576506732,243.4234933,1156.347969,18.10783262,3.117221628,14.99061099,77.13814801,0.077138148
45184,TCB,Light,Montipora capitata,Resistant,4,40,1.183333333,2055.8,15.9,7.95,-6.95,14.9,232,1602.290028,4.310828965,242.689171,3141.395975,21.38646321,3.117221628,18.26924158,171.9499937,0.171949994
45184,TCB,Dark,Montipora capitata,Resistant,4,28,0.566666667,2180.55,-0.2,-0.1,-11.8875,11.7875,232,-42.08752941,4.310828965,242.689171,5189.64382,21.38646321,3.117221628,18.26924158,284.0645463,0.284064546
45184,TCB,Light,Montipora capitata,Resistant,12,38,1.2,2058.85,12.85,6.425,-6.95,13.375,232,1276.947333,3.857184214,243.1428158,2785.910121,17.91342415,3.117221628,14.79620252,188.2854818,0.188285482
45184,TCB,Dark,Montipora capitata,Resistant,12,26,0.583333333,2183.9,-3.55,-1.775,-11.8875,10.1125,232,-725.7092571,3.857184214,243.1428158,4333.075908,17.91342415,3.117221628,14.79620252,292.8505406,0.292850541
45185,TCB,Light,Montipora capitata,Susceptible ,19,10,1.166666667,2127.1,56.8,28.4,-6.95,35.35,237,5930.796343,5.947097429,241.0529026,7508.41223,28.8298643,3.117221628,25.71264267,292.0124674,0.292012467
45185,TCB,Dark,Montipora capitata,Susceptible ,19,21,0.533333333,2181.8,-15.45,-7.725,-11.8875,4.1625,237,-3528.915188,5.947097429,241.0529026,1934.020168,28.8298643,3.117221628,25.71264267,75.21670145,0.075216701
45185,TCB,Light,Montipora capitata,Resistant,20,1,1.183333333,2185.8,-1.9,-0.95,-6.95,6,237,-195.5950986,6.449266797,240.5507332,1253.845287,23.44744167,3.117221628,20.33022004,61.67396536,0.061673965
45185,TCB,Dark,Montipora capitata,Resistant,20,13,0.533333333,2173.25,-6.9,-3.45,-11.8875,8.4375,237,-1576.020375,6.449266797,240.5507332,3912.144229,23.44744167,3.117221628,20.33022004,192.4299993,0.192429999
45186,TCB,Light,Porites compressa,Resistant,26,2,1.233333333,2147.15,31.35,15.675,-6.95,22.625,239,3122.612514,5.309971862,241.6900281,4557.84934,17.8285627,3.117221628,14.71134107,309.8187526,0.309818753
45186,TCB,Dark,Porites compressa,Resistant,26,31,0.55,2186.75,-4.7,-2.35,-11.8875,9.5375,239,-1049.774909,5.309971862,241.6900281,4308.476301,17.8285627,3.117221628,14.71134107,292.867678,0.292867678
