Date,Project,ColonyID,Light,Time_start,Time_end,Chamber,Zub,Run,Sample_Volume_mL,Starting_alk_value,Alk_avg,Temperature_C,Notes
2023-09-15,TCB ,1,Light,16:00,17:13,1,33,6,233,2071.7,2012.65,27.82,
2023-09-15,TCB ,201,Light,16:00,17:13,2,34,6,240,2071.7,2050.25,27.82,
2023-09-15,TCB ,28,Light,16:01,17:13,3,35,6,237,2071.7,2026.15,27.82,
2023-09-15,TCB ,29,Light,16:01,17:14,4,36,6,236,2071.7,1977.25,27.82,
2023-09-15,TCB ,2,Light,16:02,17:14,5,37,6,229,2071.7,1967.4,27.82,
2023-09-15,TCB ,12,Light,16:02,17:14,6,38,6,239,2071.7,2058.85,27.82,
2023-09-15,TCB ,225,Light,16:03,17:14,7,39,6,232,2071.7,1915.35,27.82,
2023-09-15,TCB ,4,Light,16:03,17:14,8,40,6,239,2071.7,2055.8,27.82,
2023-09-15,TCB ,226,Light,16:03,17:15,9,41,6,232,2071.7,1909.75,27.82,
2023-09-15,TCB ,202,Light,16:04,17:15,10,42,6,237,2071.7,2061.2,27.82,
2023-09-16,TCB ,20,Light,14:49,16:00,1,2,7,237,2183.9,2185.8,28.04,
2023-09-16,TCB ,43,Light,14:49,16:00,2,3,7,236,2183.9,2122.9,28.04,
2023-09-16,TCB ,207,Light,14:49,16:00,3,4,7,238,2183.9,2116.05,28.04,
2023-09-16,TCB ,42,Light,14:49,16:00,4,5,7,234,2183.9,2170.35,28.04,
2023-09-16,TCB ,205,Light,14:50,16:00,5,6,7,239,2183.9,2090,28.04,
2023-09-16,TCB ,41,Light,14:50,16:01,6,7,7,235,2183.9,2139.9,28.04,
2023-09-16,TCB ,44,Light,14:50,16:01,7,8,7,238,2183.9,2107.95,28.04,
2023-09-16,TCB ,3,Light,14:50,16:01,8,9,7,240,2183.9,2121.1,28.04,
2023-09-16,TCB ,19,Light,14:51,16:01,9,10,7,237,2183.9,2127.1,28.04,
2023-09-16,TCB ,plug conditioned,Light,14:51,16:01,10,11,7,243,2183.9,,28.04,
2023-09-17,TCB ,46,Light,7:45,8:56,1,2,8,235,2189.75,2067.6,27.27,
2023-09-17,TCB ,214,Light,7:46,8:56,2,3,8,238,2189.75,2149.15,27.27,
2023-09-17,TCB ,243,Light,7:46,8:56,3,4,8,236,2189.75,2097.3,27.27,
2023-09-17,TCB ,219,Light,7:46,8:56,4,5,8,235,2189.75,2078.7,27.27,
2023-09-17,TCB ,222,Light,7:46,8:57,5,6,8,240,2189.75,2153.85,27.27,
2023-09-17,TCB ,45,Light,7:46,8:57,6,7,8,236,2189.75,2068,27.27,
2023-09-17,TCB ,213,Light,7:47,8:57,7,8,8,236,2189.75,2124.3,27.27,
2023-09-17,TCB ,244,Light,7:47,8:57,8,9,8,239,2189.75,2126.3,27.27,
2023-09-17,TCB ,220,Light,7:47,8:58,9,10,8,237,2189.75,2138.75,27.27,
2023-09-17,TCB ,plug new w stem sleeve,Light,7:47,8:58,10,11,8,241,2189.75,,27.27,
2023-09-17,TCB ,237,Light,10:11,11:22,1,34,9,238,2172.05,2112.2,27.54,
2023-09-17,TCB ,203,Light,10:11,11:22,2,35,9,236,2172.05,2131.45,27.54,
2023-09-17,TCB ,241,Light,10:12,11:22,3,36,9,236,2172.05,2061.7,27.54,
2023-09-17,TCB ,236,Light,10:12,11:22,4,37,9,236,2172.05,2039.8,27.54,
2023-09-17,TCB ,242,Light,10:13,11:22,5,38,9,237,2172.05,2016.85,27.54,
2023-09-17,TCB ,235,Light,10:13,11:23,6,39,9,237,2172.05,2046.25,27.54,
2023-09-17,TCB ,211,Light,10:14,11:23,7,40,9,236,2172.05,2057.25,27.54,
2023-09-17,TCB ,212,Light,10:14,11:23,8,41,9,239,2172.05,2165.3,27.54,
2023-09-17,TCB ,238,Light,10:14,11:23,9,42,9,239,2172.05,2130.1,27.54,
2023-09-17,TCB ,204,Light,10:15,11:23,10,43,9,238,2172.05,2133.5,27.54,
2023-09-17,TCB ,240,Light,12:27,13:41,1,1,10,239,2178.5,2136.05,27.61,
2023-09-17,TCB ,26,Light,12:27,13:41,2,2,10,239,2178.5,2147.15,27.61,
2023-09-17,TCB ,210,Light,12:27,13:41,3,3,10,237,2178.5,2127.9,27.61,
2023-09-17,TCB ,27,Light,12:28,13:41,4,4,10,234,2178.5,1999.9,27.61,
2023-09-17,TCB ,248,Light,12:28,13:42,5,5,10,236,2178.5,2035,27.61,
2023-09-17,TCB ,209,Light,12:31,13:42,6,6,10,237,2178.5,2119.85,27.61,
2023-09-17,TCB ,247,Light,12:29,13:42,7,7,10,235,2178.5,2073.35,27.61,
2023-09-17,TCB ,233,Light,12:29,13:42,8,8,10,237,2178.5,2042.4,27.61,
2023-09-17,TCB ,239,Light,12:30,13:43,9,9,10,238,2178.5,2106.5,27.61,
2023-09-17,TCB ,234,Light,12:31,13:43,10,10,10,233,2178.5,1990.8,27.61,
2023-09-15,TCB ,1,Dark,17:27,18:02,1,21,6,233,2180.35,2175.2,27.82,
2023-09-15,TCB ,201,Dark,17:27,18:02,2,22,6,240,2180.35,2166.55,27.82,
2023-09-15,TCB ,28,Dark,17:27,18:02,3,23,6,237,2180.35,2166.2,27.82,
2023-09-15,TCB ,29,Dark,17:28,18:02,4,24,6,236,2180.35,2159.2,27.82,
2023-09-15,TCB ,2,Dark,17:28,18:03,5,25,6,229,2180.35,2146.25,27.82,
2023-09-15,TCB ,12,Dark,17:28,18:03,6,26,6,239,2180.35,2183.9,27.82,
2023-09-15,TCB ,225,Dark,17:29,18:03,7,27,6,232,2180.35,2151.75,27.82,
2023-09-15,TCB ,4,Dark,17:29,18:03,8,28,6,239,2180.35,2180.55,27.82,
2023-09-15,TCB ,226,Dark,17:29,18:04,9,29,6,232,2180.35,2138.5,27.82,
2023-09-15,TCB ,202,Dark,17:30,18:04,10,30,6,237,2180.35,2178.9,27.82,
2023-09-16,TCB ,20,Dark,16:14,16:46,1,13,7,237,2166.35,2173.25,28.04,
2023-09-16,TCB ,43,Dark,16:14,16:46,2,14,7,236,2166.35,2177.6,28.04,
2023-09-16,TCB ,207,Dark,16:14,16:46,3,15,7,238,2166.35,2185.8,28.04,
2023-09-16,TCB ,42,Dark,16:15,16:47,4,16,7,234,2166.35,2164.95,28.04,
2023-09-16,TCB ,205,Dark,16:15,16:47,5,17,7,239,2166.35,2177.05,28.04,
2023-09-16,TCB ,41,Dark,16:15,16:47,6,18,7,235,2166.35,2166,28.04,
2023-09-16,TCB ,44,Dark,16:16,16:47,7,19,7,238,2166.35,2167.2,28.04,
2023-09-16,TCB ,3,Dark,16:16,16:47,8,20,7,240,2166.35,2185.35,28.04,
2023-09-16,TCB ,19,Dark,16:16,16:48,9,21,7,237,2166.35,2181.8,28.04,
2023-09-16,TCB ,plug conditioned,Dark,16:17,16:48,10,22,7,243,2166.35,,28.04,
2023-09-17,TCB ,46,Dark,9:09,9:42,1,23,8,235,2165.55,2180.9,27.27,
2023-09-17,TCB ,214,Dark,9:09,9:42,2,24,8,238,2165.55,2177.3,27.27,
2023-09-17,TCB ,243,Dark,9:09,9:42,3,25,8,236,2165.55,2156.5,27.27,
2023-09-17,TCB ,219,Dark,9:09,9:42,4,26,8,235,2165.55,2150.4,27.27,
2023-09-17,TCB ,222,Dark,9:10,9:43,5,27,8,240,2165.55,2177.45,27.27,
2023-09-17,TCB ,45,Dark,9:10,9:43,6,28,8,236,2165.55,2166.35,27.27,
2023-09-17,TCB ,213,Dark,9:10,9:43,7,29,8,236,2165.55,2168.1,27.27,
2023-09-17,TCB ,244,Dark,9:10,9:43,8,30,8,239,2165.55,2183.25,27.27,
