"","Colony_ID","Pmax","alpha","Rd","Ik","Pgross","Date","Project","Species","Phenotype","Run","Chamber","Chamber_Volume_mL","Surface_Area_cm2","Notes"
"24","12",1.48630059714506,0.00789208015045285,-0.687944049220676,188.328117405114,0.79835654792438,2025-05-08,"CAREER - Phys","Montipora capitata","Resistant",1,5,246.457,12.07297033,NA
"25","213",1.68472417324226,0.00488677715142322,-0.61784831714452,344.751585971463,1.06687585609774,2025-05-08,"CAREER - Phys","Montipora capitata","Susceptible",2,5,238.02,24.97326333,NA
"26","247",2.25857531603383,0.00544143684624936,-0.836372108422528,415.069655286104,1.4222032076113,2025-05-08,"CAREER - Phys","Porites compressa","Susceptible",3,5,239.329,20.32601415,NA
"27","44",2.41348633465175,0.00588333914100113,-1.02677533096617,410.22390122509,1.38671100368558,2025-05-08,"CAREER - Phys","Porites compressa","Resistant",4,5,237.838,14.34298723,"No SA values recorded for this frag; avged the Pcomp SAs from other frags to get SA for 44"
"28","243",2.15611939010434,0.00589523128365495,-0.998164054952546,365.739575999736,1.1579553351518,2025-05-08,"CAREER - Phys","Porites compressa","Susceptible",5,5,240.641,17.53422151,NA
"29","221",1.47256614583287,0.0064714408493693,-0.664604888877788,227.54842083991,0.807961256955079,2025-05-08,"CAREER - Phys","Montipora capitata","Susceptible",1,6,234.289,16.57748179,NA
"30","201",1.09885851670141,0.00367065200677826,-0.495743906707124,299.363305121884,0.60311460999429,2025-05-08,"CAREER - Phys","Montipora capitata","Susceptible",3,6,247.983,11.25776496,NA
"31","203",1.31354804001401,0.00638257927527437,-0.670039476684094,205.802072071802,0.643508563329912,2025-05-08,"CAREER - Phys","Montipora capitata","Susceptible",4,6,244.34,6.689773558,NA
"32","29",1.83028682139406,0.00495328567488884,-0.944473486226728,369.509642997754,0.885813335167335,2025-05-08,"CAREER - Phys","Porites compressa","Resistant",5,6,240.011,14.34298723,"No SA values recorded for this frag; avged the Pcomp SAs from other frags to get SA for 29"
"33","240",1.71884248136251,0.00520559720253447,-0.749730765392205,330.191218122996,0.969111715970309,2025-05-08,"CAREER - Phys","Porites compressa","Resistant",1,7,240.396,15.17823682,NA
"34","206",1.61239563989739,0.00473321454980931,-0.535902046380785,340.655514963366,1.0764935935166,2025-05-08,"CAREER - Phys","Montipora capitata","Resistant",2,7,241.64,19.71425138,NA
"35","237",1.68119990130828,0.00401038195489378,-0.775803744007253,419.211915527583,0.905396157301022,2025-05-08,"CAREER - Phys","Porites compressa","Susceptible",3,7,237.735,18.19990454,NA
"36","241",1.35140907953569,0.00448335929534523,-0.650868585718546,301.427788965914,0.700540493817144,2025-05-08,"CAREER - Phys","Porites compressa","Susceptible",4,7,241.789,17.16397822,NA
"37","41",1.72045750703467,0.00432049718475064,-0.72177493939695,398.208223143181,0.998682567637718,2025-05-08,"CAREER - Phys","Porites compressa","Susceptible",5,7,245.431,14.34298723,"No SA values recorded for this frag; avged the Pcomp SAs from other frags to get SA for 41"
"38","204",1.50869264070025,0.00536044692109251,-0.553008431880667,281.449040146966,0.955684208819579,2025-05-08,"CAREER - Phys","Montipora capitata","Resistant",2,8,244.229,21.83959592,NA
"39","27",1.92819508082769,0.00465610889172215,-0.920139616654468,414.121560656738,1.00805546417322,2025-05-08,"CAREER - Phys","Porites compressa","Resistant",3,8,242.621,14.34298723,"No SA values recorded for this frag; avged the Pcomp SAs from other frags to get SA for 27"
"40","28",4.34509669730941,0.013849069987691,-1.78289795466691,313.746461038274,2.56219874264251,2025-05-08,"CAREER - Phys","Porites compressa","Susceptible",4,8,234.509,14.34298723,"No SA values recorded for this frag; avged the Pcomp SAs from other frags to get SA for 28"
"41","19",1.31327970370745,0.0045210487040645,-0.634394809744944,290.481211256758,0.678884893962506,2025-05-08,"CAREER - Phys","Montipora capitata","Susceptible",5,8,237.921,20.54693193,NA
"42","248",2.1517197339956,0.00654299590017235,-0.844517269555322,328.858487277811,1.30720246444028,2025-05-08,"CAREER - Phys","Porites compressa","Resistant",1,9,242.379,9.378906006,NA
"43","205",1.52613572311719,0.00515934168815219,-0.650943716950832,295.800475208257,0.875192006166354,2025-05-08,"CAREER - Phys","Montipora capitata","Susceptible",2,9,234.382,26.7455347,NA
"44","4",1.80422201934592,0.00543474245938685,-0.729655944951273,331.979304047735,1.07456607439465,2025-05-08,"CAREER - Phys","Montipora capitata","Resistant",3,9,234.121,18.25277406,"No SA values recorded for this frag; avged the Mcap SAs from other frags to get SA for 4"
"45","43",1.81122898974346,0.00358401426521618,-0.880883374249821,505.36322004126,0.930345615493639,2025-05-08,"CAREER - Phys","Porites compressa","Susceptible",5,9,239.012,14.34298723,"No SA values recorded for this frag; avged the Pcomp SAs from other frags to get SA for 43"
