Colony_ID,Run,Interval,Light_Value,N_points,O2_start,O2_end,DeltaT_min,DeltaT_max,O2_min,O2_max,Slope
214,1,1,0,300,41.91101666666668,33.826016666666675,70.753,85.703,33.826016666666675,43.675016666666664,-0.8723654536707356
214,1,2,139,275,1.2461586715866986,0.7631586715866945,0,13.703,0.5341586715867095,1.2461586715866986,-0.01267501836601846
214,1,3,267,200,0.6355950000000234,2.913595000000015,14.753,24.703,0.6055950000000223,2.913595000000015,0.2728079074904745
214,1,4,385,180,3.3894777777777847,8.12447777777777,25.753,34.703,3.1964777777777726,8.12447777777777,0.601780254961132
214,1,5,716,180,8.934572222222215,15.617572222222208,35.753,44.704,8.91757222222222,15.618572222222213,0.7875330710197357
214,1,6,930,180,16.902361111111105,25.023361111111114,45.754,54.703,16.902361111111105,25.039361111111106,0.9061179062893991
214,1,7,1243,280,26.609617857142865,40.49561785714286,55.753,69.703,26.488617857142856,40.49561785714286,1.0233589466213584
239,2,1,0,300,14.092706666666686,5.681706666666685,177.754,192.703,5.681706666666685,14.446706666666671,-0.6962543994193919
239,2,2,139,272,-15.624892193308568,-17.209892193308576,106.146,119.703,-17.33989219330857,-15.593892193308562,-0.10928622866593468
239,2,3,267,180,-17.214733333333328,-16.836733333333314,120.754,129.703,-17.50273333333334,-16.743733333333324,0.04605077975895504
239,2,4,385,180,-16.43402222222224,-13.741022222222227,130.753,139.704,-16.43402222222224,-13.619022222222242,0.325835301863788
239,2,5,716,180,-12.83159999999998,-8.651599999999974,140.753,149.703,-12.83159999999998,-8.58159999999998,0.499223186405591
239,2,6,930,180,-7.39150555555554,-1.668505555555555,150.754,159.704,-7.39150555555554,-1.5515055555555364,0.6695285486361092
239,2,7,1243,320,0.09864375000000791,12.312643750000007,160.753,176.703,0.05664375000000632,12.312643750000007,0.764372397279818
236,3,1,0,301,58.25847333333334,42.810473333333334,276.72,291.72,42.68447333333333,61.02247333333335,-1.5468454434005248
236,3,2,139,239,-13.966571428571427,-19.40757142857143,208.814,220.72,-19.452571428571417,-13.966571428571427,-0.30618251005002156
236,3,3,267,181,-18.757788888888882,-16.95778888888887,221.72,230.72,-19.248788888888868,-16.940788888888875,0.34819257579986534
236,3,4,385,181,-15.677272222222228,-7.249272222222231,231.72,240.72,-15.83827222222223,-7.103272222222216,1.0714031318195716
236,3,5,716,181,-5.073149999999998,7.811849999999993,241.72,250.72,-5.073149999999998,7.811849999999993,1.5241920168698
236,3,6,930,181,10.375872222222227,25.565872222222225,251.72,260.72,10.278872222222219,25.736872222222217,1.7732425902328626
236,3,7,1243,281,28.695171428571427,55.03317142857145,261.72,275.72,28.695171428571427,55.03317142857145,1.912471987306074
226,4,1,0,320,20.172258461538462,15.070258461538458,377.753,393.703,14.899258461538466,20.893258461538466,-0.44335137183167267
226,4,2,139,272,-2.3487574626865637,-3.51675746268657,307.152,320.704,-3.847757462686559,-2.3487574626865637,-0.05937658992068335
226,4,3,267,180,-3.072795580110494,-2.2227955801104997,321.753,330.703,-3.221795580110495,-2.2107955801104993,0.10988410311766407
226,4,4,385,180,-1.4792265193370326,1.1317734806629858,331.753,340.703,-1.586226519337032,1.1317734806629858,0.30866869561864474
226,4,5,716,180,2.1415469613259575,5.293546961325944,341.753,350.703,1.994546961325966,5.388546961325943,0.37589780952533014
226,4,6,930,200,6.610711442786055,10.685711442786072,351.754,361.703,6.562711442786053,10.685711442786072,0.40829387972095904
226,4,7,1243,280,11.97314590747331,18.48514590747331,362.753,376.703,11.97314590747331,18.48514590747331,0.46984747213452427
219,5,1,0,300,95.69617,89.30116999999998,84.034,98.984,89.27917,96.15316999999999,-0.5508845424688988
219,5,2,139,281,48.17885000000001,48.88285000000002,12.979,26.984,47.70785000000001,48.91985,0.0790066554329643
219,5,3,267,180,50.28525000000002,52.84325000000001,28.034,36.984,50.12025,53.11525,0.3601536459982184
219,5,4,385,180,54.51082222222223,59.443822222222224,38.034,46.984,54.51082222222223,59.501822222222245,0.6040204546176825
219,5,5,716,180,61.46372222222223,67.98972222222224,48.034,56.984,61.33472222222224,67.98972222222224,0.7281858693407917
219,5,6,930,180,69.99576666666667,77.26876666666669,58.034,66.984,69.92076666666668,77.47276666666667,0.8128587949633096
219,5,7,1243,300,79.81607333333335,93.19507333333334,68.034,82.983,79.76207333333335,93.26107333333334,0.8872155659877471
3,1,1,0,300,12.35701666666668,12.646016666666668,70.507,85.457,12.017016666666677,13.919016666666664,-0.14524245900533134
3,1,2,139,270,-0.5568413284132987,-1.7468413284132964,0,13.457,-1.873841328413306,-0.5568413284132987,-0.07327954381847498
