"","Colony_ID","Phenotype","Species","trait","estimate"
"1",19,"Susceptible","Montipora capitata","lnc",0.28858837027233
"2",19,"Susceptible","Montipora capitata","E",0.0731438544902881
"3",19,"Susceptible","Montipora capitata","Eh",2.82047898358904
"4",19,"Susceptible","Montipora capitata","Topt_C",28.4258077946908
"5",19,"Susceptible","Montipora capitata","Rmax_log",0.275678899334849
"6",201,"Susceptible","Montipora capitata","lnc",0.408142449609852
"7",201,"Susceptible","Montipora capitata","E",0.0765097188239633
"8",201,"Susceptible","Montipora capitata","Eh",3.21152230620059
"9",201,"Susceptible","Montipora capitata","Topt_C",28.6275313015504
"10",201,"Susceptible","Montipora capitata","Rmax_log",0.399978840287476
"11",203,"Susceptible","Montipora capitata","lnc",0.6318205594206
"12",203,"Susceptible","Montipora capitata","E",0.178815348465577
"13",203,"Susceptible","Montipora capitata","Eh",3.29112944621966
"14",203,"Susceptible","Montipora capitata","Topt_C",28.8496126003194
"15",203,"Susceptible","Montipora capitata","Rmax_log",0.618284856533126
"16",212,"Resistant","Montipora capitata","lnc",0.589305583774519
"17",212,"Resistant","Montipora capitata","E",0.230262657352517
"18",212,"Resistant","Montipora capitata","Eh",4.09940501376694
"19",212,"Resistant","Montipora capitata","Topt_C",30.0237304877815
"20",212,"Resistant","Montipora capitata","Rmax_log",0.620259084704907
"21",240,"Resistant","Porites compressa","lnc",0.954781598528811
"22",240,"Resistant","Porites compressa","E",0.252065833100614
"23",240,"Resistant","Porites compressa","Eh",3.95336046284344
"24",240,"Resistant","Porites compressa","Topt_C",30.3252209853395
"25",240,"Resistant","Porites compressa","Rmax_log",0.995647739300258
"26",243,"Susceptible","Porites compressa","lnc",0.679016064580122
"27",243,"Susceptible","Porites compressa","E",0.0604770974305624
"28",243,"Susceptible","Porites compressa","Eh",4.37940887197326
"29",243,"Susceptible","Porites compressa","Topt_C",29.457494068981
"30",243,"Susceptible","Porites compressa","Rmax_log",0.684093113453844
"31",29,"Resistant","Porites compressa","lnc",0.82927419689296
"32",29,"Resistant","Porites compressa","E",0.199342667390697
"33",29,"Resistant","Porites compressa","Eh",3.36223773506368
"34",29,"Resistant","Porites compressa","Topt_C",28.459366360646
"35",29,"Resistant","Porites compressa","Rmax_log",0.805435071061832
"36",41,"Susceptible","Porites compressa","lnc",0.910556412417348
"37",41,"Susceptible","Porites compressa","E",0.280103994578686
"38",41,"Susceptible","Porites compressa","Eh",3.22319171476147
"39",41,"Susceptible","Porites compressa","Topt_C",28.8745225127992
"40",41,"Susceptible","Porites compressa","Rmax_log",0.886836311013136
"41",12,"Resistant","Montipora capitata","lnc",0.620062801338601
"42",12,"Resistant","Montipora capitata","E",0.258828993652636
"43",12,"Resistant","Montipora capitata","Eh",3.40480901081026
"44",12,"Resistant","Montipora capitata","Topt_C",29.7523447987285
"45",12,"Resistant","Montipora capitata","Rmax_log",0.631900166848255
"46",206,"Resistant","Montipora capitata","lnc",0.769867728336122
"47",206,"Resistant","Montipora capitata","E",0.272044950962572
"48",206,"Resistant","Montipora capitata","Eh",3.28115234386743
"49",206,"Resistant","Montipora capitata","Topt_C",29.1863000950841
"50",206,"Resistant","Montipora capitata","Rmax_log",0.759351703467719
"51",209,"Susceptible","Montipora capitata","lnc",0.397558780216511
"52",209,"Susceptible","Montipora capitata","E",0.102004350834603
"53",209,"Susceptible","Montipora capitata","Eh",3.12719289742773
"54",209,"Susceptible","Montipora capitata","Topt_C",28.7668697306341
"55",209,"Susceptible","Montipora capitata","Rmax_log",0.387468700051377
"56",221,"Susceptible","Montipora capitata","lnc",0.521795387274276
"57",221,"Susceptible","Montipora capitata","E",0.142964955560653
"58",221,"Susceptible","Montipora capitata","Eh",2.85269698614095
"59",221,"Susceptible","Montipora capitata","Topt_C",28.0849566090797
"60",221,"Susceptible","Montipora capitata","Rmax_log",0.490282014795592
"61",225,"Susceptible","Porites compressa","lnc",0.746297479916621
"62",225,"Susceptible","Porites compressa","E",0.187145349295759
"63",225,"Susceptible","Porites compressa","Eh",4.03659065442595
"64",225,"Susceptible","Porites compressa","Topt_C",29.9688396797002
"65",225,"Susceptible","Porites compressa","Rmax_log",0.769670782752215
"66",226,"Resistant","Porites compressa","lnc",1.04509952423452
"67",226,"Resistant","Porites compressa","E",0.330802859778781
"68",226,"Resistant","Porites compressa","Eh",2.94019848145822
"69",226,"Resistant","Porites compressa","Topt_C",28.2079970187374
"70",226,"Resistant","Porites compressa","Rmax_log",0.976992590370354
"71",237,"Susceptible","Porites compressa","lnc",0.855686175593987
"72",237,"Susceptible","Porites compressa","E",0.228430242952749
"73",237,"Susceptible","Porites compressa","Eh",3.55458961919686
"74",237,"Susceptible","Porites compressa","Topt_C",29.4594577022374
"75",237,"Susceptible","Porites compressa","Rmax_log",0.861021949614127
"76",26,"Susceptible","Porites compressa","lnc",0.836080163553157
"77",26,"Susceptible","Porites compressa","E",0.205897308628175
"78",26,"Susceptible","Porites compressa","Eh",3.82070480155839
"79",26,"Susceptible","Porites compressa","Topt_C",29.599156381123
"80",26,"Susceptible","Porites compressa","Rmax_log",0.849004905639669
"81",42,"Resistant","Porites compressa","lnc",0.784859143793384
"82",42,"Resistant","Porites compressa","E",0.17968077750203
"83",42,"Resistant","Porites compressa","Eh",3.66460760191086
"84",42,"Resistant","Porites compressa","Topt_C",29.0716574163018
"85",42,"Resistant","Porites compressa","Rmax_log",0.782189465867222
"86",45,"Susceptible","Porites compressa","lnc",0.78300033998076
"87",45,"Susceptible","Porites compressa","E",0.249894597034628
"88",45,"Susceptible","Porites compressa","Eh",2.74606092576659
"89",45,"Susceptible","Porites compressa","Topt_C",28.2879549890401
"90",45,"Susceptible","Porites compressa","Rmax_log",0.728856987480704
"91",2,"Resistant","Montipora capitata","lnc",0.76515874474952
"92",2,"Resistant","Montipora capitata","E",0.354908014139454
"93",2,"Resistant","Montipora capitata","Eh",2.24953003858953
"94",2,"Resistant","Montipora capitata","Topt_C",27.014525036649
"95",2,"Resistant","Montipora capitata","Rmax_log",0.594120567299893
"96",204,"Resistant","Montipora capitata","lnc",0.6197437794932
"97",204,"Resistant","Montipora capitata","E",0.255511686105798
"98",204,"Resistant","Montipora capitata","Eh",3.34317129206474
"99",204,"Resistant","Montipora capitata","Topt_C",29.5433337160008
"100",204,"Resistant","Montipora capitata","Rmax_log",0.623215841920096
"101",205,"Susceptible","Montipora capitata","lnc",0.819432121026026
"102",205,"Susceptible","Montipora capitata","E",0.214801129595502
"103",205,"Susceptible","Montipora capitata","Eh",5.37704556321437
"104",205,"Susceptible","Montipora capitata","Topt_C",30.5304446064881
"105",205,"Susceptible","Montipora capitata","Rmax_log",0.875181437308368
"106",211,"Susceptible","Montipora capitata","lnc",0.663672972986628
"107",211,"Susceptible","Montipora capitata","E",0.229116779082304
"108",211,"Susceptible","Montipora capitata","Eh",2.91572428173406
"109",211,"Susceptible","Montipora capitata","Topt_C",28.3247990683911
