"","Colony_ID","Phenotype","Species","trait","estimate"
"110",211,"Susceptible","Montipora capitata","Rmax_log",0.620748358039899
"111",235,"Susceptible","Porites compressa","lnc",1.1925929796
"112",235,"Susceptible","Porites compressa","E",0.357395335689141
"113",235,"Susceptible","Porites compressa","Eh",4.15146576511926
"114",235,"Susceptible","Porites compressa","Topt_C",29.6849170634269
"115",235,"Susceptible","Porites compressa","Rmax_log",1.22504051618132
"116",238,"Resistant","Porites compressa","lnc",0.817848517229729
"117",238,"Resistant","Porites compressa","E",0.253035838155648
"118",238,"Resistant","Porites compressa","Eh",3.8154663863973
"119",238,"Resistant","Porites compressa","Topt_C",29.7418735543605
"120",238,"Resistant","Porites compressa","Rmax_log",0.837759833475127
"121",247,"Susceptible","Porites compressa","lnc",0.702548643424216
"122",247,"Susceptible","Porites compressa","E",0.236489481559553
"123",247,"Susceptible","Porites compressa","Eh",2.97769676567495
"124",247,"Susceptible","Porites compressa","Topt_C",29.1756138820395
"125",247,"Susceptible","Porites compressa","Rmax_log",0.6855738304917
"126",27,"Resistant","Porites compressa","lnc",0.76357655154134
"127",27,"Resistant","Porites compressa","E",0.225607323696673
"128",27,"Resistant","Porites compressa","Eh",3.33532796618569
"129",27,"Resistant","Porites compressa","Topt_C",29.0894731715924
"130",27,"Resistant","Porites compressa","Rmax_log",0.75382120234021
"131",43,"Susceptible","Porites compressa","lnc",0.900912483601914
"132",43,"Susceptible","Porites compressa","E",0.24082508806296
"133",43,"Susceptible","Porites compressa","Eh",4.19981705507124
"134",43,"Susceptible","Porites compressa","Topt_C",29.8785434355685
"135",43,"Susceptible","Porites compressa","Rmax_log",0.930279908649527
"136",46,"Resistant","Porites compressa","lnc",0.781776046808355
"137",46,"Resistant","Porites compressa","E",0.246785437681449
"138",46,"Resistant","Porites compressa","Eh",3.46347523379049
"139",46,"Resistant","Porites compressa","Topt_C",29.6012449858718
"140",46,"Resistant","Porites compressa","Rmax_log",0.789810202281288
"141",202,"Resistant","Montipora capitata","lnc",0.497670528058538
"142",202,"Resistant","Montipora capitata","E",0.230111845628131
"143",202,"Resistant","Montipora capitata","Eh",3.8908199927629
"144",202,"Resistant","Montipora capitata","Topt_C",30.1177897731587
"145",202,"Resistant","Montipora capitata","Rmax_log",0.528142511234289
"146",214,"Resistant","Montipora capitata","lnc",0.70868708590194
"147",214,"Resistant","Montipora capitata","E",0.307382403224163
"148",214,"Resistant","Montipora capitata","Eh",4.08857360042798
"149",214,"Resistant","Montipora capitata","Topt_C",30.3248088781243
"150",214,"Resistant","Montipora capitata","Rmax_log",0.760689987365757
"151",219,"Susceptible","Montipora capitata","lnc",0.389422838407363
"152",219,"Susceptible","Montipora capitata","E",0.137536218750405
"153",219,"Susceptible","Montipora capitata","Eh",2.78783804937579
"154",219,"Susceptible","Montipora capitata","Topt_C",28.7993454018945
"155",219,"Susceptible","Montipora capitata","Rmax_log",0.370507541411596
"156",220,"Resistant","Montipora capitata","lnc",0.582987594661663
"157",220,"Resistant","Montipora capitata","E",0.265167230186394
"158",220,"Resistant","Montipora capitata","Eh",3.21356515970089
"159",220,"Resistant","Montipora capitata","Topt_C",29.5568290445221
"160",220,"Resistant","Montipora capitata","Rmax_log",0.583435848131377
"161",234,"Resistant","Porites compressa","lnc",0.963049305733205
"162",234,"Resistant","Porites compressa","E",0.296140268049689
"163",234,"Resistant","Porites compressa","Eh",3.58019377069501
"164",234,"Resistant","Porites compressa","Topt_C",29.6347992419869
"165",234,"Resistant","Porites compressa","Rmax_log",0.976312234478256
"166",236,"Resistant","Porites compressa","lnc",0.941437643273972
"167",236,"Resistant","Porites compressa","E",0.277000289005244
"168",236,"Resistant","Porites compressa","Eh",3.72839452367699
"169",236,"Resistant","Porites compressa","Topt_C",29.7600702064043
"170",236,"Resistant","Porites compressa","Rmax_log",0.961791289359045
"171",241,"Susceptible","Porites compressa","lnc",0.921319738001175
"172",241,"Susceptible","Porites compressa","E",0.245725222844837
"173",241,"Susceptible","Porites compressa","Eh",3.70020665299519
"174",241,"Susceptible","Porites compressa","Topt_C",29.4049391220751
"175",241,"Susceptible","Porites compressa","Rmax_log",0.928095948352788
"176",242,"Resistant","Porites compressa","lnc",0.977650528359409
"177",242,"Resistant","Porites compressa","E",0.269067969965691
"178",242,"Resistant","Porites compressa","Eh",3.59938940120238
"179",242,"Resistant","Porites compressa","Topt_C",29.6784044094861
"180",242,"Resistant","Porites compressa","Rmax_log",0.991935668362176
"181",28,"Susceptible","Porites compressa","lnc",0.763488148153768
"182",28,"Susceptible","Porites compressa","E",0.210067451141461
"183",28,"Susceptible","Porites compressa","Eh",4.14045563159684
"184",28,"Susceptible","Porites compressa","Topt_C",30.231447383282
"185",28,"Susceptible","Porites compressa","Rmax_log",0.797901608531877
"186",3,"Susceptible","Montipora capitata","lnc",0.234333957709884
"187",3,"Susceptible","Montipora capitata","E",0.0514746904179562
"188",3,"Susceptible","Montipora capitata","Eh",2.28338403288074
"189",3,"Susceptible","Montipora capitata","Topt_C",26.5650211122026
"190",3,"Susceptible","Montipora capitata","Rmax_log",0.208645411057659
"191",1,"Susceptible","Montipora capitata","lnc",0.613194258946014
"192",1,"Susceptible","Montipora capitata","E",0.230841971735763
"193",1,"Susceptible","Montipora capitata","Eh",3.75137684380572
"194",1,"Susceptible","Montipora capitata","Topt_C",29.7182115778714
"195",1,"Susceptible","Montipora capitata","Rmax_log",0.629759586411809
"196",20,"Resistant","Montipora capitata","lnc",0.867757910297677
"197",20,"Resistant","Montipora capitata","E",0.351346759231347
"198",20,"Resistant","Montipora capitata","Eh",3.81268642458743
"199",20,"Resistant","Montipora capitata","Topt_C",30.0113621042555
"200",20,"Resistant","Montipora capitata","Rmax_log",0.905969483433898
"201",210,"Resistant","Montipora capitata","lnc",0.868779825835839
"202",210,"Resistant","Montipora capitata","E",0.408872256130186
"203",210,"Resistant","Montipora capitata","Eh",2.12452420385399
"204",210,"Resistant","Montipora capitata","Topt_C",27.5533337636448
"205",210,"Resistant","Montipora capitata","Rmax_log",0.684104874756196
"206",213,"Susceptible","Montipora capitata","lnc",0.687286868897468
"207",213,"Susceptible","Montipora capitata","E",0.252174719540322
"208",213,"Susceptible","Montipora capitata","Eh",2.69552247851322
"209",213,"Susceptible","Montipora capitata","Topt_C",29.0713662720626
"210",213,"Susceptible","Montipora capitata","Rmax_log",0.655865668734841
"211",239,"Susceptible","Porites compressa","lnc",0.779983082890581
"212",239,"Susceptible","Porites compressa","E",0.264065500954293
"213",239,"Susceptible","Porites compressa","Eh",3.3926299689637
"214",239,"Susceptible","Porites compressa","Topt_C",29.8071301940421
"215",239,"Susceptible","Porites compressa","Rmax_log",0.793520625549854
"216",244,"Resistant","Porites compressa","lnc",0.928991173000104
"217",244,"Resistant","Porites compressa","E",0.277548032569662
"218",244,"Resistant","Porites compressa","Eh",3.39584638094853
"219",244,"Resistant","Porites compressa","Topt_C",29.274303320736
"220",244,"Resistant","Porites compressa","Rmax_log",0.924397855071271
"221",248,"Resistant","Porites compressa","lnc",1.23883380093005
"222",248,"Resistant","Porites compressa","E",0.446879247942699
"223",248,"Resistant","Porites compressa","Eh",4.11396381572756
"224",248,"Resistant","Porites compressa","Topt_C",29.779020761481
"225",248,"Resistant","Porites compressa","Rmax_log",1.28229493819088
"226",4,"Resistant","Montipora capitata","lnc",0.623084259860291
"227",4,"Resistant","Montipora capitata","E",0.241462979198025
"228",4,"Resistant","Montipora capitata","Eh",3.54074769228649
"229",4,"Resistant","Montipora capitata","Topt_C",29.754595474737
"230",4,"Resistant","Montipora capitata","Rmax_log",0.637322562777908
"231",44,"Resistant","Porites compressa","lnc",0.732946591413142
"232",44,"Resistant","Porites compressa","E",0.214076126989741
"233",44,"Resistant","Porites compressa","Eh",4.04283110730475
"234",44,"Resistant","Porites compressa","Topt_C",30.4018903186255
"235",44,"Resistant","Porites compressa","Rmax_log",0.771268863124036
