"","Colony_ID","Phenotype","Species","trait","estimate","Year"
"118","238","Resistant","Porites compressa","Eh",3.81546639735418,"2023"
"119","238","Resistant","Porites compressa","Topt_C",29.741873566157,"2023"
"120","238","Resistant","Porites compressa","Rmax_log",0.837759833159751,"2023"
"121","247","Susceptible","Porites compressa","lnc",0.702548643573708,"2023"
"122","247","Susceptible","Porites compressa","E",0.236489481517468,"2023"
"123","247","Susceptible","Porites compressa","Eh",2.97769676181974,"2023"
"124","247","Susceptible","Porites compressa","Topt_C",29.1756138748859,"2023"
"125","247","Susceptible","Porites compressa","Rmax_log",0.685573830318419,"2023"
"126","27","Resistant","Porites compressa","lnc",0.763576551611615,"2023"
"127","27","Resistant","Porites compressa","E",0.225607323059132,"2023"
"128","27","Resistant","Porites compressa","Eh",3.33532796372583,"2023"
"129","27","Resistant","Porites compressa","Topt_C",29.0894731619297,"2023"
"130","27","Resistant","Porites compressa","Rmax_log",0.753821202114793,"2023"
"131","43","Susceptible","Porites compressa","lnc",0.90091248315356,"2023"
"132","43","Susceptible","Porites compressa","E",0.24082508710459,"2023"
"133","43","Susceptible","Porites compressa","Eh",4.19981706059312,"2023"
"134","43","Susceptible","Porites compressa","Topt_C",29.8785434392861,"2023"
"135","43","Susceptible","Porites compressa","Rmax_log",0.930279908284466,"2023"
"136","46","Resistant","Porites compressa","lnc",0.781776047894365,"2023"
"137","46","Resistant","Porites compressa","E",0.246785440444727,"2023"
"138","46","Resistant","Porites compressa","Eh",3.46347522856193,"2023"
"139","46","Resistant","Porites compressa","Topt_C",29.6012449886312,"2023"
"140","46","Resistant","Porites compressa","Rmax_log",0.789810203396266,"2023"
"141","202","Resistant","Montipora capitata","lnc",0.497670528935561,"2023"
"142","202","Resistant","Montipora capitata","E",0.230111846934526,"2023"
"143","202","Resistant","Montipora capitata","Eh",3.89081997722432,"2023"
"144","202","Resistant","Montipora capitata","Topt_C",30.1177897576234,"2023"
"145","202","Resistant","Montipora capitata","Rmax_log",0.52814251157158,"2023"
"146","214","Resistant","Montipora capitata","lnc",0.708687087114718,"2023"
"147","214","Resistant","Montipora capitata","E",0.307382405425025,"2023"
"148","214","Resistant","Montipora capitata","Eh",4.08857358766239,"2023"
"149","214","Resistant","Montipora capitata","Topt_C",30.3248088666961,"2023"
"150","214","Resistant","Montipora capitata","Rmax_log",0.76068998823212,"2023"
"151","219","Susceptible","Montipora capitata","lnc",0.389422841597085,"2023"
"152","219","Susceptible","Montipora capitata","E",0.137536223771451,"2023"
"153","219","Susceptible","Montipora capitata","Eh",2.78783800239495,"2023"
"154","219","Susceptible","Montipora capitata","Topt_C",28.799345365929,"2023"
"155","219","Susceptible","Montipora capitata","Rmax_log",0.370507542359322,"2023"
"156","220","Resistant","Montipora capitata","lnc",0.582987593117492,"2023"
"157","220","Resistant","Montipora capitata","E",0.265167227833483,"2023"
"158","220","Resistant","Montipora capitata","Eh",3.21356517444232,"2023"
"159","220","Resistant","Montipora capitata","Topt_C",29.556829060439,"2023"
"160","220","Resistant","Montipora capitata","Rmax_log",0.583435847564009,"2023"
"161","234","Resistant","Porites compressa","lnc",0.963049305138954,"2023"
"162","234","Resistant","Porites compressa","E",0.296140266703959,"2023"
"163","234","Resistant","Porites compressa","Eh",3.58019377432622,"2023"
"164","234","Resistant","Porites compressa","Topt_C",29.6347992438684,"2023"
"165","234","Resistant","Porites compressa","Rmax_log",0.976312234003141,"2023"
"166","236","Resistant","Porites compressa","lnc",0.941437642661974,"2023"
"167","236","Resistant","Porites compressa","E",0.277000288545856,"2023"
"168","236","Resistant","Porites compressa","Eh",3.72839453050463,"2023"
"169","236","Resistant","Porites compressa","Topt_C",29.7600702163935,"2023"
"170","236","Resistant","Porites compressa","Rmax_log",0.96179128921518,"2023"
"171","241","Susceptible","Porites compressa","lnc",0.921319737119604,"2023"
"172","241","Susceptible","Porites compressa","E",0.245725220897865,"2023"
"173","241","Susceptible","Porites compressa","Eh",3.70020665535252,"2023"
"174","241","Susceptible","Porites compressa","Topt_C",29.40493911774,"2023"
"175","241","Susceptible","Porites compressa","Rmax_log",0.928095947346984,"2023"
"176","242","Resistant","Porites compressa","lnc",0.97765052819477,"2023"
"177","242","Resistant","Porites compressa","E",0.269067969765329,"2023"
"178","242","Resistant","Porites compressa","Eh",3.59938940353335,"2023"
"179","242","Resistant","Porites compressa","Topt_C",29.6784044122845,"2023"
"180","242","Resistant","Porites compressa","Rmax_log",0.991935668336779,"2023"
"181","28","Susceptible","Porites compressa","lnc",0.763488147996985,"2023"
"182","28","Susceptible","Porites compressa","E",0.210067450732209,"2023"
"183","28","Susceptible","Porites compressa","Eh",4.14045563162744,"2023"
"184","28","Susceptible","Porites compressa","Topt_C",30.2314473818437,"2023"
"185","28","Susceptible","Porites compressa","Rmax_log",0.79790160827305,"2023"
"186","3","Susceptible","Montipora capitata","lnc",0.234333953168643,"2023"
"187","3","Susceptible","Montipora capitata","E",0.0514746839988736,"2023"
"188","3","Susceptible","Montipora capitata","Eh",2.2833841083569,"2023"
"189","3","Susceptible","Montipora capitata","Topt_C",26.5650210326736,"2023"
"190","3","Susceptible","Montipora capitata","Rmax_log",0.208645409986195,"2023"
"191","1","Susceptible","Montipora capitata","lnc",0.613194259668059,"2023"
"192","1","Susceptible","Montipora capitata","E",0.230841972491909,"2023"
"193","1","Susceptible","Montipora capitata","Eh",3.751376833353,"2023"
"194","1","Susceptible","Montipora capitata","Topt_C",29.718211564737,"2023"
"195","1","Susceptible","Montipora capitata","Rmax_log",0.629759586615211,"2023"
"196","20","Resistant","Montipora capitata","lnc",0.867757910251369,"2023"
"197","20","Resistant","Montipora capitata","E",0.351346759180925,"2023"
"198","20","Resistant","Montipora capitata","Eh",3.8126864247565,"2023"
"199","20","Resistant","Montipora capitata","Topt_C",30.01136210458,"2023"
"200","20","Resistant","Montipora capitata","Rmax_log",0.905969483401695,"2023"
"201","210","Resistant","Montipora capitata","lnc",0.868779822187617,"2023"
"202","210","Resistant","Montipora capitata","E",0.408872252436771,"2023"
"203","210","Resistant","Montipora capitata","Eh",2.12452420918083,"2023"
"204","210","Resistant","Montipora capitata","Topt_C",27.5533337730478,"2023"
"205","210","Resistant","Montipora capitata","Rmax_log",0.684104874088858,"2023"
"206","213","Susceptible","Montipora capitata","lnc",0.687286865799414,"2023"
"207","213","Susceptible","Montipora capitata","E",0.252174715876193,"2023"
"208","213","Susceptible","Montipora capitata","Eh",2.69552250025284,"2023"
"209","213","Susceptible","Montipora capitata","Topt_C",29.0713663021476,"2023"
"210","213","Susceptible","Montipora capitata","Rmax_log",0.655865667961766,"2023"
"211","239","Susceptible","Porites compressa","lnc",0.77998308328881,"2023"
"212","239","Susceptible","Porites compressa","E",0.264065501165614,"2023"
"213","239","Susceptible","Porites compressa","Eh",3.39262996181433,"2023"
"214","239","Susceptible","Porites compressa","Topt_C",29.8071301829616,"2023"
"215","239","Susceptible","Porites compressa","Rmax_log",0.793520625408519,"2023"
"216","244","Resistant","Porites compressa","lnc",0.928991174601115,"2023"
"217","244","Resistant","Porites compressa","E",0.277548035009415,"2023"
"218","244","Resistant","Porites compressa","Eh",3.39584637161157,"2023"
"219","244","Resistant","Porites compressa","Topt_C",29.2743033116332,"2023"
"220","244","Resistant","Porites compressa","Rmax_log",0.924397856033839,"2023"
"221","248","Resistant","Porites compressa","lnc",1.23883380081602,"2023"
"222","248","Resistant","Porites compressa","E",0.446879247877813,"2023"
"223","248","Resistant","Porites compressa","Eh",4.11396381665562,"2023"
"224","248","Resistant","Porites compressa","Topt_C",29.7790207629208,"2023"
"225","248","Resistant","Porites compressa","Rmax_log",1.28229493818036,"2023"
"226","4","Resistant","Montipora capitata","lnc",0.623084260491106,"2023"
"227","4","Resistant","Montipora capitata","E",0.241462980250554,"2023"
"228","4","Resistant","Montipora capitata","Eh",3.54074768418102,"2023"
"229","4","Resistant","Montipora capitata","Topt_C",29.7545954673132,"2023"
"230","4","Resistant","Montipora capitata","Rmax_log",0.637322563065468,"2023"
"231","44","Resistant","Porites compressa","lnc",0.732946594360217,"2023"
"232","44","Resistant","Porites compressa","E",0.214076135254641,"2023"
"233","44","Resistant","Porites compressa","Eh",4.04283107945843,"2023"
"234","44","Resistant","Porites compressa","Topt_C",30.4018903225054,"2023"
"235","44","Resistant","Porites compressa","Rmax_log",0.771268867211899,"2023"
"236","1","Susceptible","Montipora capitata","lnc",0.917033080526123,"2025"
"237","1","Susceptible","Montipora capitata","E",0.466928100488576,"2025"
"238","1","Susceptible","Montipora capitata","Eh",1.85984860988774,"2025"
"239","1","Susceptible","Montipora capitata","Topt_C",28.5327729199675,"2025"
"240","1","Susceptible","Montipora capitata","Rmax_log",0.719632672334382,"2025"
"241","12","Resistant","Montipora capitata","lnc",0.976690378897141,"2025"
"242","12","Resistant","Montipora capitata","E",0.397862914113957,"2025"
"243","12","Resistant","Montipora capitata","Eh",2.46265348362694,"2025"
"244","12","Resistant","Montipora capitata","Topt_C",29.2716613872812,"2025"
"245","12","Resistant","Montipora capitata","Rmax_log",0.915989484766937,"2025"
"246","2","Resistant","Montipora capitata","lnc",0.7603234727501,"2025"
"247","2","Resistant","Montipora capitata","E",0.337261208287666,"2025"
"248","2","Resistant","Montipora capitata","Eh",2.22232984964137,"2025"
"249","2","Resistant","Montipora capitata","Topt_C",29.7381213094324,"2025"
"250","2","Resistant","Montipora capitata","Rmax_log",0.713571169838463,"2025"
"251","202","Resistant","Montipora capitata","lnc",0.741791754575213,"2025"
"252","202","Resistant","Montipora capitata","E",0.362244669642973,"2025"
"253","202","Resistant","Montipora capitata","Eh",3.44294741691624,"2025"
"254","202","Resistant","Montipora capitata","Topt_C",29.6244930265771,"2025"
"255","202","Resistant","Montipora capitata","Rmax_log",0.751983523355436,"2025"
"256","243","Susceptible","Porites compressa","lnc",1.41329616607765,"2025"
"257","243","Susceptible","Porites compressa","E",0.577417996937379,"2025"
"258","243","Susceptible","Porites compressa","Eh",1.80721651366439,"2025"
"259","243","Susceptible","Porites compressa","Topt_C",26.5685015202168,"2025"
"260","243","Susceptible","Porites compressa","Rmax_log",0.996228713297456,"2025"
"261","27","Resistant","Porites compressa","lnc",1.30260581224051,"2025"
"262","27","Resistant","Porites compressa","E",0.428228730506279,"2025"
"263","27","Resistant","Porites compressa","Eh",2.12100233151594,"2025"
"264","27","Resistant","Porites compressa","Topt_C",27.1615732623338,"2025"
"265","27","Resistant","Porites compressa","Rmax_log",1.08599027569306,"2025"
"266","3","Susceptible","Montipora capitata","lnc",0.633937976299047,"2025"
"267","3","Susceptible","Montipora capitata","E",0.327819916076964,"2025"
"268","3","Susceptible","Montipora capitata","Eh",1.57559814679576,"2025"
"269","3","Susceptible","Montipora capitata","Topt_C",27.8815839289627,"2025"
"270","3","Susceptible","Montipora capitata","Rmax_log",0.437773314001688,"2025"
"271","201","Susceptible","Montipora capitata","lnc",0.718098581999748,"2025"
"272","201","Susceptible","Montipora capitata","E",0.275560795261233,"2025"
"273","201","Susceptible","Montipora capitata","Eh",2.47702867536009,"2025"
"274","201","Susceptible","Montipora capitata","Topt_C",27.7652772500796,"2025"
"275","201","Susceptible","Montipora capitata","Rmax_log",0.627249305038341,"2025"
"276","204","Resistant","Montipora capitata","lnc",0.993162983338055,"2025"
"277","204","Resistant","Montipora capitata","E",0.378892158669611,"2025"
"278","204","Resistant","Montipora capitata","Eh",2.62477845879136,"2025"
"279","204","Resistant","Montipora capitata","Topt_C",29.4632549011189,"2025"
"280","204","Resistant","Montipora capitata","Rmax_log",0.956470879529671,"2025"
"281","211","Susceptible","Montipora capitata","lnc",0.786266537554025,"2025"
"282","211","Susceptible","Montipora capitata","E",0.223121963286592,"2025"
"283","211","Susceptible","Montipora capitata","Eh",3.2514643967676,"2025"
"284","211","Susceptible","Montipora capitata","Topt_C",30.1120315406566,"2025"
"285","211","Susceptible","Montipora capitata","Rmax_log",0.803672277157402,"2025"
"286","226","Resistant","Porites compressa","lnc",0.809888745393207,"2025"
"287","226","Resistant","Porites compressa","E",0.215863468341908,"2025"
"288","226","Resistant","Porites compressa","Eh",3.13330860348986,"2025"
"289","226","Resistant","Porites compressa","Topt_C",29.3988903314348,"2025"
"290","226","Resistant","Porites compressa","Rmax_log",0.804660337587105,"2025"
"291","233","Susceptible","Porites compressa","lnc",1.03677572216258,"2025"
"292","233","Susceptible","Porites compressa","E",0.244576410863745,"2025"
"293","233","Susceptible","Porites compressa","Eh",2.49320132940511,"2025"
"294","233","Susceptible","Porites compressa","Topt_C",28.9016718522014,"2025"
"295","233","Susceptible","Porites compressa","Rmax_log",0.993041613461172,"2025"
"296","236","Resistant","Porites compressa","lnc",0.870390625242428,"2025"
"297","236","Resistant","Porites compressa","E",0.247865011946015,"2025"
"298","236","Resistant","Porites compressa","Eh",2.47469597970008,"2025"
"299","236","Resistant","Porites compressa","Topt_C",28.9884581128373,"2025"
"300","236","Resistant","Porites compressa","Rmax_log",0.827901825780625,"2025"
"301","237","Susceptible","Porites compressa","lnc",1.13191562666205,"2025"
"302","237","Susceptible","Porites compressa","E",0.389131979317805,"2025"
"303","237","Susceptible","Porites compressa","Eh",2.97023668134834,"2025"
"304","237","Susceptible","Porites compressa","Topt_C",29.0401076447274,"2025"
"305","237","Susceptible","Porites compressa","Rmax_log",1.09302843104476,"2025"
"306","4","Resistant","Montipora capitata","lnc",0.506297142823948,"2025"
"307","4","Resistant","Montipora capitata","E",0.203556290924081,"2025"
"308","4","Resistant","Montipora capitata","Eh",2.28869723386462,"2025"
"309","4","Resistant","Montipora capitata","Topt_C",29.7159622052945,"2025"
"310","4","Resistant","Montipora capitata","Rmax_log",0.483703293548995,"2025"
"311","42","Resistant","Porites compressa","lnc",1.05826215477194,"2025"
"312","42","Resistant","Porites compressa","E",0.338812529658322,"2025"
"313","42","Resistant","Porites compressa","Eh",2.31249615376375,"2025"
"314","42","Resistant","Porites compressa","Topt_C",28.1550511446997,"2025"
"315","42","Resistant","Porites compressa","Rmax_log",0.950036854675591,"2025"
"316","19","Susceptible","Montipora capitata","lnc",1.04081128959456,"2025"
"317","19","Susceptible","Montipora capitata","E",0.38894247769671,"2025"
"318","19","Susceptible","Montipora capitata","Eh",1.66243119557935,"2025"
"319","19","Susceptible","Montipora capitata","Topt_C",28.397350524841,"2025"
"320","19","Susceptible","Montipora capitata","Rmax_log",0.843951323843416,"2025"
"321","209","Susceptible","Montipora capitata","lnc",0.908746052932614,"2025"
"322","209","Susceptible","Montipora capitata","E",0.281813773038224,"2025"
"323","209","Susceptible","Montipora capitata","Eh",2.05021611868936,"2025"
"324","209","Susceptible","Montipora capitata","Topt_C",27.699475353238,"2025"
"325","209","Susceptible","Montipora capitata","Rmax_log",0.786201785629981,"2025"
"326","210","Resistant","Montipora capitata","lnc",0.807267965114722,"2025"
"327","210","Resistant","Montipora capitata","E",0.246014094013743,"2025"
"328","210","Resistant","Montipora capitata","Eh",4.25455801079704,"2025"
"329","210","Resistant","Montipora capitata","Topt_C",29.7017825384885,"2025"
"330","210","Resistant","Montipora capitata","Rmax_log",0.832532248276646,"2025"
"331","241","Susceptible","Porites compressa","lnc",1.38896010713932,"2025"
"332","241","Susceptible","Porites compressa","E",0.479938324070468,"2025"
"333","241","Susceptible","Porites compressa","Eh",1.58260457432066,"2025"
"334","241","Susceptible","Porites compressa","Topt_C",27.0553841598079,"2025"
"335","241","Susceptible","Porites compressa","Rmax_log",1.03104147543148,"2025"
"336","242","Resistant","Porites compressa","lnc",1.32823922188795,"2025"
"337","242","Resistant","Porites compressa","E",0.383528232436929,"2025"
"338","242","Resistant","Porites compressa","Eh",1.7387810378247,"2025"
"339","242","Resistant","Porites compressa","Topt_C",28.2314290171817,"2025"
"340","242","Resistant","Porites compressa","Rmax_log",1.13961110980961,"2025"
"341","247","Susceptible","Porites compressa","lnc",1.13941563180111,"2025"
"342","247","Susceptible","Porites compressa","E",0.458009930715925,"2025"
"343","247","Susceptible","Porites compressa","Eh",1.56292436526018,"2025"
"344","247","Susceptible","Porites compressa","Topt_C",27.6572175664636,"2025"
"345","247","Susceptible","Porites compressa","Rmax_log",0.831301638892825,"2025"
"346","26","Susceptible","Porites compressa","lnc",1.40101809798581,"2025"
"347","26","Susceptible","Porites compressa","E",0.545759799620852,"2025"
"348","26","Susceptible","Porites compressa","Eh",1.74995992694818,"2025"
"349","26","Susceptible","Porites compressa","Topt_C",27.0667575219778,"2025"
"350","26","Susceptible","Porites compressa","Rmax_log",1.03193128329842,"2025"
"351","41","Susceptible","Porites compressa","lnc",1.18258364672785,"2025"
"352","41","Susceptible","Porites compressa","E",0.398369412185114,"2025"
"353","41","Susceptible","Porites compressa","Eh",1.62424181085773,"2025"
"354","41","Susceptible","Porites compressa","Topt_C",27.9134119184915,"2025"
"355","41","Susceptible","Porites compressa","Rmax_log",0.947909486660162,"2025"
"356","213","Susceptible","Montipora capitata","lnc",0.881843832297952,"2025"
"357","213","Susceptible","Montipora capitata","E",0.203939327886167,"2025"
"358","213","Susceptible","Montipora capitata","Eh",3.42475132675152,"2025"
"359","213","Susceptible","Montipora capitata","Topt_C",28.9810567145713,"2025"
"360","213","Susceptible","Montipora capitata","Rmax_log",0.872132564079875,"2025"
"361","214","Resistant","Montipora capitata","lnc",0.412068701396606,"2025"
"362","214","Resistant","Montipora capitata","E",0.181783109083054,"2025"
"363","214","Resistant","Montipora capitata","Eh",1.69455556154911,"2025"
"364","214","Resistant","Montipora capitata","Topt_C",29.1858442140961,"2025"
"365","214","Resistant","Montipora capitata","Rmax_log",0.349389160837683,"2025"
"366","221","Susceptible","Montipora capitata","lnc",0.680793284105079,"2025"
"367","221","Susceptible","Montipora capitata","E",0.293805071924585,"2025"
"368","221","Susceptible","Montipora capitata","Eh",1.88846952003089,"2025"
"369","221","Susceptible","Montipora capitata","Topt_C",25.9939786330687,"2025"
"370","221","Susceptible","Montipora capitata","Rmax_log",0.473500692855237,"2025"
"371","239","Susceptible","Porites compressa","lnc",0.924310195400749,"2025"
"372","239","Susceptible","Porites compressa","E",0.296489572680506,"2025"
"373","239","Susceptible","Porites compressa","Eh",2.58581142392143,"2025"
"374","239","Susceptible","Porites compressa","Topt_C",28.0700522160711,"2025"
"375","239","Susceptible","Porites compressa","Rmax_log",0.843234959934752,"2025"
"376","244","Resistant","Porites compressa","lnc",1.37774263719779,"2025"
"377","244","Resistant","Porites compressa","E",0.444619662298553,"2025"
"378","244","Resistant","Porites compressa","Eh",1.9823969885612,"2025"
"379","244","Resistant","Porites compressa","Topt_C",27.8847834253112,"2025"
"380","244","Resistant","Porites compressa","Rmax_log",1.17428237322797,"2025"
"381","248","Resistant","Porites compressa","lnc",1.1567962166248,"2025"
"382","248","Resistant","Porites compressa","E",0.410356759139182,"2025"
"383","248","Resistant","Porites compressa","Eh",2.18694187589345,"2025"
"384","248","Resistant","Porites compressa","Topt_C",27.7470087683242,"2025"
"385","248","Resistant","Porites compressa","Rmax_log",0.988360394080392,"2025"
"386","28","Susceptible","Porites compressa","lnc",1.16835928074091,"2025"
"387","28","Susceptible","Porites compressa","E",0.328574378246412,"2025"
"388","28","Susceptible","Porites compressa","Eh",2.3127454055048,"2025"
"389","28","Susceptible","Porites compressa","Topt_C",28.0037928420331,"2025"
"390","28","Susceptible","Porites compressa","Rmax_log",1.05745475128789,"2025"
"391","43","Susceptible","Porites compressa","lnc",1.1866039581515,"2025"
"392","43","Susceptible","Porites compressa","E",0.467815165971942,"2025"
