"","Colony_ID","Phenotype","Species","trait","estimate","Year"
"1","19","Susceptible","Montipora capitata","lnc",0.288588370417978,"2023"
"2","19","Susceptible","Montipora capitata","E",0.0731438536841188,"2023"
"3","19","Susceptible","Montipora capitata","Eh",2.82047897153761,"2023"
"4","19","Susceptible","Montipora capitata","Topt_C",28.4258077436496,"2023"
"5","19","Susceptible","Montipora capitata","Rmax_log",0.275678899036651,"2023"
"6","201","Susceptible","Montipora capitata","lnc",0.408142449868135,"2023"
"7","201","Susceptible","Montipora capitata","E",0.0765097176176054,"2023"
"8","201","Susceptible","Montipora capitata","Eh",3.21152227981269,"2023"
"9","201","Susceptible","Montipora capitata","Topt_C",28.6275312195107,"2023"
"10","201","Susceptible","Montipora capitata","Rmax_log",0.399978839678995,"2023"
"11","203","Susceptible","Montipora capitata","lnc",0.631820559266589,"2023"
"12","203","Susceptible","Montipora capitata","E",0.178815348108023,"2023"
"13","203","Susceptible","Montipora capitata","Eh",3.29112944819893,"2023"
"14","203","Susceptible","Montipora capitata","Topt_C",28.8496126006444,"2023"
"15","203","Susceptible","Montipora capitata","Rmax_log",0.618284856451306,"2023"
"16","212","Resistant","Montipora capitata","lnc",0.589305583661836,"2023"
"17","212","Resistant","Montipora capitata","E",0.230262657004323,"2023"
"18","212","Resistant","Montipora capitata","Eh",4.09940501833196,"2023"
"19","212","Resistant","Montipora capitata","Topt_C",30.0237304922374,"2023"
"20","212","Resistant","Montipora capitata","Rmax_log",0.620259084743766,"2023"
"21","240","Resistant","Porites compressa","lnc",0.954781597165853,"2023"
"22","240","Resistant","Porites compressa","E",0.252065831601996,"2023"
"23","240","Resistant","Porites compressa","Eh",3.95336048730627,"2023"
"24","240","Resistant","Porites compressa","Topt_C",30.32522101397,"2023"
"25","240","Resistant","Porites compressa","Rmax_log",0.99564773903799,"2023"
"26","243","Susceptible","Porites compressa","lnc",0.679016064148202,"2023"
"27","243","Susceptible","Porites compressa","E",0.0604770954967002,"2023"
"28","243","Susceptible","Porites compressa","Eh",4.37940887729514,"2023"
"29","243","Susceptible","Porites compressa","Topt_C",29.4574940273148,"2023"
"30","243","Susceptible","Porites compressa","Rmax_log",0.684093112560465,"2023"
"31","29","Resistant","Porites compressa","lnc",0.829274195910323,"2023"
"32","29","Resistant","Porites compressa","E",0.199342666930577,"2023"
"33","29","Resistant","Porites compressa","Eh",3.36223774703367,"2023"
"34","29","Resistant","Porites compressa","Topt_C",28.459366382519,"2023"
"35","29","Resistant","Porites compressa","Rmax_log",0.805435070919049,"2023"
"36","41","Susceptible","Porites compressa","lnc",0.910556412464247,"2023"
"37","41","Susceptible","Porites compressa","E",0.280103995639925,"2023"
"38","41","Susceptible","Porites compressa","Eh",3.22319172060179,"2023"
"39","41","Susceptible","Porites compressa","Topt_C",28.8745225271931,"2023"
"40","41","Susceptible","Porites compressa","Rmax_log",0.886836311639224,"2023"
"41","12","Resistant","Montipora capitata","lnc",0.620062802120544,"2023"
"42","12","Resistant","Montipora capitata","E",0.258828995785797,"2023"
"43","12","Resistant","Montipora capitata","Eh",3.40480901189602,"2023"
"44","12","Resistant","Montipora capitata","Topt_C",29.7523448076466,"2023"
"45","12","Resistant","Montipora capitata","Rmax_log",0.6319001680194,"2023"
"46","206","Resistant","Montipora capitata","lnc",0.769867728931048,"2023"
"47","206","Resistant","Montipora capitata","E",0.2720449508925,"2023"
"48","206","Resistant","Montipora capitata","Eh",3.28115233321339,"2023"
"49","206","Resistant","Montipora capitata","Topt_C",29.1863000762669,"2023"
"50","206","Resistant","Montipora capitata","Rmax_log",0.759351703123098,"2023"
"51","209","Susceptible","Montipora capitata","lnc",0.397558782524152,"2023"
"52","209","Susceptible","Montipora capitata","E",0.102004353652064,"2023"
"53","209","Susceptible","Montipora capitata","Eh",3.12719285824507,"2023"
"54","209","Susceptible","Montipora capitata","Topt_C",28.7668696939945,"2023"
"55","209","Susceptible","Montipora capitata","Rmax_log",0.387468701166833,"2023"
"56","221","Susceptible","Montipora capitata","lnc",0.521795386468262,"2023"
"57","221","Susceptible","Montipora capitata","E",0.142964952656253,"2023"
"58","221","Susceptible","Montipora capitata","Eh",2.85269697503757,"2023"
"59","221","Susceptible","Montipora capitata","Topt_C",28.0849565507517,"2023"
"60","221","Susceptible","Montipora capitata","Rmax_log",0.490282013385674,"2023"
"61","225","Susceptible","Porites compressa","lnc",0.74629747926973,"2023"
"62","225","Susceptible","Porites compressa","E",0.187145347969172,"2023"
"63","225","Susceptible","Porites compressa","Eh",4.03659066512098,"2023"
"64","225","Susceptible","Porites compressa","Topt_C",29.9688396861141,"2023"
"65","225","Susceptible","Porites compressa","Rmax_log",0.769670782228122,"2023"
"66","226","Resistant","Porites compressa","lnc",1.0450995223182,"2023"
"67","226","Resistant","Porites compressa","E",0.330802857694261,"2023"
"68","226","Resistant","Porites compressa","Eh",2.94019848900835,"2023"
"69","226","Resistant","Porites compressa","Topt_C",28.2079970314219,"2023"
"70","226","Resistant","Porites compressa","Rmax_log",0.97699258979147,"2023"
"71","237","Susceptible","Porites compressa","lnc",0.85568617711237,"2023"
"72","237","Susceptible","Porites compressa","E",0.228430246150501,"2023"
"73","237","Susceptible","Porites compressa","Eh",3.55458961222988,"2023"
"74","237","Susceptible","Porites compressa","Topt_C",29.4594577050144,"2023"
"75","237","Susceptible","Porites compressa","Rmax_log",0.861021951121387,"2023"
"76","26","Susceptible","Porites compressa","lnc",0.836080163989412,"2023"
"77","26","Susceptible","Porites compressa","E",0.205897309280039,"2023"
"78","26","Susceptible","Porites compressa","Eh",3.82070479360708,"2023"
"79","26","Susceptible","Porites compressa","Topt_C",29.5991563732997,"2023"
"80","26","Susceptible","Porites compressa","Rmax_log",0.849004905789482,"2023"
"81","42","Resistant","Porites compressa","lnc",0.784859147361894,"2023"
"82","42","Resistant","Porites compressa","E",0.179680782339507,"2023"
"83","42","Resistant","Porites compressa","Eh",3.66460755618558,"2023"
"84","42","Resistant","Porites compressa","Topt_C",29.0716573716177,"2023"
"85","42","Resistant","Porites compressa","Rmax_log",0.782189467666168,"2023"
"86","45","Susceptible","Porites compressa","lnc",0.783000340746312,"2023"
"87","45","Susceptible","Porites compressa","E",0.249894598040025,"2023"
"88","45","Susceptible","Porites compressa","Eh",2.74606092292336,"2023"
"89","45","Susceptible","Porites compressa","Topt_C",28.2879549867195,"2023"
"90","45","Susceptible","Porites compressa","Rmax_log",0.728856987831819,"2023"
"91","2","Resistant","Montipora capitata","lnc",0.765158744838623,"2023"
"92","2","Resistant","Montipora capitata","E",0.354908012674506,"2023"
"93","2","Resistant","Montipora capitata","Eh",2.24953003099903,"2023"
"94","2","Resistant","Montipora capitata","Topt_C",27.0145250124913,"2023"
"95","2","Resistant","Montipora capitata","Rmax_log",0.594120566423451,"2023"
"96","204","Resistant","Montipora capitata","lnc",0.61974378159159,"2023"
"97","204","Resistant","Montipora capitata","E",0.255511688839059,"2023"
"98","204","Resistant","Montipora capitata","Eh",3.34317126915232,"2023"
"99","204","Resistant","Montipora capitata","Topt_C",29.5433336883709,"2023"
"100","204","Resistant","Montipora capitata","Rmax_log",0.623215842559881,"2023"
"101","205","Susceptible","Montipora capitata","lnc",0.819432120684337,"2023"
"102","205","Susceptible","Montipora capitata","E",0.214801129274268,"2023"
"103","205","Susceptible","Montipora capitata","Eh",5.37704557317164,"2023"
"104","205","Susceptible","Montipora capitata","Topt_C",30.5304446156025,"2023"
"105","205","Susceptible","Montipora capitata","Rmax_log",0.875181437207898,"2023"
"106","211","Susceptible","Montipora capitata","lnc",0.663672970451511,"2023"
"107","211","Susceptible","Montipora capitata","E",0.229116775994343,"2023"
"108","211","Susceptible","Montipora capitata","Eh",2.91572429591546,"2023"
"109","211","Susceptible","Montipora capitata","Topt_C",28.3247990843939,"2023"
"110","211","Susceptible","Montipora capitata","Rmax_log",0.62074835701248,"2023"
"111","235","Susceptible","Porites compressa","lnc",1.19259297927995,"2023"
"112","235","Susceptible","Porites compressa","E",0.35739533476499,"2023"
"113","235","Susceptible","Porites compressa","Eh",4.15146576438844,"2023"
"114","235","Susceptible","Porites compressa","Topt_C",29.6849170610188,"2023"
"115","235","Susceptible","Porites compressa","Rmax_log",1.22504051566271,"2023"
"116","238","Resistant","Porites compressa","lnc",0.817848516414247,"2023"
"117","238","Resistant","Porites compressa","E",0.253035836980117,"2023"
