ColonyID,Species,Bleach,Date,Score,Phenotype,Mortality
202,Montipora capitata,,2017-05-15,,Resistant,20
202,Montipora capitata,,2017-11-01,,Resistant,20
202,Montipora capitata,,2020-02-13,,Resistant,0
202,Montipora capitata,,2023-04-23,,Resistant,5
202,Montipora capitata,,2023-09-13,,Resistant,10
203,Montipora capitata,,2015-11-01,,Susceptible,20
203,Montipora capitata,,2016-09-16,,Susceptible,40
203,Montipora capitata,,2017-05-15,,Susceptible,40
203,Montipora capitata,,2017-11-01,,Susceptible,40
203,Montipora capitata,,2020-02-13,,Susceptible,5
203,Montipora capitata,,2023-04-23,,Susceptible,50
203,Montipora capitata,,2023-09-13,,Susceptible,50
204,Montipora capitata,,2015-11-01,,Resistant,0
204,Montipora capitata,,2016-09-16,,Resistant,0
204,Montipora capitata,,2017-05-15,,Resistant,0
204,Montipora capitata,,2017-11-01,,Resistant,0
204,Montipora capitata,,2020-02-13,,Resistant,0
204,Montipora capitata,,2023-04-23,,Resistant,10
204,Montipora capitata,,2023-09-13,,Resistant,30
209,Montipora capitata,,2015-11-01,,Susceptible,0
209,Montipora capitata,,2016-09-16,,Susceptible,0
209,Montipora capitata,,2017-05-15,,Susceptible,0
209,Montipora capitata,,2017-11-01,,Susceptible,20
209,Montipora capitata,,2020-02-13,,Susceptible,20
209,Montipora capitata,,2023-04-23,,Susceptible,10
209,Montipora capitata,,2023-09-13,,Susceptible,10
20,Montipora capitata,,2015-11-01,,Resistant,0
20,Montipora capitata,,2016-09-16,,Resistant,0
20,Montipora capitata,,2017-05-15,,Resistant,0
20,Montipora capitata,,2017-11-01,,Resistant,0
20,Montipora capitata,,2020-02-13,,Resistant,0
20,Montipora capitata,,2023-04-23,,Resistant,0
20,Montipora capitata,,2023-09-13,,Resistant,0
210,Montipora capitata,,2015-11-01,,Resistant,0
210,Montipora capitata,,2016-09-16,,Resistant,0
210,Montipora capitata,,2017-05-15,,Resistant,0
210,Montipora capitata,,2017-11-01,,Resistant,0
210,Montipora capitata,,2020-02-13,,Resistant,0
210,Montipora capitata,,2023-04-23,,Resistant,40
210,Montipora capitata,,2023-09-13,,Resistant,50
211,Montipora capitata,,2015-11-01,,Susceptible,0
211,Montipora capitata,,2016-09-16,,Susceptible,20
211,Montipora capitata,,2017-05-15,,Susceptible,20
211,Montipora capitata,,2017-11-01,,Susceptible,20
211,Montipora capitata,,2020-02-13,,Susceptible,5
211,Montipora capitata,,2023-04-23,,Susceptible,10
211,Montipora capitata,,2023-09-13,,Susceptible,10
212,Montipora capitata,,2015-11-01,,Resistant,0
212,Montipora capitata,,2016-09-16,,Resistant,0
212,Montipora capitata,,2017-05-15,,Resistant,0
212,Montipora capitata,,2017-11-01,,Resistant,20
212,Montipora capitata,,2020-02-13,,Resistant,5
212,Montipora capitata,,2023-04-23,,Resistant,95
212,Montipora capitata,,2023-09-13,,Resistant,95
213,Montipora capitata,,2015-11-01,,Susceptible,0
213,Montipora capitata,,2016-05-31,,Susceptible,20
213,Montipora capitata,,2016-09-16,,Susceptible,20
213,Montipora capitata,,2017-05-15,,Susceptible,20
213,Montipora capitata,,2017-11-01,,Susceptible,20
213,Montipora capitata,,2019-07-19,,Susceptible,20
213,Montipora capitata,,2019-09-16,,Susceptible,20
213,Montipora capitata,,2020-02-13,,Susceptible,20
213,Montipora capitata,,2020-10-08,,Susceptible,20
213,Montipora capitata,,2021-03-23,,Susceptible,20
213,Montipora capitata,,2021-10-08,,Susceptible,20
213,Montipora capitata,,2022-03-09,,Susceptible,40
213,Montipora capitata,,2023-04-23,,Susceptible,40
213,Montipora capitata,,2023-09-13,,Susceptible,40
214,Montipora capitata,,2015-11-01,,Resistant,0
214,Montipora capitata,,2016-05-31,,Resistant,0
214,Montipora capitata,,2016-09-16,,Resistant,0
214,Montipora capitata,,2017-05-15,,Resistant,0
214,Montipora capitata,,2017-11-01,,Resistant,0
214,Montipora capitata,,2019-07-19,,Resistant,0
214,Montipora capitata,,2019-09-16,,Resistant,0
214,Montipora capitata,,2020-02-13,,Resistant,0
214,Montipora capitata,,2020-10-08,,Resistant,0
214,Montipora capitata,,2021-03-23,,Resistant,0
214,Montipora capitata,,2021-10-08,,Resistant,0
214,Montipora capitata,,2022-03-09,,Resistant,20
214,Montipora capitata,,2023-04-23,,Resistant,20
214,Montipora capitata,,2023-09-13,,Resistant,20
217,Montipora capitata,,2015-11-01,,Susceptible,0
217,Montipora capitata,,2016-05-31,,Susceptible,20
217,Montipora capitata,,2016-09-16,,Susceptible,20
217,Montipora capitata,,2017-05-15,,Susceptible,20
217,Montipora capitata,,2017-11-01,,Susceptible,20
217,Montipora capitata,,2020-02-13,,Susceptible,20
217,Montipora capitata,,2021-10-08,,Susceptible,80
217,Montipora capitata,,2022-09-01,,Susceptible,80
217,Montipora capitata,,2023-04-23,,Susceptible,95
217,Montipora capitata,,2023-09-13,,Susceptible,95
218,Montipora capitata,,2015-11-01,,Resistant,0
218,Montipora capitata,,2016-05-31,,Resistant,0
218,Montipora capitata,,2016-09-16,,Resistant,0
218,Montipora capitata,,2017-05-15,,Resistant,0
218,Montipora capitata,,2017-11-01,,Resistant,0
218,Montipora capitata,,2020-02-13,,Resistant,50
218,Montipora capitata,,2021-10-08,,Resistant,50
218,Montipora capitata,,2022-09-01,,Resistant,50
218,Montipora capitata,,2023-04-23,,Resistant,80
218,Montipora capitata,,2023-09-13,,Resistant,90
219,Montipora capitata,,2015-11-01,,Susceptible,0
219,Montipora capitata,,2016-09-16,,Susceptible,20
219,Montipora capitata,,2017-05-15,,Susceptible,20
219,Montipora capitata,,2017-11-01,,Susceptible,20
219,Montipora capitata,,2020-02-13,,Susceptible,80
219,Montipora capitata,,2023-04-23,,Susceptible,95
219,Montipora capitata,,2023-09-13,,Susceptible,95
220,Montipora capitata,,2015-11-01,,Resistant,0
220,Montipora capitata,,2016-09-16,,Resistant,0
220,Montipora capitata,,2017-05-15,,Resistant,20
220,Montipora capitata,,2017-11-01,,Resistant,20
220,Montipora capitata,,2020-02-13,,Resistant,10
220,Montipora capitata,,2023-04-23,,Resistant,50
220,Montipora capitata,,2023-09-13,,Resistant,50
221,Montipora capitata,,2015-11-01,,Susceptible,0
221,Montipora capitata,,2016-09-16,,Susceptible,20
221,Montipora capitata,,2017-05-15,,Susceptible,20
221,Montipora capitata,,2017-11-01,,Susceptible,20
221,Montipora capitata,,2020-02-13,,Susceptible,10
221,Montipora capitata,,2023-04-23,,Susceptible,20
221,Montipora capitata,,2023-09-13,,Susceptible,30
222,Montipora capitata,,2015-11-01,,Resistant,0
222,Montipora capitata,,2016-09-16,,Resistant,0
222,Montipora capitata,,2017-05-15,,Resistant,0
222,Montipora capitata,,2017-11-01,,Resistant,0
222,Montipora capitata,,2020-02-13,,Resistant,90
222,Montipora capitata,,2023-04-23,,Resistant,95
222,Montipora capitata,,2023-09-13,,Resistant,100
3,Montipora capitata,,2015-11-01,,Susceptible,0
3,Montipora capitata,,2016-09-16,,Susceptible,0
3,Montipora capitata,,2017-05-15,,Susceptible,0
3,Montipora capitata,,2017-11-01,,Susceptible,0
3,Montipora capitata,,2020-02-13,,Susceptible,80
3,Montipora capitata,,2023-04-23,,Susceptible,90
3,Montipora capitata,,2023-09-13,,Susceptible,80
4,Montipora capitata,,2015-11-01,,Resistant,0
4,Montipora capitata,,2016-09-16,,Resistant,0
4,Montipora capitata,,2017-05-15,,Resistant,0
4,Montipora capitata,,2017-11-01,,Resistant,10
4,Montipora capitata,,2020-02-13,,Resistant,20
4,Montipora capitata,,2023-04-23,,Resistant,40
4,Montipora capitata,,2023-09-13,,Resistant,20
225,Porites compressa,,2015-11-01,,Susceptible,40
225,Porites compressa,,2016-05-31,,Susceptible,20
225,Porites compressa,,2016-09-16,,Susceptible,0
225,Porites compressa,,2017-05-15,,Susceptible,0
225,Porites compressa,,2017-11-01,,Susceptible,0
225,Porites compressa,,2019-07-19,,Susceptible,0
225,Porites compressa,,2019-09-16,,Susceptible,0
225,Porites compressa,,2020-02-13,,Susceptible,0
225,Porites compressa,,2020-10-08,,Susceptible,0
225,Porites compressa,,2021-03-23,,Susceptible,0
225,Porites compressa,,2021-10-08,,Susceptible,0
225,Porites compressa,,2023-04-23,,Susceptible,0
225,Porites compressa,,2023-09-13,,Susceptible,0
226,Porites compressa,,2015-11-01,,Resistant,0
226,Porites compressa,,2016-05-31,,Resistant,0
226,Porites compressa,,2016-09-16,,Resistant,0
226,Porites compressa,,2017-05-15,,Resistant,0
226,Porites compressa,,2017-11-01,,Resistant,0
226,Porites compressa,,2019-07-19,,Resistant,0
226,Porites compressa,,2019-09-16,,Resistant,0
226,Porites compressa,,2020-02-13,,Resistant,0
226,Porites compressa,,2020-10-08,,Resistant,0
226,Porites compressa,,2021-03-23,,Resistant,0
226,Porites compressa,,2021-10-08,,Resistant,0
226,Porites compressa,,2023-04-23,,Resistant,0
226,Porites compressa,,2023-09-13,,Resistant,0
229,Porites compressa,,2015-11-01,,Susceptible,0
229,Porites compressa,,2016-09-16,,Susceptible,0
229,Porites compressa,,2017-05-15,,Susceptible,0
229,Porites compressa,,2017-11-01,,Susceptible,0
229,Porites compressa,,2020-02-13,,Susceptible,0
229,Porites compressa,,2021-10-08,,Susceptible,0
229,Porites compressa,,2022-03-09,,Susceptible,0
229,Porites compressa,,2022-09-01,,Susceptible,0
229,Porites compressa,,2023-04-23,,Susceptible,0
229,Porites compressa,,2023-09-13,,Susceptible,0
230,Porites compressa,,2015-11-01,,Resistant,0
230,Porites compressa,,2016-09-16,,Resistant,0
230,Porites compressa,,2017-05-15,,Resistant,0
230,Porites compressa,,2017-11-01,,Resistant,0
230,Porites compressa,,2020-02-13,,Resistant,0
230,Porites compressa,,2021-10-08,,Resistant,0
230,Porites compressa,,2022-03-09,,Resistant,0
230,Porites compressa,,2022-09-01,,Resistant,0
230,Porites compressa,,2023-04-23,,Resistant,0
230,Porites compressa,,2023-09-13,,Resistant,0
235,Porites compressa,,2015-11-01,,Susceptible,20
235,Porites compressa,,2016-05-31,,Susceptible,20
235,Porites compressa,,2016-09-16,,Susceptible,20
235,Porites compressa,,2017-05-15,,Susceptible,0
235,Porites compressa,,2017-11-01,,Susceptible,0
235,Porites compressa,,2019-07-19,,Susceptible,0
235,Porites compressa,,2019-09-16,,Susceptible,0
235,Porites compressa,,2020-02-13,,Susceptible,0
235,Porites compressa,,2020-10-08,,Susceptible,0
235,Porites compressa,,2021-03-23,,Susceptible,0
235,Porites compressa,,2021-10-08,,Susceptible,0
235,Porites compressa,,2023-04-23,,Susceptible,0
235,Porites compressa,,2023-09-13,,Susceptible,0
236,Porites compressa,,2015-11-01,,Resistant,0
236,Porites compressa,,2016-05-31,,Resistant,0
236,Porites compressa,,2016-09-16,,Resistant,0
236,Porites compressa,,2017-05-15,,Resistant,0
236,Porites compressa,,2017-11-01,,Resistant,0
236,Porites compressa,,2019-07-19,,Resistant,0
236,Porites compressa,,2019-09-16,,Resistant,0
236,Porites compressa,,2020-02-13,,Resistant,0
236,Porites compressa,,2020-10-08,,Resistant,0
236,Porites compressa,,2021-03-23,,Resistant,0
236,Porites compressa,,2021-10-08,,Resistant,0
236,Porites compressa,,2023-04-23,,Resistant,0
236,Porites compressa,,2023-09-13,,Resistant,0
237,Porites compressa,,2015-11-01,,Susceptible,0
237,Porites compressa,,2016-09-16,,Susceptible,0
237,Porites compressa,,2017-05-15,,Susceptible,0
237,Porites compressa,,2017-11-01,,Susceptible,0
237,Porites compressa,,2020-02-13,,Susceptible,0
237,Porites compressa,,2023-04-23,,Susceptible,5
237,Porites compressa,,2023-09-13,,Susceptible,5
238,Porites compressa,,2015-11-01,,Resistant,0
238,Porites compressa,,2016-09-16,,Resistant,0
238,Porites compressa,,2017-05-15,,Resistant,0
238,Porites compressa,,2017-11-01,,Resistant,0
238,Porites compressa,,2020-02-13,,Resistant,5
238,Porites compressa,,2023-04-23,,Resistant,0
238,Porites compressa,,2023-09-13,,Resistant,0
239,Porites compressa,,2015-11-01,,Susceptible,20
239,Porites compressa,,2016-09-16,,Susceptible,0
239,Porites compressa,,2017-05-15,,Susceptible,0
239,Porites compressa,,2017-11-01,,Susceptible,0
239,Porites compressa,,2020-02-13,,Susceptible,10
239,Porites compressa,,2021-10-08,,Susceptible,0
239,Porites compressa,,2023-04-23,,Susceptible,0
239,Porites compressa,,2023-09-13,,Susceptible,5
240,Porites compressa,,2015-11-01,,Resistant,0
240,Porites compressa,,2016-09-16,,Resistant,0
240,Porites compressa,,2017-05-15,,Resistant,20
240,Porites compressa,,2017-11-01,,Resistant,40
240,Porites compressa,,2020-02-13,,Resistant,40
240,Porites compressa,,2023-04-23,,Resistant,40
240,Porites compressa,,2023-09-13,,Resistant,20
243,Porites compressa,,2015-11-01,,Susceptible,20
243,Porites compressa,,2016-09-16,,Susceptible,60
243,Porites compressa,,2017-05-15,,Susceptible,40
243,Porites compressa,,2017-11-01,,Susceptible,40
243,Porites compressa,,2020-02-13,,Susceptible,0
243,Porites compressa,,2023-04-23,,Susceptible,0
243,Porites compressa,,2023-09-13,,Susceptible,0
244,Porites compressa,,2015-11-01,,Resistant,0
244,Porites compressa,,2016-09-16,,Resistant,0
244,Porites compressa,,2017-05-15,,Resistant,0
244,Porites compressa,,2017-11-01,,Resistant,0
244,Porites compressa,,2020-02-13,,Resistant,5
244,Porites compressa,,2021-10-08,,Resistant,0
244,Porites compressa,,2023-04-23,,Resistant,0
244,Porites compressa,,2023-09-13,,Resistant,5
247,Porites compressa,,2015-11-01,,Susceptible,20
247,Porites compressa,,2016-09-16,,Susceptible,40
247,Porites compressa,,2017-05-15,,Susceptible,40
247,Porites compressa,,2017-11-01,,Susceptible,40
247,Porites compressa,,2020-02-13,,Susceptible,0
247,Porites compressa,,2023-04-23,,Susceptible,0
247,Porites compressa,,2023-09-13,,Susceptible,0
248,Porites compressa,,2015-11-01,,Resistant,0
248,Porites compressa,,2016-09-16,,Resistant,0
248,Porites compressa,,2017-05-15,,Resistant,0
248,Porites compressa,,2017-11-01,,Resistant,0
248,Porites compressa,,2020-02-13,,Resistant,0
248,Porites compressa,,2021-10-08,,Resistant,0
248,Porites compressa,,2023-04-23,,Resistant,0
248,Porites compressa,,2023-09-13,,Resistant,0
26,Porites compressa,,2015-11-01,,Resistant,0
26,Porites compressa,,2016-09-16,,Resistant,0
26,Porites compressa,,2017-05-15,,Resistant,0
26,Porites compressa,,2017-11-01,,Resistant,0
26,Porites compressa,,2020-02-13,,Resistant,0
26,Porites compressa,,2023-04-23,,Resistant,0
26,Porites compressa,,2023-09-13,,Resistant,0
27,Porites compressa,,2015-11-01,,Susceptible,0
27,Porites compressa,,2016-09-16,,Susceptible,0
27,Porites compressa,,2017-05-15,,Susceptible,0
27,Porites compressa,,2017-11-01,,Susceptible,0
27,Porites compressa,,2020-02-13,,Susceptible,0
27,Porites compressa,,2023-04-23,,Susceptible,0
27,Porites compressa,,2023-09-13,,Susceptible,0
35,Porites compressa,,2015-11-01,,Susceptible,0
35,Porites compressa,,2016-09-16,,Susceptible,0
35,Porites compressa,,2017-05-15,,Susceptible,0
35,Porites compressa,,2017-11-01,,Susceptible,0
35,Porites compressa,,2020-02-13,,Susceptible,0
35,Porites compressa,,2020-10-08,,Susceptible,0
35,Porites compressa,,2021-03-23,,Susceptible,0
35,Porites compressa,,2021-10-08,,Susceptible,0
35,Porites compressa,,2022-03-09,,Susceptible,0
35,Porites compressa,,2022-09-01,,Susceptible,0
35,Porites compressa,,2023-04-23,,Susceptible,0
35,Porites compressa,,2023-09-13,,Susceptible,0
36,Porites compressa,,2015-11-01,,Resistant,0
36,Porites compressa,,2016-09-16,,Resistant,0
36,Porites compressa,,2017-05-15,,Resistant,0
36,Porites compressa,,2017-11-01,,Resistant,0
36,Porites compressa,,2020-02-13,,Resistant,0
36,Porites compressa,,2020-10-08,,Resistant,0
36,Porites compressa,,2021-03-23,,Resistant,0
36,Porites compressa,,2021-10-08,,Resistant,0
36,Porites compressa,,2022-03-09,,Resistant,0
36,Porites compressa,,2022-09-01,,Resistant,0
36,Porites compressa,,2023-04-23,,Resistant,0
36,Porites compressa,,2023-09-13,,Resistant,0
41,Porites compressa,,2015-11-01,,Susceptible,0
41,Porites compressa,,2016-09-16,,Susceptible,0
41,Porites compressa,,2017-05-15,,Susceptible,0
41,Porites compressa,,2017-11-01,,Susceptible,0
41,Porites compressa,,2020-02-13,,Susceptible,0
41,Porites compressa,,2023-04-23,,Susceptible,5
41,Porites compressa,,2023-09-13,,Susceptible,0
42,Porites compressa,,2015-11-01,,Resistant,0
42,Porites compressa,,2016-09-16,,Resistant,0
42,Porites compressa,,2017-05-15,,Resistant,0
42,Porites compressa,,2017-11-01,,Resistant,0
42,Porites compressa,,2020-02-13,,Resistant,0
42,Porites compressa,,2021-10-08,,Resistant,0
42,Porites compressa,,2023-04-23,,Resistant,0
42,Porites compressa,,2023-09-13,,Resistant,0
43,Porites compressa,,2015-11-01,,Susceptible,0
43,Porites compressa,,2016-09-16,,Susceptible,40
43,Porites compressa,,2017-05-15,,Susceptible,40
43,Porites compressa,,2017-11-01,,Susceptible,40
43,Porites compressa,,2020-02-13,,Susceptible,0
43,Porites compressa,,2023-04-23,,Susceptible,0
43,Porites compressa,,2023-09-13,,Susceptible,0
44,Porites compressa,,2015-11-01,,Resistant,0
44,Porites compressa,,2016-09-16,,Resistant,0
44,Porites compressa,,2017-05-15,,Resistant,0
44,Porites compressa,,2017-11-01,,Resistant,0
44,Porites compressa,,2020-02-13,,Resistant,60
44,Porites compressa,,2023-04-23,,Resistant,0
44,Porites compressa,,2023-09-13,,Resistant,0
45,Porites compressa,,2015-11-01,,Susceptible,20
45,Porites compressa,,2016-09-16,,Susceptible,80
45,Porites compressa,,2017-05-15,,Susceptible,60
45,Porites compressa,,2017-11-01,,Susceptible,60
45,Porites compressa,,2020-02-13,,Susceptible,0
45,Porites compressa,,2023-04-23,,Susceptible,0
45,Porites compressa,,2023-09-13,,Susceptible,0
46,Porites compressa,,2015-11-01,,Resistant,0
46,Porites compressa,,2016-09-16,,Resistant,0
46,Porites compressa,,2017-05-15,,Resistant,0
46,Porites compressa,,2017-11-01,,Resistant,0
46,Porites compressa,,2020-02-13,,Resistant,0
46,Porites compressa,,2023-04-23,,Resistant,0
46,Porites compressa,,2023-09-13,,Resistant,0
