Coral_ID,Species,Bleach,Date,Period,Months,Protein,Sym_density,Chl,CaCO3,internal_volume_percent,TAC_CRE,ug_Chl_a_per_zoox,pg_Chl_a_per_zoox,Citrate_synthase,AFDW,Endolithic,PPO,Melanin_per_tissue,Lipid,Pmax,R,PR
201,Montipora capitata,Bleach,2021-06-25,Recovery,20,0.174646129,0.346294771,3.980766661,1.994509146,52.87470375,20479.96259,1.15e-5,11.5,1107.362694,5.984795325,1,0.839370937,0.000380899,7.126403682,,,
202,Montipora capitata,Non-bleach,2021-06-25,Recovery,20,0.270972802,2.758516251,7.473232001,2.050665114,55.26220764,17677.58416,2.71e-6,2.71,918.0971692,7.279131532,0,0.798835945,0.000659542,4.928918661,,,
203,Montipora capitata,Bleach,2021-06-25,Recovery,20,0.234946853,1.423858318,7.587795075,1.653611762,44.95769384,11084.29075,5.33e-6,5.33,1387.398541,4.342508327,0,0.651456278,0.000791228,4.439247374,,,
204,Montipora capitata,Non-bleach,2021-06-25,Recovery,20,0.347514757,2.615166549,11.14039509,2.263762176,59.11132251,7274.107621,4.26e-6,4.26,1169.422728,8.721880174,0,0.584019233,0.001015068,7.564346694,,,
209,Montipora capitata,Bleach,2021-06-25,Recovery,20,0.281058197,2.072538355,11.39481434,1.836973045,51.39234628,11921.92065,5.50e-6,5.5,1006.630839,7.128554426,0,0.651943746,0.001238462,5.897612787,,,
210,Montipora capitata,Non-bleach,2021-06-25,Recovery,20,0.21337841,1.200794774,10.1724601,1.968058898,54.30926746,10836.99018,8.47e-6,8.47,1754.52705,5.980191845,0,0.524456374,0.001189412,7.167563269,,,
211,Montipora capitata,Bleach,2021-06-25,Recovery,20,0.309314562,0.591104421,6.507023774,2.118516417,59.28349631,12642.81757,1.10e-5,11.01,858.8636506,8.039354816,0,0.323423536,0.001794286,7.965599267,,,
212,Montipora capitata,Non-bleach,2021-06-25,Recovery,20,0.422537609,1.984007087,6.632713485,2.054818979,56.15388762,8667.043423,3.34e-6,3.34,1325.993391,7.993587498,0,0.321292993,0.001608122,7.771543401,,,
217,Montipora capitata,Bleach,2021-06-25,Recovery,20,0.410627504,3.593761898,11.98813046,2.225706625,57.94914901,22938.63785,3.34e-6,3.34,1378.349779,9.700813581,0,0.360297513,0.001155652,10.69609186,,,
218,Montipora capitata,Non-bleach,2021-06-25,Recovery,20,0.414633734,2.581486481,15.76064941,1.847182895,51.48948422,7859.172845,6.11e-6,6.11,837.6969201,6.195755347,0,0.303718395,0.001024242,10.96264464,,,
219,Montipora capitata,Bleach,2021-06-25,Recovery,20,0.298984488,0.553045612,4.710278498,1.724147683,49.14241055,6929.552746,8.52e-6,8.52,1707.37633,6.071365256,0,0.314133927,0.000790286,7.26218281,,,
220,Montipora capitata,Non-bleach,2021-06-25,Recovery,20,0.364221299,1.732962781,7.019997554,1.977541869,54.51815898,117651.4855,4.05e-6,4.05,1294.358393,5.523514909,0,0.308960351,0.00054689,6.375232475,,,
221,Montipora capitata,Bleach,2021-06-25,Recovery,20,0.406462414,1.659840672,11.15442271,1.726950797,46.46892619,150235.5343,6.72e-6,6.72,1172.062751,7.401968141,0,0.333309928,0.000690995,9.59718671,,,
222,Montipora capitata,Non-bleach,2021-06-25,Recovery,20,0.273420141,1.613857286,9.591546518,2.181039306,59.19441312,42741.00492,5.94e-6,5.94,1199.436461,5.476490849,0,0.331989702,0.001107042,5.736547677,,,
229,Porites compressa,Bleach,2021-06-25,Recovery,20,0.562784059,3.753190288,30.96395789,1.426735205,33.56368966,56898.2732,8.25e-6,8.25,472.2728559,12.29203056,0,1.007481377,0.003177073,20.22597756,,,
230,Porites compressa,Non-bleach,2021-06-25,Recovery,20,0.595776625,3.371981855,14.98938708,1.561800197,39.43053798,62158.44272,4.45e-6,4.45,283.7508752,9.880600297,1,0.343926864,0.001415311,9.413800283,,,
237,Porites compressa,Bleach,2021-06-25,Recovery,20,0.506354828,3.014372678,21.70756,1.26889511,24.86085055,74273.7846,7.20e-6,7.2,422.1809918,11.46988262,1,0.733965505,0.003349485,14.93177091,,,
238,Porites compressa,Non-bleach,2021-06-25,Recovery,20,0.474652149,1.324657867,12.29914135,1.525122673,37.53130979,115663.8576,9.28e-6,9.28,317.2058598,14.172522,1,0.62624941,0.002198765,14.45002593,,,
239,Porites compressa,Bleach,2021-06-25,Recovery,20,0.479129378,2.277367717,15.62376597,1.770189742,46.01731088,7422.628278,6.86e-6,6.86,289.8402232,8.210510572,1,0.87172535,0.002475641,11.68620594,,,
240,Porites compressa,Non-bleach,2021-06-25,Recovery,20,0.624071651,3.095714388,22.03054892,1.525262611,37.54214794,9678.955871,7.12e-6,7.12,553.5695105,13.1810323,0,0.711937966,0.002648848,15.24724817,,,
243,Porites compressa,Bleach,2021-06-25,Recovery,20,0.412748816,2.003458272,12.2842479,1.797295218,45.92741999,8142.957033,6.13e-6,6.13,226.1008696,6.824604148,1,1.051918735,0.00221588,12.36470833,,,
244,Porites compressa,Non-bleach,2021-06-25,Recovery,20,0.566213994,2.914137197,19.43808945,1.641411623,42.4297102,9051.590464,6.67e-6,6.67,401.1330924,9.253749851,1,0.594930887,0.003359067,19.4034977,,,
247,Porites compressa,Bleach,2021-06-25,Recovery,20,0.444156594,1.931400872,14.95781349,1.893292536,49.49414522,3525.713421,7.74e-6,7.74,272.7929996,6.719294932,1,0.81882352,0.002809589,4.861712074,,,
248,Porites compressa,Non-bleach,2021-06-25,Recovery,20,0.581806521,2.644810628,22.08123195,1.692969938,43.57560256,4463.220207,8.35e-6,8.35,298.6115268,11.69045631,0,0.894419948,0.003743548,11.78680622,,,
3,Montipora capitata,Bleach,2021-10-08,Recovery,24,0.34242151,0.857675751,6.172955245,2.215417448,59.63525246,89017.23972,7.20e-6,7.2,748.0817707,5.090397398,0,0.608683206,0.000935424,5.657815757,1.911800782,-0.47625982,4.014197091
4,Montipora capitata,Non-bleach,2021-10-08,Recovery,24,0.397989198,2.542425263,9.057319218,2.015806245,55.87714682,108071.7188,3.56e-6,3.56,865.4717058,5.778590816,0,0.376267544,0.000525,4.686086726,2.194070017,-0.674050863,3.255051121
11,Montipora capitata,Bleach,2021-10-08,Recovery,24,0.304575881,2.326034927,6.344292718,2.109765375,57.07042602,96471.44618,2.73e-6,2.73,1406.793105,3.771594435,0,0.59194218,0.000786765,2.674159,2.171324853,-0.611806865,3.549036431
12,Montipora capitata,Non-bleach,2021-10-08,Recovery,24,0.253621368,2.227255967,6.319610161,1.903851671,52.28243855,105433.6229,2.84e-6,2.84,2513.538713,5.444161132,0,0.291122474,0.000497976,5.20296412,2.056716314,-0.526658927,3.905214952
19,Montipora capitata,Bleach,2021-10-08,Recovery,24,0.281219686,1.198367009,7.603234299,2.042079142,57.54604281,136341.0394,6.34e-6,6.34,138.55484,2.710048378,0,0.533571847,0.000584615,3.514379768,1.816959697,-0.440280562,4.126822426
20,Montipora capitata,Non-bleach,2021-10-08,Recovery,24,0.278065557,2.757611516,13.08109478,2.115156057,57.28284297,229627.3177,4.74e-6,4.74,867.6127436,5.01545403,0,0.744188047,0.000652778,3.006950449,2.390957308,-0.698386482,3.423544657
26,Porites compressa,Bleach,2021-10-08,Recovery,24,0.400398137,3.223491727,24.19615123,1.497377117,36.35690211,308185.6291,7.51e-6,7.51,198.0726333,5.972236506,1,0.726851081,0.002157754,3.976790306,3.294115284,-0.93491415,3.523441465
27,Porites compressa,Non-bleach,2021-10-08,Recovery,24,0.410964218,3.754891988,23.89871435,1.600464433,40.71163313,188313.1798,6.36e-6,6.36,221.8043065,5.54076824,0,0.618728677,0.001741071,4.345602528,3.089080777,-0.718781329,4.297664188
41,Porites compressa,Bleach,2021-10-08,Recovery,24,0.581154272,2.558491281,25.97702731,1.440291907,34.05210264,8261.685995,1.02e-5,10.15,293.8471741,9.151151956,1,0.705390257,0.002,6.229884753,4.212906,-0.9006992,4.677372868
43,Porites compressa,Bleach,2021-10-08,Recovery,24,0.398912524,3.176375162,21.56872021,1.659741388,42.32182542,17948.06128,6.79e-6,6.79,266.8913779,5.85885759,1,0.635546395,0.001820809,5.259868955,4.270866,-1.012524,4.218039276
44,Porites compressa,Non-bleach,2021-10-08,Recovery,24,0.361103301,3.652405674,21.48172456,1.594791966,39.14972164,65588.60242,5.88e-6,5.88,442.8355994,8.046335699,1,1.057294995,0.002164948,7.043027174,3.147913766,-0.749202298,4.201687279
45,Porites compressa,Bleach,2021-10-08,Recovery,24,0.477971165,2.469456312,20.69643151,1.763815462,45.43518992,51242.97562,8.38e-6,8.38,264.9669714,6.226937758,1,0.653960691,0.002309055,5.347506913,3.469432961,-0.99897702,3.472985756
46,Porites compressa,Non-bleach,2021-10-08,Recovery,24,0.445290392,3.273110453,20.24914782,1.522819611,37.08685287,110878.2424,6.19e-6,6.19,364.2988159,6.907738386,0,1.077356618,0.001851675,,3.246577556,-0.727827338,4.4606425
201,Montipora capitata,Bleach,2021-10-08,Recovery,24,0.181771927,0.676082027,3.345100647,1.733657196,47.41116092,522333.7847,4.95e-6,4.95,1417.83004,,0,0.692395078,0.00029476,,1.384829737,-0.29880933,4.634492959
202,Montipora capitata,Non-bleach,2021-10-08,Recovery,24,0.261246923,2.389949475,8.468007211,1.819427834,49.25082159,188104.7219,3.54e-6,3.54,2241.397767,4.607231919,0,0.489784028,0.000492188,2.08466451,2.126560278,-0.566652639,3.752846333
203,Montipora capitata,Bleach,2021-10-08,Recovery,24,0.373957868,1.222598353,9.718194709,2.165020033,58.585964,6902.109905,7.95e-6,7.95,1280.953911,4.966508322,0,0.603925006,0.000969512,4.049614478,1.813144642,-0.393077793,4.612686531
204,Montipora capitata,Non-bleach,2021-10-08,Recovery,24,0.402100979,2.950004991,10.31545432,2.086959319,55.45039603,8079.793903,3.50e-6,3.5,1177.932406,5.454872233,0,0.520036392,0.000779476,2.722608796,1.987565417,-0.535265041,3.713235999
209,Montipora capitata,Bleach,2021-10-08,Recovery,24,0.148669753,0.459739798,2.664124345,2.140977537,70.88439783,16688.92503,5.79e-6,5.79,453.507696,2.126007135,0,0.433587265,0.001528708,12.43303799,1.195129386,-0.114915419,10.4000786
210,Montipora capitata,Non-bleach,2021-10-08,Recovery,24,0.353520628,1.568663299,10.90718014,2.087286718,56.00538465,12969.8413,6.95e-6,6.95,1428.268216,6.084334928,0,0.381108223,0.001378173,3.80270933,1.6753437,-0.267704706,6.258177987
211,Montipora capitata,Bleach,2021-10-08,Recovery,24,0.340035674,1.628826075,9.07608417,1.934960502,54.22246631,15572.96233,5.57e-6,5.57,545.9333813,3.783564092,0,0.505399674,0.000824034,1.76167324,1.380726193,0.007135311,
212,Montipora capitata,Non-bleach,2021-10-08,Recovery,24,0.525166368,2.396626454,7.845716757,2.260302127,60.90551715,15791.94934,3.27e-6,3.27,651.2351342,5.463101921,0,0.419398738,0.001854839,3.990537411,1.666318794,-0.459335688,3.627671086
219,Montipora capitata,Bleach,2021-10-08,Recovery,24,0.384449919,1.301908526,7.400375621,2.241449704,60.02256351,12416.25442,5.68e-6,5.68,1243.528369,5.428739478,0,0.967548779,0.00134,6.928391268,1.444274099,-0.297216975,4.859325748
220,Montipora capitata,Non-bleach,2021-10-08,Recovery,24,0.52776194,1.189228308,12.67493841,1.460505131,37.569417,7542.37247,1.07e-5,10.66,769.0780136,4.893885394,0,0.2248241,0.000559172,5.20419781,1.818597967,-0.304844801,5.965651897
221,Montipora capitata,Bleach,2021-10-08,Recovery,24,0.390846046,1.407521067,14.08070865,1.853987541,50.48379765,16164.02862,1.00e-5,10,947.6664124,4.529491246,0,0.251692911,0.001328947,1.766134188,1.907232001,-0.314923211,6.056181118
222,Montipora capitata,Non-bleach,2021-10-08,Recovery,24,0.369503031,1.989303247,8.928936851,1.126282589,24.30871139,16513.12593,4.49e-6,4.49,956.7522158,3.278429444,0,0.871198634,0.000635593,3.887000179,1.634144232,-0.144087321,11.3413465
237,Porites compressa,Bleach,2021-10-08,Recovery,24,0.806017152,5.271313837,28.91352928,1.045889938,8.175469028,11603.29658,5.49e-6,5.49,284.5730162,8.546353473,1,1.115470238,0.003084416,10.22611485,4.21647,-1.033983,4.077891029
238,Porites compressa,Non-bleach,2021-10-08,Recovery,24,0.684965443,4.843819763,27.09302552,1.567343679,38.8437071,6496.389578,5.59e-6,5.59,171.2128499,10.14145785,1,0.858975236,0.003107735,11.5758576,4.347045,-1.176713,3.694227055
240,Porites compressa,Non-bleach,2021-10-08,Recovery,24,0.52419297,3.534634386,20.56399953,1.268771241,25.87432883,14149.78229,5.82e-6,5.82,248.2491541,5.932479331,1,1.036396054,0.001555215,9.430444922,2.909665154,-0.771822088,3.769865099
243,Porites compressa,Bleach,2021-10-08,Recovery,24,0.382785975,2.822293935,13.44954769,1.696645597,44.60937057,16357.24626,4.77e-6,4.77,287.0828942,7.543898262,1,0.579381454,0.001864641,8.05650743,3.529214,-0.8529866,4.13747883
244,Porites compressa,Non-bleach,2021-10-08,Recovery,24,0.632673077,3.03083206,18.76016919,1.398436664,31.94650377,51645.68985,6.19e-6,6.19,266.3670814,7.507412156,1,0.937521031,0.002448718,5.799521556,2.783085289,-0.848674529,3.279331703
247,Porites compressa,Bleach,2021-10-08,Recovery,24,0.632043261,4.652119055,24.9390218,1.65390302,42.42120944,20054.68153,5.36e-6,5.36,198.0107482,7.751712644,1,0.661253312,0.002128272,5.771709414,2.787634486,-0.697285092,3.997840365
248,Porites compressa,Non-bleach,2021-10-08,Recovery,24,0.583256843,4.621319599,30.56936996,1.847321059,48.18847429,69993.66526,6.61e-6,6.61,316.4250018,7.878371249,0,1.049027487,0.002508969,7.742961743,3.864899833,-0.745241035,5.186107112
3,Montipora capitata,Bleach,2022-03-09,Recovery,29,0.473708964,1.282374063,7.468742758,2.080317381,56.53993997,5648.017863,5.82e-6,5.82,865.6004279,7.345007938,1,1.173539283,0.001022093,5.718613323,2.00188409,-0.478167613,4.186573989
4,Montipora capitata,Non-bleach,2022-03-09,Recovery,29,0.547535516,2.971164304,2.695334372,2.280396091,60.30901778,4294.981362,9.07e-7,0.91,638.6818654,6.790806226,0,0.961564505,0.001239623,7.351785871,2.071758928,-0.358100828,5.785406702
11,Montipora capitata,Bleach,2022-03-09,Recovery,29,0.288992566,3.488438053,8.44120198,2.023689006,56.2836296,7495.328207,2.42e-6,2.42,1380.140347,4.639582339,0,0.536823479,0.000705652,2.911884465,1.941053446,-0.400303382,4.848955896
12,Montipora capitata,Non-bleach,2022-03-09,Recovery,29,0.280475359,2.384503483,11.18521925,1.590005671,43.82365032,7285.853454,4.69e-6,4.69,1974.11858,6.876849881,0,0.371053032,0.000362846,8.681634013,1.976862326,-0.352257314,5.611983768
19,Montipora capitata,Bleach,2022-03-09,Recovery,29,0.400926045,2.72809623,12.4609142,1.54441465,43.87672847,8473.340073,4.57e-6,4.57,741.4723804,10.502152,0,0.347727532,0.001048855,10.42632419,1.940118769,-0.284870718,6.810523677
20,Montipora capitata,Non-bleach,2022-03-09,Recovery,29,0.410549797,2.768761811,13.98318584,1.990411866,53.42722376,7940.843145,5.05e-6,5.05,1002.268206,7.672200563,0,0.719192808,0.001083835,4.361472853,2.380079049,-0.367344861,6.479140725
26,Porites compressa,Bleach,2022-03-09,Recovery,29,0.57035498,3.220167226,27.95215286,1.523750447,37.85491149,19758.2697,8.68e-6,8.68,198.9209912,10.37728749,1,0.339581286,0.00181789,10.36549512,2.918640069,-0.709496114,4.113680131
27,Porites compressa,Non-bleach,2022-03-09,Recovery,29,0.427302041,2.762185251,24.55505811,1.651399026,42.36526522,42976.63414,8.89e-6,8.89,126.5016884,9.247199396,1,0.358381192,0.002568837,9.52671172,3.469350259,-1.094893264,3.16866527
41,Porites compressa,Bleach,2022-03-09,Recovery,29,0.68323673,2.144164649,26.87931415,1.507854469,36.88770682,21868.77795,1.25e-5,12.54,272.4263489,12.02112893,1,0.905993398,0.002891525,12.52500859,3.49422741,-1.066923311,3.275050208
42,Porites compressa,Non-bleach,2022-03-09,Recovery,29,0.442432775,2.253138529,17.09346396,1.47821869,36.11420509,33799.8981,7.59e-6,7.59,367.2560495,10.8680858,1,0.672965748,0.001230151,4.80786842,,,
43,Porites compressa,Bleach,2022-03-09,Recovery,29,0.572538947,3.374027217,22.06008793,1.67116317,42.80589465,28724.64787,6.54e-6,6.54,133.0277089,10.98183372,1,0.771579023,0.002036842,13.6467587,2.189925586,-0.668668256,3.275055407
44,Porites compressa,Non-bleach,2022-03-09,Recovery,29,0.412722588,3.00994922,17.96456837,1.592803631,41.58936395,45543.51243,5.97e-6,5.97,185.4734638,7.767745407,0,0.768079552,0.00190303,5.058624324,3.402435772,-0.951827243,3.574635834
45,Porites compressa,Bleach,2022-03-09,Recovery,29,0.538631658,2.01101787,30.57222448,1.721457693,44.48573879,37765.0067,1.52e-5,15.2,140.9252987,12.32411618,1,1.104444011,0.002430357,13.29739288,2.270308216,-0.511463762,4.438844709
46,Porites compressa,Non-bleach,2022-03-09,Recovery,29,0.055053182,0.31336596,1.873248909,,,41019.73471,5.98e-6,5.98,123.9850614,1.048962827,1,0.710741722,0.002390323,1.248433152,3.472399441,-0.867586131,4.002368546
201,Montipora capitata,Bleach,2022-03-09,Recovery,29,0.316322542,1.165427334,9.936739117,2.027593726,54.25446933,9747.40384,8.53e-6,8.53,904.7497955,6.860776275,0,0.714741786,0.000622131,6.428374409,2.16233793,-0.421905929,5.125166018
202,Montipora capitata,Non-bleach,2022-03-09,Recovery,29,0.352483697,3.326612677,13.06405126,2.099619718,55.78796104,9421.964276,3.93e-6,3.93,1116.935537,10.29947221,0,0.828396648,0.000473307,18.8978703,2.820198736,-0.528776029,5.333446642
203,Montipora capitata,Bleach,2022-03-09,Recovery,29,0.355983519,1.341674103,12.46408855,2.076866732,56.97102497,7877.873113,9.29e-6,9.29,1323.936229,5.579544052,0,0.687334069,0.001467123,3.886557399,2.460795942,-0.503335639,4.888976169
204,Montipora capitata,Non-bleach,2022-03-09,Recovery,29,0.398336892,2.258159356,10.79223107,2.12454389,56.56111947,7842.694756,4.78e-6,4.78,1064.478158,8.180722072,0,0.267354672,0.000811694,4.912596461,2.358665074,-0.386470506,6.103092047
209,Montipora capitata,Bleach,2022-03-09,Recovery,29,0.397557365,1.342260431,10.13808984,2.168546384,58.17218712,6946.899257,7.55e-6,7.55,0,8.453445047,0,0.315651618,0.001660169,11.79121402,2.347446167,-0.335115948,7.004877512
210,Montipora capitata,Non-bleach,2022-03-09,Recovery,29,0.39276281,2.155989578,9.185691683,1.801979204,51.62601626,7904.7469,4.26e-6,4.26,0,8.42042048,0,0.303879241,0.000901395,12.00535197,2.715862354,-0.46398289,5.853367468
211,Montipora capitata,Bleach,2022-03-09,Recovery,29,0.400636748,1.53645935,8.554644332,2.10382649,58.18339288,5984.357434,5.57e-6,5.57,534.821936,5.850631998,0,0.485120112,0.001001299,2.662684038,2.153205186,-0.405427394,5.3109514
212,Montipora capitata,Non-bleach,2022-03-09,Recovery,29,0.441394007,1.756511216,10.1510639,2.096662439,58.00997548,5795.660525,5.78e-6,5.78,518.2507236,7.386884244,0,0.338754183,0.001280711,9.988793643,2.385387079,-0.407051227,5.86016432
219,Montipora capitata,Bleach,2022-03-09,Recovery,29,0.525987144,2.461776866,11.69433619,1.950846205,52.56522555,7268.75816,4.75e-6,4.75,745.5733085,8.4665156,0,0.284007817,0.000690541,6.961562445,2.26431355,-0.412362564,5.491074478
220,Montipora capitata,Non-bleach,2022-03-09,Recovery,29,0.615448003,1.869550205,14.1825365,2.091283828,58.0203202,7451.743742,7.59e-6,7.59,1031.268006,8.358643605,0,0.803316484,0.000860976,8.369264499,2.312291375,-0.485247136,4.765182944
221,Montipora capitata,Bleach,2022-03-09,Recovery,29,0.356438267,1.971118095,13.32710572,1.654156944,46.90259904,10298.67861,6.76e-6,6.76,1101.829055,8.722576792,0,0.510582079,0.001313889,6.849034462,2.163255134,-0.38107526,5.676713656
222,Montipora capitata,Non-bleach,2022-03-09,Recovery,29,0.403617618,1.664348191,10.03548397,1.348640171,37.19734561,6203.100694,6.03e-6,6.03,877.7683202,5.888256739,0,1.01725137,0.000689083,3.474220798,2.404363441,-0.522669363,4.600161426
237,Porites compressa,Bleach,2022-03-09,Recovery,29,0.696813647,4.582066774,35.55445826,1.488940683,36.56978126,33155.82495,7.76e-6,7.76,243.0800098,10.93933273,1,1.780140827,0.002458371,10.95015304,3.521842529,-0.929850305,3.787537102
238,Porites compressa,Non-bleach,2022-03-09,Recovery,29,0.612893787,3.652397921,29.15009661,1.701701484,44.19315793,25063.37519,7.98e-6,7.98,247.4934119,11.75587738,1,0.705308529,0.001217241,8.716782827,4.551380856,-1.235724606,3.68316762
239,Porites compressa,Bleach,2022-03-09,Recovery,29,0.585161883,4.520698851,27.89105905,1.278611978,27.40091871,50455.83913,6.17e-6,6.17,402.9357966,13.41162974,1,0.436696172,0.001625243,15.17315723,,,
240,Porites compressa,Non-bleach,2022-03-09,Recovery,29,0.511770312,3.290678357,26.41535281,1.675971183,44.07014461,20274.42382,8.03e-6,8.03,335.8704929,8.629311677,1,0.756425103,0.001004734,5.930133888,4.787369977,-1.307247947,3.662174408
243,Porites compressa,Bleach,2022-03-09,Recovery,29,0.421513561,1.410683746,22.63322295,1.763462787,46.66136349,37259.41849,1.60e-5,16.04,266.8977427,7.638369112,1,0.972716185,0.002149091,12.33408783,4.392437481,-1.150256173,3.818660212
244,Porites compressa,Non-bleach,2022-03-09,Recovery,29,0.65053148,2.783778215,29.14677882,1.795954348,47.47256812,27871.34055,1.05e-5,10.47,336.8041708,10.38258986,1,0.44672675,0.001713717,6.119942997,2.963182182,-0.712110461,4.161127162
247,Porites compressa,Bleach,2022-03-09,Recovery,29,0.501741156,2.265320705,10.39399572,1.927088436,51.52947878,24772.65317,4.59e-6,4.59,225.9275804,8.447375966,0,0.256192375,0.001208152,4.355789805,3.072419241,-0.694765594,4.422238619
248,Porites compressa,Non-bleach,2022-03-09,Recovery,29,0.485411975,3.190360495,32.78712071,1.874591438,49.02324872,21661.62125,1.03e-5,10.28,278.2947481,10.45893838,0,0.181135734,0.001013143,14.95456297,3.930766064,-0.862670779,4.556507719
4,Montipora capitata,Non-bleach,2022-09-01,Recovery,35,0.587268839,3.471645153,3.473798004,1.687494851,45.09506195,,1.00e-6,1,666.5453044,7.000849133,,0.131509769,0.000933206,9.240651787,,,
19,Montipora capitata,Bleach,2022-09-01,Recovery,35,0.444974547,1.997481229,6.441966955,1.23173955,25.86276451,,3.23e-6,3.23,96.84086851,8.694928261,,0.238825672,0.000409836,17.92429656,,,
20,Montipora capitata,Non-bleach,2022-09-01,Recovery,35,0.368735662,3.903834352,7.470339378,1.562252793,40.79323155,,1.91e-6,1.91,444.7428688,7.256843055,,0.167647337,0.000851351,9.006438093,,,
26,Porites compressa,Non-bleach,2022-09-01,Recovery,35,0.411370089,0.948068079,9.461701663,1.513567897,37.03900768,,9.98e-6,9.98,693.4782451,11.3380176,,0.104631998,0.001092233,7.124881415,,,
42,Porites compressa,Non-bleach,2022-09-01,Recovery,35,0.421854127,4.622284259,18.16392508,1.530467293,36.14606365,,3.93e-6,3.93,708.1619783,9.585312132,,0.138388308,0.001308765,18.24854726,,,
43,Porites compressa,Bleach,2022-09-01,Recovery,35,0.394908836,3.949080779,11.71068717,1.566804009,38.67697153,,2.97e-6,2.97,494.0664965,8.30839342,,0.22254336,,,,,
45,Porites compressa,Bleach,2022-09-01,Recovery,35,0.505117243,3.328790171,12.43650699,1.540201874,36.51537489,,3.74e-6,3.74,630.6540995,11.80517317,,0.198711266,,,,,
46,Porites compressa,Non-bleach,2022-09-01,Recovery,35,0.441259054,2.434176843,13.0491009,1.39901091,29.06180401,,5.36e-6,5.36,414.0704992,10.28743654,,0.201138886,,,,,
201,Montipora capitata,Bleach,2022-09-01,Recovery,35,0.468236513,1.72873667,5.229264633,1.689136689,44.56153867,,3.02e-6,3.02,798.8701035,8.1526772,,0.190046559,0.00066875,10.59472337,,,
210,Montipora capitata,Non-bleach,2022-09-01,Recovery,35,0.400175142,2.084302426,6.785391259,1.748271179,49.617409,,3.26e-6,3.26,948.6295793,6.693766348,,0.192494311,0.000608787,6.022810995,,,
212,Montipora capitata,Non-bleach,2022-09-01,Recovery,35,0.777979163,3.602483963,4.038733067,2.3500414,62.4203268,,1.12e-6,1.12,814.0401674,9.096457129,,0.135782912,0.001096413,14.39697236,,,
213,Montipora capitata,Bleach,2022-09-01,Recovery,35,0.450604661,1.851347144,8.751283213,1.823196644,51.20026112,,4.73e-6,4.73,1266.386496,7.080930666,,0.12449966,0.000440678,10.72604029,,,
214,Montipora capitata,Non-bleach,2022-09-01,Recovery,35,0.425448368,2.740880897,3.553883585,2.199775844,58.84083782,,1.30e-6,1.3,1066.888269,7.944235597,,0.190616327,0.0005875,19.95826402,,,
220,Montipora capitata,Non-bleach,2022-09-01,Recovery,35,0.361314587,2.053389213,3.515379051,1.689240012,47.9908327,,1.71e-6,1.71,1139.816084,5.242374474,,0.17894642,0.0004875,4.031785991,,,
221,Montipora capitata,Bleach,2022-09-01,Recovery,35,0.42709605,2.278301183,11.00032131,1.643376739,44.15568814,,4.83e-6,4.83,879.4073029,7.967440795,,0.145808536,0.000782258,10.48967797,,,
222,Montipora capitata,Non-bleach,2022-09-01,Recovery,35,0.47826701,2.396279403,10.33901609,1.65435548,45.30839111,,4.31e-6,4.31,1112.496041,7.011766118,,0.100841325,0.000559615,6.257812772,,,
225,Porites compressa,Bleach,2022-09-01,Recovery,35,0.407745044,3.660979025,19.1470283,1.497487595,36.01697413,,5.23e-6,5.23,587.440432,9.192861062,,0.200405429,0.001485149,5.997026366,,,
235,Porites compressa,Bleach,2022-09-01,Recovery,35,0.662366285,4.255772366,23.46678413,1.420842958,32.3957323,,5.51e-6,5.51,606.3360209,9.551637574,,0.160227519,0.001404661,7.768665227,,,
237,Porites compressa,Bleach,2022-09-01,Recovery,35,0.299507857,1.748888855,7.078037411,1.401726512,33.7251922,,4.05e-6,4.05,655.1594535,5.742739805,,0.203574957,0.001847458,3.884503861,,,
239,Porites compressa,Bleach,2022-09-01,Recovery,35,0.377486334,2.472739352,13.36151014,1.390334588,33.36080258,,5.40e-6,5.4,641.621015,4.185270683,,0.192178326,0.001665306,4.892951855,,,
240,Porites compressa,Non-bleach,2022-09-01,Recovery,35,0.586556419,4.133329734,20.67474596,1.42677889,31.59096397,,5.00e-6,5,782.8655336,6.940231467,,0.152503441,0.001087678,6.199940111,,,
244,Porites compressa,Non-bleach,2022-09-01,Recovery,35,0.559494874,3.147057937,14.72898132,1.518686505,34.55093138,,4.68e-6,4.68,553.8718499,8.13547618,,0.19791579,0.001940722,8.007632983,,,
247,Porites compressa,Bleach,2022-09-01,Recovery,35,0.279367291,2.181264124,12.17945061,1.815821509,47.09747279,,5.58e-6,5.58,653.3611527,5.050012,,0.252498601,0.001333333,0.450792032,,,
3,Montipora capitata,Bleach,2019-10-02,Heatwave,0,0.12081799,0.689302433,8.550533822,1.343494897,39.23934064,1597.742303,1.24e-5,12.4,,1.285660773,,,,,1.871762046,-0.359070996,5.21279097
4,Montipora capitata,Non-bleach,2019-10-02,Heatwave,0,0.157385242,0.586895065,3.606328259,1.811000112,50.84478239,5595.954305,6.14e-6,6.14,,1.603971492,,,,,2.815177053,-0.769761609,3.657206362
11,Montipora capitata,Bleach,2019-10-02,Heatwave,0,0.195397071,0.366308322,3.943572079,1.722766036,47.98834123,1701.3835,1.08e-5,10.8,,1.526894724,,,,,2.116906334,-0.50859455,4.162267041
12,Montipora capitata,Non-bleach,2019-10-02,Heatwave,0,0.248250905,0.912815337,4.217989354,1.481043103,41.81412959,2678.213965,4.62e-6,4.62,,3.337166504,,,,,2.178934039,-0.583430392,3.734694094
