ColonyID,Species,Phenotype,Date,Score
20,Montipora capitata,Non-bleach,8/27/2020,1
26,Porites compressa,Non-bleach,8/27/2020,1
27,Porites compressa,Bleach,8/27/2020,1
41,Porites compressa,Bleach,8/27/2020,2
42,Porites compressa,Non-bleach,8/27/2020,1
43,Porites compressa,Bleach,8/27/2020,1
44,Porites compressa,Non-bleach,8/27/2020,1
45,Porites compressa,Bleach,8/27/2020,1
46,Porites compressa,Non-bleach,8/27/2020,1
201,Montipora capitata,Bleach,8/27/2020,4
202,Montipora capitata,Non-bleach,8/27/2020,1
203,Montipora capitata,Bleach,8/27/2020,3
204,Montipora capitata,Non-bleach,8/27/2020,1
209,Montipora capitata,Bleach,8/27/2020,3
210,Montipora capitata,Non-bleach,8/27/2020,3
211,Montipora capitata,Bleach,8/27/2020,3
212,Montipora capitata,Non-bleach,8/27/2020,1
217,Montipora capitata,Bleach,8/27/2020,2
218,Montipora capitata,Non-bleach,8/27/2020,3
219,Montipora capitata,Bleach,8/27/2020,3
220,Montipora capitata,Non-bleach,8/27/2020,1
221,Montipora capitata,Bleach,8/27/2020,3
222,Montipora capitata,Non-bleach,8/27/2020,2
229,Porites compressa,Bleach,8/27/2020,1
230,Porites compressa,Non-bleach,8/27/2020,1
237,Porites compressa,Bleach,8/27/2020,1
238,Porites compressa,Non-bleach,8/27/2020,1
239,Porites compressa,Bleach,8/27/2020,1
240,Porites compressa,Non-bleach,8/27/2020,
243,Porites compressa,Bleach,8/27/2020,1
244,Porites compressa,Non-bleach,8/27/2020,1
247,Porites compressa,Bleach,8/27/2020,1
248,Porites compressa,Non-bleach,8/27/2020,1
3,Montipora capitata,Bleach,10/8/2020,4
4,Montipora capitata,Non-bleach,10/8/2020,2
11,Montipora capitata,Bleach,10/8/2020,4
12,Montipora capitata,Non-bleach,10/8/2020,1
19,Montipora capitata,Bleach,10/8/2020,3
20,Montipora capitata,Non-bleach,10/8/2020,1
26,Porites compressa,Non-bleach,10/8/2020,1
27,Porites compressa,Bleach,10/8/2020,1
41,Porites compressa,Bleach,10/8/2020,1
42,Porites compressa,Non-bleach,10/8/2020,1
43,Porites compressa,Bleach,10/8/2020,1
44,Porites compressa,Non-bleach,10/8/2020,1
45,Porites compressa,Bleach,10/8/2020,1
46,Porites compressa,Non-bleach,10/8/2020,1
201,Montipora capitata,Bleach,10/8/2020,3
202,Montipora capitata,Non-bleach,10/8/2020,1
203,Montipora capitata,Bleach,10/8/2020,4
204,Montipora capitata,Non-bleach,10/8/2020,1
209,Montipora capitata,Bleach,10/8/2020,4
210,Montipora capitata,Non-bleach,10/8/2020,2
211,Montipora capitata,Bleach,10/8/2020,3
212,Montipora capitata,Non-bleach,10/8/2020,1
217,Montipora capitata,Bleach,10/8/2020,2
218,Montipora capitata,Non-bleach,10/8/2020,2
219,Montipora capitata,Bleach,10/8/2020,4
220,Montipora capitata,Non-bleach,10/8/2020,1
221,Montipora capitata,Bleach,10/8/2020,4
222,Montipora capitata,Non-bleach,10/8/2020,4
229,Porites compressa,Bleach,10/8/2020,1
230,Porites compressa,Non-bleach,10/8/2020,1
237,Porites compressa,Bleach,10/8/2020,1
238,Porites compressa,Non-bleach,10/8/2020,1
239,Porites compressa,Bleach,10/8/2020,1
240,Porites compressa,Non-bleach,10/8/2020,1
243,Porites compressa,Bleach,10/8/2020,1
244,Porites compressa,Non-bleach,10/8/2020,1
247,Porites compressa,Bleach,10/8/2020,1
248,Porites compressa,Non-bleach,10/8/2020,1
3,Montipora capitata,Bleach,11/5/2020,3
4,Montipora capitata,Non-bleach,11/5/2020,2
11,Montipora capitata,Bleach,11/5/2020,2
12,Montipora capitata,Non-bleach,11/5/2020,1
19,Montipora capitata,Bleach,11/5/2020,2
20,Montipora capitata,Non-bleach,11/5/2020,1
26,Porites compressa,Non-bleach,11/5/2020,1
27,Porites compressa,Bleach,11/5/2020,1
41,Porites compressa,Bleach,11/5/2020,2
42,Porites compressa,Non-bleach,11/5/2020,1
43,Porites compressa,Bleach,11/5/2020,1
44,Porites compressa,Non-bleach,11/5/2020,1
45,Porites compressa,Bleach,11/5/2020,1
46,Porites compressa,Non-bleach,11/5/2020,1
201,Montipora capitata,Bleach,11/5/2020,3
202,Montipora capitata,Non-bleach,11/5/2020,1
203,Montipora capitata,Bleach,11/5/2020,3
204,Montipora capitata,Non-bleach,11/5/2020,1
209,Montipora capitata,Bleach,11/5/2020,3
210,Montipora capitata,Non-bleach,11/5/2020,1
211,Montipora capitata,Bleach,11/5/2020,2
212,Montipora capitata,Non-bleach,11/5/2020,1
217,Montipora capitata,Bleach,11/5/2020,1
218,Montipora capitata,Non-bleach,11/5/2020,2
219,Montipora capitata,Bleach,11/5/2020,4
220,Montipora capitata,Non-bleach,11/5/2020,1
221,Montipora capitata,Bleach,11/5/2020,2
222,Montipora capitata,Non-bleach,11/5/2020,2
229,Porites compressa,Bleach,11/5/2020,1
230,Porites compressa,Non-bleach,11/5/2020,1
237,Porites compressa,Bleach,11/5/2020,1
238,Porites compressa,Non-bleach,11/5/2020,2
239,Porites compressa,Bleach,11/5/2020,1
240,Porites compressa,Non-bleach,11/5/2020,1
243,Porites compressa,Bleach,11/5/2020,1
244,Porites compressa,Non-bleach,11/5/2020,1
247,Porites compressa,Bleach,11/5/2020,1
248,Porites compressa,Non-bleach,11/5/2020,1
3,Montipora capitata,Bleach,12/10/2020,2
4,Montipora capitata,Non-bleach,12/10/2020,1
11,Montipora capitata,Bleach,12/10/2020,1
12,Montipora capitata,Non-bleach,12/10/2020,1
19,Montipora capitata,Bleach,12/10/2020,3
20,Montipora capitata,Non-bleach,12/10/2020,1
26,Porites compressa,Non-bleach,12/10/2020,1
27,Porites compressa,Bleach,12/10/2020,1
41,Porites compressa,Bleach,12/10/2020,1
42,Porites compressa,Non-bleach,12/10/2020,1
43,Porites compressa,Bleach,12/10/2020,1
44,Porites compressa,Non-bleach,12/10/2020,1
45,Porites compressa,Bleach,12/10/2020,1
46,Porites compressa,Non-bleach,12/10/2020,1
201,Montipora capitata,Bleach,12/10/2020,3
202,Montipora capitata,Non-bleach,12/10/2020,1
203,Montipora capitata,Bleach,12/10/2020,2
204,Montipora capitata,Non-bleach,12/10/2020,1
209,Montipora capitata,Bleach,12/10/2020,2
210,Montipora capitata,Non-bleach,12/10/2020,1
211,Montipora capitata,Bleach,12/10/2020,2
212,Montipora capitata,Non-bleach,12/10/2020,1
217,Montipora capitata,Bleach,12/10/2020,1
218,Montipora capitata,Non-bleach,12/10/2020,1
219,Montipora capitata,Bleach,12/10/2020,3
220,Montipora capitata,Non-bleach,12/10/2020,1
221,Montipora capitata,Bleach,12/10/2020,2
222,Montipora capitata,Non-bleach,12/10/2020,1
229,Porites compressa,Bleach,12/10/2020,1
230,Porites compressa,Non-bleach,12/10/2020,1
237,Porites compressa,Bleach,12/10/2020,1
238,Porites compressa,Non-bleach,12/10/2020,2
239,Porites compressa,Bleach,12/10/2020,2
240,Porites compressa,Non-bleach,12/10/2020,1
243,Porites compressa,Bleach,12/10/2020,1
244,Porites compressa,Non-bleach,12/10/2020,1
247,Porites compressa,Bleach,12/10/2020,1
248,Porites compressa,Non-bleach,12/10/2020,1
3,Montipora capitata,Bleach,3/23/2021,3
4,Montipora capitata,Non-bleach,3/23/2021,1
11,Montipora capitata,Bleach,3/23/2021,2
12,Montipora capitata,Non-bleach,3/23/2021,1
19,Montipora capitata,Bleach,3/23/2021,2
20,Montipora capitata,Non-bleach,3/23/2021,1
26,Porites compressa,Non-bleach,3/23/2021,2
27,Porites compressa,Bleach,3/23/2021,1
41,Porites compressa,Bleach,3/23/2021,1
42,Porites compressa,Non-bleach,3/23/2021,1
43,Porites compressa,Bleach,3/23/2021,1
44,Porites compressa,Non-bleach,3/23/2021,1
45,Porites compressa,Bleach,3/23/2021,1
46,Porites compressa,Non-bleach,3/23/2021,1
201,Montipora capitata,Bleach,3/23/2021,3
202,Montipora capitata,Non-bleach,3/23/2021,1
203,Montipora capitata,Bleach,3/23/2021,2
204,Montipora capitata,Non-bleach,3/23/2021,1
209,Montipora capitata,Bleach,3/23/2021,1
210,Montipora capitata,Non-bleach,3/23/2021,1
211,Montipora capitata,Bleach,3/23/2021,2
212,Montipora capitata,Non-bleach,3/23/2021,1
217,Montipora capitata,Bleach,3/23/2021,1
218,Montipora capitata,Non-bleach,3/23/2021,1
219,Montipora capitata,Bleach,3/23/2021,2
220,Montipora capitata,Non-bleach,3/23/2021,1
221,Montipora capitata,Bleach,3/23/2021,1
222,Montipora capitata,Non-bleach,3/23/2021,1
229,Porites compressa,Bleach,3/23/2021,1
230,Porites compressa,Non-bleach,3/23/2021,1
237,Porites compressa,Bleach,3/23/2021,1
238,Porites compressa,Non-bleach,3/23/2021,2
239,Porites compressa,Bleach,3/23/2021,1
240,Porites compressa,Non-bleach,3/23/2021,1
243,Porites compressa,Bleach,3/23/2021,1
244,Porites compressa,Non-bleach,3/23/2021,1
247,Porites compressa,Bleach,3/23/2021,1
248,Porites compressa,Non-bleach,3/23/2021,1
3,Montipora capitata,Bleach,6/25/2021,5
4,Montipora capitata,Non-bleach,6/25/2021,3
11,Montipora capitata,Bleach,6/25/2021,4
19,Montipora capitata,Bleach,6/25/2021,1
20,Montipora capitata,Non-bleach,6/25/2021,2
26,Porites compressa,Non-bleach,6/25/2021,1
27,Porites compressa,Bleach,6/25/2021,1
41,Porites compressa,Bleach,6/25/2021,1
42,Porites compressa,Non-bleach,6/25/2021,1
43,Porites compressa,Bleach,6/25/2021,1
44,Porites compressa,Non-bleach,6/25/2021,1
45,Porites compressa,Bleach,6/25/2021,1
46,Porites compressa,Non-bleach,6/25/2021,1
201,Montipora capitata,Bleach,6/25/2021,3
202,Montipora capitata,Non-bleach,6/25/2021,1
203,Montipora capitata,Bleach,6/25/2021,3
204,Montipora capitata,Non-bleach,6/25/2021,1
209,Montipora capitata,Bleach,6/25/2021,2
210,Montipora capitata,Non-bleach,6/25/2021,1
212,Montipora capitata,Non-bleach,6/25/2021,1
217,Montipora capitata,Bleach,6/25/2021,1
218,Montipora capitata,Non-bleach,6/25/2021,1
229,Porites compressa,Bleach,6/25/2021,1
230,Porites compressa,Non-bleach,6/25/2021,1
237,Porites compressa,Bleach,6/25/2021,1
238,Porites compressa,Non-bleach,6/25/2021,1
239,Porites compressa,Bleach,6/25/2021,2
240,Porites compressa,Non-bleach,6/25/2021,1
243,Porites compressa,Bleach,6/25/2021,1
244,Porites compressa,Non-bleach,6/25/2021,1
247,Porites compressa,Bleach,6/25/2021,1
248,Porites compressa,Non-bleach,6/25/2021,1
3,Montipora capitata,Bleach,9/13/2021,4
4,Montipora capitata,Non-bleach,9/13/2021,2
11,Montipora capitata,Bleach,9/13/2021,3
12,Montipora capitata,Non-bleach,9/13/2021,2
19,Montipora capitata,Bleach,9/13/2021,3
20,Montipora capitata,Non-bleach,9/13/2021,1
26,Porites compressa,Non-bleach,9/13/2021,1
27,Porites compressa,Bleach,9/13/2021,1
41,Porites compressa,Bleach,9/13/2021,2
42,Porites compressa,Non-bleach,9/13/2021,1
43,Porites compressa,Bleach,9/13/2021,1
44,Porites compressa,Non-bleach,9/13/2021,1
45,Porites compressa,Bleach,9/13/2021,1
46,Porites compressa,Non-bleach,9/13/2021,1
201,Montipora capitata,Bleach,9/13/2021,4
202,Montipora capitata,Non-bleach,9/13/2021,1
203,Montipora capitata,Bleach,9/13/2021,4
204,Montipora capitata,Non-bleach,9/13/2021,2
209,Montipora capitata,Bleach,9/13/2021,4
210,Montipora capitata,Non-bleach,9/13/2021,2
211,Montipora capitata,Bleach,9/13/2021,4
212,Montipora capitata,Non-bleach,9/13/2021,1
217,Montipora capitata,Bleach,9/13/2021,1
218,Montipora capitata,Non-bleach,9/13/2021,2
219,Montipora capitata,Bleach,9/13/2021,4
220,Montipora capitata,Non-bleach,9/13/2021,1
221,Montipora capitata,Bleach,9/13/2021,3
222,Montipora capitata,Non-bleach,9/13/2021,2
229,Porites compressa,Bleach,9/13/2021,1
230,Porites compressa,Non-bleach,9/13/2021,1
237,Porites compressa,Bleach,9/13/2021,2
238,Porites compressa,Non-bleach,9/13/2021,1
239,Porites compressa,Bleach,9/13/2021,1
240,Porites compressa,Non-bleach,9/13/2021,2
243,Porites compressa,Bleach,9/13/2021,1
244,Porites compressa,Non-bleach,9/13/2021,1
247,Porites compressa,Bleach,9/13/2021,1
248,Porites compressa,Non-bleach,9/13/2021,1
3,Montipora capitata,Bleach,10/8/2021,4
4,Montipora capitata,Non-bleach,10/8/2021,2
11,Montipora capitata,Bleach,10/8/2021,2
12,Montipora capitata,Non-bleach,10/8/2021,1
19,Montipora capitata,Bleach,10/8/2021,4
20,Montipora capitata,Non-bleach,10/8/2021,1
26,Porites compressa,Non-bleach,10/8/2021,1
27,Porites compressa,Bleach,10/8/2021,1
41,Porites compressa,Bleach,10/8/2021,1
43,Porites compressa,Bleach,10/8/2021,1
44,Porites compressa,Non-bleach,10/8/2021,1
45,Porites compressa,Bleach,10/8/2021,1
46,Porites compressa,Non-bleach,10/8/2021,1
201,Montipora capitata,Bleach,10/8/2021,4
202,Montipora capitata,Non-bleach,10/8/2021,1
203,Montipora capitata,Bleach,10/8/2021,3
204,Montipora capitata,Non-bleach,10/8/2021,1
209,Montipora capitata,Bleach,10/8/2021,4
210,Montipora capitata,Non-bleach,10/8/2021,1
211,Montipora capitata,Bleach,10/8/2021,2
212,Montipora capitata,Non-bleach,10/8/2021,1
219,Montipora capitata,Bleach,10/8/2021,3
220,Montipora capitata,Non-bleach,10/8/2021,1
221,Montipora capitata,Bleach,10/8/2021,2
222,Montipora capitata,Non-bleach,10/8/2021,3
237,Porites compressa,Bleach,10/8/2021,1
238,Porites compressa,Non-bleach,10/8/2021,1
240,Porites compressa,Non-bleach,10/8/2021,1
243,Porites compressa,Bleach,10/8/2021,1
247,Porites compressa,Bleach,10/8/2021,1
1,Montipora capitata,Bleach,3/9/2022,1
2,Montipora capitata,Non-bleach,3/9/2022,1
3,Montipora capitata,Bleach,3/9/2022,2
4,Montipora capitata,Non-bleach,3/9/2022,1
11,Montipora capitata,Bleach,3/9/2022,1
12,Montipora capitata,Non-bleach,3/9/2022,1
13,Montipora capitata,Bleach,3/9/2022,1
15,Montipora capitata,Bleach,3/9/2022,1
16,Montipora capitata,Non-bleach,3/9/2022,1
19,Montipora capitata,Bleach,3/9/2022,1
20,Montipora capitata,Non-bleach,3/9/2022,1
26,Porites compressa,Non-bleach,3/9/2022,1
27,Porites compressa,Bleach,3/9/2022,1
28,Porites compressa,Non-bleach,3/9/2022,1
29,Porites compressa,Bleach,3/9/2022,1
41,Porites compressa,Bleach,3/9/2022,1
42,Porites compressa,Non-bleach,3/9/2022,1
43,Porites compressa,Bleach,3/9/2022,1
44,Porites compressa,Non-bleach,3/9/2022,1
45,Porites compressa,Bleach,3/9/2022,1
46,Porites compressa,Non-bleach,3/9/2022,1
201,Montipora capitata,Bleach,3/9/2022,1
202,Montipora capitata,Non-bleach,3/9/2022,1
203,Montipora capitata,Bleach,3/9/2022,1
204,Montipora capitata,Non-bleach,3/9/2022,1
205,Montipora capitata,Bleach,3/9/2022,1
206,Montipora capitata,Non-bleach,3/9/2022,1
209,Montipora capitata,Bleach,3/9/2022,2
210,Montipora capitata,Non-bleach,3/9/2022,1
211,Montipora capitata,Bleach,3/9/2022,1
212,Montipora capitata,Non-bleach,3/9/2022,1
217,Montipora capitata,Bleach,3/9/2022,1
218,Montipora capitata,Non-bleach,3/9/2022,1
219,Montipora capitata,Bleach,3/9/2022,1
220,Montipora capitata,Non-bleach,3/9/2022,1
221,Montipora capitata,Bleach,3/9/2022,1
222,Montipora capitata,Non-bleach,3/9/2022,1
225,Porites compressa,Bleach,3/9/2022,1
226,Porites compressa,Non-bleach,3/9/2022,1
233,Porites compressa,Bleach,3/9/2022,1
234,Porites compressa,Non-bleach,3/9/2022,1
235,Porites compressa,Bleach,3/9/2022,1
236,Porites compressa,Non-bleach,3/9/2022,1
237,Porites compressa,Bleach,3/9/2022,1
238,Porites compressa,Non-bleach,3/9/2022,1
239,Porites compressa,Bleach,3/9/2022,1
240,Porites compressa,Non-bleach,3/9/2022,1
241,Porites compressa,Bleach,3/9/2022,1
242,Porites compressa,Non-bleach,3/9/2022,1
243,Porites compressa,Bleach,3/9/2022,1
244,Porites compressa,Non-bleach,3/9/2022,1
247,Porites compressa,Bleach,3/9/2022,1
248,Porites compressa,Non-bleach,3/9/2022,1
1,Montipora capitata,Bleach,9/1/2022,1
2,Montipora capitata,Non-bleach,9/1/2022,1
3,Montipora capitata,Bleach,9/1/2022,3
4,Montipora capitata,Non-bleach,9/1/2022,1
11,Montipora capitata,Bleach,9/1/2022,1
12,Montipora capitata,Non-bleach,9/1/2022,1
15,Montipora capitata,Bleach,9/1/2022,2
16,Montipora capitata,Non-bleach,9/1/2022,2
19,Montipora capitata,Bleach,9/1/2022,4
20,Montipora capitata,Non-bleach,9/1/2022,1
26,Porites compressa,Non-bleach,9/1/2022,1
27,Porites compressa,Bleach,9/1/2022,1
28,Porites compressa,Non-bleach,9/1/2022,1
29,Porites compressa,Bleach,9/1/2022,1
41,Porites compressa,Bleach,9/1/2022,1
42,Porites compressa,Non-bleach,9/1/2022,1
43,Porites compressa,Bleach,9/1/2022,1
44,Porites compressa,Non-bleach,9/1/2022,1
45,Porites compressa,Bleach,9/1/2022,1
46,Porites compressa,Non-bleach,9/1/2022,1
201,Montipora capitata,Bleach,9/1/2022,2
202,Montipora capitata,Non-bleach,9/1/2022,1
203,Montipora capitata,Bleach,9/1/2022,3
204,Montipora capitata,Non-bleach,9/1/2022,1
205,Montipora capitata,Bleach,9/1/2022,2
206,Montipora capitata,Non-bleach,9/1/2022,1
207,Montipora capitata,Bleach,9/1/2022,1
208,Montipora capitata,Non-bleach,9/1/2022,1
209,Montipora capitata,Bleach,9/1/2022,5
210,Montipora capitata,Non-bleach,9/1/2022,1
211,Montipora capitata,Bleach,9/1/2022,3
212,Montipora capitata,Non-bleach,9/1/2022,1
213,Montipora capitata,Bleach,9/1/2022,1
214,Montipora capitata,Non-bleach,9/1/2022,1
219,Montipora capitata,Bleach,9/1/2022,3
220,Montipora capitata,Non-bleach,9/1/2022,1
221,Montipora capitata,Bleach,9/1/2022,2
222,Montipora capitata,Non-bleach,9/1/2022,2
225,Porites compressa,Bleach,9/1/2022,1
226,Porites compressa,Non-bleach,9/1/2022,1
233,Porites compressa,Bleach,9/1/2022,1
234,Porites compressa,Non-bleach,9/1/2022,1
235,Porites compressa,Bleach,9/1/2022,1
236,Porites compressa,Non-bleach,9/1/2022,1
237,Porites compressa,Bleach,9/1/2022,1
238,Porites compressa,Non-bleach,9/1/2022,1
239,Porites compressa,Bleach,9/1/2022,1
240,Porites compressa,Non-bleach,9/1/2022,1
241,Porites compressa,Bleach,9/1/2022,1
242,Porites compressa,Non-bleach,9/1/2022,1
243,Porites compressa,Bleach,9/1/2022,1
244,Porites compressa,Non-bleach,9/1/2022,1
247,Porites compressa,Bleach,9/1/2022,1
248,Porites compressa,Non-bleach,9/1/2022,1
1,Montipora capitata,Bleach,4/13/2023,1
2,Montipora capitata,Non-bleach,4/13/2023,1
3,Montipora capitata,Bleach,4/13/2023,3
4,Montipora capitata,Non-bleach,4/13/2023,1
11,Montipora capitata,Bleach,4/13/2023,1
12,Montipora capitata,Non-bleach,4/13/2023,1
13,Montipora capitata,Bleach,4/13/2023,2
15,Montipora capitata,Bleach,4/13/2023,2
16,Montipora capitata,Non-bleach,4/13/2023,3
19,Montipora capitata,Bleach,4/13/2023,2
20,Montipora capitata,Non-bleach,4/13/2023,1
26,Porites compressa,Non-bleach,4/13/2023,1
27,Porites compressa,Bleach,4/13/2023,1
28,Porites compressa,Non-bleach,4/13/2023,1
29,Porites compressa,Bleach,4/13/2023,1
41,Porites compressa,Bleach,4/13/2023,1
42,Porites compressa,Non-bleach,4/13/2023,1
43,Porites compressa,Bleach,4/13/2023,1
44,Porites compressa,Non-bleach,4/13/2023,1
45,Porites compressa,Bleach,4/13/2023,1
46,Porites compressa,Non-bleach,4/13/2023,1
201,Montipora capitata,Bleach,4/13/2023,2
202,Montipora capitata,Non-bleach,4/13/2023,1
203,Montipora capitata,Bleach,4/13/2023,1
204,Montipora capitata,Non-bleach,4/13/2023,1
205,Montipora capitata,Bleach,4/13/2023,1
206,Montipora capitata,Non-bleach,4/13/2023,1
207,Montipora capitata,Bleach,4/13/2023,1
208,Montipora capitata,Non-bleach,4/13/2023,1
209,Montipora capitata,Bleach,4/13/2023,1
210,Montipora capitata,Non-bleach,4/13/2023,1
211,Montipora capitata,Bleach,4/13/2023,1
212,Montipora capitata,Non-bleach,4/13/2023,1
213,Montipora capitata,Bleach,4/13/2023,1
214,Montipora capitata,Non-bleach,4/13/2023,1
217,Montipora capitata,Bleach,4/13/2023,1
218,Montipora capitata,Non-bleach,4/13/2023,1
219,Montipora capitata,Bleach,4/13/2023,1
220,Montipora capitata,Non-bleach,4/13/2023,1
221,Montipora capitata,Bleach,4/13/2023,2
222,Montipora capitata,Non-bleach,4/13/2023,1
225,Porites compressa,Bleach,4/13/2023,1
226,Porites compressa,Non-bleach,4/13/2023,1
233,Porites compressa,Bleach,4/13/2023,1
234,Porites compressa,Non-bleach,4/13/2023,1
235,Porites compressa,Bleach,4/13/2023,1
236,Porites compressa,Non-bleach,4/13/2023,1
237,Porites compressa,Bleach,4/13/2023,1
238,Porites compressa,Non-bleach,4/13/2023,1
239,Porites compressa,Bleach,4/13/2023,1
240,Porites compressa,Non-bleach,4/13/2023,1
241,Porites compressa,Bleach,4/13/2023,1
242,Porites compressa,Non-bleach,4/13/2023,1
243,Porites compressa,Bleach,4/13/2023,1
244,Porites compressa,Non-bleach,4/13/2023,1
247,Porites compressa,Bleach,4/13/2023,1
248,Porites compressa,Non-bleach,4/13/2023,1
1,Montipora capitata,Susceptible,9/13/2023,3
2,Montipora capitata,Resistant,9/13/2023,3
3,Montipora capitata,Susceptible,9/13/2023,3
4,Montipora capitata,Resistant,9/13/2023,1
11,Montipora capitata,Susceptible,9/13/2023,5
12,Montipora capitata,Resistant,9/13/2023,4
15,Montipora capitata,Susceptible,9/13/2023,2
16,Montipora capitata,Resistant,9/13/2023,3
19,Montipora capitata,Susceptible,9/13/2023,5
20,Montipora capitata,Resistant,9/13/2023,1
26,Porites compressa,Resistant,9/13/2023,4
27,Porites compressa,Susceptible,9/13/2023,1
28,Porites compressa,Resistant,9/13/2023,1
29,Porites compressa,Susceptible,9/13/2023,3
41,Porites compressa,Resistant,9/13/2023,3
42,Porites compressa,Susceptible,9/13/2023,1
43,Porites compressa,Resistant,9/13/2023,4
44,Porites compressa,Susceptible,9/13/2023,1
45,Porites compressa,Resistant,9/13/2023,3
46,Porites compressa,Susceptible,9/13/2023,1
205,Montipora capitata,Susceptible,9/13/2023,2
206,Montipora capitata,Resistant,9/13/2023,4
207,Montipora capitata,Susceptible,9/13/2023,5
208,Montipora capitata,Resistant,9/13/2023,2
209,Montipora capitata,Susceptible,9/13/2023,5
210,Montipora capitata,Resistant,9/13/2023,2
211,Montipora capitata,Susceptible,9/13/2023,3
212,Montipora capitata,Resistant,9/13/2023,4
213,Montipora capitata,Susceptible,9/13/2023,5
214,Montipora capitata,Resistant,9/13/2023,2
219,Montipora capitata,Susceptible,9/13/2023,4
220,Montipora capitata,Resistant,9/13/2023,1
221,Montipora capitata,Susceptible,9/13/2023,2
225,Porites compressa,Susceptible,9/13/2023,4
226,Porites compressa,Resistant,9/13/2023,2
233,Porites compressa,Susceptible,9/13/2023,1
234,Porites compressa,Resistant,9/13/2023,2
235,Porites compressa,Susceptible,9/13/2023,3
236,Porites compressa,Resistant,9/13/2023,1
237,Porites compressa,Susceptible,9/13/2023,1
238,Porites compressa,Resistant,9/13/2023,2
239,Porites compressa,Susceptible,9/13/2023,1
240,Porites compressa,Resistant,9/13/2023,5
243,Porites compressa,Susceptible,9/13/2023,2
244,Porites compressa,Resistant,9/13/2023,1
247,Porites compressa,Susceptible,9/13/2023,2
248,Porites compressa,Resistant,9/13/2023,1
1,Montipora capitata,Susceptible,1/18/2024,3
2,Montipora capitata,Resistant,1/18/2024,2
3,Montipora capitata,Susceptible,1/18/2024,4
4,Montipora capitata,Resistant,1/18/2024,3
12,Montipora capitata,Resistant,1/18/2024,1
19,Montipora capitata,Susceptible,1/18/2024,4
20,Montipora capitata,Resistant,1/18/2024,1
26,Porites compressa,Resistant,1/18/2024,1
27,Porites compressa,Susceptible,1/18/2024,1
28,Porites compressa,Resistant,1/18/2024,1
29,Porites compressa,Susceptible,1/18/2024,2
41,Porites compressa,Susceptible,1/18/2024,1
42,Porites compressa,Resistant,1/18/2024,1
43,Porites compressa,Susceptible,1/18/2024,2
44,Porites compressa,Resistant,1/18/2024,1
45,Porites compressa,Susceptible,1/18/2024,2
46,Porites compressa,Resistant,1/18/2024,1
201,Montipora capitata,Susceptible,1/18/2024,5
202,Montipora capitata,Resistant,1/18/2024,2
203,Montipora capitata,Susceptible,1/18/2024,3
204,Montipora capitata,Resistant,1/18/2024,1
205,Montipora capitata,Susceptible,1/18/2024,3
206,Montipora capitata,Resistant,1/18/2024,2
207,Montipora capitata,Susceptible,1/18/2024,5
208,Montipora capitata,Resistant,1/18/2024,2
209,Montipora capitata,Susceptible,1/18/2024,3
210,Montipora capitata,Resistant,1/18/2024,4
211,Montipora capitata,Susceptible,1/18/2024,3
212,Montipora capitata,Resistant,1/18/2024,5
213,Montipora capitata,Susceptible,1/18/2024,3
214,Montipora capitata,Resistant,1/18/2024,2
219,Montipora capitata,Susceptible,1/18/2024,3
220,Montipora capitata,Resistant,1/18/2024,2
221,Montipora capitata,Susceptible,1/18/2024,3
225,Porites compressa,Susceptible,1/18/2024,2
226,Porites compressa,Resistant,1/18/2024,1
233,Porites compressa,Susceptible,1/18/2024,1
234,Porites compressa,Resistant,1/18/2024,1
235,Porites compressa,Susceptible,1/18/2024,1
236,Porites compressa,Resistant,1/18/2024,1
237,Porites compressa,Susceptible,1/18/2024,2
238,Porites compressa,Resistant,1/18/2024,1
239,Porites compressa,Susceptible,1/18/2024,1
240,Porites compressa,Resistant,1/18/2024,3
241,Porites compressa,Susceptible,1/18/2024,2
242,Porites compressa,Resistant,1/18/2024,1
243,Porites compressa,Susceptible,1/18/2024,2
244,Porites compressa,Resistant,1/18/2024,1
247,Porites compressa,Susceptible,1/18/2024,1
248,Porites compressa,Resistant,1/18/2024,1
1,Montipora capitata,Susceptible,5/8/2024,4
2,Montipora capitata,Resistant,5/8/2024,2
3,Montipora capitata,Susceptible,5/8/2024,4
4,Montipora capitata,Resistant,5/8/2024,3
11,Montipora capitata,Susceptible,5/8/2024,5
12,Montipora capitata,Resistant,5/8/2024,2
15,Montipora capitata,Susceptible,5/8/2024,5
16,Montipora capitata,Resistant,5/8/2024,2
19,Montipora capitata,Susceptible,5/8/2024,4
20,Montipora capitata,Resistant,5/8/2024,1
26,Porites compressa,Resistant,5/8/2024,2
27,Porites compressa,Susceptible,5/8/2024,1
28,Porites compressa,Resistant,5/8/2024,1
29,Porites compressa,Susceptible,5/8/2024,2
41,Porites compressa,Susceptible,5/8/2024,2
42,Porites compressa,Resistant,5/8/2024,2
43,Porites compressa,Susceptible,5/8/2024,2
44,Porites compressa,Resistant,5/8/2024,1
201,Montipora capitata,Susceptible,5/8/2024,5
202,Montipora capitata,Resistant,5/8/2024,2
203,Montipora capitata,Susceptible,5/8/2024,5
204,Montipora capitata,Resistant,5/8/2024,2
205,Montipora capitata,Susceptible,5/8/2024,5
206,Montipora capitata,Resistant,5/8/2024,4
207,Montipora capitata,Susceptible,5/8/2024,4
208,Montipora capitata,Resistant,5/8/2024,3
