Date,"Time, GMT-10:00","Temp, °C"
2023-04-14,14:00:00,24.847
2023-04-14,14:30:00,24.944
2023-04-14,15:00:00,24.992
2023-04-14,15:30:00,24.895
2023-04-14,16:00:00,24.968
2023-04-14,16:30:00,25.04
2023-04-14,17:00:00,25.016
2023-04-14,17:30:00,25.089
2023-04-14,18:00:00,25.113
2023-04-14,18:30:00,25.21
2023-04-14,19:00:00,25.283
2023-04-14,19:30:00,25.234
2023-04-14,20:00:00,25.234
2023-04-14,20:30:00,25.234
2023-04-14,21:00:00,25.186
2023-04-14,21:30:00,25.137
2023-04-14,22:00:00,25.065
2023-04-14,22:30:00,24.944
2023-04-14,23:00:00,24.895
2023-04-14,23:30:00,24.823
2023-04-15,0:00:00,24.75
2023-04-15,0:30:00,24.702
2023-04-15,1:00:00,24.629
2023-04-15,1:30:00,24.557
2023-04-15,2:00:00,24.484
2023-04-15,2:30:00,24.46
2023-04-15,3:00:00,24.46
2023-04-15,3:30:00,24.436
2023-04-15,4:00:00,24.46
2023-04-15,4:30:00,24.532
2023-04-15,5:00:00,24.291
2023-04-15,5:30:00,24.171
2023-04-15,6:00:00,24.171
2023-04-15,6:30:00,24.171
2023-04-15,7:00:00,24.171
2023-04-15,7:30:00,24.219
2023-04-15,8:00:00,24.243
2023-04-15,8:30:00,24.388
2023-04-15,9:00:00,24.508
2023-04-15,9:30:00,24.653
2023-04-15,10:00:00,24.75
2023-04-15,10:30:00,24.919
2023-04-15,11:00:00,24.992
2023-04-15,11:30:00,24.847
2023-04-15,12:00:00,24.798
2023-04-15,12:30:00,24.823
2023-04-15,13:00:00,24.968
2023-04-15,13:30:00,25.04
2023-04-15,14:00:00,25.113
2023-04-15,14:30:00,25.089
2023-04-15,15:00:00,25.137
2023-04-15,15:30:00,25.089
2023-04-15,16:00:00,25.21
2023-04-15,16:30:00,25.307
2023-04-15,17:00:00,25.283
2023-04-15,17:30:00,25.307
2023-04-15,18:00:00,25.283
2023-04-15,18:30:00,25.307
2023-04-15,19:00:00,25.283
2023-04-15,19:30:00,25.162
2023-04-15,20:00:00,25.137
2023-04-15,20:30:00,25.137
2023-04-15,21:00:00,25.137
2023-04-15,21:30:00,25.162
2023-04-15,22:00:00,25.162
2023-04-15,22:30:00,25.137
2023-04-15,23:00:00,25.113
2023-04-15,23:30:00,25.065
2023-04-16,0:00:00,25.089
2023-04-16,0:30:00,25.065
2023-04-16,1:00:00,25.089
2023-04-16,1:30:00,25.065
2023-04-16,2:00:00,25.04
2023-04-16,2:30:00,25.065
2023-04-16,3:00:00,25.065
2023-04-16,3:30:00,25.04
2023-04-16,4:00:00,24.992
2023-04-16,4:30:00,24.992
2023-04-16,5:00:00,24.968
2023-04-16,5:30:00,24.944
2023-04-16,6:00:00,24.919
2023-04-16,6:30:00,24.919
2023-04-16,7:00:00,24.895
2023-04-16,7:30:00,24.895
2023-04-16,8:00:00,24.919
2023-04-16,8:30:00,24.968
2023-04-16,9:00:00,25.016
2023-04-16,9:30:00,25.065
2023-04-16,10:00:00,25.162
2023-04-16,10:30:00,25.21
2023-04-16,11:00:00,25.307
2023-04-16,11:30:00,25.453
2023-04-16,12:00:00,25.501
2023-04-16,12:30:00,25.574
2023-04-16,13:00:00,25.355
2023-04-16,13:30:00,25.355
2023-04-16,14:00:00,25.671
2023-04-16,14:30:00,25.744
2023-04-16,15:00:00,25.695
2023-04-16,15:30:00,25.623
2023-04-16,16:00:00,25.598
2023-04-16,16:30:00,25.598
2023-04-16,17:00:00,25.574
2023-04-16,17:30:00,25.525
2023-04-16,18:00:00,25.453
2023-04-16,18:30:00,25.428
2023-04-16,19:00:00,25.355
2023-04-16,19:30:00,25.283
2023-04-16,20:00:00,25.234
2023-04-16,20:30:00,25.162
2023-04-16,21:00:00,25.113
2023-04-16,21:30:00,25.065
2023-04-16,22:00:00,25.016
2023-04-16,22:30:00,25.04
2023-04-16,23:00:00,25.21
2023-04-16,23:30:00,25.283
2023-04-17,0:00:00,25.307
2023-04-17,0:30:00,25.331
2023-04-17,1:00:00,25.355
2023-04-17,1:30:00,25.38
2023-04-17,2:00:00,25.404
2023-04-17,2:30:00,25.404
2023-04-17,3:00:00,25.38
2023-04-17,3:30:00,25.331
2023-04-17,4:00:00,25.234
2023-04-17,4:30:00,25.258
2023-04-17,5:00:00,25.234
2023-04-17,5:30:00,25.21
2023-04-17,6:00:00,25.162
2023-04-17,6:30:00,25.162
2023-04-17,7:00:00,25.162
2023-04-17,7:30:00,25.065
2023-04-17,8:00:00,25.113
