sample,analysis_type_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18
C42.2/C1/C42a-C1b-C3-C1j-C1au-C1az,1585933,-0.1080222226737199,-0.003540637972132345,0.003316736465953835,0.0009488190372500274,0.00020613384759187673,0.0017683289694743782,9.594818295902933e-05,-0.00017950504369098515,0.00436904748641468,0.002105858564123098,0.0006029210863108958,0.001331458685137122,-7.41127800786277e-05,-0.0,0.0,0.0,0.0,0.0
C42a/C1/C42.2/C1b/C3-C1j-C1au-C115k,1585934,-0.11443655318959474,-0.007194510549928495,-0.0028380969389346635,-7.731276239217499e-05,9.124257273026487e-05,0.0005569419675857198,-0.0020216640366953614,-8.874089484484435e-05,-0.0009388790055155984,-0.0017957598168316926,-8.097620706368268e-05,-0.0004255882144700332,3.7892978819708855e-05,-0.0,0.0,0.0,0.0,0.0
C15/C42.2/C42a-C1-C1b-C1au,1587213,-0.017668158751218927,-0.02458690292977853,0.02271619153131477,0.0026467713784835466,6.506292790980201e-05,0.0005744729164547779,4.7510101639787547e-05,7.847838569278903e-05,0.0004515069778975365,-0.00015047631576861845,-3.083848647379212e-05,-7.7645440013365e-05,5.240270142242204e-06,-0.0,0.0,0.0,0.0,0.0
C42a/C1/C42.2/C1b/C1j-C1ci-C1au-C3,1588633,-0.11191532666612651,-0.007640096165750355,-0.005047728238945608,-0.00044839953488474147,0.00015152497613529715,-0.007420545008616282,0.006123217714606772,-0.0005125018853707331,0.0008136923847079118,-0.0037275649419619876,0.0001602738975392853,0.0003742979486334669,-2.1397526626764798e-05,-0.0,0.0,0.0,0.0,0.0
C1/C42a/C42.2/C1b/C1j-C1au-C3-C115l,1586603,-0.11106912395500815,-0.009942730581716455,-0.0024520860851249245,-1.5282858285040316e-05,0.0002886566440717114,-0.01060476605504558,-0.0007387297917816964,0.00019910744975769524,-0.0005990066010642392,0.0039887507771198625,-0.0003067595520593129,-0.0006525128137466258,3.354630664373593e-05,-0.0,0.0,0.0,0.0,0.0
C42a/C42aw/C1-C42.2-C1b-C1j-C1au-C3,1586098,-0.12942909907712255,-0.015875463108372578,-0.010620828659034878,-0.0016569048312832337,-0.0005068753347690422,0.011588661754663585,0.002466618456014509,-6.100538909141142e-05,0.00032728016622291347,0.0009765531892084845,-0.00018992167003701262,-0.0003873868563858398,1.9321894764051304e-05,-0.0,0.0,0.0,0.0,0.0
C42a/C42.2/C1-C1au-C1b-C3-C115k,1586361,-0.11440034392206054,-0.007880476068510823,-0.00032845807990980946,0.00030002229168611444,0.000147244367797335,0.00028302274836125736,-0.007733331631277196,0.00043038428697925673,-0.0029029904592199215,-0.0017998338738266246,0.00015220778028401043,0.0004680139097990005,-3.304128775479143e-05,-0.0,0.0,0.0,0.0,0.0
C1/C3/C42.2,1586365,-0.07976930825521904,0.011795375036599054,-0.001716598536252095,0.00046507814914757207,0.00025327487788608533,0.001847457724324353,0.0011331742519235285,-0.0007184780693549691,0.0005858233881303659,-0.00024168163995842,-0.00033161714016056824,-0.0012499241502654723,7.331619063444309e-05,-0.0,0.0,0.0,0.0,0.0
C42dh/C1-C42.2-C1b-C42dz,1587322,-0.13357338521808795,0.04184172206754015,0.01636943574075406,0.0021257826039522178,0.000120066706122825,0.0009676595217834414,7.622744409218596e-05,-7.047158616369431e-05,0.0002877209325962987,-0.0001482414868586431,-2.042602922870016e-05,-6.149401514103257e-05,4.116516687661156e-06,-0.0,0.0,0.0,0.0,0.0
C1/C93a,1587514,-0.005944588262889475,0.009699203280949042,-0.005019637530766538,0.00014681806862462926,7.823537821595924e-05,0.0012230249910221086,0.0036202546885819122,0.0004916013977045662,-0.0063018384075218875,0.0015486955506197764,0.00025777320618631947,0.0008074188827769247,-5.015737510933619e-05,-0.0,0.0,0.0,0.0,0.0
