"","Colony_ID","Run.x","Interval","Light_Value","N_points","O2_start","O2_end","DeltaT_min","DeltaT_max","O2_min","O2_max","Slope","Date","Project","Timepoint","Run.y","Chamber","Species","Phenotype","Chamber_Volume_mL","Notes","...11","...12","...13","X","Without_wax_weight_g","With_wax_weight_g","delta.mass.g","surface.area.cm2","Chamber_Volume_L","Slope_norm"
"90","236",2,6,1284,201,-14.512705,8.01829499999999,170.104,180.104,-14.512705,8.01829499999999,2.29961247099286,2025-10-02,"CAREER - Phys","October_2025",2,3,"Porites compressa","Resistant",228.604,NA,NA,NA,NA,311,7.2938,8.1209,0.827100000000001,19.436109956724,0.228604,1.62285748688199
"91","236",2,7,1570,301,12.34287,48.99987,181.105,196.104,12.34287,48.99987,2.55556805154564,2025-10-02,"CAREER - Phys","October_2025",2,3,"Porites compressa","Resistant",228.604,NA,NA,NA,NA,311,7.2938,8.1209,0.827100000000001,19.436109956724,0.228604,1.80348767368471
"92","201",5,1,0,300,25.0139102990033,18.2399102990033,521.138,536.087,17.6999102990033,26.4299102990033,-0.689999528802106,2025-10-02,"CAREER - Phys","October_2025",5,3,"Montipora capitata","Susceptible",240.06,NA,NA,NA,NA,294,3.8172,4.5268,0.7096,16.6749650892169,0.24006,-0.596011875280079
"93","201",5,2,220,287,-21.2918063380282,-20.9388063380282,443.787,458.088,-22.0178063380282,-20.8828063380282,0.0423583543132737,2025-10-02,"CAREER - Phys","October_2025",5,3,"Montipora capitata","Susceptible",240.06,NA,NA,NA,NA,294,3.8172,4.5268,0.7096,16.6749650892169,0.24006,0.0365885498963478
"94","201",5,3,445,200,-19.5993930348259,-16.6713930348259,459.138,469.088,-19.6543930348259,-16.4713930348259,0.333903100636883,2025-10-02,"CAREER - Phys","October_2025",5,3,"Montipora capitata","Susceptible",240.06,NA,NA,NA,NA,294,3.8172,4.5268,0.7096,16.6749650892169,0.24006,0.288420795761875
"95","201",5,4,707,200,-14.7934626865672,-9.53046268656718,470.138,480.088,-14.9844626865672,-9.46846268656716,0.550724918724685,2025-10-02,"CAREER - Phys","October_2025",5,3,"Montipora capitata","Susceptible",240.06,NA,NA,NA,NA,294,3.8172,4.5268,0.7096,16.6749650892169,0.24006,0.475708428587504
"96","201",5,5,1013,220,-7.34707692307691,-0.179076923076934,481.138,492.088,-7.43007692307691,-0.115076923076913,0.704662126211347,2025-10-02,"CAREER - Phys","October_2025",5,3,"Montipora capitata","Susceptible",240.06,NA,NA,NA,NA,294,3.8172,4.5268,0.7096,16.6749650892169,0.24006,0.608677220419561
"97","201",5,6,1284,200,2.06761691542289,9.08261691542288,493.138,503.088,2.06761691542289,9.25561691542288,0.738412335170166,2025-10-02,"CAREER - Phys","October_2025",5,3,"Montipora capitata","Susceptible",240.06,NA,NA,NA,NA,294,3.8172,4.5268,0.7096,16.6749650892169,0.24006,0.637830175592679
"98","201",5,7,1570,320,11.3887445482866,23.1837445482866,504.138,520.088,11.3887445482866,23.3657445482866,0.771268327123764,2025-10-02,"CAREER - Phys","October_2025",5,3,"Montipora capitata","Susceptible",240.06,NA,NA,NA,NA,294,3.8172,4.5268,0.7096,16.6749650892169,0.24006,0.66621071871051
"99","214",1,1,0,312,35.3143782051282,26.2113782051282,81.116,96.667,26.1373782051282,35.3243782051282,-0.686635959798076,2025-10-02,"CAREER - Phys","October_2025",1,4,"Montipora capitata","Resistant",242.347,NA,NA,NA,NA,304,3.5887,3.9145,0.3258,7.65600849220249,0.242347,-1.30410642923396
"100","214",1,2,220,285,0.491904929577458,1.53290492957746,2.87,17.066,0.145904929577483,1.61090492957746,0.0905328073902121,2025-10-02,"CAREER - Phys","October_2025",1,4,"Montipora capitata","Resistant",242.347,NA,NA,NA,NA,304,3.5887,3.9145,0.3258,7.65600849220249,0.242347,0.171946159372276
"101","214",1,3,445,200,0.790009999999995,3.47700999999998,19.116,29.066,0.731009999999998,3.49800999999999,0.264593324815605,2025-10-02,"CAREER - Phys","October_2025",1,4,"Montipora capitata","Resistant",242.347,NA,NA,NA,NA,304,3.5887,3.9145,0.3258,7.65600849220249,0.242347,0.502533913496015
"102","214",1,4,707,220,4.20195000000001,8.93494999999999,30.116,41.066,4.14894999999999,8.97694999999999,0.474605901207969,2025-10-02,"CAREER - Phys","October_2025",1,4,"Montipora capitata","Resistant",242.347,NA,NA,NA,NA,304,3.5887,3.9145,0.3258,7.65600849220249,0.242347,0.901404300613246
"103","214",1,5,1013,200,10.168545,16.003545,42.116,52.066,10.168545,16.003545,0.593791506463477,2025-10-02,"CAREER - Phys","October_2025",1,4,"Montipora capitata","Resistant",242.347,NA,NA,NA,NA,304,3.5887,3.9145,0.3258,7.65600849220249,0.242347,1.12776983225764
"104","214",1,6,1284,200,17.23402,23.36602,53.116,63.067,17.23402,23.36602,0.622560936608853,2025-10-02,"CAREER - Phys","October_2025",1,4,"Montipora capitata","Resistant",242.347,NA,NA,NA,NA,304,3.5887,3.9145,0.3258,7.65600849220249,0.242347,1.18241072060991
"105","214",1,7,1570,320,24.5918625,33.9468625,64.116,80.066,24.5918625,34.0588625,0.58785756053371,2025-10-02,"CAREER - Phys","October_2025",1,4,"Montipora capitata","Resistant",242.347,NA,NA,NA,NA,304,3.5887,3.9145,0.3258,7.65600849220249,0.242347,1.11649967239008
"106","12",3,1,0,300,41.8024651162791,35.6264651162791,303.1,318.05,35.4034651162791,42.0904651162791,-0.556815309269002,2025-10-02,"CAREER - Phys","October_2025",3,4,"Montipora capitata","Resistant",239.043,NA,NA,NA,NA,283,2.7166,3.1647,0.4481,10.5299490649353,0.239043,-0.758424192668635
"107","12",3,2,220,325,-8.46749221183799,-6.70449221183799,224.847,241.05,-9.19649221183801,-6.618492211838,0.196588049530458,2025-10-02,"CAREER - Phys","October_2025",3,4,"Montipora capitata","Resistant",239.043,NA,NA,NA,NA,283,2.7166,3.1647,0.4481,10.5299490649353,0.239043,0.267767660607567
"108","12",3,3,445,200,-5.92794029850748,-1.41394029850747,242.1,252.05,-5.92794029850748,-1.41394029850747,0.436759558091386,2025-10-02,"CAREER - Phys","October_2025",3,4,"Montipora capitata","Resistant",239.043,NA,NA,NA,NA,283,2.7166,3.1647,0.4481,10.5299490649353,0.239043,0.594899259631778
"109","12",3,4,707,220,-0.320095022624429,6.96290497737556,253.1,264.05,-0.320095022624429,7.01490497737558,0.686702335350646,2025-10-02,"CAREER - Phys","October_2025",3,4,"Montipora capitata","Resistant",239.043,NA,NA,NA,NA,283,2.7166,3.1647,0.4481,10.5299490649353,0.239043,0.935340059122498
"110","12",3,5,1013,200,8.62798507462688,16.2629850746269,265.1,275.05,8.60298507462687,16.3219850746269,0.774966101694917,2025-10-02,"CAREER - Phys","October_2025",3,4,"Montipora capitata","Resistant",239.043,NA,NA,NA,NA,283,2.7166,3.1647,0.4481,10.5299490649353,0.239043,1.05556192554249
"111","12",3,6,1284,200,17.6343482587065,25.9213482587065,276.1,286.05,17.6343482587065,25.9643482587065,0.823887435051393,2025-10-02,"CAREER - Phys","October_2025",3,4,"Montipora capitata","Resistant",239.043,NA,NA,NA,NA,283,2.7166,3.1647,0.4481,10.5299490649353,0.239043,1.12219644894284
"112","12",3,7,1570,300,27.4814817275748,39.6774817275748,287.1,302.05,27.4814817275748,39.6834817275748,0.819687871738795,2025-10-02,"CAREER - Phys","October_2025",3,4,"Montipora capitata","Resistant",239.043,NA,NA,NA,NA,283,2.7166,3.1647,0.4481,10.5299490649353,0.239043,1.11647632889245
"113","2",4,1,0,300,122.026703333333,109.884703333333,412.117,427.067,109.884703333333,122.470703333333,-0.950932044361351,2025-10-02,"CAREER - Phys","October_2025",4,4,"Montipora capitata","Resistant",238.208,"Temp probe was sticking out a little during 10% light, stuck back in all the way at start of 20% light",NA,NA,NA,280,3.3506,4,0.6494,15.2603189528431,0.238208,-0.890622094295191
"114","2",4,2,220,308,56.458572815534,49.865572815534,333.71,349.067,49.340572815534,58.267572815534,0.0373446060489394,2025-10-02,"CAREER - Phys","October_2025",4,4,"Montipora capitata","Resistant",238.208,"Temp probe was sticking out a little during 10% light, stuck back in all the way at start of 20% light",NA,NA,NA,280,3.3506,4,0.6494,15.2603189528431,0.238208,0.0349761388809573
"115","2",4,3,445,200,50.865165,54.727165,350.116,360.067,49.198165,54.727165,0.636227786469877,2025-10-02,"CAREER - Phys","October_2025",4,4,"Montipora capitata","Resistant",238.208,"Temp probe was sticking out a little during 10% light, stuck back in all the way at start of 20% light",NA,NA,NA,280,3.3506,4,0.6494,15.2603189528431,0.238208,0.595876989312261
"116","2",4,4,707,200,56.38764,66.65164,361.117,371.067,56.36664,66.65164,1.09911446413543,2025-10-02,"CAREER - Phys","October_2025",4,4,"Montipora capitata","Resistant",238.208,"Temp probe was sticking out a little during 10% light, stuck back in all the way at start of 20% light",NA,NA,NA,280,3.3506,4,0.6494,15.2603189528431,0.238208,1.02940649831173
"117","2",4,5,1013,220,68.7262,82.3632,372.117,383.067,68.7262,82.4632,1.27014192598038,2025-10-02,"CAREER - Phys","October_2025",4,4,"Montipora capitata","Resistant",238.208,"Temp probe was sticking out a little during 10% light, stuck back in all the way at start of 20% light",NA,NA,NA,280,3.3506,4,0.6494,15.2603189528431,0.238208,1.18958706763164
"118","2",4,6,1284,200,84.69258,98.06558,384.117,394.066,84.69258,98.06558,1.33301414088464,2025-10-02,"CAREER - Phys","October_2025",4,4,"Montipora capitata","Resistant",238.208,"Temp probe was sticking out a little during 10% light, stuck back in all the way at start of 20% light",NA,NA,NA,280,3.3506,4,0.6494,15.2603189528431,0.238208,1.24847180502485
"119","2",4,7,1570,320,100.7115,120.7265,395.116,411.067,100.5555,120.7265,1.31371668175542,2025-10-02,"CAREER - Phys","October_2025",4,4,"Montipora capitata","Resistant",238.208,"Temp probe was sticking out a little during 10% light, stuck back in all the way at start of 20% light",NA,NA,NA,280,3.3506,4,0.6494,15.2603189528431,0.238208,1.2303982280893
"120","242",5,1,0,300,90.2829102990033,81.4069102990033,521.117,536.066,81.4069102990033,90.7229102990033,-0.683080587308958,2025-10-02,"CAREER - Phys","October_2025",5,4,"Porites compressa","Resistant",243.826,NA,NA,NA,NA,317,2.1633,2.4746,0.3113,7.31527146599949,0.243826,-1.36606939104293
"121","242",5,2,220,286,31.6371936619718,30.9291936619719,443.808,458.067,30.7921936619719,31.6371936619718,-0.01117669357358,2025-10-02,"CAREER - Phys","October_2025",5,4,"Porites compressa","Resistant",243.826,NA,NA,NA,NA,317,2.1633,2.4746,0.3113,7.31527146599949,0.243826,-0.0223518853669723
"122","242",5,3,445,200,32.5986069651741,35.1896069651741,459.117,469.067,32.4826069651741,35.2416069651741,0.288591892426341,2025-10-02,"CAREER - Phys","October_2025",5,4,"Porites compressa","Resistant",243.826,NA,NA,NA,NA,317,2.1633,2.4746,0.3113,7.31527146599949,0.243826,0.577145007589661
"123","242",5,4,707,200,37.0225373134328,42.8295373134328,470.117,480.067,36.8745373134328,42.8295373134328,0.62295853801261,2025-10-02,"CAREER - Phys","October_2025",5,4,"Porites compressa","Resistant",243.826,NA,NA,NA,NA,317,2.1633,2.4746,0.3113,7.31527146599949,0.243826,1.24583337087717
"124","242",5,5,1013,220,45.0189230769231,54.0959230769231,481.117,492.067,45.0089230769231,54.3049230769231,0.853416505296799,2025-10-02,"CAREER - Phys","October_2025",5,4,"Porites compressa","Resistant",243.826,NA,NA,NA,NA,317,2.1633,2.4746,0.3113,7.31527146599949,0.243826,1.70671833947095
"125","242",5,6,1284,200,56.6486169154229,66.7966169154229,493.117,503.066,56.4606169154229,66.7966169154229,1.03428867695204,2025-10-02,"CAREER - Phys","October_2025",5,4,"Porites compressa","Resistant",243.826,NA,NA,NA,NA,317,2.1633,2.4746,0.3113,7.31527146599949,0.243826,2.06843837950765
"126","242",5,7,1570,320,69.3037445482866,87.8297445482866,504.116,520.067,69.3037445482866,87.8897445482866,1.19578591375253,2025-10-02,"CAREER - Phys","October_2025",5,4,"Porites compressa","Resistant",243.826,NA,NA,NA,NA,317,2.1633,2.4746,0.3113,7.31527146599949,0.243826,2.39141115318913
"127","213",2,1,0,300,86.3892066666667,74.2752066666667,197.117,212.067,74.0772066666667,87.2872066666667,-1.0380546629857,2025-10-02,"CAREER - Phys","October_2025",2,5,"Montipora capitata","Susceptible",244.653,NA,NA,NA,NA,303,2.3337,3.2647,0.931,21.8776669927579,0.244653,-0.696499825728699
"128","213",2,2,220,315,-6.5320664556962,-3.92706645569621,120.362,136.067,-6.87506645569621,-3.87406645569621,0.243197309041951,2025-10-02,"CAREER - Phys","October_2025",2,5,"Montipora capitata","Susceptible",244.653,NA,NA,NA,NA,303,2.3337,3.2647,0.931,21.8776669927579,0.244653,0.163177228912213
"129","213",2,3,445,200,-2.612425,4.56757500000001,137.116,147.066,-2.63742500000001,4.56757500000001,0.754369759307778,2025-10-02,"CAREER - Phys","October_2025",2,5,"Montipora capitata","Susceptible",244.653,NA,NA,NA,NA,303,2.3337,3.2647,0.931,21.8776669927579,0.244653,0.506156780204269
"130","213",2,4,707,200,6.42946500000002,18.474465,148.117,158.066,6.42946500000002,18.474465,1.22680590520154,2025-10-02,"CAREER - Phys","October_2025",2,5,"Montipora capitata","Susceptible",244.653,NA,NA,NA,NA,303,2.3337,3.2647,0.931,21.8776669927579,0.244653,0.823145571850856
"131","213",2,5,1013,200,20.87196,35.59396,159.117,169.066,20.87196,35.61196,1.50371922308689,2025-10-02,"CAREER - Phys","October_2025",2,5,"Montipora capitata","Susceptible",244.653,NA,NA,NA,NA,303,2.3337,3.2647,0.931,21.8776669927579,0.244653,1.0089451106674
"132","213",2,6,1284,200,38.561295,54.593295,170.116,180.067,38.561295,54.593295,1.61164229968216,2025-10-02,"CAREER - Phys","October_2025",2,5,"Montipora capitata","Susceptible",244.653,NA,NA,NA,NA,303,2.3337,3.2647,0.931,21.8776669927579,0.244653,1.0813578714988
"133","213",2,7,1570,300,57.72887,82.34987,181.117,196.067,57.72887,82.34987,1.61290240565281,2025-10-02,"CAREER - Phys","October_2025",2,5,"Montipora capitata","Susceptible",244.653,NA,NA,NA,NA,303,2.3337,3.2647,0.931,21.8776669927579,0.244653,1.08220336029651
"134","240",3,1,0,300,140.431465116279,115.085465116279,303.117,318.067,114.926465116279,141.077465116279,-1.98173619560105,2025-10-02,"CAREER - Phys","October_2025",3,5,"Porites compressa","Resistant",237.832,NA,NA,NA,NA,315,7.0386,7.6926,0.654,15.3684148370179,0.237832,-1.84008678007671
"135","240",3,2,220,324,-9.719492211838,-5.69349221183799,224.908,241.067,-10.811492211838,-5.539492211838,0.429682089393115,2025-10-02,"CAREER - Phys","October_2025",3,5,"Porites compressa","Resistant",237.832,NA,NA,NA,NA,315,7.0386,7.6926,0.654,15.3684148370179,0.237832,0.398969516771736
"136","240",3,3,445,200,-4.56694029850746,7.03905970149253,242.116,252.067,-4.56694029850746,7.03905970149253,1.21296119010235,2025-10-02,"CAREER - Phys","October_2025",3,5,"Porites compressa","Resistant",237.832,NA,NA,NA,NA,315,7.0386,7.6926,0.654,15.3684148370179,0.237832,1.12626183828494
"137","240",3,4,707,220,8.92990497737557,31.0159049773756,253.117,264.067,8.92990497737557,31.0159049773756,2.16147097227325,2025-10-02,"CAREER - Phys","October_2025",3,5,"Porites compressa","Resistant",237.832,NA,NA,NA,NA,315,7.0386,7.6926,0.654,15.3684148370179,0.237832,2.00697457634782
"138","240",3,5,1013,200,34.2119850746269,58.9699850746269,265.117,275.067,34.0429850746269,59.1359850746269,2.53828001382439,2025-10-02,"CAREER - Phys","October_2025",3,5,"Porites compressa","Resistant",237.832,NA,NA,NA,NA,315,7.0386,7.6926,0.654,15.3684148370179,0.237832,2.35685027499566
"139","240",3,6,1284,200,62.3073482587065,88.8253482587064,276.117,286.067,62.1673482587065,89.0173482587064,2.71402659429305,2025-10-02,"CAREER - Phys","October_2025",3,5,"Porites compressa","Resistant",237.832,NA,NA,NA,NA,315,7.0386,7.6926,0.654,15.3684148370179,0.237832,2.52003494108891
"140","240",3,7,1570,300,92.6814817275748,136.070481727575,287.116,302.067,92.6814817275748,136.239481727575,2.94210149567901,2025-10-02,"CAREER - Phys","October_2025",3,5,"Porites compressa","Resistant",237.832,NA,NA,NA,NA,315,7.0386,7.6926,0.654,15.3684148370179,0.237832,2.73180763406347
"141","248",4,1,0,300,218.197703333333,194.085703333333,412.117,427.067,193.856703333333,219.091703333333,-1.91430776249724,2025-10-02,"CAREER - Phys","October_2025",4,5,"Porites compressa","Resistant",236.664,NA,NA,NA,NA,321,6.7742,7.5682,0.794,18.6582895727709,0.236664,-1.45687866147647
"142","248",4,2,220,307,46.816572815534,48.649572815534,333.766,349.067,45.857572815534,48.740572815534,0.249854552986358,2025-10-02,"CAREER - Phys","October_2025",4,5,"Porites compressa","Resistant",236.664,NA,NA,NA,NA,321,6.7742,7.5682,0.794,18.6582895727709,0.236664,0.190151120864554
"143","248",4,3,445,200,49.862165,60.246165,350.116,360.067,49.862165,60.246165,1.11771184828044,2025-10-02,"CAREER - Phys","October_2025",4,5,"Porites compressa","Resistant",236.664,NA,NA,NA,NA,321,6.7742,7.5682,0.794,18.6582895727709,0.236664,0.850631530279629
"144","248",4,4,707,200,62.38664,81.81664,361.117,371.067,62.30764,81.81664,2.05765936122788,2025-10-02,"CAREER - Phys","October_2025",4,5,"Porites compressa","Resistant",236.664,NA,NA,NA,NA,321,6.7742,7.5682,0.794,18.6582895727709,0.236664,1.56597600171123
"145","248",4,5,1013,220,85.2262,114.6122,372.117,383.067,84.9572,114.6122,2.72178832182968,2025-10-02,"CAREER - Phys","October_2025",4,5,"Porites compressa","Resistant",236.664,NA,NA,NA,NA,321,6.7742,7.5682,0.794,18.6582895727709,0.236664,2.07140952192384
"146","248",4,6,1284,200,118.50958,151.15358,384.117,394.066,118.45158,151.24058,3.32255432934946,2025-10-02,"CAREER - Phys","October_2025",4,5,"Porites compressa","Resistant",236.664,NA,NA,NA,NA,321,6.7742,7.5682,0.794,18.6582895727709,0.236664,2.52862084083644
"147","248",4,7,1570,320,155.7515,215.5865,395.116,411.067,155.7515,215.5865,3.77519643181647,2025-10-02,"CAREER - Phys","October_2025",4,5,"Porites compressa","Resistant",236.664,NA,NA,NA,NA,321,6.7742,7.5682,0.794,18.6582895727709,0.236664,2.87310286890374
"148","43",5,1,0,300,136.836910299003,121.566910299003,521.1,536.05,121.566910299003,138.109910299003,-1.30165183493223,2025-10-02,"CAREER - Phys","October_2025",5,5,"Porites compressa","Susceptible",236.996,NA,NA,NA,NA,292,4.1733,4.6989,0.5256,12.3511297222272,0.236996,-1.49858167734946
"149","43",5,2,220,285,29.9511936619718,29.4981936619718,443.844,458.05,29.1821936619718,30.1951936619718,-0.0107515844585284,2025-10-02,"CAREER - Phys","October_2025",5,5,"Porites compressa","Susceptible",236.996,NA,NA,NA,NA,292,4.1733,4.6989,0.5256,12.3511297222272,0.236996,-0.0123782159250478
"150","43",5,3,445,200,30.9746069651741,35.7096069651741,459.1,469.05,30.8376069651741,35.7106069651741,0.559228533094811,2025-10-02,"CAREER - Phys","October_2025",5,5,"Porites compressa","Susceptible",236.996,NA,NA,NA,NA,292,4.1733,4.6989,0.5256,12.3511297222272,0.236996,0.643835479393405
"151","43",5,4,707,200,37.7795373134328,49.3525373134328,470.1,480.05,37.7265373134328,49.3525373134328,1.23496268337842,2025-10-02,"CAREER - Phys","October_2025",5,5,"Porites compressa","Susceptible",236.996,NA,NA,NA,NA,292,4.1733,4.6989,0.5256,12.3511297222272,0.236996,1.42180297361742
"152","43",5,5,1013,220,52.3179230769231,69.8259230769231,481.1,492.05,52.2839230769231,69.9629230769231,1.67869056072184,2025-10-02,"CAREER - Phys","October_2025",5,5,"Porites compressa","Susceptible",236.996,NA,NA,NA,NA,292,4.1733,4.6989,0.5256,12.3511297222272,0.236996,1.93266344250051
"153","43",5,6,1284,200,73.1756169154229,92.5546169154229,493.1,503.05,73.1756169154229,92.5566169154229,1.91044580984693,2025-10-02,"CAREER - Phys","October_2025",5,5,"Porites compressa","Susceptible",236.996,NA,NA,NA,NA,292,4.1733,4.6989,0.5256,12.3511297222272,0.236996,2.19948146606708
"154","43",5,7,1570,320,96.3777445482866,132.798744548287,504.1,520.05,96.2897445482866,132.798744548287,2.3574546773024,2025-10-02,"CAREER - Phys","October_2025",5,5,"Porites compressa","Susceptible",236.996,NA,NA,NA,NA,292,4.1733,4.6989,0.5256,12.3511297222272,0.236996,2.71411931345765
"155","244",1,1,0,314,107.596378205128,84.6543782051282,81.117,96.767,84.6543782051282,108.427378205128,-1.78081983281403,2025-10-02,"CAREER - Phys","October_2025",1,6,"Porites compressa","Resistant",239.991,NA,NA,NA,NA,319,6.6574,7.3389,0.6815,16.0146402315408,0.239991,-1.60121261414969
"156","244",1,2,220,283,-1.68709507042254,-5.21609507042254,2.969,17.067,-5.30909507042253,-1.68709507042254,-0.213410756713947,2025-10-02,"CAREER - Phys","October_2025",1,6,"Porites compressa","Resistant",239.991,NA,NA,NA,NA,319,6.6574,7.3389,0.6815,16.0146402315408,0.239991,-0.191886899139947
"157","244",1,3,445,200,-6.49499,-1.68099000000001,19.117,29.067,-6.59099000000001,-1.64699000000002,0.560188719555618,2025-10-02,"CAREER - Phys","October_2025",1,6,"Porites compressa","Resistant",239.991,NA,NA,NA,NA,319,6.6574,7.3389,0.6815,16.0146402315408,0.239991,0.503690057539073
"158","244",1,4,707,220,-0.446050000000014,12.95295,30.117,41.067,-0.620049999999992,12.95295,1.42354453693288,2025-10-02,"CAREER - Phys","October_2025",1,6,"Porites compressa","Resistant",239.991,NA,NA,NA,NA,319,6.6574,7.3389,0.6815,16.0146402315408,0.239991,1.27997084676384
"159","244",1,5,1013,200,15.255545,33.868545,42.117,52.067,15.255545,33.868545,1.97475937262612,2025-10-02,"CAREER - Phys","October_2025",1,6,"Porites compressa","Resistant",239.991,NA,NA,NA,NA,319,6.6574,7.3389,0.6815,16.0146402315408,0.239991,1.77559209477284
"160","244",1,6,1284,200,36.75202,59.47802,53.117,63.067,36.71802,59.47802,2.31089133389577,2025-10-02,"CAREER - Phys","October_2025",1,6,"Porites compressa","Resistant",239.991,NA,NA,NA,NA,319,6.6574,7.3389,0.6815,16.0146402315408,0.239991,2.07782296983747
"161","244",1,7,1570,320,62.4628625,104.1798625,64.117,80.067,62.4628625,104.1798625,2.66606473178282,2025-10-02,"CAREER - Phys","October_2025",1,6,"Porites compressa","Resistant",239.991,NA,NA,NA,NA,319,6.6574,7.3389,0.6815,16.0146402315408,0.239991,2.39717482926083
"162","234",2,1,0,301,159.700206666667,142.780206666667,197.101,212.1,142.780206666667,160.916206666667,-1.41724845888869,2025-10-02,"CAREER - Phys","October_2025",2,6,"Porites compressa","Resistant",239.652,NA,NA,NA,NA,309,6.4252,7.1639,0.7387,17.3587890521485,0.239652,-1.17397507389222
"163","234",2,2,220,314,6.70193354430378,16.6059335443038,120.445,136.101,6.2169335443038,16.6059335443038,0.784221748324857,2025-10-02,"CAREER - Phys","October_2025",2,6,"Porites compressa","Resistant",239.652,NA,NA,NA,NA,309,6.4252,7.1639,0.7387,17.3587890521485,0.239652,0.64960859838188
"164","234",2,3,445,201,18.491575,33.062575,137.1,147.1,18.491575,33.062575,1.50484340002206,2025-10-02,"CAREER - Phys","October_2025",2,6,"Porites compressa","Resistant",239.652,NA,NA,NA,NA,309,6.4252,7.1639,0.7387,17.3587890521485,0.239652,1.24653417730466
"165","234",2,4,707,201,35.453465,55.902465,148.101,158.1,35.453465,55.902465,2.16591868549479,2025-10-02,"CAREER - Phys","October_2025",2,6,"Porites compressa","Resistant",239.652,NA,NA,NA,NA,309,6.4252,7.1639,0.7387,17.3587890521485,0.239652,1.79413463666218
"166","234",2,5,1013,201,59.65896,82.48496,159.1,169.1,59.64696,82.48496,2.58550010384088,2025-10-02,"CAREER - Phys","October_2025",2,6,"Porites compressa","Resistant",239.652,NA,NA,NA,NA,309,6.4252,7.1639,0.7387,17.3587890521485,0.239652,2.14169410904495
"167","234",2,6,1284,201,86.042295,111.012295,170.1,180.1,86.042295,111.012295,2.52963685230187,2025-10-02,"CAREER - Phys","October_2025",2,6,"Porites compressa","Resistant",239.652,NA,NA,NA,NA,309,6.4252,7.1639,0.7387,17.3587890521485,0.239652,2.09541989054639
"168","234",2,7,1570,301,115.22687,155.66287,181.101,196.1,115.21287,155.75887,2.92244027072422,2025-10-02,"CAREER - Phys","October_2025",2,6,"Porites compressa","Resistant",239.652,NA,NA,NA,NA,309,6.4252,7.1639,0.7387,17.3587890521485,0.239652,2.420797857462
"169","211",3,1,0,300,55.3434651162791,50.0424651162791,303.133,318.084,49.7894651162791,56.0564651162791,-0.501751128725506,2025-10-02,"CAREER - Phys","October_2025",3,6,"Montipora capitata","Susceptible",243.103,NA,NA,NA,NA,302,1.4755,1.9621,0.4866,11.4346646172674,0.243103,-0.64003908498913
"170","211",3,2,220,323,13.086507788162,7.49050778816201,224.976,241.084,4.86250778816199,13.086507788162,0.222826382932472,2025-10-02,"CAREER - Phys","October_2025",3,6,"Montipora capitata","Susceptible",243.103,NA,NA,NA,NA,302,1.4755,1.9621,0.4866,11.4346646172674,0.243103,0.284239707852374
"171","211",3,3,445,200,8.27005970149253,12.2790597014925,242.133,252.084,8.19405970149253,12.4890597014925,0.446519522453791,2025-10-02,"CAREER - Phys","October_2025",3,6,"Montipora capitata","Susceptible",243.103,NA,NA,NA,NA,302,1.4755,1.9621,0.4866,11.4346646172674,0.243103,0.569585059643094
"172","211",3,4,707,220,13.8679049773756,21.5239049773756,253.134,264.084,13.6239049773756,21.5239049773756,0.740345812721361,2025-10-02,"CAREER - Phys","October_2025",3,6,"Montipora capitata","Susceptible",243.103,NA,NA,NA,NA,302,1.4755,1.9621,0.4866,11.4346646172674,0.243103,0.944393005658675
"173","211",3,5,1013,200,22.8839850746269,30.9099850746269,265.134,275.084,22.8839850746269,30.9099850746269,0.79465830253597,2025-10-02,"CAREER - Phys","October_2025",3,6,"Montipora capitata","Susceptible",243.103,NA,NA,NA,NA,302,1.4755,1.9621,0.4866,11.4346646172674,0.243103,1.01367459626062
"174","211",3,6,1284,200,31.9753482587065,40.0953482587065,276.134,286.084,31.9753482587065,40.0953482587065,0.812681739653745,2025-10-02,"CAREER - Phys","October_2025",3,6,"Montipora capitata","Susceptible",243.103,NA,NA,NA,NA,302,1.4755,1.9621,0.4866,11.4346646172674,0.243103,1.03666548465288
"175","211",3,7,1570,300,41.7864817275748,53.2914817275748,287.133,302.083,41.7514817275748,53.3584817275748,0.78025438873958,2025-10-02,"CAREER - Phys","October_2025",3,6,"Montipora capitata","Susceptible",243.103,NA,NA,NA,NA,302,1.4755,1.9621,0.4866,11.4346646172674,0.243103,0.995300810376129
"176","19",4,1,0,300,124.514703333333,113.513703333333,412.117,427.067,113.342703333333,125.622703333333,-1.04717163101366,2025-10-02,"CAREER - Phys","October_2025",4,6,"Montipora capitata","Susceptible",245.86,NA,NA,NA,NA,284,4.4934,5.1,0.606599999999999,14.2545572479129,0.24586,-1.0836855023556
"177","19",4,2,220,306,57.526572815534,56.476572815534,333.818,349.067,55.601572815534,57.526572815534,0.0511937749175318,2025-10-02,"CAREER - Phys","October_2025",4,6,"Montipora capitata","Susceptible",245.86,NA,NA,NA,NA,284,4.4934,5.1,0.606599999999999,14.2545572479129,0.24586,0.0529788527934836
"178","19",4,3,445,200,57.746165,62.146165,350.117,360.067,57.493165,62.146165,0.532392794948137,2025-10-02,"CAREER - Phys","October_2025",4,6,"Montipora capitata","Susceptible",245.86,NA,NA,NA,NA,284,4.4934,5.1,0.606599999999999,14.2545572479129,0.24586,0.55095682155311
