sample_uid	A1	A1gr	A2r	A1gd	A2q	A1bf	A1oa	A1fi	737032_A	B14a	C1	C42.2	C1b	C42a	C15	C1au	C1j	C3	C115k	C1hr	C1kz	C115x	C1fi	C3cg	C3.12	C41p	C42do	21705_C	C42ao	C3eq	C45e	C1ci	C15ci	C115l	C1ef	C45c	21933_C	90687_C	33774_C	C1h	C42aw	C1ro	43268_C	C15ch	C15cf	C15n	C15cj	C15ie	C15ce	C42dh	21719_C	C42bt	C15cl	C15l	C15ip	452754_C	19656_C	52544_C	C115d	C1az	C78b	C15cc	48996_C	C15cm	C15ck	C93a	C3dc	C15il	C15qa	C15ry	C15jl	70133_C	C15in	43280_C	C15i	C15io	14093_C	C23a	281_C	C15qg	C1fh	48819_C	C15hd	C93l	C15qd	70891_C	C15my	70886_C	70898_C	19017_C	43281_C	C15qf	453581_C	C15qc	270451_C	C15kk	C15qe	C93b	C15bp	3448131_C	C15dn	C116bt	354638_C	70940_C	70896_C	70894_C	411_C	46177_C	C15sd	C15sj	57694_C	43315_C	C1lu	C15ui	107772_C	21844_C	452760_C	26204_C	C1w	91839_C	453336_C	C1mb	43279_C	C1kf	C3u	C42av	C116bu	70895_C	22188_C	52535_C	28316_C	C116	C1t	C15aj	22184_C	452856_C	C42at	C15bo	70887_C	63457_C	23865_C	43306_C	C3mk	463723_C	90526_C	70533_C	454642_C	33742_C	18555_C	C15eo	650299_C	C1li	C3cx	C1kg	604_C	483821_C	70888_C	14618_C	61484_C	139_C	C42dz	755970_C	277715_C	14297_C	C15bc	206_C	91076_C	452851_C	93837_C	C116ak	1180449_C	28411_C	650183_C	8440_C	43299_C	650261_C	8728_C	C3.2	6177213_C	38366_C	6177214_C	102_C	54834_C	8196_C	58198_C	70960_C	C15yq	90777_C	92728_C	16044_C	70892_C	96008_C	452755_C	C15qi	C3zg	C3gk	C15gr	70900_C	773_C	650239_C	1098762_C	C42cz	5689_C	1180313_C	D1h	D6	69355_D	D1	D1ke	6177215_D	13914_D	476435_D	1204868_D	6177216_D	G3a	G3ac	G3ai	G3bi	G3fb	73495_G	481260_G	G3bg	G3dq	6177211_G	481262_G	484567_G	483646_G	484565_G	589688_G	481261_G	482926_G	481662_G	70451_G	482720_G	682711_G	G3x	671887_G	518643_G	589692_G	2177526_G	682709_G	589767_G	2177880_G	1236401_G	G3cm	6177212_G	482925_G	6177210_G	589699_G	589653_G	G3ax
256528	0	0	0	0	0	0	0	0	0	0	26504	19478	10645	7615	0	6488	6504	3543	2133	835	1503	991	807	825	1103	597	871	590	886	0	1717	813	0	600	0	0	467	0	0	0	0	0	0	0	0	0	0	0	0	0	591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256512	0	0	0	0	0	0	0	0	0	0	27749	21637	10054	9191	0	7441	7541	4165	2753	1060	1539	1282	926	849	1190	715	704	606	0	0	1889	773	0	691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	575	0	0	0	0	0	0	0	0	0	652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256457	0	0	0	0	0	0	0	0	0	0	33951	25068	10928	13733	0	10209	6519	4083	2600	1225	1181	1177	1210	804	1670	786	947	0	1447	894	1262	0	0	920	0	894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	671	768	0	0	0	0	0	0	0	696	0	0	0	0	0	0	693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256504	0	0	0	0	0	0	0	0	0	0	22465	17094	7775	7026	0	5883	6920	3223	1902	749	1146	919	711	680	801	866	758	672	655	0	1358	869	0	742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	683	0	0	0	0	0	0	0	0	0	602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256464	0	0	0	0	0	0	0	0	0	0	44407	25816	17063	11937	0	10414	9777	5742	3262	1919	1434	0	1686	1554	1489	2395	1270	718	1346	0	1521	1651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	880	923	0	0	0	0	0	0	743	0	0	0	0	0	0	0	704	0	0	0	0	0	0	0	0	0	779	0	0	0	0	1047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256456	0	0	0	0	0	0	0	0	0	0	33875	24473	10488	14812	0	10135	5992	4148	2759	1163	1198	1235	1248	806	1827	825	874	0	1452	754	1314	0	0	917	0	1008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	729	705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	708	0	0	0	0	0	0	0	0	0	0	1042	0	0	0	658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256505	0	0	0	0	0	0	0	0	0	0	35921	25571	12173	8531	0	8359	9855	4738	2670	1224	1666	1357	905	947	1405	1243	684	930	1212	0	2136	1136	0	937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1191	0	0	0	0	0	0	0	0	0	838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256502	0	0	0	0	0	0	0	0	0	0	27226	19725	9289	7603	0	5737	7068	3282	2485	862	1757	1091	756	914	823	827	885	670	0	642	1797	733	0	493	0	0	511	0	0	0	0	0	0	0	0	0	0	0	0	0	552	0	0	0	0	0	0	0	466	529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256519	0	0	0	0	0	0	0	0	0	0	47874	37287	17186	15094	0	13167	12629	7115	4117	1826	2806	1961	1518	1879	2151	1248	2023	1254	1642	0	3347	1582	0	1284	0	0	922	0	0	0	0	0	0	0	0	0	0	0	0	0	1430	0	0	0	0	0	0	0	0	0	967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256595	0	0	0	0	0	0	0	0	0	0	25681	15967	9924	6694	0	6663	7261	3665	2156	1179	669	1013	1175	752	1043	899	554	0	719	838	1245	987	0	1095	0	722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	586	0	0	0	0	0	0	0	0	0	669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
