sample_uid	A1	A1gr	A2r	A1gd	A2q	A1bf	A1oa	A1fi	737032_A	B14a	C1	C42.2	C1b	C42a	C15	C1au	C1j	C3	C115k	C1hr	C1kz	C115x	C1fi	C3cg	C3.12	C41p	C42do	21705_C	C42ao	C3eq	C45e	C1ci	C15ci	C115l	C1ef	C45c	21933_C	90687_C	33774_C	C1h	C42aw	C1ro	43268_C	C15ch	C15cf	C15n	C15cj	C15ie	C15ce	C42dh	21719_C	C42bt	C15cl	C15l	C15ip	452754_C	19656_C	52544_C	C115d	C1az	C78b	C15cc	48996_C	C15cm	C15ck	C93a	C3dc	C15il	C15qa	C15ry	C15jl	70133_C	C15in	43280_C	C15i	C15io	14093_C	C23a	281_C	C15qg	C1fh	48819_C	C15hd	C93l	C15qd	70891_C	C15my	70886_C	70898_C	19017_C	43281_C	C15qf	453581_C	C15qc	270451_C	C15kk	C15qe	C93b	C15bp	3448131_C	C15dn	C116bt	354638_C	70940_C	70896_C	70894_C	411_C	46177_C	C15sd	C15sj	57694_C	43315_C	C1lu	C15ui	107772_C	21844_C	452760_C	26204_C	C1w	91839_C	453336_C	C1mb	43279_C	C1kf	C3u	C42av	C116bu	70895_C	22188_C	52535_C	28316_C	C116	C1t	C15aj	22184_C	452856_C	C42at	C15bo	70887_C	63457_C	23865_C	43306_C	C3mk	463723_C	90526_C	70533_C	454642_C	33742_C	18555_C	C15eo	650299_C	C1li	C3cx	C1kg	604_C	483821_C	70888_C	14618_C	61484_C	139_C	C42dz	755970_C	277715_C	14297_C	C15bc	206_C	91076_C	452851_C	93837_C	C116ak	1180449_C	28411_C	650183_C	8440_C	43299_C	650261_C	8728_C	C3.2	6177213_C	38366_C	6177214_C	102_C	54834_C	8196_C	58198_C	70960_C	C15yq	90777_C	92728_C	16044_C	70892_C	96008_C	452755_C	C15qi	C3zg	C3gk	C15gr	70900_C	773_C	650239_C	1098762_C	C42cz	5689_C	1180313_C	D1h	D6	69355_D	D1	D1ke	6177215_D	13914_D	476435_D	1204868_D	6177216_D	G3a	G3ac	G3ai	G3bi	G3fb	73495_G	481260_G	G3bg	G3dq	6177211_G	481262_G	484567_G	483646_G	484565_G	589688_G	481261_G	482926_G	481662_G	70451_G	482720_G	682711_G	G3x	671887_G	518643_G	589692_G	2177526_G	682709_G	589767_G	2177880_G	1236401_G	G3cm	6177212_G	482925_G	6177210_G	589699_G	589653_G	G3ax
256454	0	0	0	0	0	0	0	0	0	0	35858	21016	11738	11422	0	8669	9766	4317	2767	1411	1225	1234	1252	998	1427	966	996	600	1356	1263	1302	1049	0	955	0	998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	798	0	0	0	0	0	616	0	0	0	781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256496	0	0	0	0	0	0	0	0	0	0	30195	21222	11157	5165	0	6933	9215	4298	2451	1043	1291	1445	1023	761	903	1151	529	708	958	0	1700	1210	0	833	0	0	703	0	0	0	0	535	0	0	0	0	0	0	0	0	1039	0	0	0	0	0	0	0	0	0	709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256592	0	0	0	0	0	0	0	0	0	0	25322	14988	7585	10150	0	6503	4985	3627	2326	1229	1003	0	1347	713	885	0	1260	539	0	572	706	520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	666	0	0	0	0	0	0	640	0	0	0	0	0	0	0	612	0	0	0	0	0	0	0	0	0	689	0	0	0	0	1161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	646	0	0	0	0	397	0	0	0	0	0	0	413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256506	0	0	0	0	0	0	0	0	0	0	42195	31190	15269	13337	0	10943	10515	5723	3496	1374	2437	1694	1305	1546	1868	986	1466	1039	1536	0	2701	1281	0	953	0	0	805	0	0	0	0	0	0	0	0	0	0	0	0	0	1243	0	0	0	0	0	0	0	0	0	860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	791	1139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256524	0	0	0	0	0	0	0	0	0	0	21964	14205	7255	6439	0	4455	7094	2413	1337	724	1037	772	878	629	765	771	628	409	775	0	1106	730	0	588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	806	0	0	0	0	0	0	0	0	0	521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256503	0	0	0	0	0	0	0	0	0	0	25357	23302	9115	6423	0	5935	5120	3178	2881	1013	2201	1178	1037	747	1507	702	1118	0	0	634	1939	724	0	770	0	0	665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256548	0	0	0	0	0	0	0	0	0	0	32175	26757	11077	16481	0	4075	6634	3924	3589	2085	1561	1242	880	1758	1697	1760	1353	1055	1081	889	0	1458	0	0	0	727	0	0	0	769	0	596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	759	0	0	0	0	0	0	0	0	680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256472	0	0	0	0	0	0	0	0	0	0	24897	19378	8204	8136	0	6440	8236	3289	2198	1060	1386	1073	651	674	878	792	998	463	0	759	1517	971	0	797	466	0	476	0	0	0	0	0	0	0	0	0	0	0	0	0	696	556	0	0	0	0	0	0	0	0	602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256446	0	0	0	0	0	0	0	0	0	0	14766	12418	4584	5674	1056	5397	2918	2149	1722	661	501	587	565	759	773	0	346	445	0	0	410	0	0	408	0	804	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	310	0	326	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256461	0	0	0	0	0	0	0	0	0	0	25106	13830	11478	6449	0	6492	8492	3211	2136	1444	1016	751	1507	896	796	884	728	0	693	630	1108	1051	0	1564	0	568	0	0	0	474	0	0	0	0	0	0	0	0	0	0	486	0	0	0	0	0	0	0	0	0	756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256460	0	0	0	0	0	0	0	0	0	0	16440	15517	5877	9324	1619	5894	3589	2283	1194	421	647	632	667	0	632	0	487	359	591	573	420	0	0	568	0	476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420	825	461	0	0	0	0	482	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	481	0	0	0	0	0	0	0	0	0	0	0	0	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256513	0	0	0	0	0	0	0	0	0	16	37142	30964	11436	9590	0	8575	9716	5715	3530	1351	2729	1635	1381	1173	1685	1363	1109	951	1154	0	2363	1354	0	995	787	0	1079	0	0	0	0	0	0	0	0	0	0	0	0	0	905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
