sample_uid	sample_name	fastq_fwd_file_name	fastq_fwd_sha256_file_hash	fastq_rev_file_name	fastq_rev_sha256_file_hash	data_set_uid	data_set_name	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodiniaceae_seqs	post_taxa_id_unique_symbiodiniaceae_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodiniaceae_seqs	post_taxa_id_unique_non_symbiodiniaceae_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth	A1	A1gr	A2r	A1gd	A2q	A1bf	A1oa	A1fi	737032_A	B14a	C1	C42.2	C1b	C42a	C15	C1au	C1j	C3	C115k	C1hr	C1kz	C115x	C1fi	C3cg	C3.12	C41p	C42do	21705_C	C42ao	C3eq	C45e	C1ci	C15ci	C115l	C1ef	C45c	21933_C	90687_C	33774_C	C1h	C42aw	C1ro	43268_C	C15ch	C15cf	C15n	C15cj	C15ie	C15ce	C42dh	21719_C	C42bt	C15cl	C15l	C15ip	452754_C	19656_C	52544_C	C115d	C1az	C78b	C15cc	48996_C	C15cm	C15ck	C93a	C3dc	C15il	C15qa	C15ry	C15jl	70133_C	C15in	43280_C	C15i	C15io	14093_C	C23a	281_C	C15qg	C1fh	48819_C	C15hd	C93l	C15qd	70891_C	C15my	70886_C	70898_C	19017_C	43281_C	C15qf	453581_C	C15qc	270451_C	C15kk	C15qe	C93b	C15bp	3448131_C	C15dn	C116bt	354638_C	70940_C	70896_C	70894_C	411_C	46177_C	C15sd	C15sj	57694_C	43315_C	C1lu	C15ui	107772_C	21844_C	452760_C	26204_C	C1w	91839_C	453336_C	C1mb	43279_C	C1kf	C3u	C42av	C116bu	70895_C	22188_C	52535_C	28316_C	C116	C1t	C15aj	22184_C	452856_C	C42at	C15bo	70887_C	63457_C	23865_C	43306_C	C3mk	463723_C	90526_C	70533_C	454642_C	33742_C	18555_C	C15eo	650299_C	C1li	C3cx	C1kg	604_C	483821_C	70888_C	14618_C	61484_C	139_C	C42dz	755970_C	277715_C	14297_C	C15bc	206_C	91076_C	452851_C	93837_C	C116ak	1180449_C	28411_C	650183_C	8440_C	43299_C	650261_C	8728_C	C3.2	6177213_C	38366_C	6177214_C	102_C	54834_C	8196_C	58198_C	70960_C	C15yq	90777_C	92728_C	16044_C	70892_C	96008_C	452755_C	C15qi	C3zg	C3gk	C15gr	70900_C	773_C	650239_C	1098762_C	C42cz	5689_C	1180313_C	D1h	D6	69355_D	D1	D1ke	6177215_D	13914_D	476435_D	1204868_D	6177216_D	G3a	G3ac	G3ai	G3bi	G3fb	73495_G	481260_G	G3bg	G3dq	6177211_G	481262_G	484567_G	483646_G	484565_G	589688_G	481261_G	482926_G	481662_G	70451_G	482720_G	682711_G	G3x	671887_G	518643_G	589692_G	2177526_G	682709_G	589767_G	2177880_G	1236401_G	G3cm	6177212_G	482925_G	6177210_G	589699_G	589653_G	G3ax
256528	HB60	HB60_S182_L001_R1_001.fastq.gz	d9d6845d53ee2a851ca6c107e571c6d8f8553241cca789f5ce4b63150036a55a	HB60_S182_L001_R2_001.fastq.gz	1429609bef58ffa6274c29415c8ddde3d5321ad1eb15f11a38b42c8f54e70efd	1340	20251021T032609_martyma1	123584	107015	2221	106828	2203	0	0	187	18	96106	23	0	0	1648	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20240501	6.1	0	0	0	0	0	0	0	0	0	0	26504	19478	10645	7615	0	6488	6504	3543	2133	835	1503	991	807	825	1103	597	871	590	886	0	1717	813	0	600	0	0	467	0	0	0	0	0	0	0	0	0	0	0	0	0	591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256512	HB103	HB103_S255_L001_R1_001.fastq.gz	9fa957cb69e720f271cd9d2e0c75a82bcb6c39ae651851633d8e411c1c65af07	HB103_S255_L001_R2_001.fastq.gz	010ddbd01a46faf68f225f06d3ab6fcf03ffd3ea4d6e2f5ca332d0530b73f463	1340	20251021T032609_martyma1	141014	118156	2489	117590	2465	0	0	566	24	105279	24	0	0	2478	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20240901	6.1	0	0	0	0	0	0	0	0	0	0	27749	21637	10054	9191	0	7441	7541	4165	2753	1060	1539	1282	926	849	1190	715	704	606	0	0	1889	773	0	691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	575	0	0	0	0	0	0	0	0	0	652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256457	DL107	DL107_S246_L001_R1_001.fastq.gz	595223fb7a7da025127c03004b517e0c82c5cde15b39c6cbd08759aef77ef778	DL107_S246_L001_R2_001.fastq.gz	1739860b5a43c138d7f5cfdc61586fe57678b32b4fbb2dba779f089f2fe8b5c5	1340	20251021T032609_martyma1	158704	138422	2537	138167	2521	0	0	255	16	124981	26	0	0	1316	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20240901	2.6	0	0	0	0	0	0	0	0	0	0	33951	25068	10928	13733	0	10209	6519	4083	2600	1225	1181	1177	1210	804	1670	786	947	0	1447	894	1262	0	0	920	0	894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	671	768	0	0	0	0	0	0	0	696	0	0	0	0	0	0	693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256504	HB06	HB06_S124_L001_R1_001.fastq.gz	776b0e7386ff500fa0e2ef2ce1ca5509024153a1a78e67f650a71eed3fd05bad	HB06_S124_L001_R2_001.fastq.gz	5065b87fdade8a778c5aabdc2265b8727d28639e30916ea545a73c3e69f7ca90	1340	20251021T032609_martyma1	109606	93836	1952	93507	1930	0	0	329	22	84504	24	0	0	1355	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20220901	6.1	0	0	0	0	0	0	0	0	0	0	22465	17094	7775	7026	0	5883	6920	3223	1902	749	1146	919	711	680	801	866	758	672	655	0	1358	869	0	742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	683	0	0	0	0	0	0	0	0	0	602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256464	DL55	DL55_S157_L001_R1_001.fastq.gz	307b1016f5a550e5359b1524c237e530180ce8a2d568cf1176b6e7633158d0f3	DL55_S157_L001_R2_001.fastq.gz	f00647dd4ee8c0c1fc9b250bf3b3214d439f5c801eea31b2c9bec55dcd39f076	1340	20251021T032609_martyma1	192366	165466	2941	165088	2920	0	0	378	21	150477	25	0	0	3424	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20240501	2.6	0	0	0	0	0	0	0	0	0	0	44407	25816	17063	11937	0	10414	9777	5742	3262	1919	1434	0	1686	1554	1489	2395	1270	718	1346	0	1521	1651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	880	923	0	0	0	0	0	0	743	0	0	0	0	0	0	0	704	0	0	0	0	0	0	0	0	0	779	0	0	0	0	1047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256456	DL106	DL106_S253_L001_R1_001.fastq.gz	c640e67892a2e448a60f5d5c37412acfdfc428ffdc13b03e0b14703949ba287c	DL106_S253_L001_R2_001.fastq.gz	41db4b9adcd98cd32529894c1b6f455a62f0bc950859b3cba1b1996858e26ba6	1340	20251021T032609_martyma1	160914	138413	2504	138052	2481	0	0	361	23	125145	26	0	0	1387	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20240901	2.6	0	0	0	0	0	0	0	0	0	0	33875	24473	10488	14812	0	10135	5992	4148	2759	1163	1198	1235	1248	806	1827	825	874	0	1452	754	1314	0	0	917	0	1008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	729	705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	708	0	0	0	0	0	0	0	0	0	0	1042	0	0	0	658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256505	HB07	HB07_S125_L001_R1_001.fastq.gz	a27b1d5e89252e6cbd21b8d7a474749f558364811cc08946091a04eb563b215c	HB07_S125_L001_R2_001.fastq.gz	7229b63f89e31705716f139af1b1656f40a380f4825da17ac101fc93cd179098	1340	20251021T032609_martyma1	162938	140547	3083	140404	3067	0	0	143	16	126615	24	0	0	2121	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20220901	6.1	0	0	0	0	0	0	0	0	0	0	35921	25571	12173	8531	0	8359	9855	4738	2670	1224	1666	1357	905	947	1405	1243	684	930	1212	0	2136	1136	0	937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1191	0	0	0	0	0	0	0	0	0	838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256502	HB03	HB03_S130_L001_R1_001.fastq.gz	5ce73b1e5b081acb6b92925b7b0b7b9b13e2b7c72077425d6638acbeb4f69d46	HB03_S130_L001_R2_001.fastq.gz	ca2262aca5c64acd34a08fef1290830e1ba28ff6c6ef3e29015e486e2306631d	1340	20251021T032609_martyma1	126465	108600	2286	108342	2266	0	0	258	20	97196	26	0	0	2206	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20220901	6.1	0	0	0	0	0	0	0	0	0	0	27226	19725	9289	7603	0	5737	7068	3282	2485	862	1757	1091	756	914	823	827	885	670	0	642	1797	733	0	493	0	0	511	0	0	0	0	0	0	0	0	0	0	0	0	0	552	0	0	0	0	0	0	0	466	529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256519	HB51	HB51_S173_L001_R1_001.fastq.gz	21b93eb3d4dc22ba97d35738e0ad3bd698925726b95c4d8e3a1497af540f6ab8	HB51_S173_L001_R2_001.fastq.gz	504d5a7cde82e39a2adde3b26992a3329def9a5d5fc2d29514d2d31250f9a03d	1340	20251021T032609_martyma1	232119	204076	3549	203897	3534	0	0	179	15	182309	24	0	0	3606	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20240501	6.1	0	0	0	0	0	0	0	0	0	0	47874	37287	17186	15094	0	13167	12629	7115	4117	1826	2806	1961	1518	1879	2151	1248	2023	1254	1642	0	3347	1582	0	1284	0	0	922	0	0	0	0	0	0	0	0	0	0	0	0	0	1430	0	0	0	0	0	0	0	0	0	967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256595	SL08	SL08_S154_L001_R1_001.fastq.gz	b89beb3ebcdb5551334a027d811ab054d4fcd6bf77710a11f50089d36aaebae2	SL08_S154_L001_R2_001.fastq.gz	36d25db36fc544b18220c34be1d2220e9dce325622fa02b81ffcee1178ff132d	1340	20251021T032609_martyma1	119386	101123	2118	100813	2097	0	0	310	21	92156	24	0	0	586	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20220901	1.3	0	0	0	0	0	0	0	0	0	0	25681	15967	9924	6694	0	6663	7261	3665	2156	1179	669	1013	1175	752	1043	899	554	0	719	838	1245	987	0	1095	0	722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	586	0	0	0	0	0	0	0	0	0	669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
