sample_uid	sample_name	fastq_fwd_file_name	fastq_fwd_sha256_file_hash	fastq_rev_file_name	fastq_rev_sha256_file_hash	data_set_uid	data_set_name	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodiniaceae_seqs	post_taxa_id_unique_symbiodiniaceae_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodiniaceae_seqs	post_taxa_id_unique_non_symbiodiniaceae_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth
256454	DL104	DL104_S259_L001_R1_001.fastq.gz	f100f7012dc39c67b2273c86e86a85c3385d208158588ea0ca4d40e81c86e0d6	DL104_S259_L001_R2_001.fastq.gz	303813283e329cb5da2dccc3eea4ba86c47e2f3791f0acbdc75dc804396b8128	1340	20251021T032609_martyma1	167862	140257	2798	139645	2774	0	0	612	24	124780	26	0	0	2014	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20240901	2.6
256496	FP57	FP57_S153_L001_R1_001.fastq.gz	d082bfb37cb38e32a9daa202ccead97ba13f7d06fb8a98b33a55e28412f1ab73	FP57_S153_L001_R2_001.fastq.gz	1af8b35583e4067096a45e65e323751e075c585b015be5b43329a37cbd1feede	1340	20251021T032609_martyma1	136659	118702	2585	118520	2566	0	0	182	19	107177	25	0	0	2450	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20240501	4.2
256592	SL05	SL05_S135_L001_R1_001.fastq.gz	d4fd88587a2765617957c3fc73fa3ae0945f044e7d634eaaf78ab65b3830a315	SL05_S135_L001_R2_001.fastq.gz	6d92831f21978aa229fbebcc787f90a4edd6d5fc467c848ccaa7b05bc055a3e5	1340	20251021T032609_martyma1	111192	97116	1783	96862	1765	0	0	254	18	89484	26	0	0	3845	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20220901	1.3
256506	HB08	HB08_S118_L001_R1_001.fastq.gz	d16689cb093b1e3096ec87268308bc35b371fb016c9171e5daa32285b152b433	HB08_S118_L001_R2_001.fastq.gz	5be225490eb425d02be2f539972608a4eafc948c8f5d6914e546e0c8b7087cc4	1340	20251021T032609_martyma1	195692	173123	3128	172906	3108	0	0	217	20	157692	26	0	0	3878	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20220901	6.1
256524	HB56	HB56_S194_L001_R1_001.fastq.gz	153dd02c2d3778834de64b6963aba1aca6783a3e9bc4136146ad8d7432ff823f	HB56_S194_L001_R2_001.fastq.gz	bd6b7541bf92ff104b25b2d6b84ec1d346a46cc1cb853e0fd6cae1a03f7eae0a	1340	20251021T032609_martyma1	100178	86001	1967	85754	1946	0	0	247	21	77626	25	0	0	1951	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20240501	6.1
256503	HB05	HB05_S131_L001_R1_001.fastq.gz	2747c14bb6ecdedd5ad19ed2c00c3daad5cc8fcd5a8ff700dcb95c111f49dce0	HB05_S131_L001_R2_001.fastq.gz	62b6a3bdfe241c3cba2b0e784c4fc035ac3b85dba5841dad4299f3799cac7b8d	1340	20251021T032609_martyma1	126738	108363	2215	107989	2191	0	0	374	24	97021	24	0	0	1686	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20220901	6.1
256548	RC109	RC109_S214_L001_R1_001.fastq.gz	12b926634d00ee6a759bc14df65788efd23ec7cdc21af828b96f47d6393fbbe3	RC109_S214_L001_R2_001.fastq.gz	0251fa394434d3f532a9fff786a6a3a6a11c15db3ef99e55555516518e70da25	1340	20251021T032609_martyma1	166423	138713	2786	137925	2751	0	0	788	35	125062	25	0	0	1814	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20240901	0.9
256472	FP03	FP03_S198_L001_R1_001.fastq.gz	67bd65c71b7e421d69ffb849a8561914059a9c7e893a13701095f80c75784d8d	FP03_S198_L001_R2_001.fastq.gz	7f766d7e9892ce24549e0d90a8863e4ecc99c3a9322ee51e25b9809fad581e9f	1340	20251021T032609_martyma1	125673	107605	2104	107277	2082	0	0	328	22	96679	28	0	0	2721	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20220901	4.2
256446	DL07	DL07_S176_L001_R1_001.fastq.gz	b478d7673d89371f408ed3587117f029e76ac16c303e10c6d215d65f8fe5ec95	DL07_S176_L001_R2_001.fastq.gz	c090e76c6ee3d362ee0c60e19007a8de8825cd6c9e5e661f9a480c44cb3ed188	1340	20251021T032609_martyma1	87406	68020	1525	65994	1445	0	0	2026	80	59427	27	0	0	1937	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20220901	2.6
256461	DL52	DL52_S137_L001_R1_001.fastq.gz	0ad5819d97181eb56046a3c6a0fafb5809d952bca1f12f4ce4649cf59ed712ee	DL52_S137_L001_R2_001.fastq.gz	440dfcd941e51dcb5c3140aafc9f202534ec3cca02470eb75eba0b5a75fd8449	1340	20251021T032609_martyma1	120085	102232	2148	101642	2119	0	0	590	29	92546	25	0	0	486	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20240501	2.6
256460	DL51	DL51_S136_L001_R1_001.fastq.gz	3374404e2444417b5851265fbf35f07ad3a790f3891adf529f8c67b14dd868c4	DL51_S136_L001_R2_001.fastq.gz	9b767f0a8f84122f43d9fc32d18ae992b9311206e30e077d5f14992ec435d47a	1340	20251021T032609_martyma1	96016	81270	1618	80565	1592	0	0	705	26	72103	29	0	0	1653	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20240501	2.6
256513	HB104	HB104_S210_L001_R1_001.fastq.gz	3efab4bc1e7a7e3e2d9bada49235b71033f1fdc31c0f1e2ff09c2eae580a5016	HB104_S210_L001_R2_001.fastq.gz	b355fcda9f1e0996a9cdea778525e5c3a393ab95244ce678493d5f53dca9a45e	1340	20251021T032609_martyma1	190019	160753	3138	160039	3116	0	0	714	22	140081	27	0	0	4318	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20240901	6.1
256511	HB102	HB102_S262_L001_R1_001.fastq.gz	3f1011f77fb36b1c084b12651be865cdfd2e8524161f81f9c3a4c99510beaad5	HB102_S262_L001_R2_001.fastq.gz	4ec2df6863363050aec3b9c7ecf79dc3a2bc77d65504107dbefceffc33a1864c	1340	20251021T032609_martyma1	185308	157909	2556	157299	2532	0	0	610	24	145898	25	0	0	1717	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20240901	6.1
256521	HB53	HB53_S175_L001_R1_001.fastq.gz	36a12ec67aa8b0b16f3c8a09dda6da0bb9f20354224dd5b750b8db0def491c10	HB53_S175_L001_R2_001.fastq.gz	b9a7d3cb47a444944c8a295bc4d4d91a95ebc37e806ca59741ffe45e5985ad0e	1340	20251021T032609_martyma1	219374	192276	3479	192137	3462	0	0	139	17	173876	26	0	0	4115	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20240501	6.1
256526	HB58	HB58_S188_L001_R1_001.fastq.gz	482f5f6a6022fcdca52920fd75f03a42a03ec62c338e98a46641c7223b916e85	HB58_S188_L001_R2_001.fastq.gz	b5c068cb24bd835cf21e24a8ab4d4916704bae46ea971a208ee7245cf596ddac	1340	20251021T032609_martyma1	108423	94337	1823	94213	1808	0	0	124	15	88135	24	0	0	1327	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20240501	6.1
256509	HB100	HB100_S268_L001_R1_001.fastq.gz	d942f6a31dded3a891b8f41a7996c85fb5656d3348dbfcc10e5f183c595e51f7	HB100_S268_L001_R2_001.fastq.gz	0ca07db3003283d0855b41ca17b3ca1db7a237f4502486d0e22ac55c128f74ca	1340	20251021T032609_martyma1	126519	105961	2354	105478	2335	0	0	483	19	96233	27	0	0	1664	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20240901	6.1
256577	RF109	RF109_S225_L001_R1_001.fastq.gz	693726208373a7fc84d761bcf1b47a174aba6307cd9c03ba6f6d05516dc828c5	RF109_S225_L001_R2_001.fastq.gz	1f45a5c0e4a235305ae598214eb2994902844310f565f687242fc2fddb6d71a4	1340	20251021T032609_martyma1	171891	142193	2613	140597	2580	0	0	1596	33	131407	26	0	0	3053	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20240901	0.7
256510	HB101	HB101_S269_L001_R1_001.fastq.gz	89c33be7fc69af79b5175d238912bffd2efcd30a41c92b47424b65ec77ee6b9a	HB101_S269_L001_R2_001.fastq.gz	66128ca65fedfe9bb44b15221cbbe2a56c93c97c5e361b9d3092e649c71e8f03	1340	20251021T032609_martyma1	156426	131038	2630	130406	2610	0	0	632	20	117508	26	0	0	2187	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20240901	6.1
256570	RF102	RF102_S203_L001_R1_001.fastq.gz	d79b59f40e39a7e10c90e554ccfa540cbad6403d027fe4fd95d7574130c4dcbc	RF102_S203_L001_R2_001.fastq.gz	458f4ae81010958fbc43f75178daa38ef5883ca5257d48da1e1b12c17a4ee8e0	1340	20251021T032609_martyma1	185417	158442	2867	157848	2845	0	0	594	22	144658	25	0	0	4081	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20240901	0.7
256584	RF57	RF57_S208_L001_R1_001.fastq.gz	0d33fb92fab77b562e7aa4d1c1bd5fa4acef5def55f6ce5d2f5d631884c84411	RF57_S208_L001_R2_001.fastq.gz	67aac060c0e4014fa9d5fca1e8817974bf74c472ec926ed2ccf9117ad34f1e81	1340	20251021T032609_martyma1	169330	145214	2631	144698	2605	0	0	516	26	134081	28	0	0	3936	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20240501	0.7
256569	RF101	RF101_S218_L001_R1_001.fastq.gz	735b1af769275c46b0a653f66024f1a98319b304390989f4849ea5806b817949	RF101_S218_L001_R2_001.fastq.gz	bcdeec125d884b4bf2751f8c31c8928ae62aa080c999017a9974e3974acb5424	1340	20251021T032609_martyma1	171603	143619	2986	143028	2965	0	0	591	21	129797	26	0	0	2687	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20240901	0.7
256530	RC02	RC02_S143_L001_R1_001.fastq.gz	292041d57050ae231c837c5b4a6438673c7e493a9972263c79192e76ca6a68c9	RC02_S143_L001_R2_001.fastq.gz	7344d5c61763bd53c7b270b0e51d77836de177072c1382ec63974bf34133005d	1340	20251021T032609_martyma1	114743	98998	2014	98767	1994	11	1	220	19	89712	24	0	0	436	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20220901	0.9
256583	RF56	RF56_S215_L001_R1_001.fastq.gz	05017b4cac54b19cb20e1a5774c621957643143e472ff4f0e353a0aa8f66c8a9	RF56_S215_L001_R2_001.fastq.gz	1b1b7ecd07d888149d989f70eaf5ae947e90c90a540254bbb4d80c550a1af9cf	1340	20251021T032609_martyma1	188455	159624	2940	158946	2917	0	0	678	23	144963	26	0	0	4197	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20240501	0.7
256487	FP107	FP107_S202_L001_R1_001.fastq.gz	343d49f1798b10d852c347b3c5bab4753b13ca5931a40330204f2da00550aabb	FP107_S202_L001_R2_001.fastq.gz	40a4ffca1672d09d508f20db315899a8b0c1203e4bfd6b954bbf7509052994c1	1340	20251021T032609_martyma1	173567	151026	2579	150501	2558	0	0	525	21	140516	23	0	0	2156	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20240901	4.2
256525	HB57	HB57_S187_L001_R1_001.fastq.gz	b9f952aa9b803cf551e5bdd5a7701c260e336e7f93306b57b346d67d71739237	HB57_S187_L001_R2_001.fastq.gz	6885e58121386bfa184b1636f5da5a25697c7893b8974ec7576d60268d04459b	1340	20251021T032609_martyma1	109732	94600	2186	94453	2171	0	0	147	15	83966	26	0	0	1560	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20240501	6.1
256486	FP106	FP106_S247_L001_R1_001.fastq.gz	706f2a639ec4928bb994f956192a4a4bc1de92d5abaff5164ec9345271df6fe8	FP106_S247_L001_R2_001.fastq.gz	02e8a5b6e5ff51902589a9bb1c3faf666200ddd98b62e7c93978cf45ee578eab	1340	20251021T032609_martyma1	151160	126594	2468	126025	2439	0	0	569	29	113310	26	0	0	2562	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20240901	4.2
256593	SL06	SL06_S120_L001_R1_001.fastq.gz	05716f15f75ff09f65c29702067699498fd6e0ea512b9ecc958c91e29c0f47fa	SL06_S120_L001_R2_001.fastq.gz	4c372725619d27502c7d18dcd4e40faa8dd13419b31626d82f4583aaf2f1e909	1340	20251021T032609_martyma1	107213	91723	1797	91391	1775	0	0	332	22	82947	28	0	0	436	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20220901	1.3
256476	FP07	FP07_S123_L001_R1_001.fastq.gz	c3b3576e1e1d5c9c1936e5d761772c5ff1c70a14f1310910d373007e259099c6	FP07_S123_L001_R2_001.fastq.gz	a94471efb6d2bb145c25d4ce9e109394a1fa386049ce5aa1590c42faaef3c4ee	1340	20251021T032609_martyma1	122589	104800	2193	104201	2169	141	5	458	19	93332	26	0	0	2059	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20220901	4.2
256441	DL02	DL02_S107_L001_R1_001.fastq.gz	e60286f68a5b1561a9306cf9c8a8fa00c2259f8f94c72220dd1a4e58fe921086	DL02_S107_L001_R2_001.fastq.gz	16b88a76e9fa27dbecc8449bd143d58642dbcd8393688c53d8c08f8d005b8163	1340	20251021T032609_martyma1	119632	99380	1970	98534	1936	0	0	846	34	90009	24	0	0	952	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20220901	2.6
256601	SL103	SL103_S292_L001_R1_001.fastq.gz	ba0bdf4f62c91d6aeb7a3405dbe68ca697e69a37bd923288475a19b3d18dcd64	SL103_S292_L001_R2_001.fastq.gz	b7d30f98be51a906a2cca1fa2e685a3de3a252ac46e3e92b5befedbc56aed0db	1340	20251021T032609_martyma1	156486	132548	2469	132008	2446	0	0	540	23	118843	28	0	0	6121	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20240901	1.3
256604	SL106	SL106_S271_L001_R1_001.fastq.gz	103ed7fa4e6b7a4c184f028a29ec8a15122faa5d5bb331fb2432bea92804d7d2	SL106_S271_L001_R2_001.fastq.gz	bf97b0026a8b4e6d6f0a24db9d9c673889dc8b92094c7cbffdcdb2cdd0793f54	1340	20251021T032609_martyma1	178430	149861	2953	149198	2933	0	0	663	20	133536	27	0	0	4449	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20240901	1.3
256484	FP104	FP104_S261_L001_R1_001.fastq.gz	231b7d6e43b21bfcfe4b32b510ebc341aa21341518ff332f97f142d75adaf521	FP104_S261_L001_R2_001.fastq.gz	173f7a85482b8791138876006cc3349fea71f5d6c06954dbafff57344f66c9dd	1340	20251021T032609_martyma1	151569	128124	2388	127487	2362	0	0	637	26	116307	30	0	0	2785	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20240901	4.2
256475	FP06	FP06_S122_L001_R1_001.fastq.gz	3ca33d3ca899b700a1058c6d3567026f0ee836c7093167dc9beca2879c93b28c	FP06_S122_L001_R2_001.fastq.gz	f4e2837cf360b15cf0292f5e5bade552ad4da688ae602a50cbc3d58e202a1961	1340	20251021T032609_martyma1	136523	116966	2575	116682	2557	0	0	284	18	104703	29	0	0	3739	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20220901	4.2
256568	RF100	RF100_S270_L001_R1_001.fastq.gz	3ec44f5f6cd83c7495929ddcdbb8ec511c3584497537481e0e58aaf51cc48707	RF100_S270_L001_R2_001.fastq.gz	ab2c9c83e59e6ca82610abe43a39d25a636e42a96fc6562e19c907bf417d3d36	1340	20251021T032609_martyma1	207278	176993	3212	176429	3187	0	0	564	25	160088	27	0	0	4725	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20240901	0.7
256578	RF51	RF51_S183_L001_R1_001.fastq.gz	7c8f8aa9aa1a1493a8e6caf9c0c45a7a9684b1118db820488fefd99436d85d51	RF51_S183_L001_R2_001.fastq.gz	6b6c895ff36e4287dd88cd70ac30cc07d7eaaad810d6b1ee5bc44735dbc69474	1340	20251021T032609_martyma1	196554	173189	3170	173005	3153	0	0	184	17	156929	29	0	0	3023	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20240501	0.7
256553	RC56	RC56_S258_L001_R1_001.fastq.gz	ef2d4384436c2619148443316c4a6c21c3140de294ce0fc591170a6bfe9c709b	RC56_S258_L001_R2_001.fastq.gz	90d2ab8fa969b4ae29903e049b7d986a03626ebbcbfd77ab4b1d278e868db515	1340	20251021T032609_martyma1	220658	188484	3045	187736	3016	0	0	748	29	170672	30	4	0	5014	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20240501	0.9
256566	RF09	RF09_S113_L001_R1_001.fastq.gz	3809f22a4db6a1bcd212d35c1533e9b293a31c77f55e615e30aa6aa02c4c88f1	RF09_S113_L001_R2_001.fastq.gz	cf1462165fda358ed38ebedecd9d790a469f1fcd9deb9fcb6b0fe510749611a2	1340	20251021T032609_martyma1	116587	99676	2015	99040	1989	0	0	636	26	90223	28	0	0	3780	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20220901	0.7
256572	RF104	RF104_S291_L001_R1_001.fastq.gz	3a0c723b23f2eb6a7e996a8c319aa6ff607c1c24e83e4cdb09d0b65db061d2c5	RF104_S291_L001_R2_001.fastq.gz	ae0433fd324da18073bf8130a3f8c4ca1deba59f52168c8d5973f9ea6a1004ad	1340	20251021T032609_martyma1	202391	171339	3136	170540	3110	0	0	799	26	152402	31	0	0	6462	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20240901	0.7
256546	RC107	RC107_S227_L001_R1_001.fastq.gz	888271f16b6552e2134d09e96780c4ec789ba761740361576c905f99f779b1da	RC107_S227_L001_R2_001.fastq.gz	ffbdb878d155abf188f6d7eb5fcd4c54c04e2fd72fb2863dde8e33a9e7e4b11b	1340	20251021T032609_martyma1	134702	110867	2278	110063	2253	0	0	804	25	99409	27	0	0	2912	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20240901	0.9
256562	RF05	RF05_S133_L001_R1_001.fastq.gz	1dbb39b43a9e4a821fc8593084ba0cfb2e4d3a195b5d17662b7070db4ca3cd03	RF05_S133_L001_R2_001.fastq.gz	9bc75bba7f253a07f076abd814077397684d2e6f577aea05330c1b7e220c45c4	1340	20251021T032609_martyma1	117496	99678	2153	99351	2136	3	1	324	16	90750	29	0	0	2653	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20220901	0.7
