sample_uid	sample_name	fastq_fwd_file_name	fastq_fwd_sha256_file_hash	fastq_rev_file_name	fastq_rev_sha256_file_hash	data_set_uid	data_set_name	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodiniaceae_seqs	post_taxa_id_unique_symbiodiniaceae_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodiniaceae_seqs	post_taxa_id_unique_non_symbiodiniaceae_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth	A1	A1gr	A2r	A1gd	A2q	A1bf	A1oa	A1fi	737032_A	B14a	C1	C42.2	C1b	C42a	C15	C1au	C1j	C3	C115k	C1hr	C1kz	C115x	C1fi	C3cg	C3.12	C41p	C42do	21705_C	C42ao	C3eq	C45e	C1ci	C15ci	C115l	C1ef	C45c	21933_C	90687_C	33774_C	C1h	C42aw	C1ro	43268_C	C15ch	C15cf	C15n	C15cj	C15ie	C15ce	C42dh	21719_C	C42bt	C15cl	C15l	C15ip	452754_C	19656_C	52544_C	C115d	C1az	C78b	C15cc	48996_C	C15cm	C15ck	C93a	C3dc	C15il	C15qa	C15ry	C15jl	70133_C	C15in	43280_C	C15i	C15io	14093_C	C23a	281_C	C15qg	C1fh	48819_C	C15hd	C93l	C15qd	70891_C	C15my	70886_C	70898_C	19017_C	43281_C	C15qf	453581_C	C15qc	270451_C	C15kk	C15qe	C93b	C15bp	3448131_C	C15dn	C116bt	354638_C	70940_C	70896_C	70894_C	411_C	46177_C	C15sd	C15sj	57694_C	43315_C	C1lu	C15ui	107772_C	21844_C	452760_C	26204_C	C1w	91839_C	453336_C	C1mb	43279_C	C1kf	C3u	C42av	C116bu	70895_C	22188_C	52535_C	28316_C	C116	C1t	C15aj	22184_C	452856_C	C42at	C15bo	70887_C	63457_C	23865_C	43306_C	C3mk	463723_C	90526_C	70533_C	454642_C	33742_C	18555_C	C15eo	650299_C	C1li	C3cx	C1kg	604_C	483821_C	70888_C	14618_C	61484_C	139_C	C42dz	755970_C	277715_C	14297_C	C15bc	206_C	91076_C	452851_C	93837_C	C116ak	1180449_C	28411_C	650183_C	8440_C	43299_C	650261_C	8728_C	C3.2	6177213_C	38366_C	6177214_C	102_C	54834_C	8196_C	58198_C	70960_C	C15yq	90777_C	92728_C	16044_C	70892_C	96008_C	452755_C	C15qi	C3zg	C3gk	C15gr	70900_C	773_C	650239_C	1098762_C	C42cz	5689_C	1180313_C	D1h	D6	69355_D	D1	D1ke	6177215_D	13914_D	476435_D	1204868_D	6177216_D	G3a	G3ac	G3ai	G3bi	G3fb	73495_G	481260_G	G3bg	G3dq	6177211_G	481262_G	484567_G	483646_G	484565_G	589688_G	481261_G	482926_G	481662_G	70451_G	482720_G	682711_G	G3x	671887_G	518643_G	589692_G	2177526_G	682709_G	589767_G	2177880_G	1236401_G	G3cm	6177212_G	482925_G	6177210_G	589699_G	589653_G	G3ax
256583	RF56	RF56_S215_L001_R1_001.fastq.gz	05017b4cac54b19cb20e1a5774c621957643143e472ff4f0e353a0aa8f66c8a9	RF56_S215_L001_R2_001.fastq.gz	1b1b7ecd07d888149d989f70eaf5ae947e90c90a540254bbb4d80c550a1af9cf	1340	20251021T032609_martyma1	1.3000213847671476	1.1011361519836096	0.020281037230189772	1.0964590964590966	0.020122376054579446	0.0	0.0	0.004677055524513152	0.00015866117561032816	1.0	0.0001793561115595014	0	0	0.028952215392893357	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20240501	0.7	3.449155991528873e-05	0	0	0	0	0	0	0	0	0	0.24630422935507681	0.23276284293233446	0.09020922580244614	0.10397135820864635	0	0.04012058249346385	0.046839538364962095	0.03498823837806889	0.028662486289604935	0.016873271110559245	0.018997951201341033	0.01205824934638494	0.010154315239061002	0.014555438284251843	0.011623655691452302	0.016355897711829916	0.011320129964197762	0.007933058780516408	0.009223043121348206	0.007960652028448638	0.007050074846685016	0	0	0	0	0.0053254968509205795	0	0	0	0.005656615826107351	0	0	0.005525547898429254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010657892013824216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0048357167001234795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256487	FP107	FP107_S202_L001_R1_001.fastq.gz	343d49f1798b10d852c347b3c5bab4753b13ca5931a40330204f2da00550aabb	FP107_S202_L001_R2_001.fastq.gz	40a4ffca1672d09d508f20db315899a8b0c1203e4bfd6b954bbf7509052994c1	1340	20251021T032609_martyma1	1.235211648495545	1.0747957527968346	0.01835378177574084	1.0710595234706368	0.01820433260269293	0.0	0.0	0.0037362293261977283	0.00014944917304790913	1.0	0.0001636824276239005	0	0	0.015343448432918672	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20240901	4.2	0	0	0	0	0	0	0	0	0	0	0.2554726863844687	0.2702396880070597	0.07522986706140226	0.056918785049389395	0	0.08041077172706311	0.010924022887073358	0.044201372085741125	0.029171055253494265	0.010632241168265536	0.02024680463434769	0.01697315608186968	0.011258504369609155	0.013115944091776025	0.015357681687494663	0.013557174983631758	0.010973839278089328	0.009365481511002307	0.009393948020154289	0.005159554783796863	0.02046030345298756	0	0	0.00825528765407498	0.006703862905291924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005977966921916366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256525	HB57	HB57_S187_L001_R1_001.fastq.gz	b9f952aa9b803cf551e5bdd5a7701c260e336e7f93306b57b346d67d71739237	HB57_S187_L001_R2_001.fastq.gz	6885e58121386bfa184b1636f5da5a25697c7893b8974ec7576d60268d04459b	1340	20251021T032609_martyma1	1.3068623014077128	1.126646499773718	0.026034347235785914	1.1248957911535622	0.025855703499035324	0.0	0.0	0.0017507086201557773	0.00017864373675058952	1.0	0.00030964914370102184	0	0	0.01857894862206131	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20240501	6.1	0	0	0	0	0	0	0	0	0	0	0.25737798632779935	0.1962460996117476	0.10229140366338756	0.07280327751709025	0	0.06844437034037587	0.05646333039563633	0.04082604863873473	0.02695138508443894	0.010504251720934664	0.013040992782793035	0.01535145177810066	0.009920682180882738	0.009801586356382345	0.009706309696782031	0.011004454183836315	0.00816997356072696	0.006371626610771027	0.014053307291046375	0.007145749470023581	0.020186742252816615	0.007014744063073149	0	0.01158802372388824	0.005573684586618393	0	0.00596670080746969	0	0	0	0.0069551961508229525	0	0	0	0	0	0	0	0	0	0.006240621203820594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256486	FP106	FP106_S247_L001_R1_001.fastq.gz	706f2a639ec4928bb994f956192a4a4bc1de92d5abaff5164ec9345271df6fe8	FP106_S247_L001_R2_001.fastq.gz	02e8a5b6e5ff51902589a9bb1c3faf666200ddd98b62e7c93978cf45ee578eab	1340	20251021T032609_martyma1	1.334039361044921	1.1172359015091342	0.021780954902479922	1.1122142794104668	0.021525019857029388	0.0	0.0	0.005021622098667373	0.00025593504545053396	1.0	0.00022945900626599594	0	0	0.022610537463595447	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20240901	4.2	0	0	0	0	0	0	0	0	0	0	0.23380107669226016	0.20378607360338893	0.10394492983849617	0.11133174477098226	0	0.06348071661812726	0.043729591386461916	0.034842467566852	0.02614950136792869	0.008675315506133615	0.010105021622098668	0.013158591474715382	0.010634542405789427	0.00773982878827994	0.011640631894801872	0.008216397493601623	0.009663754302356367	0.007836907598623245	0.014385314623598976	0.009584326184802754	0.01792427852793222	0	0	0.014923660753684582	0.006107139705233431	0	0.0070867531550613365	0	0	0	0	0.007907510369782014	0.007686876709910864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0056570470390962845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256593	SL06	SL06_S120_L001_R1_001.fastq.gz	05716f15f75ff09f65c29702067699498fd6e0ea512b9ecc958c91e29c0f47fa	SL06_S120_L001_R2_001.fastq.gz	4c372725619d27502c7d18dcd4e40faa8dd13419b31626d82f4583aaf2f1e909	1340	20251021T032609_martyma1	1.2925482537041726	1.1058025003918164	0.021664436326811098	1.101799944542901	0.021399206722364884	0.0	0.0	0.004002555848915573	0.00026522960444621266	1.0	0.00033756495111336157	0	0	0.005256368524479487	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20220901	1.3	0	0	0	0	0	0	0	0	0	0	0.2606965893884046	0.14475508457207614	0.1017758327606785	0.09989511374733263	0.012574294428972718	0.06786261106489686	0.08459618792723064	0.038205118931365814	0.023099087369042884	0.008981638877837655	0.00706475219115821	0.009548265760063655	0.015624434880104163	0.011091419822296165	0.008740521055613825	0.005786827733371912	0.008957527095615272	0	0	0.00958443343339723	0.009656768780064379	0.009680880562286762	0	0.016359844237886844	0.006787466695600805	0.007896608677830421	0.005256368524479487	0	0	0	0	0.00454507094891919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011585711357855015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004858524117810168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004533015057807998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256476	FP07	FP07_S123_L001_R1_001.fastq.gz	c3b3576e1e1d5c9c1936e5d761772c5ff1c70a14f1310910d373007e259099c6	FP07_S123_L001_R2_001.fastq.gz	a94471efb6d2bb145c25d4ce9e109394a1fa386049ce5aa1590c42faaef3c4ee	1340	20251021T032609_martyma1	1.313472335319076	1.1228731839026271	0.023496764239489137	1.1164552350747867	0.023239617708824413	0.0015107358676552521	5.357219388848412e-05	0.004907212960185145	0.00020357433677623967	1.0	0.0002785754082201174	0	0	0.02206102944327776	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20220901	4.2	0	0	0	0	0	0	0	0	0	0	0.24305704367205247	0.17760253717910257	0.10750867869540993	0.10633009042986329	0	0.05625080358290833	0.0714867355247932	0.033171902455749365	0.023839626280375434	0.009867998114258775	0.008775125358933699	0.011089444134916212	0.008967985256932242	0.01227874683924056	0.007264389491278447	0.01123944627780397	0.010982299747139245	0.009160845154930784	0.013296618523121759	0.009910855869369562	0.018000257146530665	0.010746582094029915	0	0.014389491278446836	0.006835811940170574	0	0.006353662195174217	0	0	0	0	0.0050465006642952046	0	0	0	0	0	0	0	0	0.006546522093172759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256441	DL02	DL02_S107_L001_R1_001.fastq.gz	e60286f68a5b1561a9306cf9c8a8fa00c2259f8f94c72220dd1a4e58fe921086	DL02_S107_L001_R2_001.fastq.gz	16b88a76e9fa27dbecc8449bd143d58642dbcd8393688c53d8c08f8d005b8163	1340	20251021T032609_martyma1	1.3291115332911154	1.104111811041118	0.021886700218867003	1.0947127509471275	0.021508960215089603	0.0	0.0	0.0093990600939906	0.00037774000377740005	1.0	0.00026664000266640004	0	0	0.010576720105767202	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20220901	2.6	0	0	0	0	0	0	0	0	0	0	0.26434023264340234	0.13536424135364242	0.10852248108522482	0.1065115710651157	0.029608150296081503	0.08248064082480641	0.049295070492950704	0.0444288904442889	0.028252730282527304	0.0085769200857692	0	0.0128209401282094	0.016565010165650103	0.007754780077547801	0.012454310124543101	0.012698730126987301	0	0	0	0.014298570142985701	0.010565610105656102	0	0	0.016420580164205802	0	0.0083102800831028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010054550100545501	0	0	0	0	0	0.0056216600562166005	0	0	0	0	0	0	0	0	0	0	0	0.005377240053772401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0051994800519948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0044773300447733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256601	SL103	SL103_S292_L001_R1_001.fastq.gz	ba0bdf4f62c91d6aeb7a3405dbe68ca697e69a37bd923288475a19b3d18dcd64	SL103_S292_L001_R2_001.fastq.gz	b7d30f98be51a906a2cca1fa2e685a3de3a252ac46e3e92b5befedbc56aed0db	1340	20251021T032609_martyma1	1.3167456223757394	1.1153202123810406	0.020775308600422406	1.1107764024805837	0.020581775956514056	0.0	0.0	0.0045438099004569054	0.00019353264390834968	1.0	0.00023560495780146918	0	0	0.051504926667956884	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20240901	1.3	0	0	0	0	0	0	0	0	0	0	0.24406990735676481	0.2135422363959173	0.09182703230312261	0.10693099299075251	0	0.049678988244995496	0.05763065557079508	0.03586244036249506	0.018722179682438174	0.011283794586134648	0.014590678458133841	0.013143390860210529	0.008793113603661975	0.006487550802319026	0.010021625169341063	0.013017173918531171	0.013883863584729433	0.0093652970726084	0.0093652970726084	0.005856466093922233	0	0.0112669656605774	0	0	0.005099164443846083	0	0	0.010787341282195839	0.010004796243783816	0.007421556170746278	0	0	0	0	0	0	0	0	0	0	0.005696591301128379	0	0	0	0	0.005713420226685627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004821487172151494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00511599336940333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256604	SL106	SL106_S271_L001_R1_001.fastq.gz	103ed7fa4e6b7a4c184f028a29ec8a15122faa5d5bb331fb2432bea92804d7d2	SL106_S271_L001_R2_001.fastq.gz	bf97b0026a8b4e6d6f0a24db9d9c673889dc8b92094c7cbffdcdb2cdd0793f54	1340	20251021T032609_martyma1	1.3361939851425833	1.1222516774502755	0.022113886891924277	1.1172867241792475	0.021964114545890246	0.0	0.0	0.004964953271028037	0.00014977234603402828	1.0	0.00020219266714593818	0	0	0.033316858375269584	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20240901	1.3	0	0	0	0	0	0	0	0	0	0	0.2610981308411215	0.22736190989695662	0.08478612508986341	0.0926791277258567	0	0.032380781212556914	0.0502935537982267	0.03584801102324467	0.0333543014617781	0.016018152408339325	0.012723160795590702	0.01212407141145459	0.01069374550682962	0.014572849269110951	0.015591301222142343	0.010087167505391804	0.012813024203211119	0.009929906542056074	0.009450635034747185	0.011345255212077642	0	0	0	0	0.0060208483105679365	0.006312904385334292	0.004852624011502516	0	0.00677719865803978	0.006365324706446201	0	0	0	0	0	0	0	0	0	0	0.006043314162473041	0	0	0	0	0	0	0	0	0.004762760603882099	0	0	0.005713815001198178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256484	FP104	FP104_S261_L001_R1_001.fastq.gz	231b7d6e43b21bfcfe4b32b510ebc341aa21341518ff332f97f142d75adaf521	FP104_S261_L001_R2_001.fastq.gz	173f7a85482b8791138876006cc3349fea71f5d6c06954dbafff57344f66c9dd	1340	20251021T032609_martyma1	1.303180376073667	1.1016017952487813	0.02053186824524749	1.0961249107964266	0.020308321941069754	0.0	0.0	0.005476884452354544	0.0002235463041777365	1.0	0.00025793804328200367	0	0	0.023945248351346007	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20240901	4.2	0	0	0	0	0	0	0	0	0	0	0.24494656383536675	0.2006070141951903	0.09722544644776325	0.12771372316369609	0	0.049420929092831904	0.030909575519960104	0.03724625344992133	0.027693947913711128	0.009956408470685341	0.007798326841892578	0.010721624665755285	0.01006818162277421	0.009002037710541928	0.008830079015020592	0.008090656624278849	0.01054966597023395	0.006749378799212429	0.013086056729173652	0.013730901837378661	0.012011314882165305	0.006482842821154359	0	0.010884985426500555	0.006457049016826158	0	0	0	0	0	0	0.00487502901802987	0.006594615973243227	0	0	0	0	0	0	0	0	0.005683234886980147	0	0	0	0	0	0	0.005709028691308348	0.006353873799513357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005872389452053616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004728864126836734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256475	FP06	FP06_S122_L001_R1_001.fastq.gz	3ca33d3ca899b700a1058c6d3567026f0ee836c7093167dc9beca2879c93b28c	FP06_S122_L001_R2_001.fastq.gz	f4e2837cf360b15cf0292f5e5bade552ad4da688ae602a50cbc3d58e202a1961	1340	20251021T032609_martyma1	1.3039072423903804	1.1171217634642752	0.024593373637813627	1.1144093292455803	0.024421458792966772	0.0	0.0	0.002712434218694784	0.00017191484484685253	1.0	0.00027697391669770686	0	0	0.03571053360457676	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20220901	4.2	0	0	0	0	0	0	0	0	0	0	0.2681298530128077	0.1384774075241397	0.10189774887061498	0.06179383589772977	0	0.059835916831418395	0.13575542248073122	0.029578904138372348	0.02002807942465832	0.007382787503700945	0.007927184512382644	0	0.007554702348547797	0.009799146156270594	0.010142975845964299	0.010152526670678013	0.007354135029559803	0.00521475029368786	0.01151829460473912	0.010219382443674012	0.00993285770226259	0.011451438831743122	0	0.007010305339866098	0	0.008079997707802069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008099099357229496	0	0	0	0	0	0	0	0	0	0.012559334498533949	0	0	0	0	0	0	0	0	0	0	0.005644537405804991	0	0	0	0	0	0	0	0	0.005931062147216412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006112527816776979	0	0	0	0	0	0	0.016752146547854407	0	0	0	0	0	0	0	0	0	0	0	0	0.005663639055232419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256568	RF100	RF100_S270_L001_R1_001.fastq.gz	3ec44f5f6cd83c7495929ddcdbb8ec511c3584497537481e0e58aaf51cc48707	RF100_S270_L001_R2_001.fastq.gz	ab2c9c83e59e6ca82610abe43a39d25a636e42a96fc6562e19c907bf417d3d36	1340	20251021T032609_martyma1	1.2947753735445504	1.1055981710059468	0.02006396481934936	1.1020751086902203	0.019907800709609715	0.0	0.0	0.0035230623157263504	0.00015616410973964319	1.0	0.00016865723851881465	0	0	0.029515016740792564	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	pocilloporidae	pocillopora	damicornis	23.57000000	151.55000000	20240901	0.7	0	0	0	0	0	0	0	0	0	0	0.27405551946429463	0.20985333066813253	0.08925091199840088	0.07428414372095347	0	0.03771675578431862	0.05919869072010394	0.03293188746189596	0.03787291989405827	0.0188646244565489	0.013117785218130028	0.013829893558542802	0.01035055719354355	0.017609065014242167	0.010244365598920594	0.013498825645894759	0.013598770676128129	0.009082504622457648	0.008207985607915646	0.00720853530558193	0	0.01131877467392934	0	0	0.00505971715556444	0.005959222427664785	0	0	0	0.006452701014442057	0	0	0	0	0	0	0	0	0	0	0.005565688871120884	0	0	0	0	0	0.005315826295537455	0	0	0	0	0	0.004609964519514267	0	0	0	0	0	0	0	0	0.004941032432162311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
