Date,Run ,Well,ColonyID,Timepoint,Dilution,Pellet_Resuspend_Vol_mL,Use,Notes
20201007,Run 1,E07,244,October_2019,3,10,,
20201007,Run 1,F07,244,October_2019,3,10,,
20201007,Run 1,D08,203,October_2019,3,10,,
20201007,Run 1,E08,203,October_2019,3,10,,
20201007,Run 1,F08,203,October_2019,3,10,,
20201007,Run 1,D09,201,October_2019,3,10,,
20201007,Run 1,E09,201,October_2019,3,10,,
20201007,Run 1,F09,201,October_2019,3,10,,
20201007,Run 1,D10,221,October_2019,3,10,,
20201007,Run 1,E10,221,October_2019,3,10,,
20201007,Run 1,F10,221,October_2019,3,10,,
20201007,Run 2,A10,238,October_2019,1,10,,
20201007,Run 2,B10,238,October_2019,1,10,,
20201007,Run 2,C10,238,October_2019,1,10,,
20201018,Run 1,A04,43,October_2019,1,10,,
20201018,Run 1,B04,43,October_2019,1,10,,
20201018,Run 1,C04,43,October_2019,1,10,,
20201018,Run 1,A07,229,October_2019,1,10,,
20201018,Run 1,B07,229,October_2019,1,10,,
20201018,Run 1,C07,229,October_2019,1,10,,
