Date,Run ,Well,ColonyID,Timepoint,Dilution,Pellet_Resuspend_Vol_mL,Use,Notes
20230805,Run 1,A01,1,April_2023,2.333333333,10,,
20230805,Run 1,A02,1,April_2023,2.333333333,10,,
20230805,Run 1,A03,2,April_2023,2.333333333,10,,
20230805,Run 1,A04,2,April_2023,2.333333333,10,,
20230805,Run 1,A05,3,April_2023,2.333333333,10,,
20230805,Run 1,A06,3,April_2023,2.333333333,10,,
20230805,Run 1,A07,4,April_2023,2.333333333,10,,
20230805,Run 1,A08,4,April_2023,2.333333333,10,,
20230805,Run 1,A09,11,April_2023,2.333333333,10,,
20230805,Run 1,A10,11,April_2023,2.333333333,10,,
20230805,Run 1,A11,12,April_2023,2.333333333,10,,
20230805,Run 1,A12,12,April_2023,2.333333333,10,,
20230805,Run 1,B01,15,April_2023,2.333333333,10,,
20230805,Run 1,B02,15,April_2023,2.333333333,10,,
20230805,Run 1,B03,16,April_2023,2.333333333,10,,
20230805,Run 1,B04,16,April_2023,2.333333333,10,,
20230805,Run 1,B05,19,April_2023,2.333333333,10,,
20230805,Run 1,B06,19,April_2023,2.333333333,10,,
20230805,Run 1,B07,26,April_2023,2.333333333,10,,
20230805,Run 1,B08,26,April_2023,2.333333333,10,,
20230805,Run 1,B09,27,April_2023,2.333333333,10,,
20230805,Run 1,B10,27,April_2023,2.333333333,10,,
20230805,Run 1,B11,28,April_2023,4.666666667,10,Do not use this value,
20230807,Run 1,A01,209,April_2023,3,10,,
20230807,Run 1,A02,209,April_2023,3,10,,
20230807,Run 1,A03,209,April_2023,3,10,,
20230807,Run 1,A04,210,April_2023,3,10,,
20230807,Run 1,A05,210,April_2023,3,10,,
20230807,Run 1,A06,210,April_2023,3,10,,
20230807,Run 1,A07,211,April_2023,3,10,,
20230807,Run 1,A08,211,April_2023,3,10,,
20230807,Run 1,A09,211,April_2023,3,10,,
20230807,Run 1,A10,212,April_2023,3,10,,
20230807,Run 1,A11,212,April_2023,3,10,,
20230807,Run 1,A12,212,April_2023,3,10,,
20230807,Run 1,B01,213,April_2023,3,10,,
20230807,Run 1,B02,213,April_2023,3,10,,
20230807,Run 1,B03,213,April_2023,3,10,,
20230807,Run 1,B04,214,April_2023,3,10,,
20230807,Run 1,B05,214,April_2023,3,10,,
20230807,Run 1,B06,214,April_2023,3,10,,
20230807,Run 1,B07,217,April_2023,3,10,,
20230807,Run 1,B08,217,April_2023,3,10,,
20230807,Run 1,B09,217,April_2023,3,10,,
20230807,Run 1,B10,218,April_2023,3,10,,
20230807,Run 1,B11,218,April_2023,3,10,,
20230807,Run 1,B12,218,April_2023,3,10,,
20230807,Run 1,C01,219,April_2023,3,10,,
20230807,Run 1,C02,219,April_2023,3,10,,
20230807,Run 1,C03,219,April_2023,3,10,,
20230807,Run 1,C04,220,April_2023,3,10,,
20230807,Run 1,C05,220,April_2023,3,10,,
20230807,Run 1,C06,220,April_2023,3,10,,
20230807,Run 1,C07,221,April_2023,3,10,,
20230807,Run 1,C08,221,April_2023,3,10,,
20230807,Run 1,C09,221,April_2023,3,10,,
20230807,Run 1,C10,222,April_2023,3,10,,
20230807,Run 1,C11,222,April_2023,3,10,,
20230807,Run 1,C12,222,April_2023,3,10,,
20230807,Run 1,D01,240,April_2023,3,10,,
20230807,Run 1,D02,240,April_2023,3,10,,
20230807,Run 1,D03,240,April_2023,3,10,,
20230807,Run 1,D04,241,April_2023,3,10,,
20230807,Run 1,D05,241,April_2023,3,10,,
20230807,Run 1,D06,241,April_2023,3,10,,
20230807,Run 1,D07,242,April_2023,3,10,,
20230807,Run 1,D08,242,April_2023,3,10,,
20230807,Run 1,D09,242,April_2023,3,10,,
20230807,Run 1,D10,243,April_2023,3,10,,
20230807,Run 1,D11,243,April_2023,3,10,,
20230807,Run 1,D12,243,April_2023,3,10,,
20230807,Run 1,E01,248,April_2023,3,10,,
20230807,Run 1,E02,248,April_2023,3,10,,
20230807,Run 1,E03,248,April_2023,3,10,,
20230807,Run 2,A01,20,April_2023,6,9,,
20230807,Run 2,A02,20,April_2023,6,9,,
20230807,Run 2,A03,20,April_2023,6,9,,
20230807,Run 2,A04,201,April_2023,3,9,,
20230807,Run 2,A05,201,April_2023,3,9,,
20230807,Run 2,A06,201,April_2023,3,9,,
20230807,Run 2,A07,202,April_2023,3,9,,
20230807,Run 2,A08,202,April_2023,3,9,,
20230807,Run 2,A09,202,April_2023,3,9,,
20230807,Run 2,A10,203,April_2023,3,9,,
20230807,Run 2,A11,203,April_2023,3,9,,
20230807,Run 2,A12,203,April_2023,3,9,,
20230807,Run 2,B01,46,April_2023,6,9,,
20230807,Run 2,B02,46,April_2023,6,9,,
20230807,Run 2,B03,46,April_2023,6,9,,
20230807,Run 2,B04,225,April_2023,6,9,,
20230807,Run 2,B05,225,April_2023,6,9,,
20230807,Run 2,B06,225,April_2023,6,9,,
20230807,Run 2,B07,226,April_2023,6,9,,
20230807,Run 2,B08,226,April_2023,6,9,,
20230807,Run 2,B09,226,April_2023,6,9,,
20230807,Run 2,B10,233,April_2023,6,9,,
20230807,Run 2,B11,233,April_2023,6,9,,
20230807,Run 2,B12,233,April_2023,6,9,,
20230807,Run 2,C01,204,April_2023,3,9,,
20230807,Run 2,C02,204,April_2023,3,9,,
20230807,Run 2,C03,204,April_2023,3,9,,
