Colony_ID,Run,Interval,Light_Value,N_points,O2_start,O2_end,DeltaT_min,DeltaT_max,O2_min,O2_max,Slope
247,1,1,0,300,49.908332225913654,40.73133222591363,80.444,95.394,40.440332225913636,49.97233222591362,-0.6320374387900569
247,1,2,205,300,-13.650355481727559,-10.523355481727577,0.444,15.394,-13.650355481727559,-10.505355481727577,0.21475444943589025
247,1,3,344,200,-10.043547263681603,-5.130547263681592,16.444,26.394,-10.043547263681603,-4.9375472636816085,0.5425880951754066
247,1,4,666,200,-4.300393034825873,4.029606965174139,27.444,37.394,-4.300393034825873,4.238606965174142,0.8607080521953323
247,1,5,923,200,5.445621890547244,15.721621890547254,38.444,48.394,5.22662189054725,15.721621890547254,1.0512770416024657
247,1,6,1145,200,17.02739303482585,28.497393034825848,49.444,59.394,16.94439303482585,28.497393034825848,1.1607625491738816
247,1,7,1495,300,30.208212624584718,49.44221262458473,60.444,75.394,30.17521262458473,49.44221262458473,1.3091849694043134
12,2,1,0,300,126.05169666666666,120.40869666666669,192.427,207.377,120.40869666666669,127.71369666666664,-0.6087745802862783
12,2,2,205,299,50.81620469798659,58.487204697986584,115.475,130.378,50.81620469798659,58.674204697986596,0.49674230512561635
12,2,3,344,200,59.59721999999999,66.17722,131.428,141.377,59.59721999999999,66.19221999999999,0.6585968939525381
12,2,4,666,200,67.36064999999999,76.80465000000001,142.428,152.377,67.34264999999999,76.82565,0.9767497859214942
12,2,5,923,220,78.53356363636362,89.94556363636363,153.427,164.377,78.46856363636363,90.09856363636365,1.0910905330095095
12,2,6,1145,200,91.94313999999997,103.67313999999999,165.427,175.377,91.79813999999999,103.67313999999999,1.197848151246949
12,2,7,1495,300,106.02453666666668,124.38753666666668,176.428,191.378,105.89153666666664,124.59453666666667,1.251487335417118
233,3,1,0,300,6.621716666666657,2.716716666666656,301.444,316.394,2.56871666666666,7.253716666666662,-0.38664206357654324
233,3,2,205,290,-11.34766898954706,-11.541668989547048,223.939,238.394,-11.606668989547046,-10.477668989547055,-0.06458117665707744
233,3,3,344,200,-10.68356,-10.153559999999999,240.444,250.394,-10.938559999999995,-10.051559999999995,0.0708579510336578
233,3,4,666,220,-9.242563636363627,-7.16956363636362,251.444,262.394,-9.396563636363624,-6.94556363636363,0.1899293609241254
233,3,5,923,200,-6.068039999999996,-3.735039999999998,263.444,273.394,-6.079039999999992,-3.725040000000007,0.2358539524991134
233,3,6,1145,200,-2.7102999999999895,-0.743300000000005,274.444,284.394,-2.7102999999999895,-0.42130000000000223,0.19496899141680962
233,3,7,1495,300,1.037446666666682,4.970446666666675,285.444,300.394,0.9314466666666874,5.021446666666691,0.27125348724137643
238,4,1,0,301,11.41676000000001,3.9567600000000027,406.411,421.411,3.8867600000000095,11.478760000000023,-0.5146667933519479
238,4,2,205,319,-9.00774276527332,-11.00174276527332,329.512,345.411,-11.024742765273317,-9.00774276527332,-0.10695790042414413
238,4,3,344,201,-9.6541,-9.506100000000004,346.41,356.411,-10.093099999999993,-9.335100000000011,0.050458842726786614
238,4,4,666,201,-8.525355000000019,-6.675355000000025,357.411,367.41,-8.552355000000006,-6.503354999999999,0.1880413006604997
238,4,5,923,201,-5.3625749999999925,-2.3925749999999937,368.411,378.411,-5.394575000000003,-2.313574999999986,0.2820413988384814
238,4,6,1145,201,-0.9470300000000123,2.5209700000000055,379.411,389.411,-1.0860299999999938,2.5209700000000055,0.34541786995177465
238,4,7,1495,301,4.33723333333333,9.59323333333333,390.411,405.411,4.0362333333333424,9.709233333333344,0.388215143146683
blank,5,1,0,300,0.1734033333333116,-0.26259666666666703,506.444,521.394,-0.36959666666666635,0.40840333333332524,-0.032252960723026684
