Chunk,Model,Model type,Surface Area (cm^2),Area (cm^2),Max height (cm),Min height (cm),Height range (cm),Volume (cm^3),Extent Volume (cm^3)
20230914_coral01,20230914_coral01,Mesh,20.03687937319646,3.673722005990161,5.243734188761861,1.7880077282014406,3.455726460560421,3.9780988516657434,16.463149091935055
20230914_coral02,20230914_coral02,Mesh,20.18991445483439,4.122677937190626,4.672996357189603,1.728227375972116,2.9447689812174866,4.433689465486787,15.820684596754145
20230914_coral19,20230914_coral19,Mesh,19.072649713751638,3.886990094296224,5.0838172850326995,1.7708935114920776,3.3129237735406214,4.388123082122254,17.83675521979458
20230914_coral20,20230914_coral20,Mesh,20.103205270753783,3.677202651930144,4.99999646647033,1.7866801760477224,3.2133162904226076,5.183083542630733,15.206238748301937
20230914_coral211,20230914_coral211,Mesh,15.44132247548983,3.6684827319938123,4.520271561379296,1.7330014174017445,2.787270143977552,3.086850744178931,13.26215363262741
20230914_coral212,20230914_coral212,Mesh,13.923790160973041,3.3907610839749633,4.0337679627069525,1.7603427961403795,2.2734251665665726,3.0381143543181928,9.633940269143736
20230914_coral214,20230914_coral214,Mesh,16.116329236972202,3.6016436757365793,6.051549412681662,1.7193905680476962,4.332158844633965,3.2102787918383267,19.5362970127645
20230914_coral219,20230914_coral219,Mesh,14.683759780391894,10.664279731940985,4.027035613335222,-5.921280991611741,9.948316604946964,2.74073971088745,338.6092819662084
20230914_coral220,20230914_coral220,Mesh,16.35278259658572,3.413176021866634,4.2590105606875985,1.7604823142969128,2.4985282463906855,3.549688031945318,10.768517599839788
20230914_coral221,20230914_coral221,Mesh,15.395030370259072,3.426374887434512,4.467160974361306,1.7968240958494475,2.6703368785118586,3.4233190869297085,11.55707981458528
20230914_coral235,20230914_coral235,Mesh,13.258284151065782,3.2256355640489494,3.556689924309775,1.7909954875483969,1.765694436761378,3.071072137948172,7.3610977500564365
20230914_coral236,20230914_coral236,Mesh,16.309733713121656,3.388412921582328,4.259947317645551,1.7705414361674165,2.489405881478135,3.5831904785252187,10.928454010757248
20230914_coral237,20230914_coral237,Mesh,18.20289831273015,3.7409055289827338,4.239853142730893,1.7727781356278116,2.467075007103081,0.0,11.756747441261151
20230914_coral238,20230914_coral238,Mesh,17.006614307261778,3.4396284647073987,4.655285682312814,1.77281162208493,2.8824740602278847,3.749457378410338,13.124246293347095
20230914_coral243,20230914_coral243,Mesh,15.69865511057959,3.3189016061097196,4.252694648254862,1.7751775847797802,2.477517063475082,3.677909981906359,10.714280224997566
20230914_coral244,20230914_coral244,Mesh,16.6374157920105,3.406867918045251,4.4487719530920025,1.7351816754799294,2.713590277612073,3.9743883386850865,12.180974217192569
20230914_coral247,20230914_coral247,Mesh,16.781108694164796,3.3635234623144408,5.036152580507625,1.758257413416725,3.2778951670908993,3.471595853146767,14.821997143946131
20230914_coral248,20230914_coral248,Mesh,16.072446128190016,3.385873106908055,4.242049605782339,1.7577854727658548,2.4842641330164836,3.667806678404984,10.889487943480786
20230915_coral03,20230915_coral03,Mesh,18.197529981685094,3.7138678651669106,4.472870437750601,1.7589643405628876,2.713906097187713,3.9908122144117795,13.944548521032567
20230915_coral04,20230915_coral04,Mesh,17.009142328245247,3.504561920255862,4.332612112626369,1.7273018047175293,2.6053103079088396,4.135671751623491,11.67042669783284
20230915_coral26,20230915_coral26,Mesh,15.40563432350685,3.5340951430964482,3.923485391343812,1.7499292546110268,2.1735561367327847,3.9636680659958348,10.161718456574462
20230915_coral27,20230915_coral27,Mesh,17.705342138790648,3.402658464523641,4.555978927808418,1.7684752555685024,2.7875036722399162,4.528466123465363,12.479337170846554
20230915_coral28,20230915_coral28,Mesh,17.758861400479333,7.214337386980776,4.623230410840085,-9.383018647154229,14.006249057994314,4.417825632892848,302.42236478680286
20230915_coral29,20230915_coral29,Mesh,16.020657514768704,3.2979189339916393,4.611411923146689,1.7580472561795106,2.8533646669671784,3.8892526108730734,12.185525646392737
20230915_coral41,20230915_coral41,Mesh,17.872633897438746,4.157687098236101,4.430276529739824,1.7465894246910085,2.6836871050488154,4.5893279958537745,15.470199622044039
20230915_coral42,20230915_coral42,Mesh,14.092707890320577,3.2320107426426374,3.9679610422629796,1.729610363907469,2.238350678355511,3.2647236482659263,9.097621069131918
20230915_coral43,20230915_coral43,Mesh,19.40321853600132,4.1334951215253914,4.964209712084855,1.8131777878152733,3.1510319242695815,4.49097542061049,18.734621666941845
20230915_coral44,20230915_coral44,Mesh,14.938100561758691,3.249915203675101,3.968651178573235,1.664269663443002,2.304381515130233,3.443585236996493,9.79412285290959
20230915_coral45,20230915_coral45,Mesh,16.52711026853101,3.2911280558323783,4.233477185317608,1.7529214809927252,2.4805557043248827,3.933641335516196,10.411377027646482
20230915_coral46,20230915_coral46,Mesh,19.415925672641738,7.306390255769026,7.471042269103889,1.762830951110933,5.708211317992956,4.670219058290326,103.02430102217822
20230915_coral201,20230915_coral201,Mesh,18.061080485155546,4.040108844953146,4.973947379745662,1.772017938486698,3.201929441258964,3.8098702737860095,17.45421435021839
20230915_coral202,20230915_coral202,Mesh,19.497496713318327,4.272078509612227,4.77254057390339,1.7749538462031575,2.997586727700232,4.533379907541416,17.673358567246247
20230915_coral203,20230915_coral203,Mesh,21.90329563863161,4.1902655800278925,5.051282037615657,1.7688497949886361,3.2824322426270203,4.877423312234268,19.303846527389005
20230915_coral204,20230915_coral204,Mesh,19.586485860479275,3.7372980961569127,5.102905799272136,1.7524957485756025,3.350410050696534,4.0786440130354205,16.18995894274804
20230915_coral205,20230915_coral205,Mesh,15.619899349691112,3.370926614430088,4.520404048289661,1.7288978513714859,2.791506196918175,0.0,12.75159137899693
20230915_coral206,20230915_coral206,Mesh,14.224790981571644,3.5015635707776114,4.07249446977519,1.7755423998036202,2.2969520699715695,2.885747932317078,10.46175732097086
20230915_coral209,20230915_coral209,Mesh,21.484973647438814,4.512169491991534,4.800411923802764,1.756296417473477,3.0441155063292866,4.514631703566939,19.143811725373215
20230915_coral210,20230915_coral210,Mesh,22.84494431187274,3.833705624273587,4.926931616063854,1.7654506232640088,3.161480992799845,5.362010168334461,16.432481321323085
20230915_coral225,20230915_coral225,Mesh,14.897569805002894,3.3926624955603635,4.180316202753925,1.7911218505815396,2.3891943521723857,3.1864085046629587,10.390497993499023
20230915_coral226,20230915_coral226,Mesh,18.51332615848353,5.491383910200655,4.668546004188579,2.105464378674976,2.5630816255136035,4.857968668450124,20.078386712793183
20230915_coral233,20230915_coral233,Mesh,15.224196222859335,3.4505527391012505,3.9788364112114225,1.738955308117286,2.239881103094137,3.779255476957503,9.690474629159779
20230915_coral234,20230915_coral234,Mesh,17.667643850741136,3.4860966209102213,4.116521533678307,1.7401379205670864,2.3763836131112215,4.5065974900171915,10.846247730307061
20230915_coral239,20230915_coral239,Mesh,16.251446093707212,3.6931112243529953,4.061657948383318,1.7119286219335395,2.3497293264497787,3.9084715635916987,10.965880154074398
20230915_coral240,20230915_coral240,Mesh,18.72882123749072,4.3646892863603215,4.700139847016467,1.7477695891982807,2.952370257818186,4.4224286103231005,18.09803872378875
20230915_coral241,20230915_coral241,Mesh,16.517045077212888,3.450443018411649,4.49505799185424,1.7409328072666708,2.7541251845875694,3.98326841812273,12.145025661769578
20230915_coral242,20230915_coral242,Mesh,15.248901618954667,3.651849525360841,4.004396927694098,1.7714906744059233,2.232906253288175,3.893230531178387,10.668542506080936
