Chunk,Model,Model type,Surface Area (cm^2),Area (cm^2),Max height (cm),Min height (cm),Height range (cm),Volume (cm^3),Extent Volume (cm^3)
20230912_Tank1_202A,20230912_Tank1_202A,Mesh,18.322033849952284,3.329549156224121,5.451857319416026,1.9157404790632382,3.5361168403527876,4.263280920618713,15.084771006575394
20230912_Tank1_203A,3D model (59762 faces),Mesh,27.144261519929966,4.718091051773281,6.748784610157404,1.8215789033573404,4.9272057068000645,6.276378286947619,33.68412893017427
20230912_Tank1_204A,3D model (36866 faces),Mesh,17.988742403308997,3.377100785781285,4.616892994212551,1.8224469290265166,2.794446065186035,4.446468487992208,12.514977820920365
20230912_Tank1_205A,3D model (43592 faces),Mesh,20.100971683224255,3.221723495518217,5.991773253641409,1.809288129124842,4.182485124516566,4.322934506073352,17.15866487418255
20230912_Tank1_206A,3D model (52318 faces),Mesh,23.472385262886867,3.730359968166395,6.087795914403237,1.8333754678453107,4.254420446557927,4.881939834805112,23.36670600063076
20230912_Tank1_207A,3D model (47602 faces),Mesh,19.283118480406305,3.730019944987501,4.852116697390657,1.802434470408687,3.04968222698197,4.471038136796591,15.679006111065261
20230912_Tank1_208A,3D model (47208 faces),Mesh,21.196322422040875,3.7873412788668213,5.2468804315182656,1.8433359203388213,3.403544511179444,4.141361635496601,18.102101084683653
20230912_Tank1_209A,3D model (50070 faces),Mesh,21.31851995690922,3.789691038365427,5.1779418201423715,1.804948507694684,3.372993312447688,5.084690931965331,16.87182542355785
20230912_Tank1_210A,3D model (75048 faces),Mesh,29.555219110950922,4.971968495664676,6.084027216660099,1.8273038410111742,4.2567233756489244,6.1739057271487825,29.687139355812487
20230912_Tank1_211A,3D model (66194 faces),Mesh,27.631918552179584,3.8429308844215546,6.687537521066803,1.8145757687276387,4.8729617523391635,5.885786749441056,24.53426966490344
20230912_Tank1_212A,3D model (46730 faces),Mesh,19.69824764467303,3.276171225444122,5.444317406042051,1.8261270466318646,3.6181903594101867,4.120369280113177,15.51431965979461
20230912_Tank1_213A,3D model (65720 faces),Mesh,28.029568051857016,5.691564149177671,4.8019744065621515,1.821647689895145,2.980326716667006,6.742126830266732,22.529190358751144
20230912_Tank1_214A,3D model (53200 faces),Mesh,23.670010623704776,3.454067619840383,6.2755373073108665,1.819110987788994,4.4564263195218725,4.4480700226248935,19.345781484725162
20230912_Tank1_217A,3D model (45658 faces),Mesh,20.931263984204225,5.129675533298022,4.6971969878555395,1.8204441241759266,2.876752863679613,4.290437153146761,18.22272747113913
20230912_Tank1_218A,3D model (60838 faces),Mesh,25.59503772537316,3.458914664710628,6.695625577071629,1.8251737297717174,4.870451847299911,6.476563982168489,22.26141330514343
20230912_Tank1_219A,3D model (80374 faces),Mesh,34.05491212461182,7.626366176211938,5.950350883335038,1.8333202818711942,4.117030601463843,7.975207573137194,44.187328290137515
20230912_Tank1_220A,3D model (47380 faces),Mesh,21.78168664383464,3.2486690051078075,5.667382322934627,1.8073191850432713,3.8600631378913564,4.945201832941146,15.779302400346419
20230912_Tank1_221A,3D model (38602 faces),Mesh,17.51232290089118,3.3574996899851737,4.314758850105821,1.7478635177546962,2.5668953323511245,4.56964614051848,11.44378817187934
20230912_Tank1_222A,3D model (36456 faces),Mesh,17.961800563226706,3.7513878856405225,4.4815670274926,1.831833392356802,2.649733635135798,4.09866951095176,13.38640485389949
20230912_Tank1_225A,3D model (62490 faces),Mesh,38.564734750628865,8.446499180466136,5.543277161763044,1.8145654948794694,3.7287116668835747,11.239539659892028,55.25899180912853
20230912_Tank1_226A,3D model (70198 faces),Mesh,43.99584863070639,6.320334167275233,7.015794563325789,1.7871182411381747,5.2286763221876145,12.171750065447146,48.06099384881931
20230912_Tank1_233A,3D model (39452 faces),Mesh,24.71021272469566,4.419948989561492,5.392125540306466,1.7945684086942415,3.5975571316122252,7.112312646322829,21.049597352865483
20230912_Tank1_234A,3D model (41470 faces),Mesh,27.383919642052437,4.8240489402907745,5.464298903576964,1.81060494895324,3.653693954623724,9.984114374381086,23.01395286829025
20230912_Tank1_235A,3D model (40974 faces),Mesh,22.15898350030624,4.29736149077821,4.515550647434511,1.8163998550093678,2.6991507924251423,6.330872453529229,15.00589325287196
20230912_Tank1_236A,3D model (36846 faces),Mesh,25.037358049265737,5.813522261346789,5.31264246701228,1.82970563600936,3.4829368310029194,7.518284125029439,23.429453431275547
20230912_Tank1_237A,3D model (35262 faces),Mesh,18.025226744373374,3.4475484697448575,4.3254239889487405,1.777765774257977,2.547658214690763,4.904710179045445,11.801912716765807
20230912_Tank1_238A,3D model (36570 faces),Mesh,18.757991068241466,3.477468449366863,4.521482822965389,1.8267142930713853,2.694768529894004,5.144733809618827,11.744059986397035
20230912_Tank1_239A,3D model (37296 faces),Mesh,20.646267673953716,3.302992056523135,5.10832917604529,1.8182232070698356,3.290105968975454,5.392210755461792,14.102911577189305
20230912_Tank1_240A,3D model (31974 faces),Mesh,19.146103686057714,3.8663352618354363,4.093431799597464,1.809656163204998,2.2837756363924653,5.279314380932055,11.763385147977765
20230912_Tank1_241A,3D model (45348 faces),Mesh,26.560993524655093,5.550853732825497,5.48268699197306,1.8207473179735243,3.661939673999536,7.01909638883887,30.01433528524707
20230912_Tank1_242A,3D model (40516 faces),Mesh,20.695654581011688,3.6867451693857536,5.19007068899468,1.8136104955186638,3.3764601934760163,5.607123528014232,16.439625926452518
20230912_Tank1_243A,3D model (42468 faces),Mesh,26.7684146201721,5.318299819314092,5.037971525741403,1.8279873742116426,3.20998415152976,7.563233885190759,26.00650621306354
20230912_Tank1_244A,3D model (36792 faces),Mesh,17.20620743032689,3.5116734592490073,4.24370302160032,1.809053293021634,2.434649728578686,4.28604336743259,11.013609758953763
20230912_Tank1_247A,3D model (41150 faces),Mesh,28.667791076973245,4.274013009188557,6.468003728379802,1.8269564290362,4.641047299343602,8.154836437758709,28.17062141455827
20230912_Tank1_248A,3D model (31016 faces),Mesh,21.436668195989014,4.348233339876254,5.058093623389132,1.7932129100211913,3.2648807133679405,6.611778872213671,20.189109192239957
20230912_Tank2_01B,3D model (256977 faces),Mesh,233.67328373874162,23.488250658454096,8.706932532520273,-9.766779146137425,18.473711678657697,0.0,460.0520711207786
20230912_Tank2_02B,3D model (251740 faces),Mesh,224.89628910293774,23.186685948994047,6.638962358146213,-9.314388940964188,15.953351299110402,0.0,396.82581497062495
20230912_Tank2_03B,3D model (215144 faces),Mesh,211.82419474188669,23.063638560522275,6.653886445197421,-9.080594594965369,15.73448104016279,0.0,390.33248431591846
20230912_Tank2_04B,3D model (215400 faces),Mesh,260.30175826569695,23.98177390635218,5.079850779624695,-11.594422341452294,16.674273121076986,0.0,434.88162130705837
20230912_Tank2_11B,3D model (229795 faces),Mesh,217.9949336213008,23.107263618372446,7.656608184643337,-9.243400735193386,16.900008919836722,0.0,422.0824343458531
20230912_Tank2_12B,3D model (237337 faces),Mesh,240.55479789685478,23.15753719595317,6.8081338072527755,-10.490003053987335,17.29813686124011,0.0,429.3086490335207
20230912_Tank2_15B,3D model (245295 faces),Mesh,251.9944369345999,24.332699540131124,8.162726252446303,-10.960159071878728,19.122885324325033,0.0,516.6632969688081
20230912_Tank2_16B,3D model (253348 faces),Mesh,229.91667729449972,24.269042913833356,8.073928893707278,-9.768010129452303,17.841939023159583,0.0,499.7159170115219
20230912_Tank2_19B,3D model (254281 faces),Mesh,251.60249870492757,23.057237665460686,5.3258774183119195,-10.738569768590539,16.06444718690246,0.0,398.62779139987936
20230912_Tank2_20B,3D model (252213 faces),Mesh,227.38297021513856,23.184319827482774,6.647640562714105,-9.420835950627511,16.06847651334162,0.0,399.95344711198527
20230912_Tank2_26B,3D model (221606 faces),Mesh,216.4664626057122,22.84557684093096,6.578330023361276,-9.355914137730146,15.93424416109142,0.0,392.5133308564141
20230912_Tank2_27B,3D model (228903 faces),Mesh,219.19104683139474,23.036895025833186,6.68032353869352,-9.43090159395246,16.111225132645977,0.0,399.57335901993264
20230912_Tank2_28B,3D model (248057 faces),Mesh,243.81125410558428,23.295611838846604,8.63317926941814,-10.088002424736436,18.721181694154577,0.0,466.3737978861696
20230912_Tank2_29B,3D model (232900 faces),Mesh,227.96821409853573,23.184903273971102,8.150882728642777,-9.148918420828348,17.299801149471126,0.0,427.23515559460196
20230912_Tank2_41B,3D model (45234 faces),Mesh,25.481046073456195,4.879782933369618,4.935139512697978,1.7986014913465131,3.136538021351465,7.4927596543373465,21.329267622366388
20230912_Tank2_42B,3D model (220987 faces),Mesh,220.78187180532095,23.28523504972361,6.658168046382936,-9.325583878295557,15.98375192467849,0.0,395.6658589489603
20230912_Tank2_43B,3D model (244439 faces),Mesh,246.803126831206,23.213198758580116,6.6532211192796895,-10.686537854291679,17.339758973571367,0.0,428.8426337933333
20230912_Tank2_44B,3D model (242377 faces),Mesh,253.19207759061686,23.338406492274167,6.669759998130359,-11.006073817814165,17.675833815944525,0.0,438.76375389641805
20230912_Tank2_45B,3D model (246783 faces),Mesh,253.0213961617223,23.217120819540362,8.594360599488688,-10.780900542138589,19.375261141627277,0.0,477.2609607506267
20230912_Tank2_46B,3D model (229055 faces),Mesh,228.91558477492669,23.251616444299266,7.548693894454081,-9.680721592214514,17.229415486668596,0.0,427.9880246036131
20230912_Tank2_201B,3D model (232011 faces),Mesh,217.14639117462355,23.098092731791297,6.684486797892059,-9.439581352674468,16.124068150566526,0.0,400.35047374174627
20230912_Tank2_202B,3D model (235892 faces),Mesh,233.35361839092656,23.03108591194999,6.668123648660767,-10.261625887415116,16.92974953607588,0.0,420.1284208562981
20230912_Tank2_203B,3D model (251455 faces),Mesh,256.00987646641676,23.094736285465643,9.142770246371096,-11.022791209031817,20.165561455402916,0.0,499.68255031122976
20230912_Tank2_204B,3D model (229237 faces),Mesh,219.59356086270157,23.01142093272913,4.5179707439909595,-9.395505957745465,13.913476701736425,0.0,348.8606448496727
20230912_Tank2_205B,3D model (212271 faces),Mesh,245.5872351614348,25.46164034156325,8.151957195697857,-10.836470773420404,18.98842796911826,0.0,564.9986800905785
20230912_Tank2_206B,3D model (267747 faces),Mesh,262.38456209598985,23.255890415179923,9.103556992690049,-11.0040588554514,20.107615848141446,0.0,499.77818263230455
20230912_Tank2_207B,3D model (241010 faces),Mesh,222.51933256033394,22.922300471397257,4.917685825156709,-9.366609539895352,14.28429536505206,0.0,352.1967178231079
20230912_Tank2_208B,3D model (239671 faces),Mesh,249.36945687599865,23.321436057397225,6.697277961674342,-11.049977037666858,17.7472549993412,0.0,445.87647338907044
20230912_Tank2_209B,3D model (273331 faces),Mesh,255.7760616298501,23.120327498662572,8.134851799827283,-10.740176120174294,18.87502792000158,0.0,469.7058754557005
20230912_Tank2_210B,3D model (242592 faces),Mesh,223.39125665214283,23.102438595776494,8.083336354753573,-9.4956469838164,17.578983338569973,0.0,436.8150873117324
20230912_Tank2_211B,3D model (252172 faces),Mesh,241.55478679229697,23.079437084709863,8.750427849375212,-10.183091295284939,18.93351914466015,0.0,473.36398364248896
20230912_Tank2_212B,3D model (228761 faces),Mesh,228.36052487158608,23.183836447355933,6.691932899986569,-9.878060180604791,16.56999308059136,0.0,412.1727137959777
20230912_Tank2_213B,3D model (244080 faces),Mesh,236.29893599768315,23.148211355580322,7.59883945713602,-10.111534709704756,17.710374166840776,0.0,439.61995161185996
20230912_Tank2_214B,3D model (247310 faces),Mesh,237.7399820748022,23.192045541956723,7.608682323497412,-10.21592522413894,17.824607547636354,0.0,444.4346918122226
20230912_Tank2_217B,3D model (242551 faces),Mesh,221.75108249898557,23.152114441651445,6.6333058844666395,-9.41561145392472,16.048917338391362,0.0,397.78201729217363
20230912_Tank2_218B,3D model (235648 faces),Mesh,231.09925043473947,23.055733504876113,6.652883317927814,-10.133126908419463,16.786010226347276,0.0,420.2343707183008
20230912_Tank2_219B,3D model (269735 faces),Mesh,236.18112147058696,23.09511815676003,5.66853570651965,-9.593003020626595,15.261538727146245,0.0,378.6221638255812
20230912_Tank2_220B,3D model (253226 faces),Mesh,237.03320550038208,31.137608844123292,9.044863234467071,-10.07107651766071,19.11593975212778,0.0,852.670086966027
20230912_Tank2_222B,3D model (240170 faces),Mesh,241.69986831311212,23.12633975727127,7.622589899444099,-10.509717583643397,18.132307483087494,0.0,450.15319773604523
20230912_Tank2_225B,3D model (214776 faces),Mesh,226.9283259488014,23.358781748543333,6.168925085358951,-9.881060887325734,16.049985972684684,0.0,397.9465643267823
20230912_Tank2_226B,3D model (259930 faces),Mesh,244.46688125025304,23.07730594290607,8.450229585316324,-10.167823793017288,18.61805337833361,0.0,459.4571209567889
20230912_Tank2_233B,3D model (233743 faces),Mesh,221.84414636208768,23.457842899958727,6.6949347670349,-9.235894274708462,15.93082904174336,0.0,395.8314573273214
20230912_Tank2_234B,3D model (232599 faces),Mesh,235.17662994392043,23.083943133778188,6.679134901239098,-10.118952959429695,16.798087860668794,0.0,412.72826235050456
20230912_Tank2_235B,3D model (234054 faces),Mesh,227.76684066656836,23.048715067121506,5.255932889402787,-9.314333685499312,14.5702665749021,0.0,359.922731487206
20230912_Tank2_236B,3D model (236292 faces),Mesh,249.8636143154744,23.17489334700244,6.685572820479585,-10.887267047587857,17.57283986806744,0.0,436.37764629421275
20230912_Tank2_237B,3D model (232137 faces),Mesh,226.14623461894425,23.276840630679047,7.613018244626649,-9.559769830812389,17.172788075439037,0.0,427.0155635818919
20230912_Tank2_238B,3D model (220310 faces),Mesh,218.37980597545234,23.300460213404445,6.694323729619627,-9.068205489939489,15.762529219559115,0.0,391.76474485404407
20230912_Tank2_239B,3D model (232651 faces),Mesh,242.1622024737535,23.33487382936639,6.146718743230206,-10.669043776445038,16.815762519675246,0.0,418.0078915595073
20230912_Tank2_240B,3D model (234597 faces),Mesh,241.55031265847944,23.38750829775594,6.6969345419086,-10.458311226353501,17.155245768262102,0.0,427.69062272391216
20230912_Tank2_241B,3D model (230561 faces),Mesh,238.78388217034376,23.13455355225262,8.570924549101006,-10.189160579377182,18.760085128478188,0.0,464.09155189396756
20230912_Tank2_242B,3D model (229604 faces),Mesh,232.41549958949045,22.960661379237212,6.588065811732912,-10.08386677712554,16.67193258885845,0.0,410.69420283282176
20230912_Tank2_243B,3D model (227085 faces),Mesh,218.7906786100166,23.04900301656638,6.6194877858903824,-9.212880907028321,15.832368692918703,0.0,392.4086275948984
20230912_Tank2_244B,3D model (221707 faces),Mesh,215.2495153521497,22.985124310607198,6.616233701028307,-9.04088161293592,15.657115313964226,0.0,387.6610933496723
20230912_Tank2_247B,3D model (235147 faces),Mesh,224.15049645098378,23.357294569597975,5.323829094791782,-9.237070304181303,14.560899398973087,0.0,362.96571726186784
20230912_Tank2_248B,3D model (237685 faces),Mesh,237.37441157687542,23.08728105745154,6.641353856577951,-10.18562791479142,16.826981771369372,0.0,417.84835905010664
