"","Date.x","Project.x","Colony_ID","Light","Time_start","Time_end","Chamber","Zub","Run","Sample_Volume_mL","Starting_alk_value","Alk_avg","Temperature_C","Notes.x","start","end","elapsed_mins","elapsed_hours","Delta_TA_raw","Delta_TA_corr","Net_Calcification","Date.y","Project.y","Species","Phenotype","Surface_Area_cm2","Notes.y","Net_Calcification_cm2"
"78","2023-09-17","TCB ","203","Dark","11:34","12:06",2,14,9,236,2172.85,2170.7,27.54,NA,11H 34M 0S,12H 6M 0S,32,0.533333333333333,2.15000000000009,7.45000000000009,1.69446525000002,2023-09-17,"TCB","Montipora capitata","Susceptible",27.14426152,"All SAs from group A from file group1_T0_20230912_mesh_measure",0.0624244372517385
"79","2023-09-17","TCB ","241","Dark","11:34","12:06",3,15,9,236,2172.85,2165,27.54,NA,11H 34M 0S,12H 6M 0S,32,0.533333333333333,7.84999999999991,13.1499999999999,2.99090174999998,2023-09-17,"TCB","Porites compressa","Susceptible",26.56099352,"All SAs from group A from file group1_T0_20230912_mesh_measure",0.11260504046085
"80","2023-09-17","TCB ","236","Dark","11:34","12:07",4,16,9,236,2172.85,2155.8,27.54,NA,11H 34M 0S,12H 7M 0S,33,0.55,17.0499999999997,22.3499999999997,4.92935345454539,2023-09-17,"TCB","Porites compressa","Resistant",25.03735805,"All SAs from group A from file group1_T0_20230912_mesh_measure",0.196879936161851
"81","2023-09-17","TCB ","242","Dark","11:35","12:07",5,17,9,237,2172.85,2176.95,27.54,NA,11H 35M 0S,12H 7M 0S,32,0.533333333333333,-4.09999999999991,1.20000000000009,0.274090500000021,2023-09-17,"TCB","Porites compressa","Resistant",20.69565458,"All SAs from group A from file group1_T0_20230912_mesh_measure",0.0132438671577413
"82","2023-09-17","TCB ","235","Dark","11:35","12:07",6,18,9,237,2172.85,2164.25,27.54,NA,11H 35M 0S,12H 7M 0S,32,0.533333333333333,8.59999999999991,13.8999999999999,3.17488162499998,2023-09-17,"TCB","Porites compressa","Susceptible",22.1589835,"All SAs from group A from file group1_T0_20230912_mesh_measure",0.143277403722061
"83","2023-09-17","TCB ","211","Dark","11:35","12:07",7,19,9,236,2172.85,2159.75,27.54,NA,11H 35M 0S,12H 7M 0S,32,0.533333333333333,13.0999999999999,18.3999999999999,4.18498799999998,2023-09-17,"TCB","Montipora capitata","Susceptible",27.63191855,"All SAs from group A from file group1_T0_20230912_mesh_measure",0.151454847133659
"84","2023-09-17","TCB ","212","Dark","11:35","12:08",8,20,9,239,2172.85,2182.55,27.54,NA,11H 35M 0S,12H 8M 0S,33,0.55,-9.70000000000027,-4.40000000000027,-0.982768000000061,2023-09-17,"TCB","Montipora capitata","Resistant",19.69824764,"All SAs from group A from file group1_T0_20230912_mesh_measure",-0.0498911384383459
"85","2023-09-17","TCB ","238","Dark","11:35","12:08",9,21,9,239,2172.85,2174.9,27.54,NA,11H 35M 0S,12H 8M 0S,33,0.55,-2.05000000000018,3.24999999999982,0.725908181818141,2023-09-17,"TCB","Porites compressa","Resistant",18.75799107,"All SAs from group A from file group1_T0_20230912_mesh_measure",0.0386986100542024
"86","2023-09-17","TCB ","204","Dark","11:36","12:08",10,22,9,238,2172.85,2179.7,27.54,NA,11H 36M 0S,12H 8M 0S,32,0.533333333333333,-6.84999999999991,-1.54999999999991,-0.355527374999979,2023-09-17,"TCB","Montipora capitata","Resistant",17.9887424,"All SAs from group A from file group1_T0_20230912_mesh_measure",-0.0197638816040847
"87","2023-09-17","TCB ","240","Dark","13:55","14:28",1,30,10,239,2182.05,2176.95,27.61,NA,13H 55M 0S,14H 28M 0S,33,0.55,5.10000000000036,10.4000000000004,2.32290618181826,2023-09-17,"TCB","Porites compressa","Resistant",19.14610369,"All SAs from group A from file group1_T0_20230912_mesh_measure",0.121325269069315
"88","2023-09-17","TCB ","26","Dark","13:55","14:28",2,31,10,239,2182.05,2186.75,27.61,NA,13H 55M 0S,14H 28M 0S,33,0.55,-4.69999999999982,0.600000000000182,0.134013818181859,2023-09-17,"TCB","Porites compressa","Resistant",17.8285627,"All SAs from group A from file group1_T0_20230912_mesh_measure",0.00751680437940512
"89","2023-09-17","TCB ","210","Dark","13:55","14:28",3,32,10,237,2182.05,2177.3,27.61,NA,13H 55M 0S,14H 28M 0S,33,0.55,4.75,10.05,2.22594709090909,2023-09-17,"TCB","Montipora capitata","Resistant",29.55521911,"All SAs from group A from file group1_T0_20230912_mesh_measure",0.0753148566628607
"90","2023-09-17","TCB ","27","Dark","13:55","14:28",4,33,10,234,2182.05,2161.95,27.61,NA,13H 55M 0S,14H 28M 0S,33,0.55,20.1000000000004,25.4000000000004,5.55456436363644,2023-09-17,"TCB","Porites compressa","Susceptible",29.00149537,"All SAs from group A from file group1_T0_20230912_mesh_measure",0.191526826212632
"91","2023-09-17","TCB ","248","Dark","13:56","14:29",5,34,10,236,2182.05,2146,27.61,NA,13H 56M 0S,14H 29M 0S,33,0.55,36.0500000000002,41.3500000000002,9.11985527272731,2023-09-17,"TCB","Porites compressa","Resistant",21.4366682,"All SAs from group A from file group1_T0_20230912_mesh_measure",0.425432496675361
"92","2023-09-17","TCB ","209","Dark","13:56","14:29",6,35,10,237,2182.05,2172.15,27.61,NA,13H 56M 0S,14H 29M 0S,33,0.55,9.90000000000009,15.2000000000001,3.36660654545457,2023-09-17,"TCB","Montipora capitata","Susceptible",21.31851996,"All SAs from group A from file group1_T0_20230912_mesh_measure",0.157919337354157
"93","2023-09-17","TCB ","247","Dark","13:56","14:29",7,36,10,235,2182.05,2167.3,27.61,NA,13H 56M 0S,14H 29M 0S,33,0.55,14.75,20.05,4.40334454545455,2023-09-17,"TCB","Porites compressa","Susceptible",28.66779108,"All SAs from group A from file group1_T0_20230912_mesh_measure",0.153599017558298
"94","2023-09-17","TCB ","233","Dark","13:56","14:29",8,37,10,237,2182.05,2141.55,27.61,NA,13H 56M 0S,14H 29M 0S,33,0.55,40.5,45.8,10.1441170909091,2023-09-17,"TCB","Porites compressa","Susceptible",24.71021272,"All SAs from group A from file group1_T0_20230912_mesh_measure",0.410523260396647
"95","2023-09-17","TCB ","239","Dark","13:57","14:30",9,38,10,238,2182.05,2174.1,27.61,NA,13H 57M 0S,14H 30M 0S,33,0.55,7.95000000000027,13.2500000000003,2.94708909090915,2023-09-17,"TCB","Porites compressa","Susceptible",20.64626767,"All SAs from group A from file group1_T0_20230912_mesh_measure",0.142741978260381
"96","2023-09-17","TCB ","234","Dark","13:57","14:30",10,39,10,233,2182.05,2154.75,27.61,NA,13H 57M 0S,14H 30M 0S,33,0.55,27.3000000000002,32.6000000000002,7.0986203636364,2023-09-17,"TCB","Porites compressa","Resistant",27.38391964,"All SAs from group A from file group1_T0_20230912_mesh_measure",0.25922586893906
