Colony_ID,Run,Interval,Light_Value,N_points,O2_start,O2_end,DeltaT_min,DeltaT_max,O2_min,O2_max,Slope
blank,5,1,0,300,0.40335666666666725,-0.14264333333332502,491.885,506.834,-0.4796433333333425,0.45135666666666907,-0.04353986857054988
blank,5,2,163,219,0.8891278538812628,-0.2548721461187142,424.942,435.834,-0.373872146118714,0.8891278538812628,-0.03521814131552779
blank,5,3,287,180,0.2280499999999961,-0.33995000000001596,436.885,445.834,-0.33995000000001596,0.32704999999998563,-0.042268436635136984
blank,5,4,538,180,0.20634999999998627,-0.4056500000000085,446.885,455.835,-0.44165000000000987,0.36334999999999695,-0.0547880745757128
blank,5,5,778,180,0.37505000000001587,-0.233949999999993,456.884,465.834,-0.38794999999998936,0.38605000000001155,-0.06231990731775034
blank,5,6,1051,180,0.34842222222221153,-0.32957777777778574,466.884,475.834,-0.37057777777778256,0.34842222222221153,-0.06205839962345022
blank,5,7,1297,280,0.4950892857142719,-0.41891071428571536,476.884,490.834,-0.5979107142857174,0.5540892857142694,-0.07084288887208784
