Colony_ID,Run,Interval,Temperature,N_points,O2_start,O2_end,DeltaT_min,DeltaT_max,O2_min,O2_max,Slope,Avg_Blank_Slope,Blank_Corrected_Slope
19,1,1,18,102,180.871,190.081,Inf,-Inf,180.726,190.081,0.1933277612142551,-0.05297627622446299,0.2463040374387181
19,1,2,22,102,172.205,181.332,Inf,-Inf,172.132,181.332,0.18312552683258745,-0.0749550795075065,0.25808060634009394
19,1,3,25,107,165.084,174.247,Inf,-Inf,164.161,174.247,0.20381429040862156,-0.08026978182675235,0.2840840722353739
19,1,4,28,107,145.205,158.733,Inf,-Inf,145.205,158.733,0.2549773753902962,-0.08903181523167222,0.34400919062196844
19,1,5,31,114,141.555,153.432,Inf,-Inf,141.215,153.432,0.18781469866569472,-0.13228776444304594,0.3201024631087407
19,1,6,34,108,131.155,130.317,Inf,-Inf,128.966,131.155,0.039143141657867274,-0.13657568199563241,0.1757188236534997
19,1,7,38,109,112.174,92.359,Inf,-Inf,92.359,112.174,-0.2893641503922736,-0.13444437812915122,-0.15491977226312237
201,1,1,18,102,177.309,195.091,Inf,-Inf,177.154,195.091,0.3967117209834192,-0.05297627622446299,0.4496879972078822
201,1,2,22,102,168.488,184.151,Inf,-Inf,168.373,184.151,0.3169750397497804,-0.0749550795075065,0.39193011925728694
201,1,3,25,107,160.58,178.207,Inf,-Inf,159.467,178.207,0.37942470746997264,-0.08026978182675235,0.45969448929672496
201,1,4,28,107,140.835,164.321,Inf,-Inf,140.731,164.321,0.4518338326635001,-0.08903181523167222,0.5408656478951723
201,1,5,31,114,135.76,159.174,Inf,-Inf,135.479,159.174,0.41020641726869966,-0.13228776444304594,0.5424941817117456
201,1,6,34,108,125.695,132.629,Inf,-Inf,124.151,132.752,0.18511389675996565,-0.13657568199563241,0.32168957875559806
201,1,7,38,109,102.831,86.049,Inf,-Inf,86.049,102.831,-0.3052198624904464,-0.13444437812915122,-0.1707754843612952
203,1,1,18,102,268.986,294.129,Inf,-Inf,268.918,294.129,0.5694725568562649,-0.05297627622446299,0.6224488330807278
203,1,2,22,102,252.8,281.093,Inf,-Inf,252.713,281.093,0.6546012282118235,-0.0749550795075065,0.72955630771933
203,1,3,25,106,238.873,276.104,Inf,-Inf,237.643,276.104,0.8437207160204088,-0.08026978182675235,0.9239904978471611
203,1,4,28,107,210.737,255.91,Inf,-Inf,210.65,255.91,0.9021412380538739,-0.08903181523167222,0.9911730532855462
203,1,5,31,114,206.322,252.727,Inf,-Inf,205.933,252.727,0.7524524132506982,-0.13228776444304594,0.8847401776937441
