sample,sample_uid,PC1,PC2,PC3
DL53,256462,-0.07820237603774545,0.09622051413787497,0.0
DL60,256469,-0.17862745429236965,-0.07403015700474427,0.0
FP58,256497,0.2568298303301152,-0.022190357133130605,0.0
proportion_explained,0,0.872238312440081,0.12776168755991898,0.0
