sample,sample_uid,PC1,PC2,PC3
FP58,256497,0.30875122774049957,0.0197060220410411,-0.0
DL53,256462,-0.11295787809927302,-0.12002788633292744,-0.0
DL60,256469,-0.1957933496412266,0.10032186429188641,-0.0
proportion_explained,0,0.8548616104028081,0.1451383895971919,0.0
