sample,sample_uid,PC1,PC2,PC3
DL53,256462,0.13610026529424926,0.1365417094910781,0.0
DL60,256469,0.23437121020900656,-0.11435729174257975,0.0
FP58,256497,-0.37047147550325593,-0.0221844177484984,0.0
proportion_explained,0,0.8673886237965881,0.13261137620341193,0.0
