sample,sample_uid,PC1,PC2,PC3
FP58,256497,0.23552803824294066,0.018550643206704583,-0.0
DL53,256462,-0.07301651278102772,-0.0825061610390517,-0.0
DL60,256469,-0.16251152546191305,0.06395551783234713,-0.0
proportion_explained,0,0.8858207045417112,0.11417929545828875,0.0
