"","ColonyID","Run.x","Interval","Temperature","N_points","O2_start","O2_end","DeltaT_min","DeltaT_max","O2_min","O2_max","Slope","Avg_Blank_Slope","Blank_Corrected_Slope","X","weight1.g","weight2.g","delta.mass.g","surface.area.cm2","Date","Project","Run.y","Chamber","Measured_Temperature","Chamber_Volume_mL","Surface_Area_cm2","Notes","Species","Phenotype","Chamber_Volume_L","Slope_norm"
"29","12",4,1,28,124,219.599,243.899,273.735,335.228,219.599,243.899,0.425010650074436,-0.0915444887292023,0.516555138803638,5,1.5257,1.7165,0.1908,6.60851674873804,2025-10-07,"CAREER",4,10,27.8,341.25,6.608517,NA,"Montipora capitata","Resistant",0.34125,1.60042969839248
"30","2",4,1,28,124,224.439,262.785,273.825,335.325,224.439,262.785,0.611620642313932,-0.0915444887292023,0.703165131043134,2,1.5416,1.9,0.3584,12.4134821946945,2025-10-07,"CAREER",4,6,27.8,330.799,12.413482,NA,"Montipora capitata","Resistant",0.330799,1.12429204893057
"31","202",4,1,28,124,205.418,238.316,274.052,335.552,205.351,238.316,0.575313660867852,-0.0915444887292023,0.666858149597054,9,2.7791,3.1328,0.3537,12.2506937842172,2025-10-07,"CAREER",4,1,27.8,343.205,12.250694,NA,"Montipora capitata","Resistant",0.343205,1.12092778709715
"32","240",4,1,28,124,217.448,249.867,273.992,335.492,217.448,249.867,0.525825112295873,-0.0915444887292023,0.617369601025075,37,3.2409,3.6371,0.3962,13.7227166449162,2025-10-07,"CAREER",4,2,27.8,333.98,13.722717,NA,"Porites compressa","Resistant",0.33398,0.901523093505282
"33","243",4,1,28,124,213.827,257.077,273.863,335.363,213.827,257.077,0.720265829731184,-0.0915444887292023,0.811810318460386,40,2.286,2.5232,0.2372,8.21561935430118,2025-10-07,"CAREER",4,5,27.8,330.345,8.215619,NA,"Porites compressa","Susceptible",0.330345,1.95854360884962
"34","27",4,1,28,124,218.015,273.929,273.747,335.247,217.921,273.929,0.945277672495671,-0.0915444887292023,1.03682216122487,21,2.6989,2.979,0.2801,9.70149654780675,2025-10-07,"CAREER",4,9,27.8,338.753,9.701497,NA,"Porites compressa","Susceptible",0.338753,2.17220064461588
"35","3",4,1,28,124,163.251,175.078,273.979,335.479,163.251,175.078,0.189850707872979,-0.0915444887292023,0.281395196602181,3,0.6201,0.8818,0.2617,9.06419723870413,2025-10-07,"CAREER",4,3,27.8,324.53,9.064197,NA,"Montipora capitata","Susceptible",0.32453,0.604496001675897
"36","44",4,1,28,124,178.673,195.308,273.802,335.302,178.621,195.469,0.285524001599122,-0.0915444887292023,0.377068490328324,27,2.0092,2.4049,0.3957,13.705398728908,2025-10-07,"CAREER",4,7,27.8,343.593,13.705399,NA,"Porites compressa","Resistant",0.343593,0.567184201029237
"37","1",5,1,31,124,219.308,290.072,0.201,61.702,219.308,290.072,1.07151959919551,-0.105501456810205,1.17702105600572,1,4.07,4.7373,0.6673,23.1124907045749,2025-10-07,"CAREER",5,8,31.3,337.212,23.112491,NA,"Montipora capitata","Susceptible",0.337212,1.03036655653708
"38","12",5,1,31,124,208.425,230.427,0.145,61.645,208.425,230.427,0.281434429338609,-0.105501456810205,0.386935886148815,5,1.5257,1.7165,0.1908,6.60851674873804,2025-10-07,"CAREER",5,10,31.3,342.054,6.608517,NA,"Montipora capitata","Resistant",0.342054,1.20165815688691
"39","2",5,1,31,124,215.833,246.472,0.348,61.848,215.833,246.472,0.449660760088628,-0.105501456810205,0.555162216898833,2,1.5416,1.9,0.3584,12.4134821946945,2025-10-07,"CAREER",5,6,31.3,332.726,12.413482,NA,"Montipora capitata","Resistant",0.332726,0.892820729346173
"40","202",5,1,31,124,196.802,229.825,0.557,62.057,196.802,229.825,0.481259394543111,-0.105501456810205,0.586760851353317,9,2.7791,3.1328,0.3537,12.2506937842172,2025-10-07,"CAREER",5,1,31.3,340.122,12.250694,NA,"Montipora capitata","Resistant",0.340122,0.977431700436932
"41","240",5,1,31,124,202.228,240.054,0.505,62.005,202.164,240.054,0.373981145788476,-0.105501456810205,0.479482602598681,37,3.2409,3.6371,0.3962,13.7227166449162,2025-10-07,"CAREER",5,2,31.3,328.552,13.722717,NA,"Porites compressa","Resistant",0.328552,0.688792046612854
"42","243",5,1,31,124,205.275,232.493,0.397,61.897,205.275,232.493,0.383798506220835,-0.105501456810205,0.48929996303104,40,2.286,2.5232,0.2372,8.21561935430118,2025-10-07,"CAREER",5,5,31.3,335.615,8.215619,NA,"Porites compressa","Susceptible",0.335615,1.19929904254892
"43","27",5,1,31,124,214.313,260.916,0.203,61.703,214.313,260.916,0.693943771170628,-0.105501456810205,0.799445227980834,21,2.6989,2.979,0.2801,9.70149654780675,2025-10-07,"CAREER",5,9,31.3,324.793,9.701497,NA,"Porites compressa","Susceptible",0.324793,1.60586078231577
"44","3",5,1,31,124,153.328,160.903,0.456,61.956,153.328,160.903,0.0696907392301875,-0.105501456810205,0.175192196040393,3,0.6201,0.8818,0.2617,9.06419723870413,2025-10-07,"CAREER",5,3,31.3,339.903,9.064197,NA,"Montipora capitata","Susceptible",0.339903,0.394177342631818
"45","44",5,1,31,124,169.043,181.956,0.297,61.797,169.043,181.956,0.128833366619305,-0.105501456810205,0.234334823429511,27,2.0092,2.4049,0.3957,13.705398728908,2025-10-07,"CAREER",5,7,31.3,341.187,13.705399,NA,"Porites compressa","Resistant",0.341187,0.350016794036673
"46","1",6,1,34,125,184.077,225.698,87.661,149.669,184.077,225.698,0.660606808226265,-0.0844905825401803,0.745097390766445,1,4.07,4.7373,0.6673,23.1124907045749,2025-10-07,"CAREER",6,8,34.4,328.1,23.112491,NA,"Montipora capitata","Susceptible",0.3281,0.634634640728048
"47","12",6,1,34,125,183.85,195.604,87.65,149.645,183.537,195.604,0.315891805635485,-0.0844905825401803,0.400382388175665,5,1.5257,1.7165,0.1908,6.60851674873804,2025-10-07,"CAREER",6,10,34.4,329.132,6.608517,NA,"Montipora capitata","Resistant",0.329132,1.19644387261511
"48","2",6,1,34,125,188.278,209.584,87.687,149.681,188.168,209.584,0.460813357927601,-0.0844905825401803,0.545303940467781,2,1.5416,1.9,0.3584,12.4134821946945,2025-10-07,"CAREER",6,6,34.4,331.671,12.413482,NA,"Montipora capitata","Resistant",0.331671,0.874185826678944
"49","202",6,1,34,125,172.736,185.431,87.655,149.656,172.245,185.431,0.319819611905044,-0.0844905825401803,0.404310194445225,9,2.7791,3.1328,0.3537,12.2506937842172,2025-10-07,"CAREER",6,1,34.4,342.26,12.250694,NA,"Montipora capitata","Resistant",0.34226,0.677737324537974
"50","240",6,1,34,125,185.467,204.212,87.652,149.654,185.467,204.212,0.435494753931618,-0.0844905825401803,0.519985336471798,37,3.2409,3.6371,0.3962,13.7227166449162,2025-10-07,"CAREER",6,2,34.4,336.932,13.722717,NA,"Porites compressa","Resistant",0.336932,0.766027765149642
"51","243",6,1,34,125,180.146,191.863,87.727,149.73,180.146,192.115,0.304472892060034,-0.0844905825401803,0.388963474600214,40,2.286,2.5232,0.2372,8.21561935430118,2025-10-07,"CAREER",6,5,34.4,333.731,8.215619,NA,"Porites compressa","Susceptible",0.333731,0.948017407407106
"52","27",6,1,34,125,183.331,204.596,87.669,149.669,183.331,204.596,0.433609394787313,-0.0844905825401803,0.518099977327493,21,2.6989,2.979,0.2801,9.70149654780675,2025-10-07,"CAREER",6,9,34.4,329.132,9.701497,NA,"Porites compressa","Susceptible",0.329132,1.05462047570158
"53","3",6,1,34,125,132.972,132.183,87.698,149.706,131.878,135.15,0.0902792757322627,-0.0844905825401803,0.174769858272443,3,0.6201,0.8818,0.2617,9.06419723870413,2025-10-07,"CAREER",6,3,34.4,339.429,9.064197,NA,"Montipora capitata","Susceptible",0.339429,0.392678733668232
"54","44",6,1,34,125,145.046,144.443,87.698,149.697,144.131,147.604,0.08981515105137,-0.0844905825401803,0.17430573359155,27,2.0092,2.4049,0.3957,13.705398728908,2025-10-07,"CAREER",6,7,34.4,339.065,13.705399,NA,"Porites compressa","Resistant",0.339065,0.258734421650473
"55","1",7,1,38,41,164.335,161.838,217.169,237.168,161.772,164.335,-0.192171144093201,-0.228527229276337,0.0363560851831354,1,4.07,4.7373,0.6673,23.1124907045749,2025-10-07,"CAREER",7,8,37.3,335.66,23.112491,NA,"Montipora capitata","Susceptible",0.33566,0.0316797104437274
"56","12",7,1,38,41,161.463,156.908,217.112,237.112,156.908,161.463,-0.243473922729345,-0.228527229276337,-0.014946693453008,5,1.5257,1.7165,0.1908,6.60851674873804,2025-10-07,"CAREER",7,10,37.3,328.14,6.608517,NA,"Montipora capitata","Resistant",0.32814,-0.0445298832656205
"57","2",7,1,38,41,165.457,162.71,217.298,237.298,162.71,165.471,-0.156742507989198,-0.228527229276337,0.0717847212871387,2,1.5416,1.9,0.3584,12.4134821946945,2025-10-07,"CAREER",7,6,37.3,328.036,12.413482,NA,"Montipora capitata","Resistant",0.328036,0.113818052643821
"58","202",7,1,38,41,138.389,127.392,217.506,237.506,127.392,138.389,-0.575409672174263,-0.228527229276337,-0.346882442897926,9,2.7791,3.1328,0.3537,12.2506937842172,2025-10-07,"CAREER",7,1,37.3,343.777,12.250694,NA,"Montipora capitata","Resistant",0.343777,-0.58404956162933
"59","240",7,1,38,41,163.153,162.068,217.455,237.454,162.004,163.389,-0.0429046830245674,-0.228527229276337,0.185622546251769,37,3.2409,3.6371,0.3962,13.7227166449162,2025-10-07,"CAREER",7,2,37.3,338.358,13.722717,NA,"Porites compressa","Resistant",0.338358,0.274611252843688
"60","243",7,1,38,41,162.074,160.079,217.38,237.38,160.079,162.074,-0.130824634524296,-0.228527229276337,0.0977025947520411,40,2.286,2.5232,0.2372,8.21561935430118,2025-10-07,"CAREER",7,5,37.3,334.228,8.215619,NA,"Porites compressa","Susceptible",0.334228,0.238484341329829
"61","27",7,1,38,41,165.395,164.672,217.169,237.17,164.662,165.59,-0.0355216819973318,-0.228527229276337,0.193005547279005,21,2.6989,2.979,0.2801,9.70149654780675,2025-10-07,"CAREER",7,9,37.3,330.591,9.701497,NA,"Porites compressa","Susceptible",0.330591,0.39461476834688
"62","3",7,1,38,41,106.004,103.253,217.456,237.457,103.253,106.004,-0.117952962784677,-0.228527229276337,0.11057426649166,3,0.6201,0.8818,0.2617,9.06419723870413,2025-10-07,"CAREER",7,3,37.3,343.012,9.064197,NA,"Montipora capitata","Susceptible",0.343012,0.25106448568363
"63","44",7,1,38,41,119.428,117.425,217.264,237.264,117.425,119.428,-0.0901936758893258,-0.228527229276337,0.138333553387011,27,2.0092,2.4049,0.3957,13.705398728908,2025-10-07,"CAREER",7,7,37.3,340.442,13.705399,NA,"Porites compressa","Resistant",0.340442,0.20617226472739
"64","201",8,1,18,122,207.782,220.871,0,60.508,207.782,220.871,0.204027970699945,-0.0675444015977468,0.271572372297692,8,2.5343,2.8677,0.3334,11.5475863942834,2025-10-08,"CAREER",8,7,18.3,341.507,11.547586,NA,"Montipora capitata","Susceptible",0.341507,0.481887017665513
"65","204",8,1,18,122,252.532,281.635,0,60.501,252.532,281.635,0.504135475353819,-0.0675444015977468,0.571679876951565,11,3.2807,3.7081,0.4274,14.8033546038294,2025-10-08,"CAREER",8,5,18.3,335.91,14.803355,NA,"Montipora capitata","Resistant",0.33591,0.77833569189969
"66","211",8,1,18,122,263.001,273.828,0,60.494,263.001,273.95,0.196837103204737,-0.0675444015977468,0.264381504802484,16,1.2066,1.4296,0.223,7.72379053966764,2025-10-08,"CAREER",8,9,18.3,340.15,7.723791,NA,"Montipora capitata","Susceptible",0.34015,0.698589909164741
"67","226",8,1,18,122,261.151,279.103,0,60.509,261.151,279.13,0.311553979993381,-0.0675444015977468,0.379098381591127,29,2.0865,2.4038,0.3173,10.9899494988186,2025-10-08,"CAREER",8,4,18.3,345.455,10.989949,NA,"Porites compressa","Resistant",0.345455,0.71498835236672
"68","233",8,1,18,122,261.003,273.674,0.046,60.546,261.003,273.721,0.209996682620693,-0.0675444015977468,0.27754108421844,30,1.3446,1.4923,0.1477,5.11571238882919,2025-10-08,"CAREER",8,2,18.3,343.911,5.115712,NA,"Porites compressa","Susceptible",0.343911,1.11948551317788
"69","236",8,1,18,122,262.669,300.22,0,60.503,262.669,300.22,0.690582020095188,-0.0675444015977468,0.758126421692935,33,2.8227,3.3671,0.5444,18.8557469497536,2025-10-08,"CAREER",8,8,18.3,338.161,18.855747,NA,"Porites compressa","Resistant",0.338161,0.815779262108059
"70","237",8,1,18,122,250.772,296.027,0,60.5,250.772,296.044,0.347486540338705,-0.0675444015977468,0.415030941936452,34,1.4809,1.7255,0.2446,8.47192451122288,2025-10-08,"CAREER",8,6,18.3,333.616,8.471925,NA,"Porites compressa","Susceptible",0.333616,0.980610456632256
"71","4",8,1,18,122,190.146,214.434,0,60.499,190.146,214.434,0.444687786843149,-0.0675444015977468,0.512232188440896,4,4.6893,5.6307,0.9414,32.606172260283,2025-10-08,"CAREER",8,3,18.3,334.329,32.606172,NA,"Montipora capitata","Resistant",0.334329,0.315131884777272
"72","42",8,1,18,122,259.36,316.948,0,60.502,259.36,316.948,0.992392524258034,-0.0675444015977468,1.05993692585578,25,5.8857,6.5585,0.672800000000001,23.3029877806654,2025-10-08,"CAREER",8,10,18.3,330.433,23.302988,NA,"Porites compressa","Resistant",0.330433,0.90178514837114
"73","201",9,1,22,120,193.299,216.472,84.808,144.308,193.299,216.472,0.304274581535148,-0.0664344953195769,0.370709076854725,8,2.5343,2.8677,0.3334,11.5475863942834,2025-10-08,"CAREER",9,7,21.3,344.295,11.547586,NA,"Montipora capitata","Susceptible",0.344295,0.663168616840393
"74","204",9,1,22,121,238.298,275.688,84.885,144.885,238.298,275.688,0.667635015361782,-0.0664344953195769,0.734069510681359,11,3.2807,3.7081,0.4274,14.8033546038294,2025-10-08,"CAREER",9,5,21.3,331.296,14.803355,NA,"Montipora capitata","Resistant",0.331296,0.985699386871868
"75","211",9,1,22,120,246.814,261.568,84.728,144.228,246.814,261.568,0.247057774845917,-0.0664344953195769,0.313492270165494,16,1.2066,1.4296,0.223,7.72379053966764,2025-10-08,"CAREER",9,9,21.3,340.458,7.723791,NA,"Montipora capitata","Susceptible",0.340458,0.829108071493066
"76","226",9,1,22,120,242.656,270.814,84.942,144.442,242.656,270.995,0.456947914744468,-0.0664344953195769,0.523382410064045,29,2.0865,2.4038,0.3173,10.9899494988186,2025-10-08,"CAREER",9,4,21.3,345.954,10.989949,NA,"Porites compressa","Resistant",0.345954,0.988537235648413
"77","233",9,1,22,121,244.108,262.589,85.013,145.012,244.108,262.589,0.273790723697226,-0.0664344953195769,0.340225219016802,30,1.3446,1.4923,0.1477,5.11571238882919,2025-10-08,"CAREER",9,2,21.3,335.621,5.115712,NA,"Porites compressa","Susceptible",0.335621,1.33924723932072
"78","236",9,1,22,120,240.99,291.422,84.77,144.269,240.99,291.422,0.810574778810039,-0.0664344953195769,0.877009274129616,33,2.8227,3.3671,0.5444,18.8557469497536,2025-10-08,"CAREER",9,8,21.3,339.819,18.855747,NA,"Porites compressa","Resistant",0.339819,0.948329701240543
"79","237",9,1,22,120,250.892,286.448,84.883,144.383,250.892,286.448,0.486315225087978,-0.0664344953195769,0.552749720407555,34,1.4809,1.7255,0.2446,8.47192451122288,2025-10-08,"CAREER",9,6,21.3,330.085,8.471925,NA,"Porites compressa","Susceptible",0.330085,1.29218142502824
"80","4",9,1,22,120,180.553,213.313,84.999,144.498,180.553,213.313,0.578036712292176,-0.0664344953195769,0.644471207611753,4,4.6893,5.6307,0.9414,32.606172260283,2025-10-08,"CAREER",9,3,21.3,337.312,32.606172,NA,"Montipora capitata","Resistant",0.337312,0.400024639960696
"81","42",9,1,22,120,242.289,327.136,84.636,144.135,242.289,327.136,1.4427314607998,-0.0664344953195769,1.50916595611938,25,5.8857,6.5585,0.672800000000001,23.3029877806654,2025-10-08,"CAREER",9,10,21.3,335.851,23.302988,NA,"Porites compressa","Resistant",0.335851,1.3050383932721
"82","201",10,1,25,119,184.33,206.536,172.494,231.492,184.33,206.536,0.368429786215841,-0.0755905146726627,0.444020300888503,8,2.5343,2.8677,0.3334,11.5475863942834,2025-10-08,"CAREER",10,7,24.7,344.202,11.547586,NA,"Montipora capitata","Susceptible",0.344202,0.794101920807022
"83","204",10,1,25,119,221.22,276.453,172.448,231.451,221.22,276.453,0.973650497329962,-0.0755905146726627,1.04924101200262,11,3.2807,3.7081,0.4274,14.8033546038294,2025-10-08,"CAREER",10,5,24.7,331.415,14.803355,NA,"Montipora capitata","Resistant",0.331415,1.40941382260571
"84","211",10,1,25,119,228.478,247.47,172.493,231.495,228.478,247.47,0.331012359324626,-0.0755905146726627,0.406602873997289,16,1.2066,1.4296,0.223,7.72379053966764,2025-10-08,"CAREER",10,9,24.7,349.803,7.723791,NA,"Montipora capitata","Susceptible",0.349803,1.10487904405803
"85","226",10,1,25,119,225.513,256.839,172.454,231.458,225.513,256.864,0.51811398702646,-0.0755905146726627,0.593704501699122,29,2.0865,2.4038,0.3173,10.9899494988186,2025-10-08,"CAREER",10,4,24.7,342.62,10.989949,NA,"Porites compressa","Resistant",0.34262,1.11055125263689
"86","233",10,1,25,120,224.292,247.071,172.382,231.879,224.292,247.301,0.313944173587785,-0.0755905146726627,0.389534688260447,30,1.3446,1.4923,0.1477,5.11571238882919,2025-10-08,"CAREER",10,2,24.7,339.475,5.115712,NA,"Porites compressa","Susceptible",0.339475,1.55095452886647
"87","236",10,1,25,119,228.116,280.806,172.497,231.503,228.116,280.806,0.923941900452488,-0.0755905146726627,0.99953241512515,33,2.8227,3.3671,0.5444,18.8557469497536,2025-10-08,"CAREER",10,8,24.7,336.716,18.855747,NA,"Porites compressa","Resistant",0.336716,1.07094741222865
"88","237",10,1,25,119,233.129,273.634,172.451,231.45,233.129,273.634,0.637891996089361,-0.0755905146726627,0.713482510762024,34,1.4809,1.7255,0.2446,8.47192451122288,2025-10-08,"CAREER",10,6,24.7,331.711,8.471925,NA,"Porites compressa","Susceptible",0.331711,1.67614805925521
"89","4",10,1,25,120,169.451,212.444,172.451,231.948,169.445,212.444,0.79177619881776,-0.0755905146726627,0.867366713490423,4,4.6893,5.6307,0.9414,32.606172260283,2025-10-08,"CAREER",10,3,24.7,336.075,32.606172,NA,"Montipora capitata","Resistant",0.336075,0.536402002496991
"90","42",10,1,25,119,228.101,311.354,172.459,231.451,228.101,311.354,1.46326775374976,-0.0755905146726627,1.53885826842242,25,5.8857,6.5585,0.672800000000001,23.3029877806654,2025-10-08,"CAREER",10,10,24.7,334.432,23.302988,NA,"Porites compressa","Resistant",0.334432,1.3250921811461
"91","201",11,1,28,125,166.909,194.096,257.346,319.341,166.909,194.096,0.397081156053387,-0.0915444887292023,0.488625644782589,8,2.5343,2.8677,0.3334,11.5475863942834,2025-10-08,"CAREER",11,7,28.4,342.718,11.547586,NA,"Montipora capitata","Susceptible",0.342718,0.870108079788
"92","204",11,1,28,125,206.328,274.307,257.364,319.368,206.328,274.307,1.15223463819826,-0.0915444887292023,1.24377912692746,11,3.2807,3.7081,0.4274,14.8033546038294,2025-10-08,"CAREER",11,5,28.4,330.61,14.803355,NA,"Montipora capitata","Resistant",0.33061,1.66667283798139
