Colony_ID,Run,Interval,Temperature,N_points,O2_start,O2_end,DeltaT_min,DeltaT_max,O2_min,O2_max,Slope,Avg_Blank_Slope,Blank_Corrected_Slope
214,23,1,22,122,165.551,185.26,Inf,-Inf,165.551,185.26,0.30475151440927745,-0.06643449531957693,0.3711860097288544
221,23,1,22,122,229.615,252.8,Inf,-Inf,228.813,252.8,0.3736385977214562,-0.06643449531957693,0.44007309304103315
239,23,1,22,122,233.438,261.18,Inf,-Inf,233.426,261.18,0.4666379331326542,-0.06643449531957693,0.5330724284522311
244,23,1,22,122,179.151,246.447,Inf,-Inf,179.151,246.447,1.1656304200799643,-0.06643449531957693,1.2320649153995413
248,23,1,22,122,233.483,288.492,Inf,-Inf,233.391,288.492,0.9477946184029665,-0.06643449531957693,1.0142291137225434
28,23,1,22,122,231.807,295.917,Inf,-Inf,231.807,295.917,1.0731285926108016,-0.06643449531957693,1.1395630879303786
43,23,1,22,122,225.854,257.821,Inf,-Inf,225.854,257.821,0.5389825399139757,-0.06643449531957693,0.6054170352335526
blank,23,1,22,122,237.124,232.688,Inf,-Inf,232.688,237.124,-0.06267529277936035,-0.06643449531957693,0.003759202540216583
205,24,1,25,122,248.789,356.061,Inf,-Inf,248.789,356.061,1.8036917969725643,-0.0755905146726627,1.879282311645227
213,24,1,25,122,213.641,228.026,Inf,-Inf,213.641,228.118,0.23964148958552436,-0.0755905146726627,0.3152320042581871
214,24,1,25,122,170.759,192.339,Inf,-Inf,170.759,192.339,0.3560741951204038,-0.0755905146726627,0.4316647097930665
221,24,1,25,123,230.673,259.465,Inf,-Inf,230.673,259.465,0.45874648056711226,-0.0755905146726627,0.534336995239775
239,24,1,25,123,229.832,262.512,Inf,-Inf,229.832,262.512,0.5512711361234548,-0.0755905146726627,0.6268616507961176
244,24,1,25,122,191.925,283.308,Inf,-Inf,191.925,283.308,1.5288354777322224,-0.0755905146726627,1.6044259924048851
248,24,1,25,122,236.876,309.209,Inf,-Inf,236.876,309.209,1.1908379777580158,-0.0755905146726627,1.2664284924306786
28,24,1,25,123,218.341,318.916,Inf,-Inf,218.341,318.916,1.323313247365991,-0.0755905146726627,1.3989037620386537
43,24,1,25,122,223.978,262.548,Inf,-Inf,223.978,262.548,0.6727979128307702,-0.0755905146726627,0.7483884275034329
blank,24,1,25,122,228.712,222.12,Inf,-Inf,221.821,229.056,-0.10568087577874334,-0.0755905146726627,-0.03009036110608064
205,25,1,28,121,212.258,312.832,Inf,-Inf,212.152,312.832,1.6963978190333153,-0.09154448872920232,1.7879423077625176
213,25,1,28,122,191.404,205.152,Inf,-Inf,191.404,205.165,0.22678575836110015,-0.09154448872920232,0.31833024709030244
214,25,1,28,121,149.757,171.893,Inf,-Inf,149.179,171.893,0.4032108264428159,-0.09154448872920232,0.4947553151720182
221,25,1,28,121,203.161,229.462,Inf,-Inf,202.398,229.462,0.4915295631968927,-0.09154448872920232,0.5830740519260951
239,25,1,28,121,203.358,242.943,Inf,-Inf,203.358,242.943,0.6897412074412071,-0.09154448872920232,0.7812856961704094
244,25,1,28,121,157.402,247.676,Inf,-Inf,157.126,247.676,1.643340026426587,-0.09154448872920232,1.7348845151557892
248,25,1,28,122,203.589,273.434,Inf,-Inf,203.589,273.434,1.1998271759930015,-0.09154448872920232,1.2913716647222038
28,25,1,28,121,200.748,274.5,Inf,-Inf,200.748,274.5,1.2728815467389767,-0.09154448872920232,1.364426035468179
43,25,1,28,121,198.673,234.541,Inf,-Inf,198.334,234.541,0.6511927225078488,-0.09154448872920232,0.742737211237051
blank,25,1,28,121,210.561,201.242,Inf,-Inf,201.242,210.561,-0.1540665754110133,-0.09154448872920232,-0.06252208668181097
205,26,1,31,122,194.365,286.936,Inf,-Inf,194.365,286.936,1.6571935323997116,-0.10550145681020541,1.762694989209917
213,26,1,31,122,177.107,192.399,Inf,-Inf,177.107,192.399,0.2419299853165385,-0.10550145681020541,0.34743144212674393
214,26,1,31,122,142.834,162.575,Inf,-Inf,142.644,162.575,0.3725996141481271,-0.10550145681020541,0.4781010709583325
221,26,1,31,122,194.686,217.796,Inf,-Inf,194.686,217.796,0.41356051037327585,-0.10550145681020541,0.5190619671834813
239,26,1,31,122,195.714,229.72,Inf,-Inf,195.643,229.72,0.5933093642782868,-0.10550145681020541,0.6988108210884922
244,26,1,31,122,155.561,242.72,Inf,-Inf,155.494,242.72,1.5066870591954837,-0.10550145681020541,1.6121885160056892
248,26,1,31,122,194.885,256.423,Inf,-Inf,194.372,256.423,1.0625160280560197,-0.10550145681020541,1.1680174848662253
28,26,1,31,122,193.771,262.497,Inf,-Inf,193.445,262.497,1.2084361081583692,-0.10550145681020541,1.3139375649685747
43,26,1,31,122,190.077,220.849,Inf,-Inf,190.077,220.849,0.530968214445298,-0.10550145681020541,0.6364696712555034
blank,26,1,31,122,199.821,187.044,Inf,-Inf,187.044,199.821,-0.1523804078521063,-0.10550145681020541,-0.04687895104190089
205,27,1,34,122,178.22,233.183,Inf,-Inf,178.22,233.183,1.0344619900401582,-0.08449058254018033,1.1189525725803384
213,27,1,34,122,156.496,162.919,Inf,-Inf,156.496,163.56,0.11575031057688323,-0.08449058254018033,0.20024089311706356
214,27,1,34,122,123.466,135.026,Inf,-Inf,123.396,135.352,0.3048879473586512,-0.08449058254018033,0.38937852989883154
221,27,1,34,122,174.142,175.766,Inf,-Inf,174.142,177.409,-0.050050591490374254,-0.08449058254018033,0.03443999104980607
239,27,1,34,123,170.888,181.666,Inf,-Inf,170.888,182.08,0.28223552704941784,-0.08449058254018033,0.36672610958959817
244,27,1,34,122,133.779,188.749,Inf,-Inf,133.779,188.749,0.9764601055566274,-0.08449058254018033,1.0609506880968078
248,27,1,34,122,178.527,215.967,Inf,-Inf,178.243,215.99,0.6825396128011495,-0.08449058254018033,0.7670301953413299
28,27,1,34,122,176.994,221.353,Inf,-Inf,176.977,221.353,0.8353255164769756,-0.08449058254018033,0.919816099017156
43,27,1,34,122,167.885,179.9,Inf,-Inf,167.885,180.125,0.2545255312558635,-0.08449058254018033,0.33901611379604385
blank,27,1,34,122,177.776,165.644,Inf,-Inf,165.644,177.776,-0.15179972214503953,-0.08449058254018033,-0.06730913960485921
205,28,1,38,122,164.966,150.64,Inf,-Inf,150.64,168.822,0.19879766389530734,-0.12833406212064882,0.3271317260159562
213,28,1,38,122,152.137,148.486,Inf,-Inf,148.486,153.799,-0.16933705959622028,-0.12833406212064882,-0.04100299747557146
214,28,1,38,122,108.721,104.581,Inf,-Inf,104.581,108.905,-0.00899671538652398,-0.12833406212064882,0.11933734673412484
221,28,1,38,122,163.147,145.26,Inf,-Inf,145.26,163.622,-0.37765651986134835,-0.12833406212064882,-0.24932245774069953
239,28,1,38,122,159.01,155,Inf,-Inf,155,160.939,-0.1669695396577689,-0.12833406212064882,-0.03863547753712007
244,28,1,38,122,118.318,128.677,Inf,-Inf,118.318,130.328,0.36678532052206797,-0.12833406212064882,0.4951193826427168
248,28,1,38,122,165.184,169.345,Inf,-Inf,165.152,170.991,0.011573529411763272,-0.12833406212064882,0.13990759153241208
28,28,1,38,122,162.05,166.53,Inf,-Inf,161.673,168.14,0.09024265604579497,-0.12833406212064882,0.2185767181664438
43,28,1,38,123,160.768,152.741,Inf,-Inf,152.741,161.422,-0.07513854252168582,-0.12833406212064882,0.053195519598963
blank,28,1,38,122,165.049,157.866,Inf,-Inf,157.866,165.13,-0.10826586409904042,-0.12833406212064882,0.020068198021608405
20,29,1,18,121,212.404,274.457,Inf,-Inf,212.404,274.457,1.001414321660755,-0.06754440159774679,1.0689587232585018
203,29,1,18,121,198.206,232.75,Inf,-Inf,198.206,232.75,0.5879418851272927,-0.06754440159774679,0.6554862867250395
225,29,1,18,121,265.143,303.564,Inf,-Inf,265.143,303.564,0.6174971087165261,-0.06754440159774679,0.6850415103142729
234,29,1,18,121,262.325,330.729,Inf,-Inf,262.325,330.729,0.8074237826876122,-0.06754440159774679,0.8749681842853589
235,29,1,18,121,258.061,304.294,Inf,-Inf,258.061,304.294,0.6613837334214712,-0.06754440159774679,0.7289281350192179
238,29,1,18,121,249.864,290.696,Inf,-Inf,249.864,290.696,0.6318292448014141,-0.06754440159774679,0.6993736463991609
29,29,1,18,121,261.993,305.421,Inf,-Inf,261.993,305.421,0.6950357018610531,-0.06754440159774679,0.7625801034587999
blank,29,1,18,121,256.91,256.232,Inf,-Inf,255.969,258.263,-0.04812451026814261,-0.06754440159774679,0.01941989132960418
20,30,1,22,124,193.13,274.619,Inf,-Inf,193.13,274.619,1.341985477997756,-0.06643449531957693,1.408419973317333
203,30,1,22,124,171.737,219.664,Inf,-Inf,171.737,219.664,0.6438438988505563,-0.06643449531957693,0.7102783941701332
225,30,1,22,124,240.634,293.747,Inf,-Inf,240.634,293.747,0.8638949570222567,-0.06643449531957693,0.9303294523418336
234,30,1,22,124,252.11,325.499,Inf,-Inf,252.11,325.499,1.1426262901596416,-0.06643449531957693,1.2090607854792186
235,30,1,22,124,237.997,302.796,Inf,-Inf,237.997,302.796,1.0245678695721074,-0.06643449531957693,1.0910023648916845
238,30,1,22,124,225.609,282.732,Inf,-Inf,225.609,282.732,0.8884914908579465,-0.06643449531957693,0.9549259861775234
29,30,1,22,124,240.137,297.773,Inf,-Inf,240.137,297.773,0.920461392703397,-0.06643449531957693,0.9868958880229739
blank,30,1,22,124,236.38,234.896,Inf,-Inf,234.768,237.718,-0.04775430295280608,-0.06643449531957693,0.018680192366770848
20,31,1,25,121,181.61,281.187,Inf,-Inf,181.61,281.187,1.7338496093866034,-0.0755905146726627,1.8094401240592661
203,31,1,25,122,162.588,218.472,Inf,-Inf,162.588,218.472,0.9247773217121307,-0.0755905146726627,1.0003678363847934
225,31,1,25,121,223.403,283.209,Inf,-Inf,223.403,283.209,1.0043476349737213,-0.0755905146726627,1.079938149646384
234,31,1,25,121,231.737,313.204,Inf,-Inf,231.737,313.204,1.2598607380197293,-0.0755905146726627,1.335451252692392
235,31,1,25,122,225.154,293.645,Inf,-Inf,225.154,293.645,1.1392838004101165,-0.0755905146726627,1.2148743150827792
238,31,1,25,122,211.507,266.939,Inf,-Inf,211.507,266.939,0.866276242214995,-0.0755905146726627,0.9418667568876578
29,31,1,25,121,227.307,292.754,Inf,-Inf,227.307,292.754,1.09883327779423,-0.0755905146726627,1.1744237924668928
blank,31,1,25,121,220.448,218.162,Inf,-Inf,218.162,221.673,-0.0673687608755823,-0.0755905146726627,0.0082217537970804
20,32,1,28,122,170.236,274.14,Inf,-Inf,170.236,274.14,1.802555227014262,-0.09154448872920232,1.8940997157434643
203,32,1,28,122,153.656,214.699,Inf,-Inf,153.656,214.699,1.0119573562454987,-0.09154448872920232,1.103501844974701
225,32,1,28,122,209.969,277.522,Inf,-Inf,209.969,277.522,1.1131188829661764,-0.09154448872920232,1.2046633716953787
234,32,1,28,123,214.913,307.897,Inf,-Inf,214.913,307.897,1.486301856097799,-0.09154448872920232,1.5778463448270013
235,32,1,28,122,209.874,288.377,Inf,-Inf,209.874,288.377,1.3192965242825048,-0.09154448872920232,1.410841013011707
238,32,1,28,122,194.962,255.503,Inf,-Inf,194.962,255.503,0.9735749008885866,-0.09154448872920232,1.0651193896177888
29,32,1,28,122,213.316,278.345,Inf,-Inf,213.316,278.345,1.1082815807429929,-0.09154448872920232,1.1998260694721952
blank,32,1,28,123,209.222,205.599,Inf,-Inf,205.599,209.992,-0.07435980359713538,-0.09154448872920232,0.017184685132066932
20,33,1,31,122,161.323,260.56,Inf,-Inf,161.047,260.56,1.7512470521454435,-0.10550145681020541,1.856748508955649
203,33,1,31,122,144.255,201.147,Inf,-Inf,144.255,201.147,0.9365739939761669,-0.10550145681020541,1.0420754507863723
225,33,1,31,122,198.863,262.783,Inf,-Inf,198.863,262.783,1.0613746790522895,-0.10550145681020541,1.166876135862495
234,33,1,31,122,206.138,294.834,Inf,-Inf,206.138,294.834,1.5864657642542357,-0.10550145681020541,1.6919672210644412
235,33,1,31,122,200.952,269.697,Inf,-Inf,200.858,269.697,1.1372282012956643,-0.10550145681020541,1.2427296581058698
238,33,1,31,123,184.995,237.756,Inf,-Inf,184.995,237.756,0.8597694185574696,-0.10550145681020541,0.965270875367675
29,33,1,31,122,201.977,263.308,Inf,-Inf,201.977,263.308,1.0510897384305822,-0.10550145681020541,1.1565911952407877
blank,33,1,31,122,199.318,193.401,Inf,-Inf,193.337,199.634,-0.08796970130289837,-0.10550145681020541,0.01753175550730704
20,34,1,34,122,141.446,204.79,Inf,-Inf,141.446,204.987,1.018224524445929,-0.08449058254018033,1.1027151069861092
203,34,1,34,122,125.383,162.913,Inf,-Inf,125.383,162.913,0.6397404402537737,-0.08449058254018033,0.7242310227939541
225,34,1,34,122,182.484,229.813,Inf,-Inf,182.484,229.813,0.8049836203687366,-0.08449058254018033,0.8894742029089169
234,34,1,34,123,192.986,247.681,Inf,-Inf,192.134,247.681,1.028503722804969,-0.08449058254018033,1.1129943053451492
235,34,1,34,122,183.497,237.666,Inf,-Inf,183.497,237.666,0.9128475060507151,-0.08449058254018033,0.9973380885908953
238,34,1,34,123,169.747,208.4,Inf,-Inf,169.747,208.4,0.638396774338139,-0.08449058254018033,0.7228873568783194
29,34,1,34,122,185.917,216.761,Inf,-Inf,185.917,216.761,0.5575423966309212,-0.08449058254018033,0.6420329791711015
blank,34,1,34,122,182.632,179.236,Inf,-Inf,179.156,182.954,-0.046979808581183634,-0.08449058254018033,0.03751077395899669
20,35,1,38,164,125.104,144.159,Inf,-Inf,125.104,151.371,0.5445722232149325,-0.12833406212064882,0.6729062853355813
203,35,1,38,164,112.545,108.423,Inf,-Inf,108.319,118.099,0.01853417958675084,-0.12833406212064882,0.14686824170739965
225,35,1,38,164,168.434,186.166,Inf,-Inf,168.434,189.101,0.27860662258390734,-0.12833406212064882,0.40694068470455613
234,35,1,38,164,170.805,197.884,Inf,-Inf,170.805,199.411,0.4162526575408655,-0.12833406212064882,0.5445867196615143
235,35,1,38,164,170.185,194.373,Inf,-Inf,170.185,195.756,0.4092235965679977,-0.12833406212064882,0.5375576586886466
238,35,1,38,164,154.218,165.909,Inf,-Inf,154.218,170.155,0.1751924382503414,-0.12833406212064882,0.3035265003709902
29,35,1,38,164,165.256,173.484,Inf,-Inf,165.256,180.4,0.3365432415014984,-0.12833406212064882,0.4648773036221472
blank,35,1,38,164,170.614,160.986,Inf,-Inf,160.91,171.105,-0.10042696476964684,-0.12833406212064882,0.027907097351001983
