sample,analysis_type_uid,PC1,PC2
G3a-G3ac,1590984,-0.9386556867595596,-0.0
G3a-G3ac-G3ai-G3bg,1591001,0.9386556867595596,-0.0
proportion_explained,0,1.0,0.0
